campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Li und Dui\nerr des Zeichens ist die Neun auf fünftem Platz. Alle Geschäfte bedürfen\nders darauf, daß durch dauernde Einwirkung die Pläne zustande kommen.\nDie Bemerkung im Kommentar zur Entscheidung: "Nimmt den Platz des\nHimmels ein und ist in seinem Benehmen korrekt und zentral" bezieht\nsich auf die Neun auf fünftem Platz.	Her\nerr des Zeichens ist die Neun auf fünftem Platz. Alle Geschäfte bedürfen\ndes geduldigen Wartens, und der Weg des Herrschers beruht ganz beson-\nders darauf, daß durch dauernde Einwirkung die Pläne zustande kommen.\nDie Bemerkung im Kommentar zur Entscheidung: "Nimmt den Platz des\nHimmels ein und ist in seinem Benehmen korrekt und zentral" bezieht\nsich auf die Neun auf fünftem Platz.\nLi und Dui\nDie Beziehung der beiden Bedeutungen des Zeichens: "Ernährung" und\nWarten" liegt darin, daß man auf das Essen warten muß. Es liegt nicht\nin der Macht des Menschen, sondern ist vom Himmel und Regen abhängig.	Her\nerr des Zeichens ist die Neun auf fünftem Platz. Alle Geschäfte bedürfen\ndes geduldigen Wartens, und der Weg des Herrschers beruht ganz beson-\nders darauf, daß durch dauernde Einwirkung die Pläne zustande kommen.\nDie Bemerkung im Kommentar zur Entscheidung: "Nimmt den Platz des\nHimmels ein und ist in seinem Benehmen korrekt und zentral" bezieht\nsich auf die Neun auf fünftem Platz.\nLi und Dui\nDie Beziehung der beiden Bedeutungen des Zeichens: "Ernährung" und\nWarten" liegt darin, daß man auf das Essen warten muß. Es liegt nicht\nin der Macht des Menschen, sondern ist vom Himmel und Regen abhängig.	disputed	347-350	Her\nerr des Zeichens ist die Neun auf fünftem Platz. Alle Geschäfte bedürfen\ndes geduldigen Wartens, und der Weg des Herrschers beruht ganz besonders darauf, daß durch dauernde Einwirkung die Pläne zustande kommen.\nDie Bemerkung im Kommentar zur Entscheidung: "Nimmt den Platz des\nHimmels ein und ist in seinem Benehmen korrekt und zentral" bezieht\nsich auf die Neun auf fünftem Platz.\nLi und Dui\nDie Beziehung der beiden Bedeutungen des Zeichens: "Ernährung" und\nWarten" liegt darin, daß man auf das Essen warten muß. Es liegt nicht\nin der Macht des Menschen, sondern ist vom Himmel und Regen abhängig.	cerrado	coincide_pass04
sequence	Wenn die Dinge noch klein sind, darf man sie nicht ohne Er-\nnährung lassen. Darum folgt darauf das Zeichen Sü. Sü be-\ndeutet den Weg zu Essen und Trinken.\nDie Beziehung der beiden Bedeutungen des Zeichens: "Ernährung" und\n"Warten" liegt darin, daß man auf das Essen warten muß. Es liegt nicht\nin der Macht des Menschen, sondern ist vom Himmel und Regen abhängig.\nW	Wenn die Dinge noch klein sind, darf man sie nicht ohne Er-\nnährung lassen. Darum folgt darauf das Zeichen Sü. Sü be-\ndeutet den Weg zu Essen und Trinken.\nWarten bedeutet nicht fortschreiten".	Wenn die Dinge noch klein sind, darf man sie nicht ohne Er-\nnährung lassen. Darum folgt darauf das Zeichen Sü. Sü be-\ndeutet den Weg zu Essen und Trinken.\nWarten bedeutet nicht fortschreiten".	disputed	347-350	Wenn die Dinge noch klein sind, darf man sie nicht ohne Ernährung lassen. Darum folgt darauf das Zeichen Sü. Sü bedeutet den Weg zu Essen und Trinken.\nDie Beziehung der beiden Bedeutungen des Zeichens: "Ernährung" und\n"Warten" liegt darin, daß man auf das Essen warten muß. Es liegt nicht\nin der Macht des Menschen, sondern ist vom Himmel und Regen abhängig.	cerrado	coincide_ninguno
misc_notes	Warten bedeutet nicht fortschreiten".		Warten bedeutet nicht fortschreiten".	pass02_only	347-350	Warten bedeutet nicht fortschreiten".	cerrado	coincide_pass02
commentary_decision	Warten heißt sich zurückhalten. Gefahr ist vorn. Da man fest\nund stark ist, fällt man nicht hinein. Der Sinn ist, daß man\nnicht in Verlegenheit und Ratlosigkeit kommt.\nDas untere Zeichen Kiän hat als Eigenschaft die Kraft. Das vordere Zeichen\nist Kan, der Abgrund, die Gefahr. Aber da man infolge der eigenen Stärke\nsich nicht übereilt, kommt man nicht in Verlegenheit.\nWenn du wahrhaftig bist, so hast Du Licht und Gelingen.\n"Beharrlichkeit bringt Heil", denn der beherrschende Strich\nnimmt den Platz des Himmels ein und ist in seinem Benehmen\nkorrekt und zentral.\n,,Günstig ist es, das große Wasser zu durchqueren."\nDurch Fortschritt kommt das Werk zustande.\nDer fünfte Strich, der Herr des Zeichens, hat Wahrhaftigkeit wie das Wasser,\ndessen Symbol er ist (Kan ist ein Wasserlauf zwischen zwei hohen Ufern).\nDieser Strich stimmt in seiner Eigenart mit dem Sinn des Zeichens Kiän, das\nSchöpferische, der Himmel, überein. Er hat den seinem Platz, der ein un-\ngerader, d. h. Yangplatz ist, entsprechenden Charakter als fester Strich, da-\nher ist er korrekt. Außerdem ist er in der Mitte des oberen Zeichens, also\nzentral. Das sind lauter Verhältnisse des Herrn des Zeichens, die auf Er-\nfolg hinweisen. Das Warten bedeutet aber nicht ein Aufgeben des Unter-\nnehmens. Aufgeschoben ist nicht aufgehoben. Darum kommt das Werk\nzustande.	Warten heißt sich zurückhalten. Gefahr ist vorn. Da man fest\nund stark ist, fällt man nicht hinein. Der Sinn ist, daß man\nnicht in Verlegenheit und Ratlosigkeit kommt.\nDas untere Zeichen Kiän hat als Eigenschaft die Kraft. Das vordere Zeichen\nist Kan, der Abgrund, die Gefahr. Aber da man infolge der eigenen Stärke\nsich nicht übereilt, kommt man nicht in Verlegenheit.\nWenn du wahrhaftig bist, so hast Du Licht und Gelingen.\n"Beharrlichkeit bringt Heil", denn der beherrschende Strich\nnimmt den Platz des Himmels ein und ist in seinem Benehmen\nkorrekt und zentral.\n"Günstig ist es, das große Wasser zu durchqueren."\nDurch Fortschritt kommt das Werk zustande.\nDer fünfte Strich, der Herr des Zeichens, hat Wahrhaftigkeit wie das Wasser,\ndessen Symbol er ist (Kan ist ein Wasserlauf zwischen zwei hohen Ufern).\nDieser Strich stimmt in seiner Eigenart mit dem Sinn des Zeichens Kiän, das\nSchöpferische, der Himmel, überein. Er hat den seinem Platz, der ein un-\ngerader, d. h. Yangplatz ist, entsprechenden Charakter als fester Strich, da-\nher ist er korrekt. Außerdem ist er in der Mitte des oberen Zeichens, also\nzentral. Das sind lauter Verhältnisse des Herrn des Zeichens, die auf Er-\nfolg hinweisen. Das Warten bedeutet aber nicht ein Aufgeben des Unter-\nnehmens. Aufgeschoben ist nicht aufgehoben. Darum kommt das Werk\nzustande.	Warten heißt sich zurückhalten. Gefahr ist vorn. Da man fest\nund stark ist, fällt man nicht hinein. Der Sinn ist, daß man\nnicht in Verlegenheit und Ratlosigkeit kommt.\nDas untere Zeichen Kiän hat als Eigenschaft die Kraft. Das vordere Zeichen\nist Kan, der Abgrund, die Gefahr. Aber da man infolge der eigenen Stärke\nsich nicht übereilt, kommt man nicht in Verlegenheit.\nWenn du wahrhaftig bist, so hast Du Licht und Gelingen.\n"Beharrlichkeit bringt Heil", denn der beherrschende Strich\nnimmt den Platz des Himmels ein und ist in seinem Benehmen\nkorrekt und zentral.\n"Günstig ist es, das große Wasser zu durchqueren."\nDurch Fortschritt kommt das Werk zustande.\nDer fünfte Strich, der Herr des Zeichens, hat Wahrhaftigkeit wie das Wasser,\ndessen Symbol er ist (Kan ist ein Wasserlauf zwischen zwei hohen Ufern).\nDieser Strich stimmt in seiner Eigenart mit dem Sinn des Zeichens Kiän, das\nSchöpferische, der Himmel, überein. Er hat den seinem Platz, der ein un-\ngerader, d. h. Yangplatz ist, entsprechenden Charakter als fester Strich, da-\nher ist er korrekt. Außerdem ist er in der Mitte des oberen Zeichens, also\nzentral. Das sind lauter Verhältnisse des Herrn des Zeichens, die auf Er-\nfolg hinweisen. Das Warten bedeutet aber nicht ein Aufgeben des Unter-\nnehmens. Aufgeschoben ist nicht aufgehoben. Darum kommt das Werk\nzustande.	disputed	347-350	Warten heißt sich zurückhalten. Gefahr ist vorn. Da man fest\nund stark ist, fällt man nicht hinein. Der Sinn ist, daß man\nnicht in Verlegenheit und Ratlosigkeit kommt.\nDas untere Zeichen Kiän hat als Eigenschaft die Kraft. Das vordere Zeichen\nist Kan, der Abgrund, die Gefahr. Aber da man infolge der eigenen Stärke\nsich nicht übereilt, kommt man nicht in Verlegenheit.\nWenn du wahrhaftig bist, so hast Du Licht und Gelingen.\n"Beharrlichkeit bringt Heil", denn der beherrschende Strich\nnimmt den Platz des Himmels ein und ist in seinem Benehmen\nkorrekt und zentral.\n"Günstig ist es, das große Wasser zu durchqueren."\nDurch Fortschritt kommt das Werk zustande.\nDer fünfte Strich, der Herr des Zeichens, hat Wahrhaftigkeit wie das Wasser,\ndessen Symbol er ist (Kan ist ein Wasserlauf zwischen zwei hohen Ufern).\nDieser Strich stimmt in seiner Eigenart mit dem Sinn des Zeichens Kiän, das\nSchöpferische, der Himmel, überein. Er hat den seinem Platz, der ein ungerader, d. h. Yangplatz ist, entsprechenden Charakter als fester Strich, daher ist er korrekt. Außerdem ist er in der Mitte des oberen Zeichens, also\nzentral. Das sind lauter Verhältnisse des Herrn des Zeichens, die auf Erfolg hinweisen. Das Warten bedeutet aber nicht ein Aufgeben des Unternehmens. Aufgeschoben ist nicht aufgehoben. Darum kommt das Werk\nzustande.	cerrado	coincide_pass04
image_oraculo	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude,\nHeiterkeit.\nAnfangs Neun:	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo iẞt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude.\nHeiterkeit.	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude,\nHeiterkeit.\nAnfangs Neun:	disputed	347-350	Wolken steigen am Himmel auf: das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.	cerrado	coincide_ninguno
commentary_image	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude,\nHeiterkeit.\nAnfangs Neun:	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo iẞt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude.\nHeiterkeit.	Wolken steigen am Himmel auf: Das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.\nDas Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation über-\nwunden werden kann, wird hier ausgeführt, wie man die Situation auf-\nnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude,\nHeiterkeit.\nAnfangs Neun:	disputed	347-350	Das Wasser oben am Himmel sind Wolken. Wenn sie erst aufgestiegen\nsind, wird es nicht mehr lange dauern, bis der Regen fällt. Während sonst\nhäufig im zweiten Satz des Bildes durch Verteilung der Eigenschaften der\nbeiden Halbzeichen die Mittel angegeben werden, wie die Situation überwunden werden kann, wird hier ausgeführt, wie man die Situation aufnimmt und sich ihr fügt. Indem der Regen am Himmel aufsteigt, bereitet\nsich sein Niederfallen vor, durch das alles Leben ernährt und erfrischt wird.\nDas befolgt der Edle und eignet sich dadurch zugleich die andere Bedeutung\ndes Zeichens Sü, das außer Warten auch die Ernährung bedeutet, an. Ferner\nkommen in Betracht die beiden Kernzeichen: Li Klarheit, Dui Freude.\nHeiterkeit.	cerrado	coincide_ninguno
L1_b_comentario	Warten auf dem Anger."\nn\n3 Das Buch der Wandlungen II\nMan sucht nicht voreiligerweise die Schwierigkeiten auf.\nFördernd ist es, im Dauernden zu bleiben. Kein Makel."\nMan hat den allgemeinen Boden nicht verlassen.\nWeil der unterste Strich fest ist, übereilt er nichts angesichts der Gefahr, die\nja noch fern ist (daher das Bild des Angers), sondern vermag ganz ruhig und\nbesonnen zu bleiben, wie wenn gar nichts Außerordentliches bevorstünde.	Warten auf dem Anger."\n3 Das Buch der Wandlungen II\n❤❤❤\nMan sucht nicht voreiligerweise die Schwierigkeiten auf.\nFördernd ist es, im Dauernden zu bleiben. Kein Makel."\n"\nMan hat den allgemeinen Boden nicht verlassen.\nWeil der unterste Strich fest ist, übereilt er nichts angesichts der Gefahr, die\nja noch fern ist (daher das Bild des Angers), sondern vermag ganz ruhig und\nbesonnen zu bleiben, wie wenn gar nichts Außerordentliches bevorstünde.	Warten auf dem Anger."\nn\n3 Das Buch der Wandlungen II\nMan sucht nicht voreiligerweise die Schwierigkeiten auf.\nFördernd ist es, im Dauernden zu bleiben. Kein Makel."\nMan hat den allgemeinen Boden nicht verlassen.\nWeil der unterste Strich fest ist, übereilt er nichts angesichts der Gefahr, die\nja noch fern ist (daher das Bild des Angers), sondern vermag ganz ruhig und\nbesonnen zu bleiben, wie wenn gar nichts Außerordentliches bevorstünde.	disputed	347-350	Warten auf dem Anger."\n3 Das Buch der Wandlungen II\n❤❤❤\nMan sucht nicht voreiligerweise die Schwierigkeiten auf.\nFördernd ist es, im Dauernden zu bleiben. Kein Makel."\n"\nMan hat den allgemeinen Boden nicht verlassen.\nWeil der unterste Strich fest ist, übereilt er nichts angesichts der Gefahr, die\nja noch fern ist (daher das Bild des Angers), sondern vermag ganz ruhig und\nbesonnen zu bleiben, wie wenn gar nichts Außerordentliches bevorstünde.	cerrado	coincide_pass04
L2_b_comentario	Warten auf dem Sand."\n"\nMan ist gelassen, denn der Strich ist zentral. Obwohl es da-\nher ein wenig Gerede gibt, bringt das Ende Heil.\nDer Strich ist dem oberen Zeichen der Gefahr schon näher als der erste,\ndaher Warten im Sand. Aber er ist ausgeglichen; die Fähigkeit seiner Natur\nwird gemildert durch die Weichheit des Platzes, der zudem zentral ist. Da-\nher bleibt er trotz kleineren Unfriedens gelassen (er steht zum Herrn des\nZeichens nicht in der Beziehung des Entsprechens, sondern als gleichnamig\nin der Beziehung des Abstoßens), und so geht alles gut. Gerede kommt durch\ndas Kernzeichen Dui.	Warten auf dem Sand."\nn\nMan ist gelassen, denn der Strich ist zentral. Obwohl es da-\nher ein wenig Gerede gibt, bringt das Ende Heil.\nDer Strich ist dem oberen Zeichen der Gefahr schon näher als der erste,\ndaher Warten im Sand. Aber er ist ausgeglichen; die Fähigkeit seiner Natur\nwird gemildert durch die Weichheit des Platzes, der zudem zentral ist. Da-\nher bleibt er trotz kleineren Unfriedens gelassen (er steht zum Herrn des\nZeichens nicht in der Beziehung des Entsprechens, sondern als gleichnamig\nin der Beziehung des Abstoßens), und so geht alles gut. Gerede kommt durch\ndas Kernzeichen Dui.	Warten auf dem Sand."\nn\nMan ist gelassen, denn der Strich ist zentral. Obwohl es da-\nher ein wenig Gerede gibt, bringt das Ende Heil.\nDer Strich ist dem oberen Zeichen der Gefahr schon näher als der erste,\ndaher Warten im Sand. Aber er ist ausgeglichen; die Fähigkeit seiner Natur\nwird gemildert durch die Weichheit des Platzes, der zudem zentral ist. Da-\nher bleibt er trotz kleineren Unfriedens gelassen (er steht zum Herrn des\nZeichens nicht in der Beziehung des Entsprechens, sondern als gleichnamig\nin der Beziehung des Abstoßens), und so geht alles gut. Gerede kommt durch\ndas Kernzeichen Dui.	disputed	347-350	Warten auf dem Sand."\nn\nMan ist gelassen, denn der Strich ist zentral. Obwohl es daher ein wenig Gerede gibt, bringt das Ende Heil.\nDer Strich ist dem oberen Zeichen der Gefahr schon näher als der erste,\ndaher Warten im Sand. Aber er ist ausgeglichen; die Fähigkeit seiner Natur\nwird gemildert durch die Weichheit des Platzes, der zudem zentral ist. Daher bleibt er trotz kleineren Unfriedens gelassen (er steht zum Herrn des\nZeichens nicht in der Beziehung des Entsprechens, sondern als gleichnamig\nin der Beziehung des Abstoßens), und so geht alles gut. Gerede kommt durch\ndas Kernzeichen Dui.	cerrado	coincide_pass04
L3_b_comentario	Warten im Schlamm."\nמ\nDas Unheil ist draußen.\nBewirkt das Kommen des Feindes."\nErnst und Vorsicht läßt nicht zuschanden werden.\nDer starke Strich auf starkem Platz ist zu energisch. Er steht vor der Ge-\nfahr und drängt in sie hinein. Dadurch lockt er die Feinde an. Nur durch\nVorsicht läßt sich dieser Schaden vermeiden.	Warten im Schlamm."\nמ\nDas Unheil ist draußen.\n"Bewirkt das Kommen des Feindes."\nErnst und Vorsicht läßt nicht zuschanden werden.\nDer starke Strich auf starkem Platz ist zu energisch. Er steht vor der Ge-\nfahr und drängt in sie hinein. Dadurch lockt er die Feinde an. Nur durch\nVorsicht läßt sich dieser Schaden vermeiden.	Warten im Schlamm."\nמ\nDas Unheil ist draußen.\n"Bewirkt das Kommen des Feindes."\nErnst und Vorsicht läßt nicht zuschanden werden.\nDer starke Strich auf starkem Platz ist zu energisch. Er steht vor der Ge-\nfahr und drängt in sie hinein. Dadurch lockt er die Feinde an. Nur durch\nVorsicht läßt sich dieser Schaden vermeiden.	disputed	347-350	Warten im Schlamm."\nמ\nDas Unheil ist draußen.\n"Bewirkt das Kommen des Feindes."\nErnst und Vorsicht läßt nicht zuschanden werden.\nDer starke Strich auf starkem Platz ist zu energisch. Er steht vor der Gefahr und drängt in sie hinein. Dadurch lockt er die Feinde an. Nur durch\nVorsicht läßt sich dieser Schaden vermeiden.	cerrado	coincide_pass04
L4_b_comentario	Warten im Blut."\n"\n"\nEr ist hingebend und gehorcht.\nSchwacher Strich auf schwachem Platz; daher macht er, obwohl er schon\ninnerhalb der Gefahr und zudem zwischen zwei Starken eingeklemmt ist\n(Kan bedeutet Loch und Blut), die Sache nicht durch Vorwärtsdrängen schlim-\nmer, sondern fügt sich, so daß das Unwetter vorübergeht.	Warten im Blut."\nEr ist hingebend und gehorcht.\nSchwacher Strich auf schwachem Platz; daher macht er, obwohl er schon\ninnerhalb der Gefahr und zudem zwischen zwei Starken eingeklemmt ist\n(Kan bedeutet Loch und Blut), die Sache nicht durch Vorwärtsdrängen schlim-\nmer, sondern fügt sich, so daß das Unwetter vorübergeht.	Warten im Blut."\nEr ist hingebend und gehorcht.\nSchwacher Strich auf schwachem Platz; daher macht er, obwohl er schon\ninnerhalb der Gefahr und zudem zwischen zwei Starken eingeklemmt ist\n(Kan bedeutet Loch und Blut), die Sache nicht durch Vorwärtsdrängen schlim-\nmer, sondern fügt sich, so daß das Unwetter vorübergeht.	disputed	347-350	Warten im Blut."\nEr ist hingebend und gehorcht.\nSchwacher Strich auf schwachem Platz; daher macht er, obwohl er schon\ninnerhalb der Gefahr und zudem zwischen zwei Starken eingeklemmt ist\n(Kan bedeutet Loch und Blut), die Sache nicht durch Vorwärtsdrängen schlimmer, sondern fügt sich, so daß das Unwetter vorübergeht.	cerrado	coincide_pass04
