campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Dui und\nSun\nie Herren des Zeichens sind die beiden Yinstriche auf dem zweiten und\nDienferren Zeichens ist der zweite in besonderem Maße Herr, denn\ndas Feuer ist am hellsten, wenn es eben angefacht wird.	Dui und\nSun\nie Herren des Zeichens sind die beiden Yinstriche auf dem zweiten und\ndas Feuer ist am hellsten, wenn es eben angefacht wird.	Dui und\nSun\nie Herren des Zeichens sind die beiden Yinstriche auf dem zweiten und\nDienferren Zeichens ist der zweite in besonderem Maße Herr, denn\ndas Feuer ist am hellsten, wenn es eben angefacht wird.	disputed	441-444	Die Herren des Zeichens sind die beiden Yinstriche auf dem zweiten und fünften Platz, und zwar ist der zweite in besonderem Maße Herr, denn\ndas Feuer ist am hellsten, wenn es eben angefacht wird.	cerrado	coincide_ninguno
misc_notes	Das Haftende ist nach oben gerichtet.\nBeigefügte Urteile\nFu Hi machte geknotete Stricke und benützte sie zu Netzen\nund Reusen für die Jagd und den Fischfang. Das entnahm\ner wohl dem Zeichen: das Haftende.\nDas Zeichen, das innen geteilt und außen geschlossen ist, ist das Bild der\nMaschen eines Netzes, in denen die Tiere haften bleiben.\nDas Zeichen ist das Gegenstück zum vorigen, nicht nur in der Form, sondern\nauch in der ganzen Bedeutung.	Das Haftende ist nach oben gerichtet.\nBeigefügte Urteile\nFu Hi machte geknotete Stricke und benützte sie zu Netzen\nund Reusen für die Jagd und den Fischfang. Das entnahm\ner wohl dem Zeichen: das Haftende.\nDas Zeidien, das innen geteilt und außen geschlossen ist, ist das Bild der\nMaschen eines Netzes, in denen die Tiere haften bleiben.\nDas Zeichen ist das Gegenstück zum vorigen, nicht nur in der Form, sondern\nauch in der ganzen Bedeutung.	Das Haftende ist nach oben gerichtet.\nBeigefügte Urteile\nFu Hi machte geknotete Stricke und benützte sie zu Netzen\nund Reusen für die Jagd und den Fischfang. Das entnahm\ner wohl dem Zeichen: das Haftende.\nDas Zeidien, das innen geteilt und außen geschlossen ist, ist das Bild der\nMaschen eines Netzes, in denen die Tiere haften bleiben.\nDas Zeichen ist das Gegenstück zum vorigen, nicht nur in der Form, sondern\nauch in der ganzen Bedeutung.	disputed	441-444	Das Haftende ist nach oben gerichtet.\nBeigefügte Urteile\nFu Hi machte geknotete Stricke und benützte sie zu Netzen\nund Reusen für die Jagd und den Fischfang. Das entnahm\ner wohl dem Zeichen: das Haftende.\nDas Zeichen, das innen geteilt und außen geschlossen ist, ist das Bild der\nMaschen eines Netzes, in denen die Tiere haften bleiben.\nDas Zeichen ist das Gegenstück zum vorigen, nicht nur in der Form, sondern\nauch in der ganzen Bedeutung.	cerrado	coincide_pass04
commentary_decision	Haften bedeutet: auf etwas Beruhen, Sonne und Mond haf-\nten am Himmel. Das Korn, Kräuter und Bäume haften am\nErdboden.\nDoppelte Klarheit, die am Rechten haftet, gestaltet die Welt\num und vollendet sie.\nDas Weiche haftet in der Mitte und dem Rechten, darum hat\nes Gelingen. Darum heißt es: "Pflege der Kuh bringt Heil."\nEs wird hier das Zusammenwirken der beiden Weltprinzipien gezeigt. Das\nLichte kommt nur dadurch zur Sichtbarkeit, daß es an Körpern haftet. Sonne\nund Mond erlangen ihre Helligkeit dadurch, daß sie am Himmel haften, von\ndem die Kräfte des Lichten ausgehen. Die Pflanzenwelt verdankt ihr Leben\ndem Umstand, daß sie am Boden haftet (das chinesische Zeichen ist hier Tu,\nnicht Di), in dem die Kräfte des Lebens sich äußern. Auf der andern Seite\nsind auch die Körper notwendig, daß sich an ihnen die Kräfte des Lichtes\nund des Lebens äußern können.\nSo ist es auch im Menschenleben. Die psychische Natur muß an den Kräften\ndes geistigen Lebens haften, damit sie sich verklären und Einfluß auf Erden\nbekommen kann.\nDas Weiche ist der zentrale Strich des Empfangenden, daher das Bild der\nstarken, aber zahmen Kuh.	Haften bedeutet: auf etwas Beruhen. Sonne und Mond haf-\nten am Himmel. Das Korn, Kräuter und Bäume haften am\nErdboden.\nDoppelte Klarheit, die am Rechten haftet, gestaltet die Welt\num und vollendet sie.\nDas Weiche haftet in der Mitte und dem Rechten, darum hat\nes Gelingen. Darum heißt es: "Pflege der Kuh bringt Heil."\nEs wird hier das Zusammenwirken der beiden Weltprinzipien gezeigt. Das\nLichte kommt nur dadurch zur Sichtbarkeit, daß es an Körpern haftet. Sonne\nund Mond erlangen ihre Helligkeit dadurch, daß sie am Himmel haften, von\ndem die Kräfte des Lichten ausgehen. Die Pflanzenwelt verdankt ihr Leben\ndem Umstand, daß sie am Boden haftet (das chinesische Zeichen ist hier Tu,\nnicht Di), in dem die Kräfte des Lebens sich äußern. Auf der andern Seite\nsind auch die Körper notwendig, daß sich an ihnen die Kräfte des Lichtes\nund des Lebens äußern können.\nSo ist es auch im Menschenleben. Die psychische Natur muß an den Kräften\ndes geistigen Lebens haften, damit sie sich verklären und Einfluß auf Erden\nbekommen kann.\nDas Weiche ist der zentrale Strich des Empfangenden, daher das Bild der\nstarken, aber zahmen Kuh.	Haften bedeutet: auf etwas Beruhen. Sonne und Mond haf-\nten am Himmel. Das Korn, Kräuter und Bäume haften am\nErdboden.\nDoppelte Klarheit, die am Rechten haftet, gestaltet die Welt\num und vollendet sie.\nDas Weiche haftet in der Mitte und dem Rechten, darum hat\nes Gelingen. Darum heißt es: "Pflege der Kuh bringt Heil."\nEs wird hier das Zusammenwirken der beiden Weltprinzipien gezeigt. Das\nLichte kommt nur dadurch zur Sichtbarkeit, daß es an Körpern haftet. Sonne\nund Mond erlangen ihre Helligkeit dadurch, daß sie am Himmel haften, von\ndem die Kräfte des Lichten ausgehen. Die Pflanzenwelt verdankt ihr Leben\ndem Umstand, daß sie am Boden haftet (das chinesische Zeichen ist hier Tu,\nnicht Di), in dem die Kräfte des Lebens sich äußern. Auf der andern Seite\nsind auch die Körper notwendig, daß sich an ihnen die Kräfte des Lichtes\nund des Lebens äußern können.\nSo ist es auch im Menschenleben. Die psychische Natur muß an den Kräften\ndes geistigen Lebens haften, damit sie sich verklären und Einfluß auf Erden\nbekommen kann.\nDas Weiche ist der zentrale Strich des Empfangenden, daher das Bild der\nstarken, aber zahmen Kuh.	disputed	441-444	Haften bedeutet: auf etwas Beruhen. Sonne und Mond haften am Himmel. Das Korn, Kräuter und Bäume haften am\nErdboden.\nDoppelte Klarheit, die am Rechten haftet, gestaltet die Welt\num und vollendet sie.\nDas Weiche haftet in der Mitte und dem Rechten, darum hat\nes Gelingen. Darum heißt es: "Pflege der Kuh bringt Heil."\nEs wird hier das Zusammenwirken der beiden Weltprinzipien gezeigt. Das\nLichte kommt nur dadurch zur Sichtbarkeit, daß es an Körpern haftet. Sonne\nund Mond erlangen ihre Helligkeit dadurch, daß sie am Himmel haften, von\ndem die Kräfte des Lichten ausgehen. Die Pflanzenwelt verdankt ihr Leben\ndem Umstand, daß sie am Boden haftet (das chinesische Zeichen ist hier Tu,\nnicht Di), in dem die Kräfte des Lebens sich äußern. Auf der andern Seite\nsind auch die Körper notwendig, daß sich an ihnen die Kräfte des Lichtes\nund des Lebens äußern können.\nSo ist es auch im Menschenleben. Die psychische Natur muß an den Kräften\ndes geistigen Lebens haften, damit sie sich verklären und Einfluß auf Erden\nbekommen kann.\nDas Weiche ist der zentrale Strich des Empfangenden, daher das Bild der\nstarken, aber zahmen Kuh.	cerrado	coincide_pass04
image_oraculo	Das Helle erhebt sich zweimal: das Bild des Feuers. So er-\nleuchtet der große Mann durch Fortsetzung dieser Helle die\nvier Weltgegenden.\nDas Feuer flammt nach oben, daher der Ausdruck: das Helle erhebt sich.\nDas zweimalige ist durch die Verdoppelung des Zeichens angedeutet. Auf\ngeistiges Gebiet übertragen bedeutet die Helle die ursprünglichen, lichten\nAnlagen des Menschen, die durch ihre Konsequenz auf die Welt erleuch-\ntend wirken. Das Zeichen Li steht im Süden und stellt die Sommersonne\ndar, die alles Irdische bescheint.\nAnfangs Neun:	Das Helle erhebt sich zweimal: das Bild des Feuers. So er-\nleuchtet der große Mann durch Fortsetzung dieser Helle die\nvier Weltgegenden.\nDas Feuer flammt nach oben, daher der Ausdruck: das Helle erhebt sich.\nDas zweimalige ist durch die Verdoppelung des Zeichens angedeutet. Auf\ngeistiges Gebiet übertragen bedeutet die Helle die ursprünglichen, lichten\nAnlagen des Menschen, die durch ihre Konsequenz auf die Welt erleuch-\ntend wirken. Das Zeichen Li steht im Süden und stellt die Sommersonne\ndar, die alles Irdische bescheint.	Das Helle erhebt sich zweimal: das Bild des Feuers. So er-\nleuchtet der große Mann durch Fortsetzung dieser Helle die\nvier Weltgegenden.\nDas Feuer flammt nach oben, daher der Ausdruck: das Helle erhebt sich.\nDas zweimalige ist durch die Verdoppelung des Zeichens angedeutet. Auf\ngeistiges Gebiet übertragen bedeutet die Helle die ursprünglichen, lichten\nAnlagen des Menschen, die durch ihre Konsequenz auf die Welt erleuch-\ntend wirken. Das Zeichen Li steht im Süden und stellt die Sommersonne\ndar, die alles Irdische bescheint.	disputed	441-444	Die Helle erhebt sich zweimal: das Bild des Feuers.\nSo erleuchtet der große Mann durch Fortsetzung dieser\nHelle die vier Weltgegenden.	cerrado	coincide_ninguno
commentary_image	Das Helle erhebt sich zweimal: das Bild des Feuers. So er-\nleuchtet der große Mann durch Fortsetzung dieser Helle die\nvier Weltgegenden.\nDas Feuer flammt nach oben, daher der Ausdruck: das Helle erhebt sich.\nDas zweimalige ist durch die Verdoppelung des Zeichens angedeutet. Auf\ngeistiges Gebiet übertragen bedeutet die Helle die ursprünglichen, lichten\nAnlagen des Menschen, die durch ihre Konsequenz auf die Welt erleuch-\ntend wirken. Das Zeichen Li steht im Süden und stellt die Sommersonne\ndar, die alles Irdische bescheint.\nAnfangs Neun:	Das Helle erhebt sich zweimal: das Bild des Feuers. So er-\nleuchtet der große Mann durch Fortsetzung dieser Helle die\nvier Weltgegenden.\nDas Feuer flammt nach oben, daher der Ausdruck: das Helle erhebt sich.\nDas zweimalige ist durch die Verdoppelung des Zeichens angedeutet. Auf\ngeistiges Gebiet übertragen bedeutet die Helle die ursprünglichen, lichten\nAnlagen des Menschen, die durch ihre Konsequenz auf die Welt erleuch-\ntend wirken. Das Zeichen Li steht im Süden und stellt die Sommersonne\ndar, die alles Irdische bescheint.	Das Helle erhebt sich zweimal: das Bild des Feuers. So er-\nleuchtet der große Mann durch Fortsetzung dieser Helle die\nvier Weltgegenden.\nDas Feuer flammt nach oben, daher der Ausdruck: das Helle erhebt sich.\nDas zweimalige ist durch die Verdoppelung des Zeichens angedeutet. Auf\ngeistiges Gebiet übertragen bedeutet die Helle die ursprünglichen, lichten\nAnlagen des Menschen, die durch ihre Konsequenz auf die Welt erleuch-\ntend wirken. Das Zeichen Li steht im Süden und stellt die Sommersonne\ndar, die alles Irdische bescheint.	disputed	441-444	Das Feuer flammt nach oben, daher der Ausdruck: das Helle erhebt sich.\nDas zweimalige ist durch die Verdoppelung des Zeichens angedeutet. Auf\ngeistiges Gebiet übertragen bedeutet die Helle die ursprünglichen, lichten\nAnlagen des Menschen, die durch ihre Konsequenz auf die Welt erleuchtend wirken. Das Zeichen Li steht im Süden und stellt die Sommersonne\ndar, die alles Irdische bescheint.	cerrado	coincide_ninguno
L5_b_comentario	Das Heil der Sechs auf fünftem Platz haftet am König und\nFürsten.\nDer fünfte Platz ist der Platz des Herrschers. Da der Strich weich ist, so ist er\nnicht hochmütig, sondern demütig und traurig. (Er steht oben im Kernzeichen\nDui, der Mund, daher die Klage.) Darauf beruht sein Heil!	Das Heil der Sechs auf fünftem Platz haftet am König und\nFürsten.\nDer fünfte Platz ist der Platz des Herrschers. Da der Strich weich ist, so ist er\nnicht hochmütig, sondern demütig und traurig. (Er steht oben im Kernzeichen\nDui, der Mund, daher die Klage.) Darauf beruht sein Heil!\nf\ne\nF\nEr\nཀ\nen	Das Heil der Sechs auf fünftem Platz haftet am König und\nFürsten.\nDer fünfte Platz ist der Platz des Herrschers. Da der Strich weich ist, so ist er\nnicht hochmütig, sondern demütig und traurig. (Er steht oben im Kernzeichen\nDui, der Mund, daher die Klage.) Darauf beruht sein Heil!	disputed	441-444	Das Heil der Sechs auf fünftem Platz haftet am König und\nFürsten.\nDer fünfte Platz ist der Platz des Herrschers. Da der Strich weich ist, so ist er\nnicht hochmütig, sondern demütig und traurig. (Er steht oben im Kernzeichen\nDui, der Mund, daher die Klage.) Darauf beruht sein Heil!	cerrado	coincide_pass02
L6_b_comentario	Der König gebraucht ihn, auszuziehen und zu züchtigen":\num das Land in Zucht zu bringen.\nDer König ist der Herr des Zeichens auf fünftem Platz. Er benützt den oberen\nStrich, die Waffen zu führen. Das Zeichen Li hat als Bild Waffen und Wehr.\nDer Strich ist oben und stark, darum ist er korrekt und treibt das Kriege-\nrische nicht zu weit. Er zeigt das Licht auf seiner Höhe.\n9 Das Buch der Wandlungen II\n咸\n​3WEITE ABTEILUNG	"Der König gebraucht ihn, auszuziehen und zu züchtigen":\num das Land in Zucht zu bringen.\nDer König ist der Herr des Zeichens auf fünftem Platz. Er benützt den oberen\nStrich, die Waffen zu führen. Das Zeichen Li hat als Bild Waffen und Wehr.\nDer Strich ist oben und stark, darum ist er korrekt und treibt das Kriege-\nrische nicht zu weit. Er zeigt das Licht auf seiner Höhe.\n9 Das Buch der Wandlungen II\nE\nHIFIICHIE@HIEIIEII#RI#IIGII#HI@HIERIGHIERIGIIBIL\n3WEITE ABTEILUNG\n+IÐHI#SI#IIBIIDIIEXIERI#II@HIER:@RIGHIERIBII#IIÐI:\n咸	"Der König gebraucht ihn, auszuziehen und zu züchtigen":\num das Land in Zucht zu bringen.\nDer König ist der Herr des Zeichens auf fünftem Platz. Er benützt den oberen\nStrich, die Waffen zu führen. Das Zeichen Li hat als Bild Waffen und Wehr.\nDer Strich ist oben und stark, darum ist er korrekt und treibt das Kriege-\nrische nicht zu weit. Er zeigt das Licht auf seiner Höhe.\n9 Das Buch der Wandlungen II\nE\nHIFIICHIE@HIEIIEII#RI#IIGII#HI@HIERIGHIERIGIIBIL\n3WEITE ABTEILUNG\n+IÐHI#SI#IIBIIDIIEXIERI#II@HIER:@RIGHIERIBII#IIÐI:\n咸	disputed	441-444	"Der König gebraucht ihn, auszuziehen und zu züchtigen":\num das Land in Zucht zu bringen.\nDer König ist der Herr des Zeichens auf fünftem Platz. Er benützt den oberen\nStrich, die Waffen zu führen. Das Zeichen Li hat als Bild Waffen und Wehr.\nDer Strich ist oben und stark, darum ist er korrekt und treibt das Kriegerische nicht zu weit. Er zeigt das Licht auf seiner Höhe.	cerrado	coincide_ninguno
hex_fin	30				441-444			


