campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Kernzeichen: Sun und\nLi\ner Herr, der das Zeichen konstituiert, ist die Sechs auf drittem Platz;\nDer\nDie Sechs auf drittem Platz tritt als einzig Weiches inmitten der Menge der\nFesten auf unter Furcht und Zittern. Daher hat das Zeichen den Namen\n"das Auftreten". Wer auf geehrtem Platz weilt, muß besonders fortwährend\nGefahr und Furcht im Herzen tragen. Darum heißt das Urteil zur Neun auf\nfünftem Platz: "Beharrlichkeit bringt Gefahr." Im Kommentar zur Ent-\nscheidung heißt es von diesem Strich:,,Fest, zentral und korrekt tritt er auf\nden Platz des Herrn und bleibt ohne Makel."	Kernzeichen: Sun und\nDer\ner Herr, der das Zeichen konstituiert, ist die Sechs auf drittem Platz;\nLi\nDie Sechs auf drittem Platz tritt als einzig Weiches inmitten der Menge der\nFesten auf unter Furcht und Zittern. Daher hat das Zeichen den Namen\n"das Auftreten". Wer auf geehrtem Platz weilt, muß besonders fortwährend\nGefahr und Furcht im Herzen tragen. Darum heißt das Urteil zur Neun auf\nfünftem Platz: "Beharrlichkeit bringt Gefahr." Im Kommentar zur Ent-\nscheidung heißt es von diesem Strich: "Fest, zentral und korrekt tritt er auf\nden Platz des Herrn und bleibt ohne Makel."	Kernzeichen: Sun und\nDer\ner Herr, der das Zeichen konstituiert, ist die Sechs auf drittem Platz;\nLi\nDie Sechs auf drittem Platz tritt als einzig Weiches inmitten der Menge der\nFesten auf unter Furcht und Zittern. Daher hat das Zeichen den Namen\n"das Auftreten". Wer auf geehrtem Platz weilt, muß besonders fortwährend\nGefahr und Furcht im Herzen tragen. Darum heißt das Urteil zur Neun auf\nfünftem Platz: "Beharrlichkeit bringt Gefahr." Im Kommentar zur Ent-\nscheidung heißt es von diesem Strich: "Fest, zentral und korrekt tritt er auf\nden Platz des Herrn und bleibt ohne Makel."	disputed	365-368	Der Herr, der das Zeichen konstituiert, ist die Sechs auf drittem Platz; die Neun auf fünftem Platz ist der beherrschende Herr des Zeichens. Die Sechs auf drittem Platz tritt als einzig Weiches inmitten der Menge der Festen auf unter Furcht und Zittern. Daher hat das Zeichen den Namen „das Auftreten". Wer auf geehrtem Platz weilt, muß besonders fortwährend Gefahr und Furcht im Herzen tragen. Darum heißt das Urteil zur Neun auf fünftem Platz: „Beharrlichkeit bringt Gefahr." Im Kommentar zur Entscheidung heißt es von diesem Strich: „Fest, zentral und korrekt tritt er auf den Platz des Herrn und bleibt ohne Makel."	cerrado	coincide_ninguno
misc_notes	Das Auftretende verweilt nicht.\nBeigefügte Urteile\nheitsbilis\nDas Zeichen "das Auftreten" zeigt das Fundament des Cha-\nrakters. Es ist harmonisch und erreicht das Ziel. Es bewirkt\nharmonischen Wandel.\nDas Zeichen ist die Umkehrung des vorigen. Die Bewegungsrichtung beider\nHalbzeichen ist nach oben gerichtet, daher der Gedanke des hintereinander\nHerschreitens. Die jüngste Tochter schreitet hinter dem Vater her.	Das Auftretende verweilt nicht.\nBeigefügte Urteile\nDas Zeichen,,das Auftreten" zeigt das Fundament des Cha-\nrakters. Es ist harmonisch und erreicht das Ziel. Es bewirkt\nharmonischen Wandel.\nDas Zeichen ist die Umkehrung des vorigen. Die Bewegungsrichtung beider\nHalbzeichen ist nach oben gerichtet, daher der Gedanke des hintereinander\nHerschreitens. Die jüngste Tochter schreitet hinter dem Vater her.	Das Auftretende verweilt nicht.\nBeigefügte Urteile\nDas Zeichen,,das Auftreten" zeigt das Fundament des Cha-\nrakters. Es ist harmonisch und erreicht das Ziel. Es bewirkt\nharmonischen Wandel.\nDas Zeichen ist die Umkehrung des vorigen. Die Bewegungsrichtung beider\nHalbzeichen ist nach oben gerichtet, daher der Gedanke des hintereinander\nHerschreitens. Die jüngste Tochter schreitet hinter dem Vater her.	disputed	365-368	Das Auftretende verweilt nicht.\nBeigefügte Urteile\nDas Zeichen,,das Auftreten" zeigt das Fundament des Charakters. Es ist harmonisch und erreicht das Ziel. Es bewirkt\nharmonischen Wandel.\nDas Zeichen ist die Umkehrung des vorigen. Die Bewegungsrichtung beider\nHalbzeichen ist nach oben gerichtet, daher der Gedanke des hintereinander\nHerschreitens. Die jüngste Tochter schreitet hinter dem Vater her.	cerrado	coincide_pass04
commentary_decision	Das Auftreten: das Weiche tritt auf das Feste. Heiter und in\nVerbindung des Entsprechens mit dem Schöpferischen; darum:\n"Auftreten auf des Tigers Schwanz. Er beißt den Menschen\nnicht. Gelingen."\nStark, zentral und korrekt tritt er auf den Platz des Herrn\nund bleibt frei von Fehlern: Sein Licht strahlt hell.\nDas Weiche, das auf das Feste tritt, ist das untere Zeichen Dui, das dem\nZeichen Kiän folgt. Dadurch wird aus den Gestalten der beiden Halbzeichen\nder Name erklärt.\nHeiterkeit ist die Eigenschaft von Dui, dem unteren Zeichen, das in gleich-\ngerichteter Bewegung mit dem Schöpferischen, dem Starken, geht, daher\ndas Bild vom Treten auf den Schwanz des Tigers (Dui steht im Westen, der\nWesten hat als Bild den Tiger); der Schwanz des Tigers wird genannt, weil\nder schwache Strich von Dui ganz hinter den drei Strichen von Kiän kommt.\nAußerdem kommt in Betracht, daß im unteren Zeichen der weiche Strich\nüber den beiden festen steht.\nDie Aussagen stark, zentral und korrekt beziehen sich alle auf den Herrn\ndes Zeichens, den zentralen Strich des oberen Zeichens,,das Schöpferische",\nder auf dem Platz des Himmels und damit des Herrschers steht. Licht ist die\nursprüngliche Eigentümlichkeit des Zeichens Kiän, und außerdem ist das Kern-\nzeichen Li, dessen Eigenschaft das Licht ist, in dem Zeichen enthalten.	Das Auftreten: das Weiche tritt auf das Feste. Heiter und in\nVerbindung des Entsprechens mit dem Schöpferischen; darum:\n,,Auftreten auf des Tigers Schwanz. Er beißt den Menschen\nnicht. Gelingen."\nStark, zentral und korrekt tritt er auf den Platz des Herrn\nund bleibt frei von Fehlern: Sein Licht strahlt hell.\nDas Weiche, das auf das Feste tritt, ist das untere Zeichen Dui, das dem\nZeichen Kiän folgt. Dadurch wird aus den Gestalten der beiden Halbzeichen\nder Name erklärt.\nHeiterkeit ist die Eigenschaft von Dui, dem unteren Zeichen, das in gleich-\ngerichteter Bewegung mit dem Schöpferischen, dem Starken, geht, daher\ndas Bild vom Treten auf den Schwanz des Tigers (Dui steht im Westen, der\nWesten hat als Bild den Tiger); der Schwanz des Tigers wird genannt, weil\nder schwache Strich von Dui ganz hinter den drei Strichen von Kiän kommt.\nAußerdem kommt in Betracht, daß im unteren Zeichen der weiche Strich\nüber den beiden festen steht.\nDie Aussagen stark, zentral und korrekt beziehen sich alle auf den Herrn\ndes Zeichens, den zentralen Strich des oberen Zeichens "das Schöpferische",\nder auf dem Platz des Himmels und damit des Herrschers steht. Licht ist die\nursprüngliche Eigentümlichkeit des Zeichens Kiän, und außerdem ist das Kern-\nzeichen Li, dessen Eigenschaft das Licht ist, in dem Zeichen enthalten.	Das Auftreten: das Weiche tritt auf das Feste. Heiter und in\nVerbindung des Entsprechens mit dem Schöpferischen; darum:\n,,Auftreten auf des Tigers Schwanz. Er beißt den Menschen\nnicht. Gelingen."\nStark, zentral und korrekt tritt er auf den Platz des Herrn\nund bleibt frei von Fehlern: Sein Licht strahlt hell.\nDas Weiche, das auf das Feste tritt, ist das untere Zeichen Dui, das dem\nZeichen Kiän folgt. Dadurch wird aus den Gestalten der beiden Halbzeichen\nder Name erklärt.\nHeiterkeit ist die Eigenschaft von Dui, dem unteren Zeichen, das in gleich-\ngerichteter Bewegung mit dem Schöpferischen, dem Starken, geht, daher\ndas Bild vom Treten auf den Schwanz des Tigers (Dui steht im Westen, der\nWesten hat als Bild den Tiger); der Schwanz des Tigers wird genannt, weil\nder schwache Strich von Dui ganz hinter den drei Strichen von Kiän kommt.\nAußerdem kommt in Betracht, daß im unteren Zeichen der weiche Strich\nüber den beiden festen steht.\nDie Aussagen stark, zentral und korrekt beziehen sich alle auf den Herrn\ndes Zeichens, den zentralen Strich des oberen Zeichens "das Schöpferische",\nder auf dem Platz des Himmels und damit des Herrschers steht. Licht ist die\nursprüngliche Eigentümlichkeit des Zeichens Kiän, und außerdem ist das Kern-\nzeichen Li, dessen Eigenschaft das Licht ist, in dem Zeichen enthalten.	disputed	365-368	Das Auftreten: das Weiche tritt auf das Feste. Heiter und in\nVerbindung des Entsprechens mit dem Schöpferischen; darum:\n„Auftreten auf des Tigers Schwanz. Er beißt den Menschen\nnicht. Gelingen."\nStark, zentral und korrekt tritt er auf den Platz des Herrn\nund bleibt frei von Fehlern: Sein Licht strahlt hell.\nDas Weiche, das auf das Feste tritt, ist das untere Zeichen Dui, das dem\nZeichen Kiän folgt. Dadurch wird aus den Gestalten der beiden Halbzeichen\nder Name erklärt.\nHeiterkeit ist die Eigenschaft von Dui, dem unteren Zeichen, das in gleichgerichteter Bewegung mit dem Schöpferischen, dem Starken, geht, daher\ndas Bild vom Treten auf den Schwanz des Tigers (Dui steht im Westen, der\nWesten hat als Bild den Tiger); der Schwanz des Tigers wird genannt, weil\nder schwache Strich von Dui ganz hinter den drei Strichen von Kiän kommt.\nAußerdem kommt in Betracht, daß im unteren Zeichen der weiche Strich\nüber den beiden festen steht.\nDie Aussagen stark, zentral und korrekt beziehen sich alle auf den Herrn\ndes Zeichens, den zentralen Strich des oberen Zeichens "das Schöpferische",\nder auf dem Platz des Himmels und damit des Herrschers steht. Licht ist die\nursprüngliche Eigentümlichkeit des Zeichens Kiän, und außerdem ist das Kernzeichen Li, dessen Eigenschaft das Licht ist, in dem Zeichen enthalten.	cerrado	coincide_ninguno
image_oraculo	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.\nAnfangs Neun:	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.	disputed	365-368	Oben der Himmel, unten der See: das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig\nund festigt dadurch den Sinn des Volkes.	cerrado	coincide_ninguno
commentary_image	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.\nAnfangs Neun:	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.	Oben der Himmel, unten der See: Das Bild des Auftretens.\nSo unterscheidet der Edle hoch und niedrig und festigt da-\ndurch den Sinn des Volkes.\nDer Himmel ist das Höchste, der See das Niedrigste: diese Höhenunter-\nschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.	disputed	365-368	Der Himmel ist das Höchste, der See das Niedrigste: diese Höhenunterschiede geben die Regel für das Auftreten und die Sitte. So macht der Edle\nin der Gesellschaft Rangunterschiede entsprechend dem Wesen und festigt\ndadurch den Sinn des Volkes, das sich beruhigt, wenn diese Unterschiede\nnaturgemäß sind.	cerrado	coincide_ninguno
L2_b_comentario	Eines dunklen Mannes Beharrlichkeit bringt Heil."\nEr ist zentral und verwirrt sich nicht.\nDer Strich ist licht, weilt aber auf dunklem Platz, daher das Bild des\ndunklen Mannes. Aber weil er in der Mitte des Wegs, d. h. zentral sich be-\nwegt, kommt er in keine Gefahr, sondern schreitet auf ebenem Weg dahin\nund wird nicht durch falsche Beziehungen mit andern verwirrt.	"Eines dunklen Mannes Beharrlichkeit bringt Heil."\nEr ist zentral und verwirrt sich nicht.\nDer Strich ist licht, weilt aber auf dunklem Platz, daher das Bild des\ndunklen Mannes. Aber weil er in der Mitte des Wegs, d. h. zentral sich be-\nwegt, kommt er in keine Gefahr, sondern schreitet auf ebenem Weg dahin\nund wird nicht durch falsche Beziehungen mit andern verwirrt.	"Eines dunklen Mannes Beharrlichkeit bringt Heil."\nEr ist zentral und verwirrt sich nicht.\nDer Strich ist licht, weilt aber auf dunklem Platz, daher das Bild des\ndunklen Mannes. Aber weil er in der Mitte des Wegs, d. h. zentral sich be-\nwegt, kommt er in keine Gefahr, sondern schreitet auf ebenem Weg dahin\nund wird nicht durch falsche Beziehungen mit andern verwirrt.	disputed	365-368	"Eines dunklen Mannes Beharrlichkeit bringt Heil."\nEr ist zentral und verwirrt sich nicht.\nDer Strich ist licht, weilt aber auf dunklem Platz, daher das Bild des\ndunklen Mannes. Aber weil er in der Mitte des Wegs, d. h. zentral sich bewegt, kommt er in keine Gefahr, sondern schreitet auf ebenem Weg dahin\nund wird nicht durch falsche Beziehungen mit andern verwirrt.	cerrado	coincide_pass04
L3_b_comentario	Ein Einäugiger kann sehen",\naber es reicht ihm nicht zur Klarheit.\n,,Ein Lahmer kann gehen",\naber es reicht ihm nicht dazu, mit andern zu gehen.\nDas,,Unheil des Beißens des Menschen" kommt daher,\ndaß der Platz nicht der gebührende ist.\n"Ein Krieger handelt so für seinen großen Fürsten",\nweil sein Wille fest ist.\n-\n-\nDiese Linie steht in den beiden Kernzeichen Li, das das Auge bedeutet, und\nSun, welches das Bein bedeutet. Da sie aber nicht korrekt ist sie ist schwach\nauf starkem Platz so ist es mit dem Sehen und Gehen mangelhaft bestellt.\nFerner ist der Platz gerade in dem Mund von Dui, dem unteren Zeichen,\ndaher die Vorstellung, daß der Tiger beißt. Der Strich weilt als schwacher\nauf starkem Platz und ruht auf einem festen Strich. Da er auf dem Gipfel\nder Heiterkeit weilt, ist er leichtsinnig und zieht sich trotz der gefährlichen\nSituation nicht zurück. Das bringt den Gedanken, daß er auf des Tigers\nSchwanz tritt und verletzt wird. Wenn der Strich sich wandelt, wird das\nuntere Zeichen zu Kiän. Das legt den Gedanken des Kriegers nahe, der rück-\nsichtslos voranschreitet, um seinem Fürsten zu dienen.	"Ein Einäugiger kann sehen",\naber es reicht ihm nicht zur Klarheit.\n,,Ein Lahmer kann gehen",\naber es reicht ihm nicht dazu, mit andern zu gehen.\nDas,,Unheil des Beißens des Menschen" kommt daher,\ndaß der Platz nicht der gebührende ist.\n,,Ein Krieger handelt so für seinen großen Fürsten",\nweil sein Wille fest ist.\nDiese Linie steht in den beiden Kernzeichen Li, das das Auge bedeutet, und\nSun, welches das Bein bedeutet. Da sie aber nicht korrekt ist sie ist schwach\nauf starkem Platz so ist es mit dem Sehen und Gehen mangelhaft bestellt.\nFerner ist der Platz gerade in dem Mund von Dui, dem unteren Zeichen,\ndaher die Vorstellung, daß der Tiger beißt. Der Strich weilt als schwacher\nauf starkem Platz und ruht auf einem festen Strich. Da er auf dem Gipfel\nder Heiterkeit weilt, ist er leichtsinnig und zieht sich trotz der gefährlichen\nSituation nicht zurück. Das bringt den Gedanken, daß er auf des Tigers\nSchwanz tritt und verletzt wird. Wenn der Strich sich wandelt, wird das\nuntere Zeichen zu Kiän. Das legt den Gedanken des Kriegers nahe, der rück-\nsichtslos voranschreitet, um seinem Fürsten zu dienen.\n—	"Ein Einäugiger kann sehen",\naber es reicht ihm nicht zur Klarheit.\n,,Ein Lahmer kann gehen",\naber es reicht ihm nicht dazu, mit andern zu gehen.\nDas,,Unheil des Beißens des Menschen" kommt daher,\ndaß der Platz nicht der gebührende ist.\n,,Ein Krieger handelt so für seinen großen Fürsten",\nweil sein Wille fest ist.\nDiese Linie steht in den beiden Kernzeichen Li, das das Auge bedeutet, und\nSun, welches das Bein bedeutet. Da sie aber nicht korrekt ist sie ist schwach\nauf starkem Platz so ist es mit dem Sehen und Gehen mangelhaft bestellt.\nFerner ist der Platz gerade in dem Mund von Dui, dem unteren Zeichen,\ndaher die Vorstellung, daß der Tiger beißt. Der Strich weilt als schwacher\nauf starkem Platz und ruht auf einem festen Strich. Da er auf dem Gipfel\nder Heiterkeit weilt, ist er leichtsinnig und zieht sich trotz der gefährlichen\nSituation nicht zurück. Das bringt den Gedanken, daß er auf des Tigers\nSchwanz tritt und verletzt wird. Wenn der Strich sich wandelt, wird das\nuntere Zeichen zu Kiän. Das legt den Gedanken des Kriegers nahe, der rück-\nsichtslos voranschreitet, um seinem Fürsten zu dienen.\n—	disputed	365-368	"Ein Einäugiger kann sehen",\naber es reicht ihm nicht zur Klarheit.\n„Ein Lahmer kann gehen",\naber es reicht ihm nicht dazu, mit andern zu gehen.\nDas„Unheil des Beißens des Menschen" kommt daher,\ndaß der Platz nicht der gebührende ist.\n„Ein Krieger handelt so für seinen großen Fürsten",\nweil sein Wille fest ist.\nDiese Linie steht in den beiden Kernzeichen Li, das das Auge bedeutet, und\nSun, welches das Bein bedeutet. Da sie aber nicht korrekt ist sie ist schwach\nauf starkem Platz so ist es mit dem Sehen und Gehen mangelhaft bestellt.\nFerner ist der Platz gerade in dem Mund von Dui, dem unteren Zeichen,\ndaher die Vorstellung, daß der Tiger beißt. Der Strich weilt als schwacher\nauf starkem Platz und ruht auf einem festen Strich. Da er auf dem Gipfel\nder Heiterkeit weilt, ist er leichtsinnig und zieht sich trotz der gefährlichen\nSituation nicht zurück. Das bringt den Gedanken, daß er auf des Tigers\nSchwanz tritt und verletzt wird. Wenn der Strich sich wandelt, wird das\nuntere Zeichen zu Kiän. Das legt den Gedanken des Kriegers nahe, der rücksichtslos voranschreitet, um seinem Fürsten zu dienen.	cerrado	coincide_ninguno
L4_a_oraculo	Er tritt auf des Tigers Schwanz. Vorsicht und Behutsamkeit\nführt endlich zum Heil.	Entschlossenes Auftreten. Beharrlichkeit bei Bewußtsein der\nGefahr.	Entschlossenes Auftreten. Beharrlichkeit bei Bewußtsein der\nGefahr.	disputed	365-368	Entschlossenes Auftreten. Beharrlichkeit bei Bewußtsein der\nGefahr.	cerrado	coincide_pass04
L4_b_comentario	Vorsicht und Behutsamkeit führt endlich zum Heil",\ndenn der Wille geschieht.\nDieser Strich steht mit der Anfangsneun in Beziehung, darum ist er vor-\nsichtig beim Auftreten auf des Tigers Schwanz. Seine Beschaffenheit ist\ngerade umgekehrt wie die der vorigen Linie. Dort: innere Schwäche bei\näußerem Vorandrängen, das in Gefahr führt, hier innere Kraft bei äußerer\nVorsicht, die zum Heil führt.	Entschlossenes Auftreten bei Bewußtsein der Gefahr."\nDer Platz ist korrekt und der gebührende.\nDer Herr des Zeichens, korrekt, zentral und stark, auf dem Platz des Herrn\nist verpflichtet zu entschlossenem Handeln. Er ist sich dabei der Gefahr be-\nwußt. Darum kommt der gute Erfolg heraus, der bei der Entscheidung zum\nganzen Zeichen genannt ist.	Entschlossenes Auftreten bei Bewußtsein der Gefahr."\nDer Platz ist korrekt und der gebührende.\nDer Herr des Zeichens, korrekt, zentral und stark, auf dem Platz des Herrn\nist verpflichtet zu entschlossenem Handeln. Er ist sich dabei der Gefahr be-\nwußt. Darum kommt der gute Erfolg heraus, der bei der Entscheidung zum\nganzen Zeichen genannt ist.	disputed	365-368	Entschlossenes Auftreten bei Bewußtsein der Gefahr."\nDer Platz ist korrekt und der gebührende.\nDer Herr des Zeichens, korrekt, zentral und stark, auf dem Platz des Herrn\nist verpflichtet zu entschlossenem Handeln. Er ist sich dabei der Gefahr bewußt. Darum kommt der gute Erfolg heraus, der bei der Entscheidung zum\nganzen Zeichen genannt ist.	cerrado	coincide_pass04
L5_etiqueta	Neun auf fünftem Platz:		Neun auf fünftem Platz:	pass02_only	365-368	Neun auf fünftem Platz:	cerrado	coincide_pass02
