campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Gen und\ner Herr des Zeichens ist die Neun auf fünftem Platz;\nDer\nDschen\ndenn die Auflösung\nsteht. Doch steht die Neun auf zweitem Platz im Innern, um die Grundlagen\nzu festigen, und die Sechs auf viertem Platz steht zur Neun auf fünftem\nPlatz in der Beziehung des Empfangens, um deren Werke zu vollenden. So\nhaben auch diese beiden wichtige Funktionen innerhalb des Zeichens. Da-\nrum heißt es im Kommentar zur Entscheidung:,,Das Feste kommt und er-\nschöpft sich nicht, das Weiche bekommt einen Platz im Außeren, und der\nObere ist in Übereinstimmung mit ihm."	Gen und\nDschen\nDer\ner Herr des Zeichens ist die Neun auf fünftem Platz; denn die Auflösung\nsteht. Doch steht die Neun auf zweitem Platz im Innern, um die Grundlagen\nzu festigen, und die Sechs auf viertem Platz steht zur Neun auf fünftem\nPlatz in der Beziehung des Empfangens, um deren Werke zu vollenden. So\nhaben auch diese beiden wichtige Funktionen innerhalb des Zeichens. Da-\nrum heißt es im Kommentar zur Entscheidung: "Das Feste kommt und er-\nschöpft sich nicht, das Weiche bekommt einen Platz im Äußeren, und der\nObere ist in Übereinstimmung mit ihm."	Gen und\nDschen\nDer\ner Herr des Zeichens ist die Neun auf fünftem Platz; denn die Auflösung\nsteht. Doch steht die Neun auf zweitem Platz im Innern, um die Grundlagen\nzu festigen, und die Sechs auf viertem Platz steht zur Neun auf fünftem\nPlatz in der Beziehung des Empfangens, um deren Werke zu vollenden. So\nhaben auch diese beiden wichtige Funktionen innerhalb des Zeichens. Da-\nrum heißt es im Kommentar zur Entscheidung: "Das Feste kommt und er-\nschöpft sich nicht, das Weiche bekommt einen Platz im Äußeren, und der\nObere ist in Übereinstimmung mit ihm."	disputed	555-558	Der Herr des Zeichens ist die Neun auf fünftem Platz; denn die Auflösung\nsteht. Doch steht die Neun auf zweitem Platz im Innern, um die Grundlagen\nzu festigen, und die Sechs auf viertem Platz steht zur Neun auf fünftem\nPlatz in der Beziehung des Empfangens, um deren Werke zu vollenden. So\nhaben auch diese beiden wichtige Funktionen innerhalb des Zeichens. Darum heißt es im Kommentar zur Entscheidung: „Das Feste kommt und erschöpft sich nicht, das Weiche bekommt einen Platz im Äußeren, und der\nObere ist in Übereinstimmung mit ihm."	cerrado	coincide_ninguno
commentary_decision	Die Auflösung: Gelingen. Das Feste kommt und erschöpft sich\nnicht. Das Weiche bekommt einen Platz im Außeren, und der\nObere ist in Übereinstimmung mit ihm.\n,,Der König naht seinem Tempel."\nDer König ist in der Mitte.\n"Fördernd ist es, das große Wasser zu durchqueren.'\nSich auf das Holz verlassen schafft Verdienste.\n"L\n,,Kommen" bedeutet die Stellung im inneren, d. h. unteren Halbzeichen, wie\n,,gehen" die im äußeren. Das Feste, das kommt, ist also die Neun auf\nzweitem Platz. Indem sie den Platz im Zentrum des unteren Zeichens inne-\nhat, schafft sie für das lichte Prinzip innerhalb der dunklen Striche eine Basis\nder Wirksamkeit, die unerschöpflich ist wie das Wasser (Kan). Das Weiche,\ndas einen Platz außen bekommt und mit dem Oberen zusammenwirkt, ist\n16 Das Buch der Wandlungen II\ndie Sechs auf viertem Platz, auf dem Platz des Ministers. Auf den gegen-\nseitigen Beziehungen der drei Striche auf fünftem, viertem und zweitem\nPlatz beruht die Wirkung, die durch das Zeichen gemeint ist.\nDer König in der Mitte ist die Neun auf fünftem Platz. Seine zentrale\nStellung bedeutet die innere Sammlung, durch die er das Auseinander-\nstrebende zusammenzuhalten vermag. Der Tempel wird nahegelegt durch\ndas obere Kernzeichen, Gen, das Berg und Haus bedeutet. Das Holz (Sun)\nüber dem Wasser (Kan) gibt die Unterlage für den Gedanken der Durch-\nquerung des großen Wassers.	Die Auflösung: Gelingen. Das Feste kommt und erschöpft sich\nnicht. Das Weiche bekommt einen Platz im Außeren, und der\nObere ist in Übereinstimmung mit ihm.\n,,Der König naht seinem Tempel."\nDer König ist in der Mitte.\n"Fördernd ist es, das große Wasser zu durchqueren."\nSich auf das Holz verlassen schafft Verdienste.\n,,Kommen" bedeutet die Stellung im inneren, d. h. unteren Halbzeichen, wie\n,,gehen" die im äußeren. Das Feste, das kommt, ist also die Neun auf\nzweitem Platz. Indem sie den Platz im Zentrum des unteren Zeichens inne-\nhat, schafft sie für das lichte Prinzip innerhalb der dunklen Striche eine Basis\nder Wirksamkeit, die unerschöpflich ist wie das Wasser (Kan). Das Weiche,\ndas einen Platz außen bekommt und mit dem Oberen zusammenwirkt, ist\n16 Das Buch der Wandlungen II\ndie Sechs auf viertem Platz, auf dem Platz des Ministers. Auf den gegen-\nseitigen Beziehungen der drei Striche auf fünftem, viertem und zweitem\nPlatz beruht die Wirkung, die durch das Zeichen gemeint ist.\nDer König in der Mitte ist die Neun auf fünftem Platz. Seine zentrale\nStellung bedeutet die innere Sammlung, durch die er das Auseinander-\nstrebende zusammenzuhalten vermag. Der Tempel wird nahegelegt durch\ndas obere Kernzeichen, Gen, das Berg und Haus bedeutet. Das Holz (Sun)\nüber dem Wasser (Kan) gibt die Unterlage für den Gedanken der Durch-\nquerung des großen Wassers.	Die Auflösung: Gelingen. Das Feste kommt und erschöpft sich\nnicht. Das Weiche bekommt einen Platz im Außeren, und der\nObere ist in Übereinstimmung mit ihm.\n,,Der König naht seinem Tempel."\nDer König ist in der Mitte.\n"Fördernd ist es, das große Wasser zu durchqueren."\nSich auf das Holz verlassen schafft Verdienste.\n,,Kommen" bedeutet die Stellung im inneren, d. h. unteren Halbzeichen, wie\n,,gehen" die im äußeren. Das Feste, das kommt, ist also die Neun auf\nzweitem Platz. Indem sie den Platz im Zentrum des unteren Zeichens inne-\nhat, schafft sie für das lichte Prinzip innerhalb der dunklen Striche eine Basis\nder Wirksamkeit, die unerschöpflich ist wie das Wasser (Kan). Das Weiche,\ndas einen Platz außen bekommt und mit dem Oberen zusammenwirkt, ist\n16 Das Buch der Wandlungen II\ndie Sechs auf viertem Platz, auf dem Platz des Ministers. Auf den gegen-\nseitigen Beziehungen der drei Striche auf fünftem, viertem und zweitem\nPlatz beruht die Wirkung, die durch das Zeichen gemeint ist.\nDer König in der Mitte ist die Neun auf fünftem Platz. Seine zentrale\nStellung bedeutet die innere Sammlung, durch die er das Auseinander-\nstrebende zusammenzuhalten vermag. Der Tempel wird nahegelegt durch\ndas obere Kernzeichen, Gen, das Berg und Haus bedeutet. Das Holz (Sun)\nüber dem Wasser (Kan) gibt die Unterlage für den Gedanken der Durch-\nquerung des großen Wassers.	disputed	555-558	Die Auflösung: Gelingen. Das Feste kommt und erschöpft sich\nnicht. Das Weiche bekommt einen Platz im Außeren, und der\nObere ist in Übereinstimmung mit ihm.\n„Der König naht seinem Tempel."\nDer König ist in der Mitte.\n"Fördernd ist es, das große Wasser zu durchqueren.'\nSich auf das Holz verlassen schafft Verdienste.\n"L\n„Kommen" bedeutet die Stellung im inneren, d. h. unteren Halbzeichen, wie\n„gehen" die im äußeren. Das Feste, das kommt, ist also die Neun auf\nzweitem Platz. Indem sie den Platz im Zentrum des unteren Zeichens inne-\nhat, schafft sie für das lichte Prinzip innerhalb der dunklen Striche eine Basis\nder Wirksamkeit, die unerschöpflich ist wie das Wasser (Kan). Das Weiche,\ndas einen Platz außen bekommt und mit dem Oberen zusammenwirkt, ist\n16 Das Buch der Wandlungen II\ndie Sechs auf viertem Platz, auf dem Platz des Ministers. Auf den gegen-\nseitigen Beziehungen der drei Striche auf fünftem, viertem und zweitem\nPlatz beruht die Wirkung, die durch das Zeichen gemeint ist.\nDer König in der Mitte ist die Neun auf fünftem Platz. Seine zentrale\nStellung bedeutet die innere Sammlung, durch die er das Auseinander-\nstrebende zusammenzuhalten vermag. Der Tempel wird nahegelegt durch\ndas obere Kernzeichen, Gen, das Berg und Haus bedeutet. Das Holz (Sun)\nüber dem Wasser (Kan) gibt die Unterlage für den Gedanken der Durch-\nquerung des großen Wassers.	cerrado	coincide_ninguno
L2_b_comentario	Bei der Auflösung läuft er seiner Stütze zu"\nund erlangt so, was er wünscht.\nDas Kernzeichen Dschen bedeutet Fuß und rasches Laufen. Die Stütze, auf\ndie sich die Neun auf zweitem Platz stützen kann, ist der gleichgesinnte, starke\nHerrscher Neun auf fünftem Platz. Dadurch, daß die Neun auf zweitem Platz\nvon sich aus den Fürsten aufsucht, könnte man Gelegenheit zur Reue ver-\nmuten, aber sie ist stark und zentral, und diese an sich ungewöhnliche Hand-\nlungsweise ist durch die ungewöhnliche Zeit bedingt. Sie handelt nicht aus\nselbstsüchtigen Gründen, sondern ihr Wunsch ist die Beseitigung der Auf-\nlösung. Dies erreicht sie auch in Gemeinschaft mit der Neun auf fünftem Platz.	Bei der Auflösung läuft er seiner Stütze zu"\nund erlangt so, was er wünscht.\nDas Kernzeichen Dschen bedeutet Fuß und rasches Laufen. Die Stütze, auf\ndie sich die Neun auf zweitem Platz stützen kann, ist der gleichgesinnte, starke\nHerrscher Neun auf fünftem Platz. Dadurch, daß die Neun auf zweitem Platz\nvon sich aus den Fürsten aufsucht, könnte man Gelegenheit zur Reue ver-\nmuten, aber sie ist stark und zentral, und diese an sich ungewöhnliche Hand-\nN\nT\nSo\ntz\nlungsweise ist durch die ungewöhnliche Zeit bedingt. Sie handelt nicht aus\nselbstsüchtigen Gründen, sondern ihr Wunsch ist die Beseitigung der Auf-\nlösung. Dies erreicht sie auch in Gemeinschaft mit der Neun auf fünftem Platz.	Bei der Auflösung läuft er seiner Stütze zu"\nund erlangt so, was er wünscht.\nDas Kernzeichen Dschen bedeutet Fuß und rasches Laufen. Die Stütze, auf\ndie sich die Neun auf zweitem Platz stützen kann, ist der gleichgesinnte, starke\nHerrscher Neun auf fünftem Platz. Dadurch, daß die Neun auf zweitem Platz\nvon sich aus den Fürsten aufsucht, könnte man Gelegenheit zur Reue ver-\nmuten, aber sie ist stark und zentral, und diese an sich ungewöhnliche Hand-\nN\nT\nSo\ntz\nlungsweise ist durch die ungewöhnliche Zeit bedingt. Sie handelt nicht aus\nselbstsüchtigen Gründen, sondern ihr Wunsch ist die Beseitigung der Auf-\nlösung. Dies erreicht sie auch in Gemeinschaft mit der Neun auf fünftem Platz.	disputed	555-558	Bei der Auflösung läuft er seiner Stütze zu"\nund erlangt so, was er wünscht.\nDas Kernzeichen Dschen bedeutet Fuß und rasches Laufen. Die Stütze, auf\ndie sich die Neun auf zweitem Platz stützen kann, ist der gleichgesinnte, starke\nHerrscher Neun auf fünftem Platz. Dadurch, daß die Neun auf zweitem Platz\nvon sich aus den Fürsten aufsucht, könnte man Gelegenheit zur Reue ver-\nmuten, aber sie ist stark und zentral, und diese an sich ungewöhnliche Hand-\nlungsweise ist durch die ungewöhnliche Zeit bedingt. Sie handelt nicht aus\nselbstsüchtigen Gründen, sondern ihr Wunsch ist die Beseitigung der Auf-\nlösung. Dies erreicht sie auch in Gemeinschaft mit der Neun auf fünftem Platz.	cerrado	coincide_pass04
L4_a_oraculo	Auflösend wie Schweiß sind seine lauten Rufe. Auflösung!\nEin König weilt ohne Makel.	Er löst sich von seiner Schar. Erhabenes Heil! Durch Auf-\nlösung folgt Anhäufung. Das ist etwas, an das Gewöhnliche\nnicht denken.	Er löst sich von seiner Schar. Erhabenes Heil! Durch Auf-\nlösung folgt Anhäufung. Das ist etwas, an das Gewöhnliche\nnicht denken.	disputed	555-558	Er löst sich von seiner Schar. Erhabenes Heil! Durch Auflösung folgt Anhäufung. Das ist etwas, an das Gewöhnliche\nnicht denken.	cerrado	coincide_pass04
L4_b_comentario	Ein König weilt ohne Makel."\nEr ist an seinem rechten Platz.\nDas Zusammentreffen des Windes mit dem Wasser löst dieses auf wie\nSchweiß. Das Zeichen Sun, das überall hinkommt, bedeutet die lauten Rufe.\nSo ist der König an seinem rechten Platz und daher ohne Makel.	"Er löst sich von seiner Schar. Erhabenes Heil!"\nSein Licht ist groß.\nDas untere Zeichen ist als umgewandeltes Kun anzusehen. Kun bedeutet\ndie Schar. Indem der mittlere Strich sich loslöst und auf viertem Platz sich\nniederläßt, löst er sich von seiner Schar und löst diese Schar auf, denn an\nseine Stelle tritt die starke Neun auf zweitem Platz. So entsteht durch Auf-\nlösung Anhäufung (Kernzeichen Gen, der Berg). Der weiche Strich, Sechs auf\nviertem Platz, steht im Verhältnis des Empfangens zum Herrscher, Neun auf\nfünftem Platz, und er hat als Gehilfen den starken Beamten Neun auf\nzweitem Platz gewonnen, so daß in der Tat durch Auflösen Anhäufen erfolgt.	"Er löst sich von seiner Schar. Erhabenes Heil!"\nSein Licht ist groß.\nDas untere Zeichen ist als umgewandeltes Kun anzusehen. Kun bedeutet\ndie Schar. Indem der mittlere Strich sich loslöst und auf viertem Platz sich\nniederläßt, löst er sich von seiner Schar und löst diese Schar auf, denn an\nseine Stelle tritt die starke Neun auf zweitem Platz. So entsteht durch Auf-\nlösung Anhäufung (Kernzeichen Gen, der Berg). Der weiche Strich, Sechs auf\nviertem Platz, steht im Verhältnis des Empfangens zum Herrscher, Neun auf\nfünftem Platz, und er hat als Gehilfen den starken Beamten Neun auf\nzweitem Platz gewonnen, so daß in der Tat durch Auflösen Anhäufen erfolgt.	disputed	555-558	"Er löst sich von seiner Schar. Erhabenes Heil!"\nSein Licht ist groß.\nDas untere Zeichen ist als umgewandeltes Kun anzusehen. Kun bedeutet\ndie Schar. Indem der mittlere Strich sich loslöst und auf viertem Platz sich\nniederläßt, löst er sich von seiner Schar und löst diese Schar auf, denn an\nseine Stelle tritt die starke Neun auf zweitem Platz. So entsteht durch Auflösung Anhäufung (Kernzeichen Gen, der Berg). Der weiche Strich, Sechs auf\nviertem Platz, steht im Verhältnis des Empfangens zum Herrscher, Neun auf\nfünftem Platz, und er hat als Gehilfen den starken Beamten Neun auf\nzweitem Platz gewonnen, so daß in der Tat durch Auflösen Anhäufen erfolgt.	cerrado	coincide_pass04
L5_etiqueta		Neun auf fünftem Platz:	Neun auf fünftem Platz:	pass04_only	555-558	Neun auf fünftem Platz:	cerrado	coincide_pass04
L5_a_oraculo		Auflösend wie Schweiß sind seine lauten Rufe. Auflösung!\nEin König weilt ohne Makel.	Auflösend wie Schweiß sind seine lauten Rufe. Auflösung!\nEin König weilt ohne Makel.	pass04_only	555-558	Auflösend wie Schweiß sind seine lauten Rufe. Auflösung!\nEin König weilt ohne Makel.	cerrado	coincide_pass04
L5_b_comentario		Ein König weilt ohne Makel."\nEr ist an seinem rechten Platz.\nDas Zusammentreffen des Windes mit dem Wasser löst dieses auf wie\nSchweiß. Das Zeichen Sun, das überall hinkommt, bedeutet die lauten Rufe.\nSo ist der König an seinem rechten Platz und daher ohne Makel.	Ein König weilt ohne Makel."\nEr ist an seinem rechten Platz.\nDas Zusammentreffen des Windes mit dem Wasser löst dieses auf wie\nSchweiß. Das Zeichen Sun, das überall hinkommt, bedeutet die lauten Rufe.\nSo ist der König an seinem rechten Platz und daher ohne Makel.	pass04_only	555-558	„Ein König weilt ohne Makel."\nEr ist an seinem rechten Platz.\nDas Zusammentreffen des Windes mit dem Wasser löst dieses auf wie\nSchweiß. Das Zeichen Sun, das überall hinkommt, bedeutet die lauten Rufe.\nSo ist der König an seinem rechten Platz und daher ohne Makel.	cerrado	coincide_ninguno
L6_a_oraculo	Er löst sein Blut auf. Weggehen, sich Fernhalten, Hinaus-\ngehen ist ohne Makel.	Er löst sein Blut auf. Weggehen, sich Fernhalten, Hinaus-\n1332wor\ngehen ist ohne Makel.	Er löst sein Blut auf. Weggehen, sich Fernhalten, Hinaus-\n1332wor\ngehen ist ohne Makel.	disputed	555-558	Er löst sein Blut auf. Weggehen, sich Fernhalten, Hinaus-\n1332wor\ngehen ist ohne Makel.	cerrado	coincide_pass04
hex_fin	59				555-558			
