campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Kiän und\nKiän\nie Herren des Zeichens sind die Neun auf zweitem Platz und die Neun\nnicht im Übergewicht. Die Neun auf viertem Platz ist ein Balken, der sich\nnicht durchbiegt.	DES GROSSEN ÜBERGEWICHT\n大​過​。\nKiän und Kiän\nD\nie Herren des Zeichens sind die Neun auf zweitem Platz und die Neun\nauf viertem Platz. Die Neun auf zweitem Platz ist fest und zentral und\nnicht im Übergewicht. Die Neun auf viertem Platz ist ein Balken, der sich\nnicht durchbiegt.\nKernzeichen:	Kiän und\nKiän\nie Herren des Zeichens sind die Neun auf zweitem Platz und die Neun\nnicht im Übergewicht. Die Neun auf viertem Platz ist ein Balken, der sich\nnicht durchbiegt.	disputed	433-436	DES GROSSEN ÜBERGEWICHT\n大​過​。\nKiän und Kiän\nDie Herren des Zeichens sind die Neun auf zweitem Platz und die Neun\nauf viertem Platz. Die Neun auf zweitem Platz ist fest und zentral und\nnicht im Übergewicht. Die Neun auf viertem Platz ist ein Balken, der sich\nnicht durchbiegt.\nKernzeichen:	cerrado	coincide_ninguno
misc_notes	Des Großen Übergewicht ist der Gipfel.\nDer Gipfel bezieht sich auf das Bild des Firstbalkens, von dem im Urteil die\nRede ist. Das Zeichen zeigt in seinem Innern eine große Kraft. Die beiden\nKernzeichen sind Kiän, dessen Eigenschaft die Stärke ist. Aber nach unten\nzu ist es das sanfte, zwar eindringende, aber luftige Sun, oben das heitere\nDui, das einen See darstellt. So sind die Außenenden der starken Struktur\ndes Innern nicht gewachsen: Daher das Große im Übergewicht.\nDas Zeichen ist das Gegenstück des vorigen.\nBeigefügte Urteile\nIm Altertum bestattete man die Toten, indem man sie dicht\nmit Reisig bedeckte und mitten auf dem Land beisetzte ohne\nGrabhügel und Baumpflanzungen. Die Trauerzeit hatte keine\nbestimmte Dauer. Die Heiligen späterer Zeit führten statt\ndessen Särge und Sarkophage ein. Das entnahmen sie wohl\ndem Zeichen: des Großen Übergewicht.\nDas Zeichen stellt Holz dar, das eingedrungen ist bis unterhalb des Grund-\nwassers. Damit ist der Sarg gezeichnet. Eine andere Erklärung geht davon\naus, daß durch die beiden Yinstriche oben und unten die Erde und Bäume\ndes Begräbnisplatzes dargestellt werden, während die Yangstriche da-\nzwischen den Sarg andeuten. Wenn so die Verstorbenen wohlversorgt sind,\ngehen sie in die Erde hinein (Sun) und sind fröhlich (Dui). Das Zeichen ist\nauch insofern das Gegenstück des vorigen, als jenes die Ernährung der\nLebenden, dieses die Versorgung der Toten zeigt.	Des Großen Übergewicht ist der Gipfel.\nDer Gipfel bezieht sich auf das Bild des Firstbalkens, von dem im Urteil die\nRede ist. Das Zeichen zeigt in seinem Innern eine große Kraft. Die beiden\nKernzeichen sind Kiän, dessen Eigenschaft die Stärke ist. Aber nach unten\nzu ist es das sanfte, zwar eindringende, aber luftige Sun, oben das heitere\nDui, das einen See darstellt. So sind die Außenenden der starken Struktur\ndes Innern nicht gewachsen: Daher das Große im Übergewicht.\nDas Zeichen ist das Gegenstück des vorigen.\nBeigefügte Urteile\nIm Altertum bestattete man die Toten, indem man sie dicht\nmit Reisig bedeckte und mitten auf dem Land beisetzte ohne\nGrabhügel und Baumpflanzungen. Die Trauerzeit hatte keine\nbestimmte Dauer. Die Heiligen späterer Zeit führten statt\ndessen Särge und Sarkophage ein. Das entnahmen sie wohl\ndem Zeichen: des Großen Übergewicht.\nDas Zeichen stellt Holz dar, das eingedrungen ist bis unterhalb des Grund-\nwassers. Damit ist der Sarg gezeichnet. Eine andere Erklärung geht davon\nJ\nE\nS\n?\naus, daß durch die beiden Yinstriche oben und unten die Erde und Bäume\ndes Begräbnisplatzes dargestellt werden, während die Yangstriche da-\nzwischen den Sarg andeuten. Wenn so die Verstorbenen wohlversorgt sind,\ngehen sie in die Erde hinein (Sun) und sind fröhlich (Dui). Das Zeichen ist\nauch insofern das Gegenstück des vorigen, als jenes die Ernährung der\nLebenden, dieses die Versorgung der Toten zeigt.	Des Großen Übergewicht ist der Gipfel.\nDer Gipfel bezieht sich auf das Bild des Firstbalkens, von dem im Urteil die\nRede ist. Das Zeichen zeigt in seinem Innern eine große Kraft. Die beiden\nKernzeichen sind Kiän, dessen Eigenschaft die Stärke ist. Aber nach unten\nzu ist es das sanfte, zwar eindringende, aber luftige Sun, oben das heitere\nDui, das einen See darstellt. So sind die Außenenden der starken Struktur\ndes Innern nicht gewachsen: Daher das Große im Übergewicht.\nDas Zeichen ist das Gegenstück des vorigen.\nBeigefügte Urteile\nIm Altertum bestattete man die Toten, indem man sie dicht\nmit Reisig bedeckte und mitten auf dem Land beisetzte ohne\nGrabhügel und Baumpflanzungen. Die Trauerzeit hatte keine\nbestimmte Dauer. Die Heiligen späterer Zeit führten statt\ndessen Särge und Sarkophage ein. Das entnahmen sie wohl\ndem Zeichen: des Großen Übergewicht.\nDas Zeichen stellt Holz dar, das eingedrungen ist bis unterhalb des Grund-\nwassers. Damit ist der Sarg gezeichnet. Eine andere Erklärung geht davon\nJ\nE\nS\n?\naus, daß durch die beiden Yinstriche oben und unten die Erde und Bäume\ndes Begräbnisplatzes dargestellt werden, während die Yangstriche da-\nzwischen den Sarg andeuten. Wenn so die Verstorbenen wohlversorgt sind,\ngehen sie in die Erde hinein (Sun) und sind fröhlich (Dui). Das Zeichen ist\nauch insofern das Gegenstück des vorigen, als jenes die Ernährung der\nLebenden, dieses die Versorgung der Toten zeigt.	disputed	433-436	Des Großen Übergewicht ist der Gipfel.\nDer Gipfel bezieht sich auf das Bild des Firstbalkens, von dem im Urteil die\nRede ist. Das Zeichen zeigt in seinem Innern eine große Kraft. Die beiden\nKernzeichen sind Kiän, dessen Eigenschaft die Stärke ist. Aber nach unten\nzu ist es das sanfte, zwar eindringende, aber luftige Sun, oben das heitere\nDui, das einen See darstellt. So sind die Außenenden der starken Struktur\ndes Innern nicht gewachsen: Daher das Große im Übergewicht.\nDas Zeichen ist das Gegenstück des vorigen.\nBeigefügte Urteile\nIm Altertum bestattete man die Toten, indem man sie dicht\nmit Reisig bedeckte und mitten auf dem Land beisetzte ohne\nGrabhügel und Baumpflanzungen. Die Trauerzeit hatte keine\nbestimmte Dauer. Die Heiligen späterer Zeit führten statt\ndessen Särge und Sarkophage ein. Das entnahmen sie wohl\ndem Zeichen: des Großen Übergewicht.\nDas Zeichen stellt Holz dar, das eingedrungen ist bis unterhalb des Grundwassers. Damit ist der Sarg gezeichnet. Eine andere Erklärung geht davon\nJ\nE\nS\n?\naus, daß durch die beiden Yinstriche oben und unten die Erde und Bäume\ndes Begräbnisplatzes dargestellt werden, während die Yangstriche dazwischen den Sarg andeuten. Wenn so die Verstorbenen wohlversorgt sind,\ngehen sie in die Erde hinein (Sun) und sind fröhlich (Dui). Das Zeichen ist\nauch insofern das Gegenstück des vorigen, als jenes die Ernährung der\nLebenden, dieses die Versorgung der Toten zeigt.	cerrado	coincide_pass04
image_oraculo	Der See geht über die Bäume weg: das Bild des Übergewichts\nim Großen. So ist der Edle, wenn er allein steht, unbesorgt\nund, wenn er auf die Welt verzichten muß, unverzagt.\nDas Alleinstehen und der Verzicht auf die Welt ist durch die Situation des\nGesamtzeichens gegeben. Das unbesorgte Alleinstehen ist durch das Bild\nvon Sun, der Baum, nahegelegt, die Unverzagtheit durch die Eigenschaft\nvon Dui, die Heiterkeit.\nAnfangs Sechs:	Der See geht über die Bäume weg: das Bild des Übergewichts\nim Großen. So ist der Edle, wenn er allein steht, unbesorgt\nund, wenn er auf die Welt verzichten muß, unverzagt.\nDas Alleinstehen und der Verzicht auf die Welt ist durch die Situation des\nGesamtzeichens gegeben. Das unbesorgte Alleinstehen ist durch das Bild\nvon Sun, der Baum, nahegelegt, die Unverzagtheit durch die Eigenschaft\nvon Dui, die Heiterkeit.	Der See geht über die Bäume weg: das Bild des Übergewichts\nim Großen. So ist der Edle, wenn er allein steht, unbesorgt\nund, wenn er auf die Welt verzichten muß, unverzagt.\nDas Alleinstehen und der Verzicht auf die Welt ist durch die Situation des\nGesamtzeichens gegeben. Das unbesorgte Alleinstehen ist durch das Bild\nvon Sun, der Baum, nahegelegt, die Unverzagtheit durch die Eigenschaft\nvon Dui, die Heiterkeit.	disputed	433-436	Der See geht über die Bäume weg:\ndas Bild des Übergewichts im Großen.\nSo ist der Edle, wenn er allein steht, unbesorgt,\nund wenn er auf die Welt verzichten muß, unverzagt.	cerrado	coincide_ninguno
commentary_image	Der See geht über die Bäume weg: das Bild des Übergewichts\nim Großen. So ist der Edle, wenn er allein steht, unbesorgt\nund, wenn er auf die Welt verzichten muß, unverzagt.\nDas Alleinstehen und der Verzicht auf die Welt ist durch die Situation des\nGesamtzeichens gegeben. Das unbesorgte Alleinstehen ist durch das Bild\nvon Sun, der Baum, nahegelegt, die Unverzagtheit durch die Eigenschaft\nvon Dui, die Heiterkeit.\nAnfangs Sechs:	Der See geht über die Bäume weg: das Bild des Übergewichts\nim Großen. So ist der Edle, wenn er allein steht, unbesorgt\nund, wenn er auf die Welt verzichten muß, unverzagt.\nDas Alleinstehen und der Verzicht auf die Welt ist durch die Situation des\nGesamtzeichens gegeben. Das unbesorgte Alleinstehen ist durch das Bild\nvon Sun, der Baum, nahegelegt, die Unverzagtheit durch die Eigenschaft\nvon Dui, die Heiterkeit.	Der See geht über die Bäume weg: das Bild des Übergewichts\nim Großen. So ist der Edle, wenn er allein steht, unbesorgt\nund, wenn er auf die Welt verzichten muß, unverzagt.\nDas Alleinstehen und der Verzicht auf die Welt ist durch die Situation des\nGesamtzeichens gegeben. Das unbesorgte Alleinstehen ist durch das Bild\nvon Sun, der Baum, nahegelegt, die Unverzagtheit durch die Eigenschaft\nvon Dui, die Heiterkeit.	disputed	433-436	und, wenn er auf die Welt verzichten muß, unverzagt.\nDas Alleinstehen und der Verzicht auf die Welt ist durch die Situation des\nGesamtzeichens gegeben. Das unbesorgte Alleinstehen ist durch das Bild\nvon Sun, der Baum, nahegelegt, die Unverzagtheit durch die Eigenschaft\nvon Dui, die Heiterkeit.	cerrado	coincide_ninguno
L2_a_oraculo	Ein trockener Pappelbaum treibt einen Wurzelsprob. Ein\nälterer Mann bekommt eine junge Frau. Alles ist fördernd.	Ein trockener Pappelbaum treibt einen Wurzelsproß. Ein\nälterer Mann bekommt eine junge Frau. Alles ist fördernd.	Ein trockener Pappelbaum treibt einen Wurzelsproß. Ein\nälterer Mann bekommt eine junge Frau. Alles ist fördernd.	disputed	433-436	Ein trockener Pappelbaum treibt einen Wurzelsproß. Ein\nälterer Mann bekommt eine junge Frau. Alles ist fördernd.	cerrado	coincide_pass04
L3_b_comentario	Das Unheil des Durchbiegens des Firstbalkens kommt daher,\ndaß er keine Unterstützung findet.\nDer dritte und der vierte Strich inmitten des Zeichens stellen den Firstbalken\ndar. Die Neun auf drittem Platz ist fest auf festem Platz, das gibt für eine\nZeit des Außergewöhnlichen zuviel Festigkeit, darum droht das Unheil des\nDurchbiegens. Denn durch Eigensinn verbaut man sich die Möglichkeit der\nUnterstützung.	Das Unheil des Durchbiegens des Firstbalkens kommt daher,\ndaß er keine Unterstützung findet.\nDer dritte und der vierte Strich inmitten des Zeichens stellen den Firstbalken\ndar. Die Neun auf drittem Platz ist fest auf festem Platz, das gibt für eine\nZeit des Außergewöhnlichen zuviel Festigkeit, darum droht das Unheil des\nDurchbiegens. Denn durch Eigensinn verbaut man sich die Möglichkeit der\nUnterstützung.\nT\nE\nDe\n.	Das Unheil des Durchbiegens des Firstbalkens kommt daher,\ndaß er keine Unterstützung findet.\nDer dritte und der vierte Strich inmitten des Zeichens stellen den Firstbalken\ndar. Die Neun auf drittem Platz ist fest auf festem Platz, das gibt für eine\nZeit des Außergewöhnlichen zuviel Festigkeit, darum droht das Unheil des\nDurchbiegens. Denn durch Eigensinn verbaut man sich die Möglichkeit der\nUnterstützung.\nT\nE\nDe\n.	disputed	433-436	Das Unheil des Durchbiegens des Firstbalkens kommt daher,\ndaß er keine Unterstützung findet.\nDer dritte und der vierte Strich inmitten des Zeichens stellen den Firstbalken\ndar. Die Neun auf drittem Platz ist fest auf festem Platz, das gibt für eine\nZeit des Außergewöhnlichen zuviel Festigkeit, darum droht das Unheil des\nDurchbiegens. Denn durch Eigensinn verbaut man sich die Möglichkeit der\nUnterstützung.	cerrado	coincide_pass02
L4_b_comentario	Das Heil des gestützten Firstbalkens besteht darin, daß er\nnicht nach unten durchbiegt.\nDer Strich ist besser dran als der letzte. Er biegt nicht nach unten durch.\nWährend Neun auf drittem Platz zu stark und unruhig ist, ist die Festigkeit\nder Neun auf viertem Platz durch die Weichheit des Platzes gemildert. Wäh-\nrend Neun auf drittem Platz als oberster Strich des unten offenen, d. h.\nschwachen Zeichens Sun der Gefahr des Durchbiegens ausgesetzt ist, ruht\ndie Neun auf viertem Platz auf dem Grunde des oben offenen Zeichens Dui;\ndaher seine Sicherheit. Die Hintergedanken werden dadurch angedeutet,\ndaß zur Anfangssechs die Beziehung des Entsprechens besteht, aus der aber\nhier keine Konsequenzen gezogen werden dürfen, weil für den Strich in\nerster Linie seine Stellung als Minister zu dem Herrscher auf fünftem Platz\nin Betracht kommt.	Das Heil des gestützten Firstbalkens besteht darin, daß er\nnicht nach unten durchbiegt.\nDer Strich ist besser dran als der letzte. Er biegt nicht nach unten durch.\nWährend Neun auf drittem Platz zu stark und unruhig ist, ist die Festigkeit\nder Neun auf viertem Platz durch die Weichheit des Platzes gemildert. Wäh-\nrend Neun auf drittem Platz als oberster Strich des unten offenen, d. h.\nschwachen Zeichens Sun der Gefahr des Durchbiegens ausgesetzt ist, ruht\ndie Neun auf viertem Platz auf dem Grunde des oben offenen Zeichens Dui;\ndaher seine Sicherheit. Die Hintergedanken werden dadurch angedeutet,\ndaß zur Anfangssechs die Beziehung des Entsprechens besteht, aus der aber\nhier keine Konsequenzen gezogen werden dürfen, weil für den Strich in\nerster Linie seine Stellung als Minister zu dem Herrscher auf fünftem Platz\nin Betradit kommt.	Das Heil des gestützten Firstbalkens besteht darin, daß er\nnicht nach unten durchbiegt.\nDer Strich ist besser dran als der letzte. Er biegt nicht nach unten durch.\nWährend Neun auf drittem Platz zu stark und unruhig ist, ist die Festigkeit\nder Neun auf viertem Platz durch die Weichheit des Platzes gemildert. Wäh-\nrend Neun auf drittem Platz als oberster Strich des unten offenen, d. h.\nschwachen Zeichens Sun der Gefahr des Durchbiegens ausgesetzt ist, ruht\ndie Neun auf viertem Platz auf dem Grunde des oben offenen Zeichens Dui;\ndaher seine Sicherheit. Die Hintergedanken werden dadurch angedeutet,\ndaß zur Anfangssechs die Beziehung des Entsprechens besteht, aus der aber\nhier keine Konsequenzen gezogen werden dürfen, weil für den Strich in\nerster Linie seine Stellung als Minister zu dem Herrscher auf fünftem Platz\nin Betradit kommt.	disputed	433-436	Das Heil des gestützten Firstbalkens besteht darin, daß er\nnicht nach unten durchbiegt.\nDer Strich ist besser dran als der letzte. Er biegt nicht nach unten durch.\nWährend Neun auf drittem Platz zu stark und unruhig ist, ist die Festigkeit\nder Neun auf viertem Platz durch die Weichheit des Platzes gemildert. Während Neun auf drittem Platz als oberster Strich des unten offenen, d. h.\nschwachen Zeichens Sun der Gefahr des Durchbiegens ausgesetzt ist, ruht\ndie Neun auf viertem Platz auf dem Grunde des oben offenen Zeichens Dui;\ndaher seine Sicherheit. Die Hintergedanken werden dadurch angedeutet,\ndaß zur Anfangssechs die Beziehung des Entsprechens besteht, aus der aber\nhier keine Konsequenzen gezogen werden dürfen, weil für den Strich in\nerster Linie seine Stellung als Minister zu dem Herrscher auf fünftem Platz\nin Betradit kommt.	cerrado	coincide_pass04
L5_b_comentario	Eine dürre Pappel treibt Blüten."\nWie könnte das lange dauern!\n,,Ein älteres Weib bekommt einen Mann."\nEine Schande ist es aber doch!\nDieser Strich steht im Gegensatz zu Neun auf zweitem Platz. Dort ein\nälterer Mann, der ein Mädchen bekommt, hier ein älteres Weib, das einen\nMann bekommt. Dort bekommt die Pappel einen Wurzelsproß, hier be-\nkommt sie Blüten. Dort war die Beziehung des Entsprechens nach unten\nzu, daher Wurzelsproß, hier ist sie nach oben hin, daher Blüte. Dort\nwar die starke Neun auf zweitem Platz der Mann, der das junge Mädchen\n(Anfangssechs) bekam. Hier ist wohl die obere Sechs die alte Frau, die\nNeun auf fünftem Platz als Mann bekommt.	Eine dürre Pappel treibt Blüten."\nWie könnte das lange dauern!\n"Ein älteres Weib bekommt einen Mann."\nEine Schande ist es aber doch!\nDieser Strich steht im Gegensatz zu Neun auf zweitem Platz. Dort ein\nälterer Mann, der ein Mädchen bekommt, hier ein älteres Weib, das einen\nMann bekommt. Dort bekommt die Pappel einen WurzelsproB, hier be-\nkommt sie Blüten. Dort war die Beziehung des Entsprechens nach unten\nzu, daher Wurzelsproß, hier ist sie nach oben hin, daher Blüte. Dort\nwar die starke Neun auf zweitem Platz der Mann, der das junge Mädchen\n(Anfangssechs) bekam. Hier ist wohl die obere Sechs die alte Frau, die\nNeun auf fünftem Platz als Mann bekommt.	Eine dürre Pappel treibt Blüten."\nWie könnte das lange dauern!\n"Ein älteres Weib bekommt einen Mann."\nEine Schande ist es aber doch!\nDieser Strich steht im Gegensatz zu Neun auf zweitem Platz. Dort ein\nälterer Mann, der ein Mädchen bekommt, hier ein älteres Weib, das einen\nMann bekommt. Dort bekommt die Pappel einen WurzelsproB, hier be-\nkommt sie Blüten. Dort war die Beziehung des Entsprechens nach unten\nzu, daher Wurzelsproß, hier ist sie nach oben hin, daher Blüte. Dort\nwar die starke Neun auf zweitem Platz der Mann, der das junge Mädchen\n(Anfangssechs) bekam. Hier ist wohl die obere Sechs die alte Frau, die\nNeun auf fünftem Platz als Mann bekommt.	disputed	433-436	Eine dürre Pappel treibt Blüten."\nWie könnte das lange dauern!\n"Ein älteres Weib bekommt einen Mann."\nEine Schande ist es aber doch!\nDieser Strich steht im Gegensatz zu Neun auf zweitem Platz. Dort ein\nälterer Mann, der ein Mädchen bekommt, hier ein älteres Weib, das einen\nMann bekommt. Dort bekommt die Pappel einen WurzelsproB, hier bekommt sie Blüten. Dort war die Beziehung des Entsprechens nach unten\nzu, daher Wurzelsproß, hier ist sie nach oben hin, daher Blüte. Dort\nwar die starke Neun auf zweitem Platz der Mann, der das junge Mädchen\n(Anfangssechs) bekam. Hier ist wohl die obere Sechs die alte Frau, die\nNeun auf fünftem Platz als Mann bekommt.	cerrado	coincide_pass04
L6_b_comentario	Das Unheil des Durchschreitens des Wassers darf man nicht\ntadeln.\nDas obere Zeichen Dui ist ein See, daher das Wasser. Das Kernzeichen ist\nKiän, der Kopf. Das obere Kernzeichen endet bei Neun auf fünftem Platz,\ndie obere Sechs zeigt also das Wasser oberhalb des Kopfes. Da es in der\nZeit begründet ist und der Wille gut ist, so darf auch das Unheil nicht ge-\ntadelt werden. Dieses Orakel: "Unheil. Kein Makel" gehört zum Höchsten,\nwas sich an Überwindung des Schicksals denken läßt.\n-\n-\n-\n-\n-\nzu-\nBemerkung: Ähnlich wie bei den Zeichen I, Dschung, Fu, Siau Go gilt in\ndem Zeichen Da Go nicht die Beziehung des Entsprechens, sondern die\noberen und unteren Striche stehen von der Mitte an gerechnet\neinander im Gegensatz. So sind der dritte und der vierte Strich das Bild des\nFirstbalkens, der dritte-fest auf festem Platz-hat Unglück: der Dachbalkert\nbiegt sich durch; der vierte-fest auf weichem Platz hat Glück: der Dach-\nbalken wird gestützt. Der zweite und der fünfte sind beides alte Pappel-\nbäume; der zweite fest auf weichem Platz hat Glück: treibt einen\nWurzelsproß; der fünfte - fest auf festem Platz hat Unglück: beginnt zu\nblühen, um dadurch seine letzte Kraft aufzuzehren. Der unterste- weich\nauf festem Platz hat Glück durch große Vorsicht, der oberste - weich auf\nweichem Platz hat Unglück durch Mut und Durchsetzenwollen. Alle\nStriche, die auf dem ihrer Natur entgegengesetzten Platz stehen, haben\nGlück, weil Platz und Natur einander ergänzen. Alle Striche, die auf dem\nihrer Natur gleichsinnigen Platz stehen, haben Unglück, weil dadurch das\nÜbergewicht erzeugt wird.\n-\n-	Das Unheil des Durchschreitens des Wassers darf man nicht\ntadeln.\nDas obere Zeichen Dui ist ein See, daher das Wasser. Das Kernzeichen ist\nKiän, der Kopf. Das obere Kernzeichen endet bei Neun auf fünftem Platz,\n194•♥*♥♥\n- zu-\ndie obere Sechs zeigt also das Wasser oberhalb des Kopfes. Da es in der\nZeit begründet ist und der Wille gut ist, so darf auch das Unheil nicht ge-\ntadelt werden. Dieses Orakel: "Unheil. Kein Makel" gehört zum Höchsten,\nwas sich an Überwindung des Schicksals denken läßt.\nBemerkung: Ahnlich wie bei den Zeichen I, Dschung, Fu, Siau Go gilt in\ndem Zeichen Da Go nicht die Beziehung des Entsprechens, sondern die\noberen und unteren Striche stehen von der Mitte an gerechnet\neinander im Gegensatz. So sind der dritte und der vierte Strich das Bild des\nFirstbalkens, der dritte-fest auf festem Platz-hat Unglück: der Dachbalken\nbiegt sich durch; der vierte fest auf weichem Platz hat Glück: der Dach-\nbalken wird gestützt. Der zweite und der fünfte sind beides alte Pappel-\nbäume; der zweite fest auf weichem Platz hat Glück: treibt einen\nWurzelsproß; der fünfte - fest auf festem Platz hat Unglück: beginnt zu\nblühen, um dadurch seine letzte Kraft aufzuzehren. Der unterste\nauf festem Platz — hat Glück durch große Vorsicht, der oberste — weich auf\nweichem Platz hat Unglück durch Mut und Durchsetzenwollen. Alle\nStriche, die auf dem ihrer Natur entgegengesetzten Platz stehen, haben\nGlück, weil Platz und Natur einander ergänzen. Alle Striche, die auf dem\nihrer Natur gleichsinnigen Platz stehen, haben Unglück, weil dadurch das\nÜbergewicht erzeugt wird.\nweich	Das Unheil des Durchschreitens des Wassers darf man nicht\ntadeln.\nDas obere Zeichen Dui ist ein See, daher das Wasser. Das Kernzeichen ist\nKiän, der Kopf. Das obere Kernzeichen endet bei Neun auf fünftem Platz,\ndie obere Sechs zeigt also das Wasser oberhalb des Kopfes. Da es in der\nZeit begründet ist und der Wille gut ist, so darf auch das Unheil nicht ge-\ntadelt werden. Dieses Orakel: "Unheil. Kein Makel" gehört zum Höchsten,\nwas sich an Überwindung des Schicksals denken läßt.\n-\n-\n-\n-\n-\nzu-\nBemerkung: Ähnlich wie bei den Zeichen I, Dschung, Fu, Siau Go gilt in\ndem Zeichen Da Go nicht die Beziehung des Entsprechens, sondern die\noberen und unteren Striche stehen von der Mitte an gerechnet\neinander im Gegensatz. So sind der dritte und der vierte Strich das Bild des\nFirstbalkens, der dritte-fest auf festem Platz-hat Unglück: der Dachbalkert\nbiegt sich durch; der vierte-fest auf weichem Platz hat Glück: der Dach-\nbalken wird gestützt. Der zweite und der fünfte sind beides alte Pappel-\nbäume; der zweite fest auf weichem Platz hat Glück: treibt einen\nWurzelsproß; der fünfte - fest auf festem Platz hat Unglück: beginnt zu\nblühen, um dadurch seine letzte Kraft aufzuzehren. Der unterste- weich\nauf festem Platz hat Glück durch große Vorsicht, der oberste - weich auf\nweichem Platz hat Unglück durch Mut und Durchsetzenwollen. Alle\nStriche, die auf dem ihrer Natur entgegengesetzten Platz stehen, haben\nGlück, weil Platz und Natur einander ergänzen. Alle Striche, die auf dem\nihrer Natur gleichsinnigen Platz stehen, haben Unglück, weil dadurch das\nÜbergewicht erzeugt wird.\n-\n-	disputed	433-436	Das Unheil des Durchschreitens des Wassers darf man nicht\ntadeln.\nDas obere Zeichen Dui ist ein See, daher das Wasser. Das Kernzeichen ist\nKiän, der Kopf. Das obere Kernzeichen endet bei Neun auf fünftem Platz,\n194•♥*♥♥\n- zudie obere Sechs zeigt also das Wasser oberhalb des Kopfes. Da es in der\nZeit begründet ist und der Wille gut ist, so darf auch das Unheil nicht getadelt werden. Dieses Orakel: "Unheil. Kein Makel" gehört zum Höchsten,\nwas sich an Überwindung des Schicksals denken läßt.\nBemerkung: Ahnlich wie bei den Zeichen I, Dschung, Fu, Siau Go gilt in\ndem Zeichen Da Go nicht die Beziehung des Entsprechens, sondern die\noberen und unteren Striche stehen von der Mitte an gerechnet\neinander im Gegensatz. So sind der dritte und der vierte Strich das Bild des\nFirstbalkens, der dritte-fest auf festem Platz-hat Unglück: der Dachbalken\nbiegt sich durch; der vierte fest auf weichem Platz hat Glück: der Dachbalken wird gestützt. Der zweite und der fünfte sind beides alte Pappelbäume; der zweite fest auf weichem Platz hat Glück: treibt einen\nWurzelsproß; der fünfte - fest auf festem Platz hat Unglück: beginnt zu\nblühen, um dadurch seine letzte Kraft aufzuzehren. Der unterste\nauf festem Platz — hat Glück durch große Vorsicht, der oberste — weich auf\nweichem Platz hat Unglück durch Mut und Durchsetzenwollen. Alle\nStriche, die auf dem ihrer Natur entgegengesetzten Platz stehen, haben\nGlück, weil Platz und Natur einander ergänzen. Alle Striche, die auf dem\nihrer Natur gleichsinnigen Platz stehen, haben Unglück, weil dadurch das\nÜbergewicht erzeugt wird.\nweich	cerrado	coincide_pass04
hex_fin	28				433-436			
