campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Kernzeichen: Kan und\nLi\nie Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nzur Entscheidung!\n"Durch Hingehen bekommt er die Menge": das bezieht sich auf den fünften\nPlatz, und weiter: "Er bekommt die zentrale Stellung": das bezieht sich auf\nden zweiten Platz.	―\nDi\nie Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nfünftem Platz. Darum heißt es im Kommentar zur Entscheidung:\nDurch Hingehen bekommt er die Menge": das bezieht sich auf den fünften\nPlatz, und weiter: "Er bekommt die zentrale Stellung": das bezieht sich auf\nden zweiten Platz.\nKan und	Kernzeichen: Kan und\nLi\nie Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nzur Entscheidung!\n"Durch Hingehen bekommt er die Menge": das bezieht sich auf den fünften\nPlatz, und weiter: "Er bekommt die zentrale Stellung": das bezieht sich auf\nden zweiten Platz.	disputed	478-481	Die Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nfünftem Platz. Darum heißt es im Kommentar zur Entscheidung:\n„Durch Hingehen bekommt er die Menge": das bezieht sich auf den fünften\nPlatz, und weiter: „Er bekommt die zentrale Stellung": das bezieht sich auf\nden zweiten Platz.	cerrado	coincide_ninguno
sequence	Die Dinge können nicht dauernd in Hemmnissen sein. Darum\nfolgt darauf das Zeichen: Die Befreiung. Befreiung bedeutet\nEntspannung.	Die Dinge können nicht dauernd in Hemmnissen sein. Darum\nfolgt darauf das Zeichen: Die Befreiung. Befreiung bedeutet\nEntspannung.\nBefreiung bedeutet Entspannung.\nDer Gedanke der Lösung und Befreiung kommt dadurch zur Darstellung,\ndaß oben bzw. außen das Zeichen Dschen, Bewegung, steht, das sich aus\ndem unteren bzw. inneren Zeichen Kan, Gefahr, herausbewegt. Es ist\neinerseits die Weiterentwicklung des Zustandes, der in Nr. 3, Dschun, An~\nfangsschwierigkeit, gezeichnet ist: Dort die Bewegung innerhalb der Gefahr,\nhier die Befreiung. Andererseits ist das Zeichen die Umkehrung des vorigen.\nDas Hemmnis ist umgestürzt, die Befreiung ist da.\nVom Bild aus betrachtet ist der Donner, die Elektrizität, durch die Regen-\nwolken hindurchgedrungen. Die Spannung ist ausgeglichen. Das Gewitter\nbricht los, die ganze Natur atmet befreit auf.	Die Dinge können nicht dauernd in Hemmnissen sein. Darum\nfolgt darauf das Zeichen: Die Befreiung. Befreiung bedeutet\nEntspannung.\nBefreiung bedeutet Entspannung.\nDer Gedanke der Lösung und Befreiung kommt dadurch zur Darstellung,\ndaß oben bzw. außen das Zeichen Dschen, Bewegung, steht, das sich aus\ndem unteren bzw. inneren Zeichen Kan, Gefahr, herausbewegt. Es ist\neinerseits die Weiterentwicklung des Zustandes, der in Nr. 3, Dschun, An~\nfangsschwierigkeit, gezeichnet ist: Dort die Bewegung innerhalb der Gefahr,\nhier die Befreiung. Andererseits ist das Zeichen die Umkehrung des vorigen.\nDas Hemmnis ist umgestürzt, die Befreiung ist da.\nVom Bild aus betrachtet ist der Donner, die Elektrizität, durch die Regen-\nwolken hindurchgedrungen. Die Spannung ist ausgeglichen. Das Gewitter\nbricht los, die ganze Natur atmet befreit auf.	disputed	478-481	Die Dinge können nicht dauernd in Hemmnissen sein. Darum\nfolgt darauf das Zeichen: Die Befreiung. Befreiung bedeutet\nEntspannung.	cerrado	coincide_pass04
misc_notes	Befreiung bedeutet Entspannung.\nDer Gedanke der Lösung und Befreiung kommt dadurch zur Darstellung,\ndab oben bzw. außen das Zeichen Dschen, Bewegung, steht, das sich aus\ndem unteren bzw. inneren Zeichen Kan, Gefahr, herausbewegt. Es ist\neinerseits die Weiterentwicklung des Zustandes, der in Nr. 3, Dschun, An-\nfangsschwierigkeit, gezeichnet ist: Dort die Bewegung innerhalb der Gefahr,\nhier die Befreiung. Andererseits ist das Zeichen die Umkehrung des vorigen.\nDas Hemmnis ist umgestürzt, die Befreiung ist da.\nVom Bild aus betrachtet ist der Donner, die Elektrizität, durch die Regen-\nwolken hindurchgedrungen. Die Spannung ist ausgeglichen. Das Gewitter\nbricht los, die ganze Natur atmet befreit auf.	Li	Befreiung bedeutet Entspannung.\nDer Gedanke der Lösung und Befreiung kommt dadurch zur Darstellung,\ndab oben bzw. außen das Zeichen Dschen, Bewegung, steht, das sich aus\ndem unteren bzw. inneren Zeichen Kan, Gefahr, herausbewegt. Es ist\neinerseits die Weiterentwicklung des Zustandes, der in Nr. 3, Dschun, An-\nfangsschwierigkeit, gezeichnet ist: Dort die Bewegung innerhalb der Gefahr,\nhier die Befreiung. Andererseits ist das Zeichen die Umkehrung des vorigen.\nDas Hemmnis ist umgestürzt, die Befreiung ist da.\nVom Bild aus betrachtet ist der Donner, die Elektrizität, durch die Regen-\nwolken hindurchgedrungen. Die Spannung ist ausgeglichen. Das Gewitter\nbricht los, die ganze Natur atmet befreit auf.	disputed	478-481	Befreiung bedeutet Entspannung.\nDer Gedanke der Lösung und Befreiung kommt dadurch zur Darstellung,\ndab oben bzw. außen das Zeichen Dschen, Bewegung, steht, das sich aus\ndem unteren bzw. inneren Zeichen Kan, Gefahr, herausbewegt. Es ist\neinerseits die Weiterentwicklung des Zustandes, der in Nr. 3, Dschun, Anfangsschwierigkeit, gezeichnet ist: Dort die Bewegung innerhalb der Gefahr,\nhier die Befreiung. Andererseits ist das Zeichen die Umkehrung des vorigen.\nDas Hemmnis ist umgestürzt, die Befreiung ist da.\nVom Bild aus betrachtet ist der Donner, die Elektrizität, durch die Regenwolken hindurchgedrungen. Die Spannung ist ausgeglichen. Das Gewitter\nbricht los, die ganze Natur atmet befreit auf.	cerrado	coincide_pass02
commentary_decision	Die Befreiung. Die Gefahr bewirkt Bewegung. Durch die\nBewegung entgeht man der Gefahr: das ist die Befreiung.\nWährend der Befreiung ist fördernd der Südwesten":\n"J\nDurch Hingehen bekommt er die Menge.\n,,Sein Wiederkommen ist von Heil":\nDenn er bekommt die zentrale Stellung.\n,,Wenn es noch etwas gibt, wohin man gehen muß, ist Rasch-\nheit von Heil":\nDann ist das Hingehen verdienstvoll.\nWenn Himmel und Erde sich befreien, erheben sich Donner\nund Regen. Wenn Donner und Regen sich erheben, so\nbrechen die Hüllen aller Früchte, Kräuter und Bäume.\nDie Zeit der Befreiung ist wahrlich groß.\nDie Gefahr regt zur Bewegung an, durch diese Bewegung kommt man aus\nder Gefahr heraus: darin liegt die Erklärung des Namens des Zeichens aus\nden Eigenschaften der beiden Teilzeichen.\nDer Südwesten ist der Platz des Zeichens Kun, das Empfangende. Man ist\nschon aus der Schwierigkeit heraus, deshalb wird der Gegensatz, der Nord-\nosten, nicht mehr genannt. Kun hat die Bedeutung der Menge. Das bezieht\nsich auf die Sechs an fünfter Stelle. Wenn eben erst die Befreiung ein-\ngetreten ist, so ist zunächst noch eine gewisse Schonung nötig, eine ruhige\nPflege im mütterlichen Schoß des Empfangenden. Durch die Rückkehr, wenn\nnichts mehr zu erledigen ist, erhält die Neun auf zweitem Platz das Zentrum\ndes unteren Zeichens. Wenn man noch etwas zu tun hat, ist es von Heil,\nes so rasch und überlegt wie möglich zu tun, denn dadurch wird die Be-\nwegung von Erfolg gekrönt; es ist keine ziellose, vergebliche Bemühung.\nEs wird dann noch die Befreiung der Spannung in der Atmosphäre durch\nein luftreinigendes Gewitter als Gleichnis erwähnt, das alle Schalen springen\nmacht. So hat auch die Zeit der Befreiung ihr Großes.	Die Befreiung. Die Gefahr bewirkt Bewegung. Durch die\nBewegung entgeht man der Gefahr: das ist die Befreiung.\n,,Während der Befreiung ist fördernd der Südwesten":\nDurch Hingehen bekommt er die Menge.\n,,Sein Wiederkommen ist von Heil":\nDenn er bekommt die zentrale Stellung.\n,,Wenn es noch etwas gibt, wohin man gehen muß, ist Rasch-\nheit von Heil":\nDann ist das Hingehen verdienstvoll.\nWenn Himmel und Erde sich befreien, erheben sich Donner\nund Regen. Wenn Donner und Regen sich erheben, so\nbrechen die Hüllen aller Früchte, Kräuter und Bäume.\nDie Zeit der Befreiung ist wahrlich groß.\nDie Gefahr regt zur Bewegung an, durch diese Bewegung kommt man aus\nder Gefahr heraus: darin liegt die Erklärung des Namens des Zeichens aus\nden Eigenschaften der beiden Teilzeichen.\nDer Südwesten ist der Platz des Zeichens Kun, das Empfangende. Man ist\nschon aus der Schwierigkeit heraus, deshalb wird der Gegensatz, der Nord-\nosten, nicht mehr genannt. Kun hat die Bedeutung der Menge. Das bezieht\nsich auf die Sechs an fünfter Stelle. Wenn eben erst die Befreiung ein-\ngetreten ist, so ist zunächst noch eine gewisse Schonung nötig, eine ruhige\nPflege im mütterlichen Schoß des Empfangenden. Durch die Rückkehr, wenn\nnichts mehr zu erledigen ist, erhält die Neun auf zweitem Platz das Zentrum\ndes unteren Zeichens. Wenn man noch etwas zu tun hat, ist es von Heil,\nes so rasch und überlegt wie möglich zu tun, denn dadurch wird die Be-\nwegung von Erfolg gekrönt; es ist keine ziellose, vergebliche Bemühung.\nEs wird dann noch die Befreiung der Spannung in der Atmosphäre durch\nein luftreinigendes Gewitter als Gleichnis erwähnt, das alle Schalen springen\nmacht. So hat auch die Zeit der Befreiung ihr Großes.	Die Befreiung. Die Gefahr bewirkt Bewegung. Durch die\nBewegung entgeht man der Gefahr: das ist die Befreiung.\n,,Während der Befreiung ist fördernd der Südwesten":\nDurch Hingehen bekommt er die Menge.\n,,Sein Wiederkommen ist von Heil":\nDenn er bekommt die zentrale Stellung.\n,,Wenn es noch etwas gibt, wohin man gehen muß, ist Rasch-\nheit von Heil":\nDann ist das Hingehen verdienstvoll.\nWenn Himmel und Erde sich befreien, erheben sich Donner\nund Regen. Wenn Donner und Regen sich erheben, so\nbrechen die Hüllen aller Früchte, Kräuter und Bäume.\nDie Zeit der Befreiung ist wahrlich groß.\nDie Gefahr regt zur Bewegung an, durch diese Bewegung kommt man aus\nder Gefahr heraus: darin liegt die Erklärung des Namens des Zeichens aus\nden Eigenschaften der beiden Teilzeichen.\nDer Südwesten ist der Platz des Zeichens Kun, das Empfangende. Man ist\nschon aus der Schwierigkeit heraus, deshalb wird der Gegensatz, der Nord-\nosten, nicht mehr genannt. Kun hat die Bedeutung der Menge. Das bezieht\nsich auf die Sechs an fünfter Stelle. Wenn eben erst die Befreiung ein-\ngetreten ist, so ist zunächst noch eine gewisse Schonung nötig, eine ruhige\nPflege im mütterlichen Schoß des Empfangenden. Durch die Rückkehr, wenn\nnichts mehr zu erledigen ist, erhält die Neun auf zweitem Platz das Zentrum\ndes unteren Zeichens. Wenn man noch etwas zu tun hat, ist es von Heil,\nes so rasch und überlegt wie möglich zu tun, denn dadurch wird die Be-\nwegung von Erfolg gekrönt; es ist keine ziellose, vergebliche Bemühung.\nEs wird dann noch die Befreiung der Spannung in der Atmosphäre durch\nein luftreinigendes Gewitter als Gleichnis erwähnt, das alle Schalen springen\nmacht. So hat auch die Zeit der Befreiung ihr Großes.	disputed	478-481	Die Befreiung. Die Gefahr bewirkt Bewegung. Durch die\nBewegung entgeht man der Gefahr: das ist die Befreiung.\n„Während der Befreiung ist fördernd der Südwesten":\nDurch Hingehen bekommt er die Menge.\n„Sein Wiederkommen ist von Heil":\nDenn er bekommt die zentrale Stellung.\n„Wenn es noch etwas gibt, wohin man gehen muß, ist Raschheit von Heil":\nDann ist das Hingehen verdienstvoll.\nWenn Himmel und Erde sich befreien, erheben sich Donner\nund Regen. Wenn Donner und Regen sich erheben, so\nbrechen die Hüllen aller Früchte, Kräuter und Bäume.\nDie Zeit der Befreiung ist wahrlich groß.\nDie Gefahr regt zur Bewegung an, durch diese Bewegung kommt man aus\nder Gefahr heraus: darin liegt die Erklärung des Namens des Zeichens aus\nden Eigenschaften der beiden Teilzeichen.\nDer Südwesten ist der Platz des Zeichens Kun, das Empfangende. Man ist\nschon aus der Schwierigkeit heraus, deshalb wird der Gegensatz, der Nordosten, nicht mehr genannt. Kun hat die Bedeutung der Menge. Das bezieht\nsich auf die Sechs an fünfter Stelle. Wenn eben erst die Befreiung eingetreten ist, so ist zunächst noch eine gewisse Schonung nötig, eine ruhige\nPflege im mütterlichen Schoß des Empfangenden. Durch die Rückkehr, wenn\nnichts mehr zu erledigen ist, erhält die Neun auf zweitem Platz das Zentrum\ndes unteren Zeichens. Wenn man noch etwas zu tun hat, ist es von Heil,\nes so rasch und überlegt wie möglich zu tun, denn dadurch wird die Bewegung von Erfolg gekrönt; es ist keine ziellose, vergebliche Bemühung.\nEs wird dann noch die Befreiung der Spannung in der Atmosphäre durch\nein luftreinigendes Gewitter als Gleichnis erwähnt, das alle Schalen springen\nmacht. So hat auch die Zeit der Befreiung ihr Großes.	cerrado	coincide_ninguno
image_oraculo	Donner und Regen erheben sich: das Bild der Befreiung.\nSo verzeiht der Edle Fehler und vergibt die Schuld.\nKan bedeutet Prozesse und Sünden. Dschen bewegt sich nach oben und\nläßt die Fehler hinter sich zurücksinken. Dadurch wird im Leben eine ähn-\nliche Entspannung erreicht wie in der Natur durch ein luftreinigendes Gewitter.\nAnfangs Sechs:\na) Ohne Makel.	Donner und Regen erheben sich: das Bild der Befreiung.\nSo verzeiht der Edle Fehler und vergibt die Schuld.\nKan bedeutet Prozesse und Sünden. Dschen bewegt sich nach oben und\nläßt die Fehler hinter sich zurücksinken. Dadurch wird im Leben eine ähn-\nliche Entspannung erreicht wie in der Natur durch ein luftreinigendes Gewitter.\nAnfangs Sechs:	Donner und Regen erheben sich: das Bild der Befreiung.\nSo verzeiht der Edle Fehler und vergibt die Schuld.\nKan bedeutet Prozesse und Sünden. Dschen bewegt sich nach oben und\nläßt die Fehler hinter sich zurücksinken. Dadurch wird im Leben eine ähn-\nliche Entspannung erreicht wie in der Natur durch ein luftreinigendes Gewitter.\nAnfangs Sechs:	disputed	478-481	Donner und Regen erheben sich:\ndas Bild der Befreiung.\nSo verzeiht der Edle Fehler und vergibt die Schuld.	cerrado	coincide_ninguno
commentary_image	Donner und Regen erheben sich: das Bild der Befreiung.\nSo verzeiht der Edle Fehler und vergibt die Schuld.\nKan bedeutet Prozesse und Sünden. Dschen bewegt sich nach oben und\nläßt die Fehler hinter sich zurücksinken. Dadurch wird im Leben eine ähn-\nliche Entspannung erreicht wie in der Natur durch ein luftreinigendes Gewitter.\nAnfangs Sechs:\na) Ohne Makel.	Donner und Regen erheben sich: das Bild der Befreiung.\nSo verzeiht der Edle Fehler und vergibt die Schuld.\nKan bedeutet Prozesse und Sünden. Dschen bewegt sich nach oben und\nläßt die Fehler hinter sich zurücksinken. Dadurch wird im Leben eine ähn-\nliche Entspannung erreicht wie in der Natur durch ein luftreinigendes Gewitter.\nAnfangs Sechs:	Donner und Regen erheben sich: das Bild der Befreiung.\nSo verzeiht der Edle Fehler und vergibt die Schuld.\nKan bedeutet Prozesse und Sünden. Dschen bewegt sich nach oben und\nläßt die Fehler hinter sich zurücksinken. Dadurch wird im Leben eine ähn-\nliche Entspannung erreicht wie in der Natur durch ein luftreinigendes Gewitter.\nAnfangs Sechs:	disputed	478-481	Kan bedeutet Prozesse und Sünden. Dschen bewegt sich nach oben und\nläßt die Fehler hinter sich zurücksinken. Dadurch wird im Leben eine ähnliche Entspannung erreicht wie in der Natur durch ein luftreinigendes Gewitter.	cerrado	coincide_ninguno
L4_b_comentario	Befreie dich von deiner großen Zehe";\nweil der Platz nicht der gebührende ist.\nDas Zeichen Dschen bedeutet den Fuß, die Sechs auf drittem Platz weilt\nganz unterhalb des Zeichens Dschen, darum entsteht das Bild der großen\nZehe. Die Neun auf zweitem Platz und die Neun auf viertem Platz sind\nFreunde gleichen Wesens, die zusammen dem Herrn auf fünftem Platz in\nTreuen helfen. Dazu ist es aber erst nötig, daß die dazwischenstehende\nSechs auf drittem Platz, mit der die Beziehung des Zusammenhaltens be-\nsteht, ausgeschaltet wird. Der Platz ist nicht der gebührende, da der vierte\nPlatz ein Yinplatz ist, der Strich dagegen ein Yangstrich¹.	Befreie dich von deiner großen Zehe";\nweil der Platz nicht der gebührende ist.\nDas Zeichen Dschen bedeutet den Fuß, die Sechs auf drittem Platz weilt\nganz unterhalb des Zeichens Dschen, darum entsteht das Bild der großen\nZehe. Die Neun auf zweitem Platz und die Neun auf viertem Platz sind\nFreunde gleichen Wesens, die zusammen dem Herrn auf fünftem Platz in\nTreuen helfen. Dazu ist es aber erst nötig, daß die dazwischenstehende\nSechs auf drittem Platz, mit der die Beziehung des Zusammenhaltens be-\nsteht, ausgeschaltet wird. Der Platz ist nicht der gebührende, da der vierte\nPlatz ein Yinplatz ist, der Strich dagegen ein Yangstrich ¹.	Befreie dich von deiner großen Zehe";\nweil der Platz nicht der gebührende ist.\nDas Zeichen Dschen bedeutet den Fuß, die Sechs auf drittem Platz weilt\nganz unterhalb des Zeichens Dschen, darum entsteht das Bild der großen\nZehe. Die Neun auf zweitem Platz und die Neun auf viertem Platz sind\nFreunde gleichen Wesens, die zusammen dem Herrn auf fünftem Platz in\nTreuen helfen. Dazu ist es aber erst nötig, daß die dazwischenstehende\nSechs auf drittem Platz, mit der die Beziehung des Zusammenhaltens be-\nsteht, ausgeschaltet wird. Der Platz ist nicht der gebührende, da der vierte\nPlatz ein Yinplatz ist, der Strich dagegen ein Yangstrich ¹.	disputed	478-481	Befreie dich von deiner großen Zehe";\nweil der Platz nicht der gebührende ist.\nDas Zeichen Dschen bedeutet den Fuß, die Sechs auf drittem Platz weilt\nganz unterhalb des Zeichens Dschen, darum entsteht das Bild der großen\nZehe. Die Neun auf zweitem Platz und die Neun auf viertem Platz sind\nFreunde gleichen Wesens, die zusammen dem Herrn auf fünftem Platz in\nTreuen helfen. Dazu ist es aber erst nötig, daß die dazwischenstehende\nSechs auf drittem Platz, mit der die Beziehung des Zusammenhaltens besteht, ausgeschaltet wird. Der Platz ist nicht der gebührende, da der vierte\nPlatz ein Yinplatz ist, der Strich dagegen ein Yangstrich ¹.	cerrado	coincide_pass04
L5_b_comentario	Der Edle befreit sich",\nweil dann die Gemeinen sich zurückziehen.\nDer fünfte Platz ist der Platz des Herrschers. In Zeiten der Befreiung ist\nauch die weiche Gemütsart am Platz, da sie den starken Gehilfen gegenüber\nim Verhältnis der Entsprechung ist. Nur ist es wichtig, daß man sich von\nden gleichgearteten gemeinen Menschen losmacht. Wenn sie diese Gesin-\nnung merken, dann ziehen sie sich von selbst zurück. Der Strich macht sich\nebenso wie der vorige los dadurch, daß er dem Zeichen Dschen ent-\nsprechend sich nach oben bewegt.	Der Edle befreit sich",\nweil dann die Gemeinen sich zurückziehen.\nDer fünfte Platz ist der Platz des Herrschers. In Zeiten der Befreiung ist\nauch die weiche Gemütsart am Platz, da sie den starken Gehilfen gegenüber\nim Verhältnis der Entsprechung ist. Nur ist es wichtig, daß man sich von\nden gleichgearteten gemeinen Menschen losmacht. Wenn sie diese Gesin-\nnung merken, dann ziehen sie sich von selbst zurück. Der Strich macht sich\nebenso wie der vorige los dadurch, daß er dem Zeichen Dschen ent-\nsprechend sich nach oben bewegt.\nG\n-	Der Edle befreit sich",\nweil dann die Gemeinen sich zurückziehen.\nDer fünfte Platz ist der Platz des Herrschers. In Zeiten der Befreiung ist\nauch die weiche Gemütsart am Platz, da sie den starken Gehilfen gegenüber\nim Verhältnis der Entsprechung ist. Nur ist es wichtig, daß man sich von\nden gleichgearteten gemeinen Menschen losmacht. Wenn sie diese Gesin-\nnung merken, dann ziehen sie sich von selbst zurück. Der Strich macht sich\nebenso wie der vorige los dadurch, daß er dem Zeichen Dschen ent-\nsprechend sich nach oben bewegt.\nG\n-	disputed	478-481	Der Edle befreit sich",\nweil dann die Gemeinen sich zurückziehen.\nDer fünfte Platz ist der Platz des Herrschers. In Zeiten der Befreiung ist\nauch die weiche Gemütsart am Platz, da sie den starken Gehilfen gegenüber\nim Verhältnis der Entsprechung ist. Nur ist es wichtig, daß man sich von\nden gleichgearteten gemeinen Menschen losmacht. Wenn sie diese Gesinnung merken, dann ziehen sie sich von selbst zurück. Der Strich macht sich\nebenso wie der vorige los dadurch, daß er dem Zeichen Dschen entsprechend sich nach oben bewegt.	cerrado	coincide_pass02
L6_b_comentario	Der Fürst schießt einen Habicht":\ndadurch befreit er sich von den Widerstrebenden.\nDie obere dunkle Linie ist schädlich, wie denn außer der Sechs auf fünftem\nPlatz alle Yinlinien zur Zeit der Befreiung eher von negativer Wirkung\nsind, soweit diese nicht durch Beziehungen zu Yanglinien ausgeglichen ist.\nVon unten her, wo das Zeichen Kan ist, das Pfeil bedeutet, wird dieser\nhochgestellte Frevler getroffen, da die Bewegung nach oben geht, und da-\nmit die Befreiung von dem letzten Hemmnis erreicht.\n¹ Nach anderer Auffassung ist die große Zehe, von der man sich trennen soll, die An-\nfangssechs, zu der das Verhältnis der Entsprechung besteht, von dem man sich befreien\nmuß.\nth	Der Fürst schießt einen Habicht":\ndadurch befreit er sich von den Widerstrebenden.\nDie obere dunkle Linie ist schädlich, wie denn außer der Sechs auf fünftem\nPlatz alle Yinlinien zur Zeit der Befreiung eher von negativer Wirkung\nsind, soweit diese nicht durch Beziehungen zu Yanglinien ausgeglichen ist.\nVon unten her, wo das Zeichen Kan ist, das Pfeil bedeutet, wird dieser\nhochgestellte Frevler getroffen, da die Bewegung nach oben geht, und da-\nmit die Befreiung von dem letzten Hemmnis erreicht.\nNach anderer Auffassung ist die große Zehe, von der man sich trennen soll, die An-\nfangssechs, zu der das Verhältnis der Entsprechung besteht, von dem man sich befreien\nmuß.\nI\nS\ng\nr\n損	Der Fürst schießt einen Habicht":\ndadurch befreit er sich von den Widerstrebenden.\nDie obere dunkle Linie ist schädlich, wie denn außer der Sechs auf fünftem\nPlatz alle Yinlinien zur Zeit der Befreiung eher von negativer Wirkung\nsind, soweit diese nicht durch Beziehungen zu Yanglinien ausgeglichen ist.\nVon unten her, wo das Zeichen Kan ist, das Pfeil bedeutet, wird dieser\nhochgestellte Frevler getroffen, da die Bewegung nach oben geht, und da-\nmit die Befreiung von dem letzten Hemmnis erreicht.\nNach anderer Auffassung ist die große Zehe, von der man sich trennen soll, die An-\nfangssechs, zu der das Verhältnis der Entsprechung besteht, von dem man sich befreien\nmuß.\nI\nS\ng\nr\n損	disputed	478-481	Der Fürst schießt einen Habicht":\ndadurch befreit er sich von den Widerstrebenden.\nDie obere dunkle Linie ist schädlich, wie denn außer der Sechs auf fünftem\nPlatz alle Yinlinien zur Zeit der Befreiung eher von negativer Wirkung\nsind, soweit diese nicht durch Beziehungen zu Yanglinien ausgeglichen ist.\nVon unten her, wo das Zeichen Kan ist, das Pfeil bedeutet, wird dieser\nhochgestellte Frevler getroffen, da die Bewegung nach oben geht, und damit die Befreiung von dem letzten Hemmnis erreicht.\nNach anderer Auffassung ist die große Zehe, von der man sich trennen soll, die Anfangssechs, zu der das Verhältnis der Entsprechung besteht, von dem man sich befreien\nmuß.	cerrado	coincide_ninguno
hex_fin	40				478-481			
