campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Gen und\nKun\nDi\nie Herren des Zeichens sind die Neun auf fünftem Platz und die obere\nNeun. Der Satz im Kommentar zur Entscheidung: "Ein großer An-\nblick ist oben" bezieht sich auf sie.	blick ist oben" bezieht sich auf sie.\nGen und Kun\nie Herren des Zeichens sind die Neun auf fünftem Platz und die obere\n"	blick ist oben" bezieht sich auf sie.\nGen und Kun\nie Herren des Zeichens sind die Neun auf fünftem Platz und die obere\n"	disputed	403-405	Die Herren des Zeichens sind die Neun auf fünftem Platz und die obere Neun. Der Satz im Kommentar zur Entscheidung: „Ein großer Anblick ist oben" bezieht sich auf sie.	cerrado	coincide_pass04
sequence	Wenn die Dinge groß sind, dann kann man sie betrachten.\nedits Darum folgt darauf das Zeichen: die Betrachtung.	Wenn die Dinge groß sind, dann kann man sie betrachten.\nDarum folgt darauf das Zeichen: die Betrachtung.\nנז'ס\nCH\nP	Wenn die Dinge groß sind, dann kann man sie betrachten.\nedits Darum folgt darauf das Zeichen: die Betrachtung.	disputed	403-405	Wenn die Dinge groß sind, dann kann man sie betrachten.\nDarum folgt darauf das Zeichen: die Betrachtung.	cerrado	coincide_ninguno
misc_notes	Die Bedeutung der Zeichen Annäherung und Betrachtung ist,\ndaß sie teils geben, teils nehmen.\nDas Zeichen ist die Umkehrung des vorigen: oben ein Baum, darunter die\nErde. Der Baum auf der Erde ist ein Anblick. Darauf weist auch das obere\nKernzeichen Gen, der Berg, hin, der auch ragend und sichtbar ist. Das\nZeichen hat den Doppelsinn, daß es,,teils gibt", d. h. einen erhabenen An-\nblick gewährt,,,teils nimmt", d. h. betrachtet, durch Betrachtung etwas er-\nlangen will.	Die Bedeutung der Zeichen Annäherung und Betrachtung ist,\ndaß sie teils geben, teils nehmen.\nDas Zeichen ist die Umkehrung des vorigen: oben ein Baum, darunter die\nErde. Der Baum auf der Erde ist ein Anblick. Darauf weist auch das obere\nKernzeichen Gen, der Berg, hin, der auch ragend und sichtbar ist. Das\nZeichen hat den Doppelsinn, daß es "teils gibt", d. h. einen erhabenen An-\nblick gewährt,,,teils nimmt", d. h. betrachtet, durch Betrachtung etwas er-\nlangen will.	Die Bedeutung der Zeichen Annäherung und Betrachtung ist,\ndaß sie teils geben, teils nehmen.\nDas Zeichen ist die Umkehrung des vorigen: oben ein Baum, darunter die\nErde. Der Baum auf der Erde ist ein Anblick. Darauf weist auch das obere\nKernzeichen Gen, der Berg, hin, der auch ragend und sichtbar ist. Das\nZeichen hat den Doppelsinn, daß es "teils gibt", d. h. einen erhabenen An-\nblick gewährt,,,teils nimmt", d. h. betrachtet, durch Betrachtung etwas er-\nlangen will.	disputed	403-405	Die Bedeutung der Zeichen Annäherung und Betrachtung ist,\ndaß sie teils geben, teils nehmen.\nDas Zeichen ist die Umkehrung des vorigen: oben ein Baum, darunter die\nErde. Der Baum auf der Erde ist ein Anblick. Darauf weist auch das obere\nKernzeichen Gen, der Berg, hin, der auch ragend und sichtbar ist. Das\nZeichen hat den Doppelsinn, daß es "teils gibt", d. h. einen erhabenen Anblick gewährt,,,teils nimmt", d. h. betrachtet, durch Betrachtung etwas erlangen will.	cerrado	coincide_pass04
commentary_decision	Ein großer Anblick ist oben. Hingebend und sanft. Zentral\nund korrekt ist er ein Anblick für die Welt.\n,,Die Betrachtung. Die Waschung ist geschehen, aber noch nicht\ndie Darbringung." Vertrauensvoll blicken sie zu ihm auf.\nDie Unteren blicken nach ihm und werden umgestaltet. Er\nläßt sie des Himmels göttlichen Weg erblicken, und die\nvier Jahreszeiten weichen nicht ab von ihrer Regel. So be-\nnützt der Heilige den göttlichen Weg, um Belehrung zu spen-\nden, und die ganze Welt fügt sich ihm.\nDer große Anblick oben sind die beiden Striche auf fünftem und oberstem\nPlatz. Hingebend ist die untere Figur, Kun, sanft die obere, Sun. Zentral und\nkorrekt ist die Neun auf fünftem Platz, der Herrscher des Zeichens. Das\nKernzeichen Berg, das übereinandergeschoben bzw. verdoppelt in dem\nganzen Zeichen (statt\nsteht\nerscheint, deutet auf Tore und\nPaläste, daher der Gedanke des geheimnisvoll verschlossenen Ahnentempels.\nGen ist die Hand, Sun ist rein, daher gewaschene Hände. Gen ist innehalten,\ndaher das unvollendete Opfer. Die Handlung des Opfers wird den Men-\nschen gezeigt und von ihnen betrachtet. Der Heilige kennt die Gesetze des\nHimmels. Er zeigt sie dem Volk, und was er voraussagt, bewahrheitet sich.\nDie Ereignisse weichen nicht ab von dem, was er vorausgesagt hat, so wie\ndie Jahreszeiten nach göttlich festen Gesetzen sich bewegen. So benützt er\nseine Kenntnis der göttlichen Wege, das Volk zu belehren, und das Volk\ntraut ihm und blickt zu ihm auf.	Ein großer Anblick ist oben. Hingebend und sanft. Zentral\nund korrekt ist er ein Anblick für die Welt.\n,,Die Betrachtung. Die Waschung ist geschehen, aber noch nicht\ndie Darbringung." Vertrauensvoll blicken sie zu ihm auf.\nDie Unteren blicken nach ihm und werden umgestaltet. Er\nläßt sie des Himmels göttlichen Weg erblicken, und die\nvier Jahreszeiten weichen nicht ab von ihrer Regel. So be-\nnützt der Heilige den göttlichen Weg, um Belehrung zu spen-\nden, und die ganze Welt fügt sich ihm.\nDer große Anblick oben sind die beiden Striche auf fünftem und oberstem\nPlatz. Hingebend ist die untere Figur, Kun, sanft die obere, Sun. Zentral und\nkorrekt ist die Neun auf fünftem Platz, der Herrscher des Zeichens. Das\nKernzeichen Berg, das übereinandergeschoben bzw. verdoppelt in dem\nganzen Zeichen statt\nerscheint, deutet auf Tore und\nPaläste, daher der Gedanke des geheimnisvoll verschlossenen Ahnentempels.\nGen ist die Hand, Sun ist rein, daher gewaschene Hände. Gen ist innehalten,\ndaher das unvollendete Opfer. Die Handlung des Opfers wird den Men-\nschen gezeigt und von ihnen betrachtet. Der Heilige kennt die Gesetze des\nHimmels. Er zeigt sie dem Volk, und was er voraussagt, bewahrheitet sich.\nDie Ereignisse weichen nicht ab von dem, was er vorausgesagt hat, so wie\ndie Jahreszeiten nach göttlich festen Gesetzen sich bewegen. So benützt er\nseine Kenntnis der göttlichen Wege, das Volk zu belehren, und das Volk\ntraut ihm und blickt zu ihm auf.\nsteht	Ein großer Anblick ist oben. Hingebend und sanft. Zentral\nund korrekt ist er ein Anblick für die Welt.\n,,Die Betrachtung. Die Waschung ist geschehen, aber noch nicht\ndie Darbringung." Vertrauensvoll blicken sie zu ihm auf.\nDie Unteren blicken nach ihm und werden umgestaltet. Er\nläßt sie des Himmels göttlichen Weg erblicken, und die\nvier Jahreszeiten weichen nicht ab von ihrer Regel. So be-\nnützt der Heilige den göttlichen Weg, um Belehrung zu spen-\nden, und die ganze Welt fügt sich ihm.\nDer große Anblick oben sind die beiden Striche auf fünftem und oberstem\nPlatz. Hingebend ist die untere Figur, Kun, sanft die obere, Sun. Zentral und\nkorrekt ist die Neun auf fünftem Platz, der Herrscher des Zeichens. Das\nKernzeichen Berg, das übereinandergeschoben bzw. verdoppelt in dem\nganzen Zeichen statt\nerscheint, deutet auf Tore und\nPaläste, daher der Gedanke des geheimnisvoll verschlossenen Ahnentempels.\nGen ist die Hand, Sun ist rein, daher gewaschene Hände. Gen ist innehalten,\ndaher das unvollendete Opfer. Die Handlung des Opfers wird den Men-\nschen gezeigt und von ihnen betrachtet. Der Heilige kennt die Gesetze des\nHimmels. Er zeigt sie dem Volk, und was er voraussagt, bewahrheitet sich.\nDie Ereignisse weichen nicht ab von dem, was er vorausgesagt hat, so wie\ndie Jahreszeiten nach göttlich festen Gesetzen sich bewegen. So benützt er\nseine Kenntnis der göttlichen Wege, das Volk zu belehren, und das Volk\ntraut ihm und blickt zu ihm auf.\nsteht	disputed	403-405	Ein großer Anblick ist oben. Hingebend und sanft. Zentral\nund korrekt ist er ein Anblick für die Welt.\n„Die Betrachtung. Die Waschung ist geschehen, aber noch nicht\ndie Darbringung." Vertrauensvoll blicken sie zu ihm auf.\nDie Unteren blicken nach ihm und werden umgestaltet. Er\nläßt sie des Himmels göttlichen Weg erblicken, und die\nvier Jahreszeiten weichen nicht ab von ihrer Regel. So benützt der Heilige den göttlichen Weg, um Belehrung zu spenden, und die ganze Welt fügt sich ihm.\nDer große Anblick oben sind die beiden Striche auf fünftem und oberstem\nPlatz. Hingebend ist die untere Figur, Kun, sanft die obere, Sun. Zentral und\nkorrekt ist die Neun auf fünftem Platz, der Herrscher des Zeichens. Das\nKernzeichen Berg, das übereinandergeschoben bzw. verdoppelt in dem\nganzen Zeichen (statt Gen Gen steht Sun über Kun) erscheint, deutet auf Tore und\nPaläste, daher der Gedanke des geheimnisvoll verschlossenen Ahnentempels.\nGen ist die Hand, Sun ist rein, daher gewaschene Hände. Gen ist innehalten,\ndaher das unvollendete Opfer. Die Handlung des Opfers wird den Menschen gezeigt und von ihnen betrachtet. Der Heilige kennt die Gesetze des\nHimmels. Er zeigt sie dem Volk, und was er voraussagt, bewahrheitet sich.\nDie Ereignisse weichen nicht ab von dem, was er vorausgesagt hat, so wie\ndie Jahreszeiten nach göttlich festen Gesetzen sich bewegen. So benützt er\nseine Kenntnis der göttlichen Wege, das Volk zu belehren, und das Volk\ntraut ihm und blickt zu ihm auf.	cerrado	coincide_ninguno
image_oraculo	Der Wind geht über die Erde hin: das Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden, betrachte-\nten das Volk und spendeten Belehrung.\nDer Wind kommt überall hin auf Erden und zeigt alles. So wird durch das\nZeichen Sun, Wind, das Reisen der alten Könige symbolisiert, durch das\nZeichen Kun, Erde, die Weltgegenden. Das Betrachten ist das Nehmen,\ndie Belehrung das Geben des Zeichens.\nAnfangs Sechs:	Der Wind geht über die Erde hin: das Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden, betrachte-\nten das Volk und spendeten Belehrung.\nDer Wind kommt überall hin auf Erden und zeigt alles. So wird durch das\nZeichen Sun, Wind, das Reisen der alten Könige symbolisiert, durch das\nZeichen Kun, Erde, die Weltgegenden. Das Betrachten ist das Nehmen,\ndie Belehrung das Geben des Zeichens.	Der Wind geht über die Erde hin: das Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden, betrachte-\nten das Volk und spendeten Belehrung.\nDer Wind kommt überall hin auf Erden und zeigt alles. So wird durch das\nZeichen Sun, Wind, das Reisen der alten Könige symbolisiert, durch das\nZeichen Kun, Erde, die Weltgegenden. Das Betrachten ist das Nehmen,\ndie Belehrung das Geben des Zeichens.	disputed	403-405	Der Wind geht über die Erde hin:\ndas Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden,\nbetrachteten das Volk und spendeten Belehrung.	cerrado	coincide_ninguno
commentary_image	Der Wind geht über die Erde hin: das Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden, betrachte-\nten das Volk und spendeten Belehrung.\nDer Wind kommt überall hin auf Erden und zeigt alles. So wird durch das\nZeichen Sun, Wind, das Reisen der alten Könige symbolisiert, durch das\nZeichen Kun, Erde, die Weltgegenden. Das Betrachten ist das Nehmen,\ndie Belehrung das Geben des Zeichens.\nAnfangs Sechs:	Der Wind geht über die Erde hin: das Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden, betrachte-\nten das Volk und spendeten Belehrung.\nDer Wind kommt überall hin auf Erden und zeigt alles. So wird durch das\nZeichen Sun, Wind, das Reisen der alten Könige symbolisiert, durch das\nZeichen Kun, Erde, die Weltgegenden. Das Betrachten ist das Nehmen,\ndie Belehrung das Geben des Zeichens.	Der Wind geht über die Erde hin: das Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden, betrachte-\nten das Volk und spendeten Belehrung.\nDer Wind kommt überall hin auf Erden und zeigt alles. So wird durch das\nZeichen Sun, Wind, das Reisen der alten Könige symbolisiert, durch das\nZeichen Kun, Erde, die Weltgegenden. Das Betrachten ist das Nehmen,\ndie Belehrung das Geben des Zeichens.	disputed	403-405	Der Wind kommt überall hin auf Erden und zeigt alles. So wird durch das\nZeichen Sun, Wind, das Reisen der alten Könige symbolisiert, durch das\nZeichen Kun, Erde, die Weltgegenden. Das Betrachten ist das Nehmen,\ndie Belehrung das Geben des Zeichens.	cerrado	coincide_ninguno
L3_b_comentario	Betrachtung meines Lebens entscheidet über Fortschritt oder\nRückzug."\nDer rechte Weg ist nicht verloren.\nHier ist ein schwacher Strich am Platz des Überganges unentschieden, ob er\nvorwärts oder rückwärts soll. Er ist unten am Kernzeichen Gen, Berg. Da-\nher der Rückblick auf sein Leben, daher auch der Gedanke des rechten Weges.	Betrachtung meines Lebens entscheidet über Fortschritt oder\nRückzug."\nDer rechte Weg ist nicht verloren.\nHier ist ein schwacher Strich am Platz des Überganges unentschieden, ob er\nvorwärts oder rückwärts soll. Er ist unten am Kernzeichen Gen, Berg. Da-\nher der Rückblick auf sein Leben, daher auch der Gedanke des rechten Weges.\nľ\nE\nE	Betrachtung meines Lebens entscheidet über Fortschritt oder\nRückzug."\nDer rechte Weg ist nicht verloren.\nHier ist ein schwacher Strich am Platz des Überganges unentschieden, ob er\nvorwärts oder rückwärts soll. Er ist unten am Kernzeichen Gen, Berg. Da-\nher der Rückblick auf sein Leben, daher auch der Gedanke des rechten Weges.	disputed	403-405	Betrachtung meines Lebens entscheidet über Fortschritt oder\nRückzug."\nDer rechte Weg ist nicht verloren.\nHier ist ein schwacher Strich am Platz des Überganges unentschieden, ob er\nvorwärts oder rückwärts soll. Er ist unten am Kernzeichen Gen, Berg. Daher der Rückblick auf sein Leben, daher auch der Gedanke des rechten Weges.	cerrado	coincide_ninguno
hex_fin	20				403-405			


