campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Dui und\nSun\ner Herr des Zeichens ist die Sechs auf fünftem Platz. Wenn es im Ur-\nDe\nteil heißt:,,Der König erreicht es. Sei nicht traurig. Du mußt sein wie\ndie Sonne am Mittag", so bezieht sich das auf die Sechs auf fünftem Platz;\ndenn das ist der Platz des Königs. Der Strich ist weich und weilt in der\nMitte: das ist der Charakter der Sonne am Mittag.	Dui und\nSun\nDer\ner Herr des Zeichens ist die Sechs auf fünftem Platz. Wenn es im Ur-\nteil heißt:,,Der König erreicht es. Sei nicht traurig. Du mußt sein wie\ndie Sonne am Mittag", so bezieht sich das auf die Sechs auf fünftem Platz;\ndenn das ist der Platz des Königs. Der Strich ist weich und weilt in der\nMitte: das ist der Charakter der Sonne am Mittag.	Dui und\nSun\nDer\ner Herr des Zeichens ist die Sechs auf fünftem Platz. Wenn es im Ur-\nteil heißt:,,Der König erreicht es. Sei nicht traurig. Du mußt sein wie\ndie Sonne am Mittag", so bezieht sich das auf die Sechs auf fünftem Platz;\ndenn das ist der Platz des Königs. Der Strich ist weich und weilt in der\nMitte: das ist der Charakter der Sonne am Mittag.	disputed	541-544	Der Herr des Zeichens ist die Sechs auf fünftem Platz. Wenn es im Urteil heißt:„Der König erreicht es. Sei nicht traurig. Du mußt sein wie\ndie Sonne am Mittag", so bezieht sich das auf die Sechs auf fünftem Platz;\ndenn das ist der Platz des Königs. Der Strich ist weich und weilt in der\nMitte: das ist der Charakter der Sonne am Mittag.	cerrado	coincide_ninguno
commentary_decision	Die Fülle bedeutet Größe. Klarheit bei der Bewegung, darum\nFülle.\n,,Der König erreicht sie."\nDadurch wird die Größe betont.\n"Du mußt sein wie die Sonne am Mittag."\nMan soll den ganzen Erdkreis bestrahlen.\nWenn die Sonne am Mittag steht, so neigt sie sich; wenn\nder Mond voll ist, so nimmt er ab. Des Himmels und der Erde\nVollsein und Leersein nimmt in der Zeit ab und zu; wieviel\nmehr ist es so bei den Menschen oder den Geistern und\nGöttern!\nFong ist eine Zeit, da durch Klarheit und Fortschritt Größe und Blüte des\nöffentlichen Lebens erreicht wird. Dazu bedarf es einer starken leitenden\nPersönlichkeit, die die andern Gleichgesinnten an sich zieht. Darum kommt\nnicht die Beziehung des Entsprechens, sondern der Gleichartigkeit unter den\nStrichen in Betracht (vgl. Anf. Neun und Neụn auf viertem Platz; Sechs auf\nzweitem Platz und Sechs auf fünftem Platz). Eine solche Zeit höchster Kultur-\nblüte birgt aber auch Gefahren. Nämlich nach dem allgemeinen Weltgesetz\ndes Geschehens folgt auf jede Zunahme eine Abnahme, auf jede Fülle eine\nLeere. Es gibt nur ein Mittel, in Zeiten der Größe Festigkeit der Grund-\nlagen zu gewinnen: die geistige Expansion. Jede Beschränkung rächt sich\nbitter. Nur dadurch, daß immer weitere Kreise hineingezogen werden in die\nFülle, kann sie dauern, denn nur solange kann die Bewegung weitergehen,\nohne in ihr Gegenteil umzuschlagen.	Die Fülle bedeutet Größe. Klarheit bei der Bewegung, darum\nFülle.\n,,Der König erreicht sie."\nDadurch wird die Größe betont.\n,,Du mußt sein wie die Sonne am Mittag."\nMan soll den ganzen Erdkreis bestrahlen.\nWenn die Sonne am Mittag steht, so neigt sie sich; wenn\nder Mond voll ist, so nimmt er ab. Des Himmels und der Erde\nVollsein und Leersein nimmt in der Zeit ab und zu; wieviel\nmehr ist es so bei den Menschen oder den Geistern und\nGöttern!\nFong ist eine Zeit, da durch Klarheit und Fortschritt Größe und Blüte des\nöffentlichen Lebens erreicht wird. Dazu bedarf es einer starken leitenden\nPersönlichkeit, die die andern Gleichgesinnten an sich zieht. Darum kommt\nnicht die Beziehung des Entsprechens, sondern der Gleichartigkeit unter den\nStrichen in Betracht (vgl. Anf. Neun und Neun auf viertem Platz; Sechs auf\nzweitem Platz und Sechs auf fünftem Platz). Eine solche Zeit höchster Kultur-\nblüte birgt aber auch Gefahren. Nämlich nach dem allgemeinen Weltgesetz\ndes Geschehens folgt auf jede Zunahme eine Abnahme, auf jede Fülle eine\nLeere. Es gibt nur ein Mittel, in Zeiten der Größe Festigkeit der Grund-\nlagen zu gewinnen: die geistige Expansion. Jede Beschränkung rächt sich\nbitter. Nur dadurch, daß immer weitere Kreise hineingezogen werden in die\nFülle, kann sie dauern, denn nur solange kann die Bewegung weitergehen,\nohne in ihr Gegenteil umzuschlagen.	Die Fülle bedeutet Größe. Klarheit bei der Bewegung, darum\nFülle.\n,,Der König erreicht sie."\nDadurch wird die Größe betont.\n,,Du mußt sein wie die Sonne am Mittag."\nMan soll den ganzen Erdkreis bestrahlen.\nWenn die Sonne am Mittag steht, so neigt sie sich; wenn\nder Mond voll ist, so nimmt er ab. Des Himmels und der Erde\nVollsein und Leersein nimmt in der Zeit ab und zu; wieviel\nmehr ist es so bei den Menschen oder den Geistern und\nGöttern!\nFong ist eine Zeit, da durch Klarheit und Fortschritt Größe und Blüte des\nöffentlichen Lebens erreicht wird. Dazu bedarf es einer starken leitenden\nPersönlichkeit, die die andern Gleichgesinnten an sich zieht. Darum kommt\nnicht die Beziehung des Entsprechens, sondern der Gleichartigkeit unter den\nStrichen in Betracht (vgl. Anf. Neun und Neun auf viertem Platz; Sechs auf\nzweitem Platz und Sechs auf fünftem Platz). Eine solche Zeit höchster Kultur-\nblüte birgt aber auch Gefahren. Nämlich nach dem allgemeinen Weltgesetz\ndes Geschehens folgt auf jede Zunahme eine Abnahme, auf jede Fülle eine\nLeere. Es gibt nur ein Mittel, in Zeiten der Größe Festigkeit der Grund-\nlagen zu gewinnen: die geistige Expansion. Jede Beschränkung rächt sich\nbitter. Nur dadurch, daß immer weitere Kreise hineingezogen werden in die\nFülle, kann sie dauern, denn nur solange kann die Bewegung weitergehen,\nohne in ihr Gegenteil umzuschlagen.	disputed	541-544	Die Fülle bedeutet Größe. Klarheit bei der Bewegung, darum\nFülle.\n„Der König erreicht sie."\nDadurch wird die Größe betont.\n„Du mußt sein wie die Sonne am Mittag."\nMan soll den ganzen Erdkreis bestrahlen.\nWenn die Sonne am Mittag steht, so neigt sie sich; wenn\nder Mond voll ist, so nimmt er ab. Des Himmels und der Erde\nVollsein und Leersein nimmt in der Zeit ab und zu; wieviel\nmehr ist es so bei den Menschen oder den Geistern und\nGöttern!\nFong ist eine Zeit, da durch Klarheit und Fortschritt Größe und Blüte des\nöffentlichen Lebens erreicht wird. Dazu bedarf es einer starken leitenden\nPersönlichkeit, die die andern Gleichgesinnten an sich zieht. Darum kommt\nnicht die Beziehung des Entsprechens, sondern der Gleichartigkeit unter den\nStrichen in Betracht (vgl. Anf. Neun und Neun auf viertem Platz; Sechs auf\nzweitem Platz und Sechs auf fünftem Platz). Eine solche Zeit höchster Kulturblüte birgt aber auch Gefahren. Nämlich nach dem allgemeinen Weltgesetz\ndes Geschehens folgt auf jede Zunahme eine Abnahme, auf jede Fülle eine\nLeere. Es gibt nur ein Mittel, in Zeiten der Größe Festigkeit der Grundlagen zu gewinnen: die geistige Expansion. Jede Beschränkung rächt sich\nbitter. Nur dadurch, daß immer weitere Kreise hineingezogen werden in die\nFülle, kann sie dauern, denn nur solange kann die Bewegung weitergehen,\nohne in ihr Gegenteil umzuschlagen.	cerrado	coincide_ninguno
image_oraculo	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist - namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten- ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.\nAnfangs Neun:	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten-ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten-ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.	disputed	541-544	Donner und Blitz kommen beide: das Bild der Fülle.\nSo entscheidet der Edle die Prozesse und führt die Strafen aus.	cerrado	coincide_ninguno
commentary_image	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist - namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten- ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.\nAnfangs Neun:	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten-ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.	Donner und Blitz kommen beide: das Bild der Fülle. So ent-\nscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist namentlich in Verbindung mit dem Zeichen,,Durchbeißen" zu-\nsammengehalten-ohne weiteres verständlich. Die beiden Figuren Li, Klar-\nheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.	disputed	541-544	Donner und Blitz kommen beide: das Bild der Fülle. So entscheidet der Edle die Prozesse und führt die Strafen aus.\nDas Bild ist namentlich in Verbindung mit dem Zeichen„Durchbeißen" zusammengehalten-ohne weiteres verständlich. Die beiden Figuren Li, Klarheit, und Dschen, Erschütterung, Schrecken, geben die Vorbedingung für das\nluftreinigende Gewitter des Strafprozesses.	cerrado	coincide_ninguno
L1_b_comentario	Man mag zehn Tage beisammen sein, und es ist kein Feh-\nler." Mehr als zehn Tage ist vom Übel.\nDer Strich ist stark und klar. Der für ihn bestimmte, gleichgeartete Herr,\nden er trifft, ist die Neun auf viertem Platz. Das Wort,,Sun" bedeutet einen\nZeitraum von zehn Tagen, eine volle Periode. Man mag trotz des Zustands\nder Fülle eine volle Periode mit einem gleichgearteten Freund zusammen-\nsein, ohne daß ein Fehler zu befürchten ist. Darum mag man ruhig hingehen\nund ihn suchen, wenn er auf hohem Platz ist. Der Kommentar warnt jedoch\ndavor, diese Zeit zu überschreiten und auch nach dem Abschluß des Werks\nsich noch festzuklammern. Das ist vom Übel. Gerade in Zeiten von Fülle\nmuß man rechtzeitig aufhören können.\nDie Sung-Interpreten nehmen das Wort Sun im Sinn von gleichartig, so daß\nes eine weitere Betonung des "Pe": "gleichgeartet, für jemand bestimmt"\nwäre.	Man mag zehn Tage beisammen sein, und es ist kein Feh-\nler." Mehr als zehn Tage ist vom Übel.\nDer Strich ist stark und klar. Der für ihn bestimmte, gleichgeartete Herr,\nden er trifft, ist die Neun auf viertem Platz. Das Wort,,Sun" bedeutet einen\nZeitraum von zehn Tagen, eine volle Periode. Man mag trotz des Zustands\nder Fülle eine volle Periode mit einem gleichgearteten Freund zusammen-\nsein, ohne daß ein Fehler zu befürchten ist. Darum mag man ruhig hingehen\nund ihn suchen, wenn er auf hohem Platz ist. Der Kommentar warnt jedoch\ndavor, diese Zeit zu überschreiten und auch nach dem Abschluß des Werks\nsich noch festzuklammern. Das ist vom Übel. Gerade in Zeiten von Fülle\nmuß man rechtzeitig aufhören können.\nDie Sung-Interpreten nehmen das Wort Sun im Sinn von gleichartig, so daß\nes eine weitere Betonung des ,,Pe": "gleichgeartet, für jemand bestimmt"\nwäre.	Man mag zehn Tage beisammen sein, und es ist kein Feh-\nler." Mehr als zehn Tage ist vom Übel.\nDer Strich ist stark und klar. Der für ihn bestimmte, gleichgeartete Herr,\nden er trifft, ist die Neun auf viertem Platz. Das Wort,,Sun" bedeutet einen\nZeitraum von zehn Tagen, eine volle Periode. Man mag trotz des Zustands\nder Fülle eine volle Periode mit einem gleichgearteten Freund zusammen-\nsein, ohne daß ein Fehler zu befürchten ist. Darum mag man ruhig hingehen\nund ihn suchen, wenn er auf hohem Platz ist. Der Kommentar warnt jedoch\ndavor, diese Zeit zu überschreiten und auch nach dem Abschluß des Werks\nsich noch festzuklammern. Das ist vom Übel. Gerade in Zeiten von Fülle\nmuß man rechtzeitig aufhören können.\nDie Sung-Interpreten nehmen das Wort Sun im Sinn von gleichartig, so daß\nes eine weitere Betonung des ,,Pe": "gleichgeartet, für jemand bestimmt"\nwäre.	disputed	541-544	Man mag zehn Tage beisammen sein, und es ist kein Fehler." Mehr als zehn Tage ist vom Übel.\nDer Strich ist stark und klar. Der für ihn bestimmte, gleichgeartete Herr,\nden er trifft, ist die Neun auf viertem Platz. Das Wort„Sun" bedeutet einen\nZeitraum von zehn Tagen, eine volle Periode. Man mag trotz des Zustands\nder Fülle eine volle Periode mit einem gleichgearteten Freund zusammensein, ohne daß ein Fehler zu befürchten ist. Darum mag man ruhig hingehen\nund ihn suchen, wenn er auf hohem Platz ist. Der Kommentar warnt jedoch\ndavor, diese Zeit zu überschreiten und auch nach dem Abschluß des Werks\nsich noch festzuklammern. Das ist vom Übel. Gerade in Zeiten von Fülle\nmuß man rechtzeitig aufhören können.\nDie Sung-Interpreten nehmen das Wort Sun im Sinn von gleichartig, so daß\nes eine weitere Betonung des „Pe": "gleichgeartet, für jemand bestimmt"\nwäre.	cerrado	coincide_ninguno
L2_a_oraculo	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Durch Hingehen erregt man Mißtrauen und\nHaB. Wenn man durch Wahrheit ihn erweckt, kommt Heil.	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Durch Hingehen erregt man Mißtrauen und\nHaß. Wenn man durch Wahrheit ihn erweckt, kommt Heil.	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Durch Hingehen erregt man Mißtrauen und\nHaß. Wenn man durch Wahrheit ihn erweckt, kommt Heil.	disputed	541-544	Der Vorhang ist von solcher Fülle, daß man am Mittag die\nPolsterne sieht. Durch Hingehen erregt man Mißtrauen und\nHaß. Wenn man durch Wahrheit ihn erweckt, kommt Heil.	cerrado	coincide_pass04
L3_b_comentario	Das Gestrüpp ist von solcher Fülle",\ndaß man keine großen Geschäfte tun kann.\n,,Er bricht seinen rechten Arm":\nEndgültig darf man nichts machen wollen.\nDie Verfinsterung ist hier auf ihrer Höhe. Zum Kernzeichen Sun kommt hier\nnoch das Kernzeichen Dui, See, dadurch wird die an sich vorhandene Mög-\nlichkeit, Großes zu leisten, beschränkt. Das Kernzeichen Dui bedeutet zer-\nbrechen. Der rechte Arm ist die schwache obere Sechs, die, entsprechend\nག་\nden Beziehungen in diesem Zeichen, nicht als Gehilfe der starken Neun auf\ndrittem Platz in Betracht kommt. Falls man sich vom Handeln zurückhält\nin Erkenntnis seiner Unmöglichkeit, so bleibt man frei von Makel.\nDas mit "Gestrüpp" wiedergegebene Wort,,Pe" bedeutet auch eine Wasser-\nmasse; das mit,,kleine Sterne" wiedergegebene,,Mo" bedeutet auch Schaum,\nDieselregen. Doch scheint die Deutung, die oben befolgt wurde, besser zum\nZusammenhang zu passen.	"Das Gestrüpp ist von solcher Fülle",\ndaß man keine großen Geschäfte tun kann.\n,,Er bricht seinen rechten Arm":\nEndgültig darf man nichts machen wollen.\nDie Verfinsterung ist hier auf ihrer Höhe. Zum Kernzeichen Sun kommt hier\nnoch das Kernzeichen Dui, See, dadurch wird die an sich vorhandene Mög-\nlichkeit, Großes zu leisten, beschränkt. Das Kernzeichen Dui bedeutet zer-\nbrechen. Der rechte Arm ist die schwache obere Sechs, die, entsprechend\nden Beziehungen in diesem Zeichen, nicht als Gehilfe der starken Neun auf\ndrittem Platz in Betracht kommt. Falls man sich vom Handeln zurückhält\nin Erkenntnis seiner Unmöglichkeit, so bleibt man frei von Makel.\nDas mit "Gestrüpp" wiedergegebene Wort ",Pe" bedeutet auch eine Wasser-\nmasse; das mit,,kleine Sterne" wiedergegebene,,Mo" bedeutet auch Schaum,\nDieselregen. Doch scheint die Deutung, die oben befolgt wurde, besser zum\nZusammenhang zu passen.	"Das Gestrüpp ist von solcher Fülle",\ndaß man keine großen Geschäfte tun kann.\n,,Er bricht seinen rechten Arm":\nEndgültig darf man nichts machen wollen.\nDie Verfinsterung ist hier auf ihrer Höhe. Zum Kernzeichen Sun kommt hier\nnoch das Kernzeichen Dui, See, dadurch wird die an sich vorhandene Mög-\nlichkeit, Großes zu leisten, beschränkt. Das Kernzeichen Dui bedeutet zer-\nbrechen. Der rechte Arm ist die schwache obere Sechs, die, entsprechend\nden Beziehungen in diesem Zeichen, nicht als Gehilfe der starken Neun auf\ndrittem Platz in Betracht kommt. Falls man sich vom Handeln zurückhält\nin Erkenntnis seiner Unmöglichkeit, so bleibt man frei von Makel.\nDas mit "Gestrüpp" wiedergegebene Wort ",Pe" bedeutet auch eine Wasser-\nmasse; das mit,,kleine Sterne" wiedergegebene,,Mo" bedeutet auch Schaum,\nDieselregen. Doch scheint die Deutung, die oben befolgt wurde, besser zum\nZusammenhang zu passen.	disputed	541-544	"Das Gestrüpp ist von solcher Fülle",\ndaß man keine großen Geschäfte tun kann.\n„Er bricht seinen rechten Arm":\nEndgültig darf man nichts machen wollen.\nDie Verfinsterung ist hier auf ihrer Höhe. Zum Kernzeichen Sun kommt hier\nnoch das Kernzeichen Dui, See, dadurch wird die an sich vorhandene Möglichkeit, Großes zu leisten, beschränkt. Das Kernzeichen Dui bedeutet zerbrechen. Der rechte Arm ist die schwache obere Sechs, die, entsprechend\nden Beziehungen in diesem Zeichen, nicht als Gehilfe der starken Neun auf\ndrittem Platz in Betracht kommt. Falls man sich vom Handeln zurückhält\nin Erkenntnis seiner Unmöglichkeit, so bleibt man frei von Makel.\nDas mit "Gestrüpp" wiedergegebene Wort ",Pe" bedeutet auch eine Wassermasse; das mit,,kleine Sterne" wiedergegebene„Mo" bedeutet auch Schaum,\nDieselregen. Doch scheint die Deutung, die oben befolgt wurde, besser zum\nZusammenhang zu passen.	cerrado	coincide_ninguno
L4_b_comentario	"Der Vorhang ist von solcher Fülle."\nDer Platz ist nicht der gebührende.\n,,Am Mittag sieht man die Polsterne."\nEr ist dunkel und nicht hell.\n,,Er begegnet seinem gleichen Herrn. Heil!"\nDas heißt Handeln.\nDie erste Hälfte lautet gleich wie bei der Sechs auf zweitem Platz, dort der\nAnfang, hier das Ende des Kernzeichens Sun, Holz. "Der Platz ist nicht ge-\nbührend": weil harter Strich auf weichem Platz. Der Strich ist nicht mehr\nim Zeichen Li, darum von Natur nicht mehr hell. Das Licht ist unterhalb.\nAber durch Bewegung wird erreicht, daß er dem gleichgearteten, d. h. eben-\nfalls starken Strich am Anfang begegnet. So kommt durch das Handeln Licht\n(denn die Anfangsneun ist licht, weil sie im Zeichen Li ist) und damit Heil.	"Der Vorhang ist von solcher Fülle."\nDer Platz ist nicht der gebührende.\n,,Am Mittag sieht man die Polsterne."\nEr ist dunkel und nicht hell.\n"Er begegnet seinem gleichen Herrn. Heil!"\nDas heißt Handeln.\nDie erste Hälfte lautet gleich wie bei der Sechs auf zweitem Platz, dort der\nAnfang, hier das Ende des Kernzeichens Sun, Holz.,,Der Platz ist nicht ge-\nbührend": weil harter Strich auf weichem Platz. Der Strich ist nicht mehr\nim Zeichen Li, darum von Natur nicht mehr hell. Das Licht ist unterhalb.\nAber durch Bewegung wird erreicht, daß er dem gleichgearteten, d. h. eben-\nfalls starken Strich am Anfang begegnet. So kommt durch das Handeln Licht\n(denn die Anfangsneun ist licht, weil sie im Zeichen Li ist) und damit Heil.	"Der Vorhang ist von solcher Fülle."\nDer Platz ist nicht der gebührende.\n,,Am Mittag sieht man die Polsterne."\nEr ist dunkel und nicht hell.\n"Er begegnet seinem gleichen Herrn. Heil!"\nDas heißt Handeln.\nDie erste Hälfte lautet gleich wie bei der Sechs auf zweitem Platz, dort der\nAnfang, hier das Ende des Kernzeichens Sun, Holz.,,Der Platz ist nicht ge-\nbührend": weil harter Strich auf weichem Platz. Der Strich ist nicht mehr\nim Zeichen Li, darum von Natur nicht mehr hell. Das Licht ist unterhalb.\nAber durch Bewegung wird erreicht, daß er dem gleichgearteten, d. h. eben-\nfalls starken Strich am Anfang begegnet. So kommt durch das Handeln Licht\n(denn die Anfangsneun ist licht, weil sie im Zeichen Li ist) und damit Heil.	disputed	541-544	"Der Vorhang ist von solcher Fülle."\nDer Platz ist nicht der gebührende.\n„Am Mittag sieht man die Polsterne."\nEr ist dunkel und nicht hell.\n"Er begegnet seinem gleichen Herrn. Heil!"\nDas heißt Handeln.\nDie erste Hälfte lautet gleich wie bei der Sechs auf zweitem Platz, dort der\nAnfang, hier das Ende des Kernzeichens Sun, Holz.„Der Platz ist nicht gebührend": weil harter Strich auf weichem Platz. Der Strich ist nicht mehr\nim Zeichen Li, darum von Natur nicht mehr hell. Das Licht ist unterhalb.\nAber durch Bewegung wird erreicht, daß er dem gleichgearteten, d. h. ebenfalls starken Strich am Anfang begegnet. So kommt durch das Handeln Licht\n(denn die Anfangsneun ist licht, weil sie im Zeichen Li ist) und damit Heil.	cerrado	coincide_ninguno
L5_b_comentario	Das Heil der Sechs auf fünftem Platz kommt daher, daß sie\nSegen spendet.\nDie Linie steht in Beziehung zur Sechs auf zweitem Platz. Dort heißt es ",hin-\ngehen", hier heißt es,,kommen". Die Linien sind das Helle, Klare, das eben\ndurch das Zeichen Li, Licht, dessen Zentralstrich die Sechs auf zweitem Platz\nist, naht und so Segen und Ruhm ermöglicht.	Das Heil der Sechs auf fünftem Platz kommt daher, daß sie\nSegen spendet.\nDie Linie steht in Beziehung zur Sechs auf zweitem Platz. Dort heißt es,,hin-\ngehen", hier heißt es,,kommen". Die Linien sind das Helle, Klare, das eben\ndurch das Zeichen Li, Licht, dessen Zentralstrich die Sechs auf zweitem Platz\nist, naht und so Segen und Ruhm ermöglicht.	Das Heil der Sechs auf fünftem Platz kommt daher, daß sie\nSegen spendet.\nDie Linie steht in Beziehung zur Sechs auf zweitem Platz. Dort heißt es,,hin-\ngehen", hier heißt es,,kommen". Die Linien sind das Helle, Klare, das eben\ndurch das Zeichen Li, Licht, dessen Zentralstrich die Sechs auf zweitem Platz\nist, naht und so Segen und Ruhm ermöglicht.	disputed	541-544	Das Heil der Sechs auf fünftem Platz kommt daher, daß sie\nSegen spendet.\nDie Linie steht in Beziehung zur Sechs auf zweitem Platz. Dort heißt es,,hingehen", hier heißt es,,kommen". Die Linien sind das Helle, Klare, das eben\ndurch das Zeichen Li, Licht, dessen Zentralstrich die Sechs auf zweitem Platz\nist, naht und so Segen und Ruhm ermöglicht.	cerrado	coincide_pass04
L6_b_comentario	Sein Haus ist in Fülle."\nEr treibt sich an der Grenze des Himmels umher.\n,,Er späht durch das Tor und merkt niemand mehr."\nEr verdeckt sich selbst.\nDie schwache Linie auf der Spitze der Bewegung geht zu weit. So kommt\nsie scheinbar immer höher hinauf, aber eben dadurch verliert sie immer mehr\nden Halt und kommt immer weiter vom Licht weg, zumal da sie selbst ja\ndie Neun auf drittem Platz verdunkelt. So kommt sie in eine hoffnungslos\nvereinsamte Lage, die sie sich selber zuzuschreiben hat.\nB	Sein Haus ist in Fülle."\nEr treibt sich an der Grenze des Himmels umher.\n~~\n"Er späht durch das Tor und merkt niemand mehr."\nEr verdeckt sich selbst.\nDie schwache Linie auf der Spitze der Bewegung geht zu weit. So kommt\nsie scheinbar immer höher hinauf, aber eben dadurch verliert sie immer mehr\nden Halt und kommt immer weiter vom Licht weg, zumal da sie selbst ja\ndie Neun auf drittem Platz verdunkelt. So kommt sie in eine hoffnungslos\nvereinsamte Lage, die sie sich selber zuzuschreiben hat.\n旅	Sein Haus ist in Fülle."\nEr treibt sich an der Grenze des Himmels umher.\n,,Er späht durch das Tor und merkt niemand mehr."\nEr verdeckt sich selbst.\nDie schwache Linie auf der Spitze der Bewegung geht zu weit. So kommt\nsie scheinbar immer höher hinauf, aber eben dadurch verliert sie immer mehr\nden Halt und kommt immer weiter vom Licht weg, zumal da sie selbst ja\ndie Neun auf drittem Platz verdunkelt. So kommt sie in eine hoffnungslos\nvereinsamte Lage, die sie sich selber zuzuschreiben hat.\nB	disputed	541-544	Sein Haus ist in Fülle."\nEr treibt sich an der Grenze des Himmels umher.\n~~\n"Er späht durch das Tor und merkt niemand mehr."\nEr verdeckt sich selbst.\nDie schwache Linie auf der Spitze der Bewegung geht zu weit. So kommt\nsie scheinbar immer höher hinauf, aber eben dadurch verliert sie immer mehr\nden Halt und kommt immer weiter vom Licht weg, zumal da sie selbst ja\ndie Neun auf drittem Platz verdunkelt. So kommt sie in eine hoffnungslos\nvereinsamte Lage, die sie sich selber zuzuschreiben hat.	cerrado	coincide_ninguno
