campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Dschen und\nDui\ner Herr des Zeichens ist die Sechs auf fünftem Platz. Auf sie bezieht\nDer zur Entscheidung eine\nde\ndringt mit der Zeit empor." Die Sechs auf fünftem Platz ist die geehrteste\nLinie unter den empordringenden. Aber das Empordringen beginnt sicher\nunten. Das Zeichen hat als Bild das Holz, das inmitten der Erde wächst.\nNun ist aber die Anfangssechs der Herr des Halbzeichens Sun und die Wur-\nzel des Holzes, darum ist die Anfangssechs wenigstens ein konstituierender\nHerr des Zeichens.	Dschen und\nDui\nDer\ner Herr des Zeichens ist die Sechs auf fünftem Platz. Auf sie bezieht\nes sich, wenn es im Kommentar zur Entscheidung heißt: "Das Weiche\ndringt mit der Zeit empor." Die Sechs auf fünftem Platz ist die geehrteste\nLinie unter den empordringenden. Aber das Empordringen beginnt sicher\nunten. Das Zeichen hat als Bild das Holz, das inmitten der Erde wächst.\nNun ist aber die Anfangssechs der Herr des Halbzeichens Sun und die Wur-\nzel des Holzes, darum ist die Anfangssechs wenigstens ein konstituierender\nHerr des Zeichens.	Dschen und\nDui\nDer\ner Herr des Zeichens ist die Sechs auf fünftem Platz. Auf sie bezieht\nes sich, wenn es im Kommentar zur Entscheidung heißt: "Das Weiche\ndringt mit der Zeit empor." Die Sechs auf fünftem Platz ist die geehrteste\nLinie unter den empordringenden. Aber das Empordringen beginnt sicher\nunten. Das Zeichen hat als Bild das Holz, das inmitten der Erde wächst.\nNun ist aber die Anfangssechs der Herr des Halbzeichens Sun und die Wur-\nzel des Holzes, darum ist die Anfangssechs wenigstens ein konstituierender\nHerr des Zeichens.	disputed	504-506	Dschen und\nDui\nDer Herr des Zeichens ist die Sechs auf fünftem Platz. Auf sie bezieht\nes sich, wenn es im Kommentar zur Entscheidung heißt: "Das Weiche\ndringt mit der Zeit empor." Die Sechs auf fünftem Platz ist die geehrteste\nLinie unter den empordringenden. Aber das Empordringen beginnt sicher\nunten. Das Zeichen hat als Bild das Holz, das inmitten der Erde wächst.\nNun ist aber die Anfangssechs der Herr des Halbzeichens Sun und die Wurzel des Holzes, darum ist die Anfangssechs wenigstens ein konstituierender\nHerr des Zeichens.	cerrado	coincide_ninguno
commentary_decision	Das Weiche dringt mit der Zeit empor. Sanft und hingebend.\nDas Feste ist in der Mitte und findet Entsprechung, darum\nerlangt es großes Gelingen.\nn\nMan muß den großen Mann sehen. Fürchte dich nicht",\ndenn es bringt Segen.\n"Aufbruch nach Süden bringt Heil."\nDer Wille geschieht.\nDas Weiche, das von der Zeit getragen empordringt, ist die weiche Anfangs-\nlinie, die die Wurzel des unteren Zeichens Holz bedeutet. Sanft ist das untere\nZeichen, hingebend das obere. Das sind die Vorbedingungen in der Zeit,\ndie dem starken Strich auf zweitem Platz, der bei dem schwachen Strich auf\ndem Platz des Herrschers Entsprechung findet, es ermöglichen, großen Er-\nfolg zu erringen. Es heißt: "Man muß den großen Mann sehen" und nicht:\n"Fördernd ist es, den großen Mann zu sehen", wie das sonst gewöhnlich\nist; denn der Herr des Zeichens ist nicht der große Mann, er ist vielmehr\nweich. Die Ursache des Gelingens ist nicht eine soziale, sondern eine tran-\nszendente. Darum heißt es auch: "Fürchte dich nicht" und "es bringt Segen".\nDiese aus dem Unsichtbaren stammende Gunst der Verhältnisse muß man\naber durch Arbeit ausnützen. Der Aufbruch nach Süden bedeutet Arbeit.\nDer Süden ist die Himmelsrichtung zwischen Sun und Kun, den beiden Be-\nstandteilen, aus denen sich das Gesamtzeichen zusammensetzt.	Das Weiche dringt mit der Zeit empor. Sanft und hingebend.\nDas Feste ist in der Mitte und findet Entsprechung, darum\nerlangt es großes Gelingen.\n,Man muß den großen Mann sehen. Fürchte dich nicht",\nn\ndenn es bringt Segen.\n"Aufbruch nach Süden bringt Heil."\nDer Wille geschieht.\nDas Weiche, das von der Zeit getragen empordringt, ist die weiche Anfangs-\nlinie, die die Wurzel des unteren Zeichens Holz bedeutet. Sanft ist das untere\nZeichen, hingebend das obere. Das sind die Vorbedingungen in der Zeit,\ndie dem starken Strich auf zweitem Platz, der bei dem schwachen Strich auf\ndem Platz des Herrschers Entsprechung findet, es ermöglichen, großen Er-\nfolg zu erringen. Es heißt: "Man muß den großen Mann sehen" und nicht:\n"Fördernd ist es, den großen Mann zu sehen", wie das sonst gewöhnlich\nist; denn der Herr des Zeichens ist nicht der große Mann, er ist vielmehr\nweich. Die Ursache des Gelingens ist nicht eine soziale, sondern eine tran-\nszendente. Darum heißt es auch: "Fürchte dich nicht" und "es bringt Segen".\nDiese aus dem Unsichtbaren stammende Gunst der Verhältnisse muß man\naber durch Arbeit ausnutzen. Der Aufbruch nach Süden bedeutet Arbeit.\nDer Süden ist die Himmelsrichtung zwischen Sun und Kun, den beiden Be-\nstandteilen, aus denen sich das Gesamtzeichen zusammensetzt.	Das Weiche dringt mit der Zeit empor. Sanft und hingebend.\nDas Feste ist in der Mitte und findet Entsprechung, darum\nerlangt es großes Gelingen.\n,Man muß den großen Mann sehen. Fürchte dich nicht",\nn\ndenn es bringt Segen.\n"Aufbruch nach Süden bringt Heil."\nDer Wille geschieht.\nDas Weiche, das von der Zeit getragen empordringt, ist die weiche Anfangs-\nlinie, die die Wurzel des unteren Zeichens Holz bedeutet. Sanft ist das untere\nZeichen, hingebend das obere. Das sind die Vorbedingungen in der Zeit,\ndie dem starken Strich auf zweitem Platz, der bei dem schwachen Strich auf\ndem Platz des Herrschers Entsprechung findet, es ermöglichen, großen Er-\nfolg zu erringen. Es heißt: "Man muß den großen Mann sehen" und nicht:\n"Fördernd ist es, den großen Mann zu sehen", wie das sonst gewöhnlich\nist; denn der Herr des Zeichens ist nicht der große Mann, er ist vielmehr\nweich. Die Ursache des Gelingens ist nicht eine soziale, sondern eine tran-\nszendente. Darum heißt es auch: "Fürchte dich nicht" und "es bringt Segen".\nDiese aus dem Unsichtbaren stammende Gunst der Verhältnisse muß man\naber durch Arbeit ausnutzen. Der Aufbruch nach Süden bedeutet Arbeit.\nDer Süden ist die Himmelsrichtung zwischen Sun und Kun, den beiden Be-\nstandteilen, aus denen sich das Gesamtzeichen zusammensetzt.	disputed	504-506	Das Weiche dringt mit der Zeit empor. Sanft und hingebend.\nDas Feste ist in der Mitte und findet Entsprechung, darum\nerlangt es großes Gelingen.\n,Man muß den großen Mann sehen. Fürchte dich nicht",\nn\ndenn es bringt Segen.\n"Aufbruch nach Süden bringt Heil."\nDer Wille geschieht.\nDas Weiche, das von der Zeit getragen empordringt, ist die weiche Anfangslinie, die die Wurzel des unteren Zeichens Holz bedeutet. Sanft ist das untere\nZeichen, hingebend das obere. Das sind die Vorbedingungen in der Zeit,\ndie dem starken Strich auf zweitem Platz, der bei dem schwachen Strich auf\ndem Platz des Herrschers Entsprechung findet, es ermöglichen, großen Erfolg zu erringen. Es heißt: "Man muß den großen Mann sehen" und nicht:\n"Fördernd ist es, den großen Mann zu sehen", wie das sonst gewöhnlich\nist; denn der Herr des Zeichens ist nicht der große Mann, er ist vielmehr\nweich. Die Ursache des Gelingens ist nicht eine soziale, sondern eine transzendente. Darum heißt es auch: "Fürchte dich nicht" und "es bringt Segen".\nDiese aus dem Unsichtbaren stammende Gunst der Verhältnisse muß man\naber durch Arbeit ausnutzen. Der Aufbruch nach Süden bedeutet Arbeit.\nDer Süden ist die Himmelsrichtung zwischen Sun und Kun, den beiden Bestandteilen, aus denen sich das Gesamtzeichen zusammensetzt.	cerrado	coincide_pass04
image_oraculo	Inmitten der Erde wächst das Holz: das Bild des Empor-\ndringens. So häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.\nDie Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird ange-\ndeutet durch die Art, wie das Holz unter der Erde allmählich und unsicht-\nbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist.\nAnfangs Sechs:	Inmitten der Erde wächst das Holz: das Bild des Empor-\ndringens. So häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.\nDie Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird ange-\ndeutet durch die Art, wie das Holz unter der Erde allmählich und unsicht-\nbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist,	Inmitten der Erde wächst das Holz: das Bild des Empor-\ndringens. So häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.\nDie Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird ange-\ndeutet durch die Art, wie das Holz unter der Erde allmählich und unsicht-\nbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist,	disputed	504-506	Inmitten der Erde wächst das Holz:\ndas Bild des Empordringens.\nSo häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.	cerrado	coincide_ninguno
commentary_image	Inmitten der Erde wächst das Holz: das Bild des Empor-\ndringens. So häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.\nDie Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird ange-\ndeutet durch die Art, wie das Holz unter der Erde allmählich und unsicht-\nbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist.\nAnfangs Sechs:	Inmitten der Erde wächst das Holz: das Bild des Empor-\ndringens. So häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.\nDie Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird ange-\ndeutet durch die Art, wie das Holz unter der Erde allmählich und unsicht-\nbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist,	Inmitten der Erde wächst das Holz: das Bild des Empor-\ndringens. So häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.\nDie Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird ange-\ndeutet durch die Art, wie das Holz unter der Erde allmählich und unsicht-\nbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist,	disputed	504-506	Die Anhäufung des Kleinen, der stetige, unmerkliche Fortschritt, wird angedeutet durch die Art, wie das Holz unter der Erde allmählich und unsichtbar wächst. Das hingebende Wesen entspricht dem Zeichen Kun, die Höhe\nund Größe dem Zeichen Sun, dessen Bild der Baum ist,	cerrado	coincide_ninguno
L1_a_oraculo	Empordringen, das Zutrauen findet, bringt großes Heil.\nj\nP\nEx\nמ	Empordringen, das Zutrauen findet, bringt großes Heil.	Empordringen, das Zutrauen findet, bringt großes Heil.	disputed	504-506	Empordringen, das Zutrauen findet, bringt großes Heil.\nj\nP\nEx\nמ	cerrado	coincide_pass02
L1_b_comentario	Empordringen, das Zutrauen findet, bringt großes Heil":\nDie Oberen stimmen im Willen überein.\nDer weiche Strich am Anfang stimmt in seiner Wesensart mit den weichen\nStrichen des oberen Zeichens Kun überein. Darum findet er Zutrauen und\nhat Erfolg bei seinem Empordringen: wie die Wurzel des Baums, die in der\nErde steckt und mit der Erde in Verbindung ist, durch diese Verbindung\ndas Wachstum des Baums ermöglicht.	Empordringen, das Zutrauen findet, bringt großes Heil":\n"\nDie Oberen stimmen im Willen überein.\nDer weiche Strich am Anfang stimmt in seiner Wesensart mit den weichen\nStrichen des oberen Zeichens Kun überein. Darum findet er Zutrauen und\nhat Erfolg bei seinem Empordringen: wie die Wurzel des Baums, die in der\nErde steckt und mit der Erde in Verbindung ist, durch diese Verbindung\ndas Wachstum des Baums ermöglicht.	Empordringen, das Zutrauen findet, bringt großes Heil":\n"\nDie Oberen stimmen im Willen überein.\nDer weiche Strich am Anfang stimmt in seiner Wesensart mit den weichen\nStrichen des oberen Zeichens Kun überein. Darum findet er Zutrauen und\nhat Erfolg bei seinem Empordringen: wie die Wurzel des Baums, die in der\nErde steckt und mit der Erde in Verbindung ist, durch diese Verbindung\ndas Wachstum des Baums ermöglicht.	disputed	504-506	Empordringen, das Zutrauen findet, bringt großes Heil":\n"\nDie Oberen stimmen im Willen überein.\nDer weiche Strich am Anfang stimmt in seiner Wesensart mit den weichen\nStrichen des oberen Zeichens Kun überein. Darum findet er Zutrauen und\nhat Erfolg bei seinem Empordringen: wie die Wurzel des Baums, die in der\nErde steckt und mit der Erde in Verbindung ist, durch diese Verbindung\ndas Wachstum des Baums ermöglicht.	cerrado	coincide_pass04
L3_b_comentario	"Man dringt empor in eine leere Stadt":\nEs ist kein Grund zu Bedenken da.\nDer Strich ist stark auf starkem Platz, zudem am Anfang des oberen Kern-\nzeichens Dschen, das als Charakter die Bewegung hat. Dazuhin sind vor\nihm die geteilten Linien des Zeichens Kun, die wie leer und geöffnet sind,\nso daß sich dem Fortschritt kein Hemmnis entgegenstellt. Dieser leichte\nFortschritt könnte zu Bedenken Anlaß geben, aber da er in Übereinstim-\nmung ist mit der Zeit, so gilt es voranzudringen und die Zeit auszunützen.	"Man dringt empor in eine leere Stadt":\nEs ist kein Grund zu Bedenken da.\n\\nDer Strich ist stark auf starkem Platz, zudem am Anfang des oberen Kern-\nzeichens Dschen, das als Charakter die Bewegung hat. Dazuhin sind vor\nihm die geteilten Linien des Zeichens Kun, die wie leer und geöffnet sind,\nso daß sich dem Fortschritt kein Hemmnis entgegenstellt. Dieser leichte\nFortschritt könnte zu Bedenken Anlaß geben, aber da er in Übereinstim-\nmung ist mit der Zeit, so gilt es voranzudringen und die Zeit auszunützen.	"Man dringt empor in eine leere Stadt":\nEs ist kein Grund zu Bedenken da.\n\\nDer Strich ist stark auf starkem Platz, zudem am Anfang des oberen Kern-\nzeichens Dschen, das als Charakter die Bewegung hat. Dazuhin sind vor\nihm die geteilten Linien des Zeichens Kun, die wie leer und geöffnet sind,\nso daß sich dem Fortschritt kein Hemmnis entgegenstellt. Dieser leichte\nFortschritt könnte zu Bedenken Anlaß geben, aber da er in Übereinstim-\nmung ist mit der Zeit, so gilt es voranzudringen und die Zeit auszunützen.	disputed	504-506	"Man dringt empor in eine leere Stadt":\nEs ist kein Grund zu Bedenken da.\n\\nDer Strich ist stark auf starkem Platz, zudem am Anfang des oberen Kernzeichens Dschen, das als Charakter die Bewegung hat. Dazuhin sind vor\nihm die geteilten Linien des Zeichens Kun, die wie leer und geöffnet sind,\nso daß sich dem Fortschritt kein Hemmnis entgegenstellt. Dieser leichte\nFortschritt könnte zu Bedenken Anlaß geben, aber da er in Übereinstimmung ist mit der Zeit, so gilt es voranzudringen und die Zeit auszunützen.	cerrado	coincide_pass04
L4_b_comentario	"Der König bringt ihn dem Berge Ki dar":\nDas ist die Art des Hingebenden.\nDie Linie ist schwach auf schwachem Platz. Sie steht auf der Spitze des\nKernzeichens Dui, das den Westen bedeutet und so den Berg Ki andeuten\nmag. Der König ist die Sechs auf fünftem Platz, die vierte Linie stellt den\nMinister dar. Der König ist gleichen Wesens mit ihm, darum verschafft er\nihm die Wirkungsmöglichkeit.	Der König bringt ihn dem Berge Ki dar":\nDas ist die Art des Hingebenden.\nמ\nDie Linie ist schwach auf schwachem Platz. Sie steht auf der Spitze des\nKernzeichens Dui, das den Westen bedeutet und so den Berg Ki andeuten\nmag. Der König ist die Sechs auf fünftem Platz, die vierte Linie stellt den\nMinister dar. Der König ist gleichen Wesens mit ihm, darum verschafft er\nihm die Wirkungsmöglichkeit.	"Der König bringt ihn dem Berge Ki dar":\nDas ist die Art des Hingebenden.\nDie Linie ist schwach auf schwachem Platz. Sie steht auf der Spitze des\nKernzeichens Dui, das den Westen bedeutet und so den Berg Ki andeuten\nmag. Der König ist die Sechs auf fünftem Platz, die vierte Linie stellt den\nMinister dar. Der König ist gleichen Wesens mit ihm, darum verschafft er\nihm die Wirkungsmöglichkeit.	disputed	504-506	Der König bringt ihn dem Berge Ki dar":\nDas ist die Art des Hingebenden.\nמ\nDie Linie ist schwach auf schwachem Platz. Sie steht auf der Spitze des\nKernzeichens Dui, das den Westen bedeutet und so den Berg Ki andeuten\nmag. Der König ist die Sechs auf fünftem Platz, die vierte Linie stellt den\nMinister dar. Der König ist gleichen Wesens mit ihm, darum verschafft er\nihm die Wirkungsmöglichkeit.	cerrado	coincide_pass04
L5_a_oraculo	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen.\n"	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen.	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen.	disputed	504-506	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen.	cerrado	coincide_pass04
L5_b_comentario	Beharrlichkeit bringt Heil. Man dringt empor auf Stufen."\nMan erlangt vollkommen seinen Willen.\nDas Empordringen geht vom ersten Strich an bis zu diesem stufenmäßig\nweiter. Der erste findet Zutrauen, der zweite bedarf nur kleiner Opfer, der\ndritte dringt empor in eine menschenleere Stadt, der vierte endlich findet\nZugang selbst in jenseitige Gebiete: das sind die Stufen des Fortschritts,\ndie alle im Herrn des Zeichens zusammengefaßt sind. Da ist es nun von\ngrößter Wichtigkeit, daß man beharrlich bleibt bei solch glänzendem Ge-\nlingen.	"Beharrlichkeit bringt Heil. Man dringt empor auf Stufen."\nMan erlangt vollkommen seinen Willen.\nDas Empordringen geht vom ersten Strich an bis zu diesem stufenmäßig\nweiter. Der erste findet Zutrauen, der zweite bedarf nur kleiner Opfer, der\ndritte dringt empor in eine menschenleere Stadt, der vierte endlich findet\nZugang selbst in jenseitige Gebiete: das sind die Stufen des Fortschritts,\ndie alle im Herrn des Zeichens zusammengefaßt sind. Da ist es nun von\ngrößter Wichtigkeit, daß man beharrlich bleibt bei solch glänzendem Ge-\nlingen.	"Beharrlichkeit bringt Heil. Man dringt empor auf Stufen."\nMan erlangt vollkommen seinen Willen.\nDas Empordringen geht vom ersten Strich an bis zu diesem stufenmäßig\nweiter. Der erste findet Zutrauen, der zweite bedarf nur kleiner Opfer, der\ndritte dringt empor in eine menschenleere Stadt, der vierte endlich findet\nZugang selbst in jenseitige Gebiete: das sind die Stufen des Fortschritts,\ndie alle im Herrn des Zeichens zusammengefaßt sind. Da ist es nun von\ngrößter Wichtigkeit, daß man beharrlich bleibt bei solch glänzendem Ge-\nlingen.	disputed	504-506	"Beharrlichkeit bringt Heil. Man dringt empor auf Stufen."\nMan erlangt vollkommen seinen Willen.\nDas Empordringen geht vom ersten Strich an bis zu diesem stufenmäßig\nweiter. Der erste findet Zutrauen, der zweite bedarf nur kleiner Opfer, der\ndritte dringt empor in eine menschenleere Stadt, der vierte endlich findet\nZugang selbst in jenseitige Gebiete: das sind die Stufen des Fortschritts,\ndie alle im Herrn des Zeichens zusammengefaßt sind. Da ist es nun von\ngrößter Wichtigkeit, daß man beharrlich bleibt bei solch glänzendem Gelingen.	cerrado	coincide_pass04
