campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Kan und\nGen\nie Herren des Zeichens Dschen sind die beiden lichten Striche. Da es aber\nDie\nท\nunten her in Bewegung ist, wird der vierte Strich nicht als Herr betrachtet,\nsondern nur der Anfangsstrich.	(DAS ERSCHUTTERN, DER DONNER)\nKernzeichen: == Kan und\nie Herren des Zeichens Dschen sind die beiden lichten Striche. Da es aber\nGen\nunten her in Bewegung ist, wird der vierte Strich nicht als Herr betrachtet,\nsondern nur der Anfangsstrich.	(DAS ERSCHUTTERN, DER DONNER)\nKernzeichen: == Kan und\nie Herren des Zeichens Dschen sind die beiden lichten Striche. Da es aber\nGen\nunten her in Bewegung ist, wird der vierte Strich nicht als Herr betrachtet,\nsondern nur der Anfangsstrich.	disputed	524-527	(DAS ERSCHUTTERN, DER DONNER)\nKernzeichen: Kan und\nGen\nDie Herren des Zeichens Dschen sind die beiden lichten Striche. Da es aber\nunten her in Bewegung ist, wird der vierte Strich nicht als Herr betrachtet,\nsondern nur der Anfangsstrich.	cerrado	coincide_ninguno
commentary_decision	,,Das Erschüttern bringt Gelingen.\nDas Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n,,Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\n"Das Erschüttern erschreckt hundert Meilen."\n"}\nWenn man in der Ferne Schrecken wirkt und in der Nähe\nbesorgt ist, dann mag man hervortreten und Ahnentempel\nund Erdaltar bewahren und der Leiter der Opfer sein.\nDas Erschüttern kommt Hu, Hu; die Worte Hu, Hu bedeuten ursprünglich\neinen erschreckten Tiger, dann einen Gekko, der erschreckt an der Wand\nhin und her läuft. So kommt dann die Bedeutung der Furcht den beiden\nonomatopoetischen Zeichen (chinesisch hi, hi) zu, die ganz der Bedeutung\ndes deutschen hu, hu entspricht. Durch die so erregte Furcht wird man vor-\nsichtig, und Vorsicht bringt das Glück. Lachende Worte: ha, ha ... sie sind\nnahegelegt durch den Laut des Donners, der wie ha, ha klingt. Sie sind ein\nSymbol der inneren Ruhe inmitten des Sturmes äußerer Bewegung.\nDas Erschüttern schreckt hundert Meilen: das ist der Laut des Donners, der\nzugleich das Symbol ist eines machtvollen Herrschers durch den Ge-\ndanken des ältesten Sohnes nahegelegt -, der alles im Umkreis in Respekt\nzu setzen weiß, aber dabei auch im Kleinsten sorgfältig und genau ist. Dar-\nauf bezieht sich dann auch der Schluß. Der Herr der Opfer ist zugleich der\nHerr des Hauses bzw. des Reiches. Auch hier hatte der älteste Sohn seine\nbesondere Aufgabe. Das Zeichen Dschen bedeutet Hervortreten Gottes im\nFrühling und zugleich das Wiedererwachen der Lebenskraft, die von unten\nher sich wieder regt.\n-	,,Das Erschüttern bringt Gelingen.\nDas Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n,,Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\n,,Das Erschüttern erschreckt hundert Meilen."\nWenn man in der Ferne Schrecken wirkt und in der Nähe\nbesorgt ist, dann mag man hervortreten und Ahnentempel\nund Erdaltar bewahren und der Leiter der Opfer sein.\nDas Erschüttern kommt Hu, Hu; die Worte Hu, Hu bedeuten ursprünglich\neinen erschreckten Tiger, dann einen Gekko, der erschreckt an der Wand\nhin und her läuft. So kommt dann die Bedeutung der Furcht den beiden\nonomatopoetischen Zeichen (chinesisch hi, hi) zu, die ganz der Bedeutung\ndes deutschen hu, hu entspricht. Durch die so erregte Furcht wird man vor-\nsichtig, und Vorsicht bringt das Glück. Lachende Worte: ha, ha... sie sind\nnahegelegt durch den Laut des Donners, der wie ha, ha klingt. Sie sind ein\nSymbol der inneren Ruhe inmitten des Sturmes äußerer Bewegung.\nDas Erschüttern schreckt hundert Meilen: das ist der Laut des Donners, der\nzugleich das Symbol ist eines machtvollen Herrschers durch den Ge-\ndanken des ältesten Sohnes nahegelegt der alles im Umkreis in Respekt\nzu setzen weiß, aber dabei auch im Kleinsten sorgfältig und genau ist. Dar-\nauf bezieht sich dann auch der Schluß. Der Herr der Opfer ist zugleich der\nHerr des Hauses bzw. des Reiches. Auch hier hatte der älteste Sohn seine\nbesondere Aufgabe. Das Zeichen Dschen bedeutet Hervortreten Gottes im\nFrühling und zugleich das Wiedererwachen der Lebenskraft, die von unten\nher sich wieder regt.\n~1\nπ\nT	,,Das Erschüttern bringt Gelingen.\nDas Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n,,Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\n"Das Erschüttern erschreckt hundert Meilen."\n"}\nWenn man in der Ferne Schrecken wirkt und in der Nähe\nbesorgt ist, dann mag man hervortreten und Ahnentempel\nund Erdaltar bewahren und der Leiter der Opfer sein.\nDas Erschüttern kommt Hu, Hu; die Worte Hu, Hu bedeuten ursprünglich\neinen erschreckten Tiger, dann einen Gekko, der erschreckt an der Wand\nhin und her läuft. So kommt dann die Bedeutung der Furcht den beiden\nonomatopoetischen Zeichen (chinesisch hi, hi) zu, die ganz der Bedeutung\ndes deutschen hu, hu entspricht. Durch die so erregte Furcht wird man vor-\nsichtig, und Vorsicht bringt das Glück. Lachende Worte: ha, ha ... sie sind\nnahegelegt durch den Laut des Donners, der wie ha, ha klingt. Sie sind ein\nSymbol der inneren Ruhe inmitten des Sturmes äußerer Bewegung.\nDas Erschüttern schreckt hundert Meilen: das ist der Laut des Donners, der\nzugleich das Symbol ist eines machtvollen Herrschers durch den Ge-\ndanken des ältesten Sohnes nahegelegt -, der alles im Umkreis in Respekt\nzu setzen weiß, aber dabei auch im Kleinsten sorgfältig und genau ist. Dar-\nauf bezieht sich dann auch der Schluß. Der Herr der Opfer ist zugleich der\nHerr des Hauses bzw. des Reiches. Auch hier hatte der älteste Sohn seine\nbesondere Aufgabe. Das Zeichen Dschen bedeutet Hervortreten Gottes im\nFrühling und zugleich das Wiedererwachen der Lebenskraft, die von unten\nher sich wieder regt.\n-	disputed	524-527	„Das Erschüttern bringt Gelingen.\nDas Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n„Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\n„Das Erschüttern erschreckt hundert Meilen."\nWenn man in der Ferne Schrecken wirkt und in der Nähe\nbesorgt ist, dann mag man hervortreten und Ahnentempel\nund Erdaltar bewahren und der Leiter der Opfer sein.\nDas Erschüttern kommt Hu, Hu; die Worte Hu, Hu bedeuten ursprünglich\neinen erschreckten Tiger, dann einen Gekko, der erschreckt an der Wand\nhin und her läuft. So kommt dann die Bedeutung der Furcht den beiden\nonomatopoetischen Zeichen (chinesisch hi, hi) zu, die ganz der Bedeutung\ndes deutschen hu, hu entspricht. Durch die so erregte Furcht wird man vorsichtig, und Vorsicht bringt das Glück. Lachende Worte: ha, ha... sie sind\nnahegelegt durch den Laut des Donners, der wie ha, ha klingt. Sie sind ein\nSymbol der inneren Ruhe inmitten des Sturmes äußerer Bewegung.\nDas Erschüttern schreckt hundert Meilen: das ist der Laut des Donners, der\nzugleich das Symbol ist eines machtvollen Herrschers durch den Gedanken des ältesten Sohnes nahegelegt —, der alles im Umkreis in Respekt\nzu setzen weiß, aber dabei auch im Kleinsten sorgfältig und genau ist. Darauf bezieht sich dann auch der Schluß. Der Herr der Opfer ist zugleich der\nHerr des Hauses bzw. des Reiches. Auch hier hatte der älteste Sohn seine\nbesondere Aufgabe. Das Zeichen Dschen bedeutet Hervortreten Gottes im\nFrühling und zugleich das Wiedererwachen der Lebenskraft, die von unten\nher sich wieder regt.\n~1\nπ	cerrado	coincide_ninguno
image_oraculo	Fortgesetzter Donner: das Bild des Erschütterns. So macht\nder Edle unter Furcht und Zittern sein Leben recht und er-\nforscht sich selbst.\nFortgesetzter Donner heißt es, weil das Zeichen Dschen verdoppelt über-\neinander steht. Furcht und Zittern ist der erste Donner, Bilden und Forschen\nist der zweite Donner.\nO Anfangs Neun:	Fortgesetzter Donner: das Bild des Erschütterns. So macht\nder Edle unter Furcht und Zittern sein Leben recht und er-\nforscht sich selbst.\nFortgesetzter Donner heißt es, weil das Zeichen Dschen verdoppelt über-\neinander steht. Furcht und Zittern ist der erste Donner, Bilden und Forschen\nist der zweite Donner.	Fortgesetzter Donner: das Bild des Erschütterns. So macht\nder Edle unter Furcht und Zittern sein Leben recht und er-\nforscht sich selbst.\nFortgesetzter Donner heißt es, weil das Zeichen Dschen verdoppelt über-\neinander steht. Furcht und Zittern ist der erste Donner, Bilden und Forschen\nist der zweite Donner.	disputed	524-527	Fortgesetzter Donner: das Bild des Erschütterns.\nSo macht der Edle unter Furcht und Zittern sein Leben recht\nund erforscht sich selbst.	cerrado	coincide_ninguno
commentary_image	Fortgesetzter Donner: das Bild des Erschütterns. So macht\nder Edle unter Furcht und Zittern sein Leben recht und er-\nforscht sich selbst.\nFortgesetzter Donner heißt es, weil das Zeichen Dschen verdoppelt über-\neinander steht. Furcht und Zittern ist der erste Donner, Bilden und Forschen\nist der zweite Donner.\nO Anfangs Neun:	Fortgesetzter Donner: das Bild des Erschütterns. So macht\nder Edle unter Furcht und Zittern sein Leben recht und er-\nforscht sich selbst.\nFortgesetzter Donner heißt es, weil das Zeichen Dschen verdoppelt über-\neinander steht. Furcht und Zittern ist der erste Donner, Bilden und Forschen\nist der zweite Donner.	Fortgesetzter Donner: das Bild des Erschütterns. So macht\nder Edle unter Furcht und Zittern sein Leben recht und er-\nforscht sich selbst.\nFortgesetzter Donner heißt es, weil das Zeichen Dschen verdoppelt über-\neinander steht. Furcht und Zittern ist der erste Donner, Bilden und Forschen\nist der zweite Donner.	disputed	524-527	Fortgesetzter Donner heißt es, weil das Zeichen Dschen verdoppelt übereinander steht. Furcht und Zittern ist der erste Donner, Bilden und Forschen\nist der zweite Donner.	cerrado	coincide_ninguno
L1_b_comentario	"Das Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n,,Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\nEs ist hier wörtlich ein Teil des Gesamttextes und der Erklärung dazu an-\ngeführt, wie das zuweilen beim Herrn des Zeichens der Fall ist. Der starke\nStrich am Anfang, der von unten her die Bewegung einleitet, zeigt die\nQuintessenz der ganzen Lage.	Das Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n,,Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\nEs ist hier wörtlich ein Teil des Gesamttextes und der Erklärung dazu an-\ngeführt, wie das zuweilen beim Herrn des Zeichens der Fall ist. Der starke\nStrich am Anfang, der von unten her die Bewegung einleitet, zeigt die\nQuintessenz der ganzen Lage.	Das Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n,,Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\nEs ist hier wörtlich ein Teil des Gesamttextes und der Erklärung dazu an-\ngeführt, wie das zuweilen beim Herrn des Zeichens der Fall ist. Der starke\nStrich am Anfang, der von unten her die Bewegung einleitet, zeigt die\nQuintessenz der ganzen Lage.	disputed	524-527	„Das Erschüttern kommt: Hu, Hu!"\nFurcht bringt Glück.\n„Lachende Worte: Ha, Ha!"\nNachher hat man eine Regel.\nEs ist hier wörtlich ein Teil des Gesamttextes und der Erklärung dazu angeführt, wie das zuweilen beim Herrn des Zeichens der Fall ist. Der starke\nStrich am Anfang, der von unten her die Bewegung einleitet, zeigt die\nQuintessenz der ganzen Lage.	cerrado	coincide_ninguno
L2_a_oraculo	Das Erschüttern kommt mit Gefahr. Hunderttausendfach\nverlierst du deine Schätze und mußt auf die neun Hügel stei-\ngen. Jage ihnen nicht nach, nach sieben Tagen bekommst du\nsie wieder.	Das Erschüttern kommt mit Gefahr.\nHunderttausendfach\nverlierst du deine Schätze und mußt auf die neun Hügel stei-\ngen. Jage ihnen nicht nach, nach sieben Tagen bekommst du\nsie wieder.	Das Erschüttern kommt mit Gefahr.\nHunderttausendfach\nverlierst du deine Schätze und mußt auf die neun Hügel stei-\ngen. Jage ihnen nicht nach, nach sieben Tagen bekommst du\nsie wieder.	disputed	524-527	Das Erschüttern kommt mit Gefahr.\nHunderttausendfach\nverlierst du deine Schätze und mußt auf die neun Hügel steigen. Jage ihnen nicht nach, nach sieben Tagen bekommst du\nsie wieder.	cerrado	coincide_pass04
L3_etiqueta	Sechs auf drittem Platz:	Sechs auf drittem Platz	Sechs auf drittem Platz	disputed	524-527	Sechs auf drittem Platz	cerrado	coincide_pass04
L5_b_comentario	Das Erschüttern geht hin und her: Gefahr."\nMan wandelt in Gefahr. Die Geschäfte sind in der Mitte,\ndarum verliert man durchaus nichts.\n-\n-\nAber\nDer Strich ist zentral ebenso wie die Sechs auf zweitem Platz.\nwährend dort das Kernzeichen Kan, Gefahr, bevorsteht, ist es hier über-\nwunden; man ist schon auf dem Hügel (Kernzeichen Gen). Darum verliert\nman nichts. Es gilt nur, daß man durch Festhalten der zentralen Stellung\nsich die Stärke wahrt, die in dieser Stellung fünf ist der Platz des Herr-\nschers liegt. Die Sechs auf zweitem Platz ist Beamter. Der Beamte mag\nvorübergehend seinen Besitz verlieren; das läßt sich alles wieder ersetzen.\nDie Sechs auf fünftem Platz ist aber der Herrscher. Sein Besitz ist Land\nund Leute. Die dürfen nicht verlorengehen. Das ist möglich, wenn man\nsich zentral und korrekt verhält.\n—\nT	Das Erschüttern geht hin und her: Gefahr."\nMan wandelt in Gefahr. Die Geschäfte sind in der Mitte,\ndarum verliert man durchaus nichts.\nDer Strich ist zentral ebenso wie die Sechs auf zweitem Platz. Aber\nwährend dort das Kernzeichen Kan, Gefahr, bevorsteht, ist es hier über-\nwunden; man ist schon auf dem Hügel (Kernzeichen Gen). Darum verliert\nman nichts. Es gilt nur, daß man durch Festhalten der zentralen Stellung\nsich die Stärke wahrt, die in dieser Stellung - fünf ist der Platz des Herr-\nschers liegt. Die Sechs auf zweitem Platz ist Beamter. Der Beamte mag\nvorübergehend seinen Besitz verlieren; das läßt sich alles wieder ersetzen.\nDie Sechs auf fünftem Platz ist aber der Herrscher. Sein Besitz ist Land\nund Leute. Die dürfen nicht verlorengehen. Das ist möglich, wenn man\nsich zentral und korrekt verhält.\n-\n"\n―\nS	Das Erschüttern geht hin und her: Gefahr."\nMan wandelt in Gefahr. Die Geschäfte sind in der Mitte,\ndarum verliert man durchaus nichts.\n-\n-\nAber\nDer Strich ist zentral ebenso wie die Sechs auf zweitem Platz.\nwährend dort das Kernzeichen Kan, Gefahr, bevorsteht, ist es hier über-\nwunden; man ist schon auf dem Hügel (Kernzeichen Gen). Darum verliert\nman nichts. Es gilt nur, daß man durch Festhalten der zentralen Stellung\nsich die Stärke wahrt, die in dieser Stellung fünf ist der Platz des Herr-\nschers liegt. Die Sechs auf zweitem Platz ist Beamter. Der Beamte mag\nvorübergehend seinen Besitz verlieren; das läßt sich alles wieder ersetzen.\nDie Sechs auf fünftem Platz ist aber der Herrscher. Sein Besitz ist Land\nund Leute. Die dürfen nicht verlorengehen. Das ist möglich, wenn man\nsich zentral und korrekt verhält.\n—\nT	disputed	524-527	„Das Erschüttern geht hin und her: Gefahr."\nMan wandelt in Gefahr. Die Geschäfte sind in der Mitte,\ndarum verliert man durchaus nichts.\nDer Strich ist zentral ebenso wie die Sechs auf zweitem Platz. Aber\nwährend dort das Kernzeichen Kan, Gefahr, bevorsteht, ist es hier überwunden; man ist schon auf dem Hügel (Kernzeichen Gen). Darum verliert\nman nichts. Es gilt nur, daß man durch Festhalten der zentralen Stellung\nsich die Stärke wahrt, die in dieser Stellung — fünf ist der Platz des Herrschers — liegt. Die Sechs auf zweitem Platz ist Beamter. Der Beamte mag\nvorübergehend seinen Besitz verlieren; das läßt sich alles wieder ersetzen.\nDie Sechs auf fünftem Platz ist aber der Herrscher. Sein Besitz ist Land\nund Leute. Die dürfen nicht verlorengehen. Das ist möglich, wenn man\nsich zentral und korrekt verhält.	cerrado	coincide_ninguno
L6_b_comentario	Die Erschütterung bringt Verfall."\nEr hat die Mitte nicht erreicht.\nObwohl Unheil, kein Makel.\nMan läßt sich durch die Furcht für den Nachbar warnen.\nDer Strich steht in Beziehung zum dritten; das ist der Genosse, der zu reden\nhat. Die fünfte Linie ist der Nachbar. Die schwache Linie steht an der\nSpitze der Erschütterung, sie ist daher der Erschütterung an sich nicht ge-\nwachsen. Die Erschütterung droht mit Ruin wie beim Erdbeben. Daher das\nängstliche Umherblicken. Wollte man in solchem Zustand etwas unterneh-\nmen, so wäre das vom Übel. Läßt man sich dagegen warnen durch das,\nwas der Nachbar in diesem Fall die fünfte Linie erlebt, und hält sich\nruhig, so bleibt man frei von Fehlern. Die dritte Linie, der Genosse, ist\ndurch ihre Lage gezwungen, sich zu bewegen, darum wird sie es nicht ver-\nstehen, daß die sechste Linie sich ruhig verhält. Aber das verschiedene\nVerhalten ergibt sich aus dem verschiedenen Platz. Darum muß man ganz\nunabhängig in seinen Handlungen sein.\n―	"Die Erschütterung bringt Verfall."\nEr hat die Mitte nicht erreicht.\nObwohl Unheil, kein Makel.\nMan läßt sich durch die Furcht für den Nachbar warnen.\nDer Strich steht in Beziehung zum dritten; das ist der Genosse, der zu reden\nhat. Die fünfte Linie ist der Nachbar. Die schwache Linie steht an der\nSpitze der Erschütterung, sie ist daher der Erschütterung an sich nicht ge-\nwachsen. Die Erschütterung droht mit Ruin wie beim Erdbeben. Daher das\nängstliche Umherblicken. Wollte man in solchem Zustand etwas unterneh-\nmen, so wäre das vom Übel. Läßt man sich dagegen warnen durch das,\nwas der Nachbar in diesem Fall die fünfte Linie — erlebt, und hält sich\nruhig, so bleibt man frei von Fehlern. Die dritte Linie, der Genosse, ist\ndurch ihre Lage gezwungen, sich zu bewegen, darum wird sie es nicht ver-\nstehen, daß die sechste Linie sich ruhig verhält. Aber das verschiedene\nVerhalten ergibt sich aus dem verschiedenen Platz. Darum muß man ganz\nunabhängig in seinen Handlungen sein.\n-	"Die Erschütterung bringt Verfall."\nEr hat die Mitte nicht erreicht.\nObwohl Unheil, kein Makel.\nMan läßt sich durch die Furcht für den Nachbar warnen.\nDer Strich steht in Beziehung zum dritten; das ist der Genosse, der zu reden\nhat. Die fünfte Linie ist der Nachbar. Die schwache Linie steht an der\nSpitze der Erschütterung, sie ist daher der Erschütterung an sich nicht ge-\nwachsen. Die Erschütterung droht mit Ruin wie beim Erdbeben. Daher das\nängstliche Umherblicken. Wollte man in solchem Zustand etwas unterneh-\nmen, so wäre das vom Übel. Läßt man sich dagegen warnen durch das,\nwas der Nachbar in diesem Fall die fünfte Linie — erlebt, und hält sich\nruhig, so bleibt man frei von Fehlern. Die dritte Linie, der Genosse, ist\ndurch ihre Lage gezwungen, sich zu bewegen, darum wird sie es nicht ver-\nstehen, daß die sechste Linie sich ruhig verhält. Aber das verschiedene\nVerhalten ergibt sich aus dem verschiedenen Platz. Darum muß man ganz\nunabhängig in seinen Handlungen sein.\n-	disputed	524-527	„Die Erschütterung bringt Verfall."\nEr hat die Mitte nicht erreicht.\nObwohl Unheil, kein Makel.\nMan läßt sich durch die Furcht für den Nachbar warnen.\nDer Strich steht in Beziehung zum dritten; das ist der Genosse, der zu reden\nhat. Die fünfte Linie ist der Nachbar. Die schwache Linie steht an der\nSpitze der Erschütterung, sie ist daher der Erschütterung an sich nicht gewachsen. Die Erschütterung droht mit Ruin wie beim Erdbeben. Daher das\nängstliche Umherblicken. Wollte man in solchem Zustand etwas unternehmen, so wäre das vom Übel. Läßt man sich dagegen warnen durch das,\nwas der Nachbar in diesem Fall — die fünfte Linie — erlebt, und hält sich\nruhig, so bleibt man frei von Fehlern. Die dritte Linie, der Genosse, ist\ndurch ihre Lage gezwungen, sich zu bewegen, darum wird sie es nicht verstehen, daß die sechste Linie sich ruhig verhält. Aber das verschiedene\nVerhalten ergibt sich aus dem verschiedenen Platz. Darum muß man ganz\nunabhängig in seinen Handlungen sein.	cerrado	coincide_ninguno
hex_fin	51				524-527			
