campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	師\n​Kernzeichen: Kun und\nKun und Dschen\nie Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nШате\nMann. Die Sechs auf fünftem Platz ist oben, sie ist imstande, den starken\nMann zu verwenden.	Kernzeichen: Kun und\nDschen\nie Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nMann. Die Sechs auf fünftem Platz ist oben, sie ist imstande, den starken\nMann zu verwenden.	Kernzeichen: Kun und\nDschen\nie Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nMann. Die Sechs auf fünftem Platz ist oben, sie ist imstande, den starken\nMann zu verwenden.	disputed	354-357	Die Herren des Zeichens sind die Neun auf zweitem und die Sechs auf fünftem Platz. Die Neun auf zweitem Platz ist unten, sie ist der starke Mann. Die Sechs auf fünftem Platz ist oben, sie ist imstande, den starken Mann zu verwenden.	cerrado	coincide_ninguno
commentary_decision	Das Heer bedeutet die Masse. Beharrlichkeit bedeutet Zucht.\nWer durch die Massen Zucht bewirken kann, der mag die\nWeltherrschaft erlangen.\nDer Starke ist zentral und findet entsprechenden Rückhalt.\nMan tut Gefährliches, aber findet Hingebung.\nWer auf diese Weise die Welt leitet, dem folgt das Volk.\nHeil! Und was für ein Fehler könnte das sein!\nDas Zeichen besteht aus einer Masse von lauter weichen Strichen, in deren\nMitte auf zentralem, wenn auch untergeordnetem Platz als Feldherr, nicht\nals Herrscher, ein einziger Starker sich befindet, der die andern in Zucht\nhält. Daraus ergibt sich die Idee der Masse die vielen weichen Linien\nund des Heers: eine disziplinierte Menge. Der feste Strich auf zweitem\nPlatz findet in dem weichen Strich auf fünftem Platz, dem Platz des Herr-\nschers, einen entsprechenden Rückhalt.\n-\n-\nDie Gefahr des Handelns ist durch das untere Zeichen Kan, die Hingebung\ndurch das obere Zeichen Kun angedeutet.\nDas Zeichen "leitet" ist im Text "Du"-vergiften geschrieben, muß aber\nDan" leiten gelesen werden.	Das Heer bedeutet die Masse. Beharrlichkeit bedeutet Zucht.\nWer durch die Massen Zucht bewirken kann, der mag die\nWeltherrschaft erlangen.\nDer Starke ist zentral und findet entsprechenden Rückhalt.\nMan tut Gefährliches, aber findet Hingebung.\nWer auf diese Weise die Welt leitet, dem folgt das Volk.\nHeil! Und was für ein Fehler könnte das sein!\nDas Zeichen besteht aus einer Masse von lauter weichen Strichen, in deren\nMitte auf zentralem, wenn auch untergeordnetem Platz als Feldherr, nicht\nals Herrscher, ein einziger Starker sich befindet, der die andern in Zucht\nhält. Daraus ergibt sich die Idee der Masse die vielen weichen Linien\nund des Heers: eine disziplinierte Menge. Der feste Strich auf zweitem\nPlatz findet in dem weichen Strich auf fünftem Platz, dem Platz des Herr-\nschers, einen entsprechenden Rückhalt.\nDie Gefahr des Handelns ist durch das untere Zeichen Kan, die Hingebung\ndurch das obere Zeichen Kun angedeutet.\nDas Zeichen "leitet" ist im Text "Du"-vergiften geschrieben, muß aber\n"Dan"= leiten gelesen werden.\n-	Das Heer bedeutet die Masse. Beharrlichkeit bedeutet Zucht.\nWer durch die Massen Zucht bewirken kann, der mag die\nWeltherrschaft erlangen.\nDer Starke ist zentral und findet entsprechenden Rückhalt.\nMan tut Gefährliches, aber findet Hingebung.\nWer auf diese Weise die Welt leitet, dem folgt das Volk.\nHeil! Und was für ein Fehler könnte das sein!\nDas Zeichen besteht aus einer Masse von lauter weichen Strichen, in deren\nMitte auf zentralem, wenn auch untergeordnetem Platz als Feldherr, nicht\nals Herrscher, ein einziger Starker sich befindet, der die andern in Zucht\nhält. Daraus ergibt sich die Idee der Masse die vielen weichen Linien\nund des Heers: eine disziplinierte Menge. Der feste Strich auf zweitem\nPlatz findet in dem weichen Strich auf fünftem Platz, dem Platz des Herr-\nschers, einen entsprechenden Rückhalt.\nDie Gefahr des Handelns ist durch das untere Zeichen Kan, die Hingebung\ndurch das obere Zeichen Kun angedeutet.\nDas Zeichen "leitet" ist im Text "Du"-vergiften geschrieben, muß aber\n"Dan"= leiten gelesen werden.\n-	disputed	354-357	Das Heer bedeutet die Masse. Beharrlichkeit bedeutet Zucht.\nWer durch die Massen Zucht bewirken kann, der mag die Weltherrschaft erlangen.\nDer Starke ist zentral und findet entsprechenden Rückhalt.\nMan tut Gefährliches, aber findet Hingebung.\nWer auf diese Weise die Welt leitet, dem folgt das Volk.\nHeil! Und was für ein Fehler könnte das sein!\nDas Zeichen besteht aus einer Masse von lauter weichen Strichen, in deren Mitte auf zentralem, wenn auch untergeordnetem Platz als Feldherr, nicht als Herrscher, ein einziger Starker sich befindet, der die andern in Zucht hält. Daraus ergibt sich die Idee der Masse — die vielen weichen Linien — und des Heers: eine disziplinierte Menge. Der feste Strich auf zweitem Platz findet in dem weichen Strich auf fünftem Platz, dem Platz des Herrschers, einen entsprechenden Rückhalt.\nDie Gefahr des Handelns ist durch das untere Zeichen Kan, die Hingebung durch das obere Zeichen Kun angedeutet.\nDas Zeichen „leitet" ist im Text „Du" = vergiften geschrieben, muß aber „Dan" = leiten gelesen werden.	cerrado	coincide_ninguno
image_oraculo	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.\nAnfangs Sechs:	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.	disputed	354-357	Inmitten der Erde ist Wasser, das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine Massen.	cerrado	coincide_ninguno
commentary_image	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.\nAnfangs Sechs:	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.	disputed	354-357	Die Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht unter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege des Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt alles zu.	cerrado	coincide_ninguno
L1_b_comentario	"Ein Heer muß ausziehen nach der Ordnung."\nDie Ordnung verlieren ist unheilvoll.\nBemerkung: Das Wort,,Lü" für Ordnung bedeutet ursprünglich ein röhren-\nartiges Musikinstrument. Es würde wörtlich also heißen: "Das Heer rückt\naus mit Hörnerschall. Wenn die Hörner nicht stimmen, ist das ein schlechtes\nZeichen."\nDie Linie ist ganz unten, daher der Anfang, das Ausrücken des Heeres, durch\nsie angedeutet wird. Das Wasserzeichen bedeutet die ordnungsgemäße\nVerwendung. Wandelt sich die Linie, so wird aus dem unteren das Zeichen\nDui, die Heiterkeit, wodurch natürlich die Ordnung verlorengeht, da Heiter-\nkeit nicht die Gemütsverfassung für einen beginnenden Krieg ist.	"Ein Heer muß ausziehen nach der Ordnung."\nDie Ordnung verlieren ist unheilvoll.\nBemerkung: Das Wort "Lü" für Ordnung bedeutet ursprünglich ein röhren-\nartiges Musikinstrument. Es würde wörtlich also heißen: "Das Heer rückt\naus mit Hörnerschall. Wenn die Hörner nicht stimmen, ist das ein schlechtes\nZeichen."\nDie Linie ist ganz unten, daher der Anfang, das Ausrücken des Heeres, durch\nsie angedeutet wird. Das Wasserzeichen bedeutet die ordnungsgemäße\nVerwendung. Wandelt sich die Linie, so wird aus dem unteren das Zeichen\nDui, die Heiterkeit, wodurch natürlich die Ordnung verlorengeht, da Heiter-\nkeit nicht die Gemütsverfassung für einen beginnenden Krieg ist.	"Ein Heer muß ausziehen nach der Ordnung."\nDie Ordnung verlieren ist unheilvoll.\nBemerkung: Das Wort "Lü" für Ordnung bedeutet ursprünglich ein röhren-\nartiges Musikinstrument. Es würde wörtlich also heißen: "Das Heer rückt\naus mit Hörnerschall. Wenn die Hörner nicht stimmen, ist das ein schlechtes\nZeichen."\nDie Linie ist ganz unten, daher der Anfang, das Ausrücken des Heeres, durch\nsie angedeutet wird. Das Wasserzeichen bedeutet die ordnungsgemäße\nVerwendung. Wandelt sich die Linie, so wird aus dem unteren das Zeichen\nDui, die Heiterkeit, wodurch natürlich die Ordnung verlorengeht, da Heiter-\nkeit nicht die Gemütsverfassung für einen beginnenden Krieg ist.	disputed	354-357	"Ein Heer muß ausziehen nach der Ordnung."\nDie Ordnung verlieren ist unheilvoll.\nBemerkung: Das Wort "Lü" für Ordnung bedeutet ursprünglich ein röhrenartiges Musikinstrument. Es würde wörtlich also heißen: "Das Heer rückt\naus mit Hörnerschall. Wenn die Hörner nicht stimmen, ist das ein schlechtes\nZeichen."\nDie Linie ist ganz unten, daher der Anfang, das Ausrücken des Heeres, durch\nsie angedeutet wird. Das Wasserzeichen bedeutet die ordnungsgemäße\nVerwendung. Wandelt sich die Linie, so wird aus dem unteren das Zeichen\nDui, die Heiterkeit, wodurch natürlich die Ordnung verlorengeht, da Heiterkeit nicht die Gemütsverfassung für einen beginnenden Krieg ist.	cerrado	coincide_pass04
L2_b_comentario	Inmitten des Heeres! Heil!"\nEr empfängt die Gnade vom Himmel.\n"Der König verleiht dreifache Auszeichnung."\nEr hat das Wohl aller Lande im Herzen.\nDer zweite Platz ist der Platz des Beamten und hier, weil es das Zeichen\n"\nHeer" ist, des Feldherrn. Die Gnade des Himmels kommt von der Sechs auf\nfünftem Platz, die auf dem Platz des Himmels im Verhältnis der Ent-\nsprechung zu diesem Strich steht. Die dreimalige Auszeichnung kommt von\nden drei gleichgearteten Strichen des oberen Zeichens Kun.	Inmitten des Heeres! Heil!"\nEr empfängt die Gnade vom Himmel.\n"Der König verleiht dreifache Auszeichnung."\nEr hat das Wohl aller Lande im Herzen.\nDer zweite Platz ist der Platz des Beamten und hier, weil es das Zeichen\n"Heer" ist, des Feldherrn. Die Gnade des Himmels kommt von der Sechs auf\nfünftem Platz, die auf dem Platz des Himmels im Verhältnis der Ent-\nsprechung zu diesem Strich steht. Die dreimalige Auszeichnung kommt von\nden drei gleichgearteten Strichen des oberen Zeichens Kun.	Inmitten des Heeres! Heil!"\nEr empfängt die Gnade vom Himmel.\n"Der König verleiht dreifache Auszeichnung."\nEr hat das Wohl aller Lande im Herzen.\nDer zweite Platz ist der Platz des Beamten und hier, weil es das Zeichen\n"Heer" ist, des Feldherrn. Die Gnade des Himmels kommt von der Sechs auf\nfünftem Platz, die auf dem Platz des Himmels im Verhältnis der Ent-\nsprechung zu diesem Strich steht. Die dreimalige Auszeichnung kommt von\nden drei gleichgearteten Strichen des oberen Zeichens Kun.	disputed	354-357	Inmitten des Heeres! Heil!"\nEr empfängt die Gnade vom Himmel.\n"Der König verleiht dreifache Auszeichnung."\nEr hat das Wohl aller Lande im Herzen.\nDer zweite Platz ist der Platz des Beamten und hier, weil es das Zeichen\n"Heer" ist, des Feldherrn. Die Gnade des Himmels kommt von der Sechs auf\nfünftem Platz, die auf dem Platz des Himmels im Verhältnis der Entsprechung zu diesem Strich steht. Die dreimalige Auszeichnung kommt von\nden drei gleichgearteten Strichen des oberen Zeichens Kun.	cerrado	coincide_pass04
L3_b_comentario	Das Heer führt etwa im Wagen Leichen."\nDas ist gänzlich ohne Verdienst.\nDas obere Kernzeichen ist Kun, dessen Bild der Wagen ist. Der Strich ist\nschwach, auf der Spitze der, Gefahr, inmitten des Kernzeichens der Erregung;\ndas alles sind Dinge, die es nahelegen, daß eine schwere Niederlage er-\nlitten wird.	Das Heer führt etwa im Wagen Leichen."\nDas ist gänzlich ohne Verdienst.\nDas obere Kernzeichen ist Kun, dessen Bild der Wagen ist. Der Strich ist\nschwach, auf der Spitze der Gefahr, inmitten des Kernzeichens der Erregung;\ndas alles sind Dinge, die es nahelegen, daß eine schwere Niederlage er-\nlitten wird.	Das Heer führt etwa im Wagen Leichen."\nDas ist gänzlich ohne Verdienst.\nDas obere Kernzeichen ist Kun, dessen Bild der Wagen ist. Der Strich ist\nschwach, auf der Spitze der Gefahr, inmitten des Kernzeichens der Erregung;\ndas alles sind Dinge, die es nahelegen, daß eine schwere Niederlage er-\nlitten wird.	disputed	354-357	Das Heer führt etwa im Wagen Leichen."\nDas ist gänzlich ohne Verdienst.\nDas obere Kernzeichen ist Kun, dessen Bild der Wagen ist. Der Strich ist\nschwach, auf der Spitze der Gefahr, inmitten des Kernzeichens der Erregung;\ndas alles sind Dinge, die es nahelegen, daß eine schwere Niederlage erlitten wird.	cerrado	coincide_pass04
L5_b_comentario	Der Alteste führe das Heer",\nweil er zentral und korrekt ist.\n,,Der Jüngere fährt Leichen."\nSo betraut man nicht den rechten Mann.\nDas Zeichen Kan bedeutet Schwein, Feld ist Erde (Kun). Innerhalb des\nZeichens Kun (Feld) ist Kan (Schwein, d. h. ein Wild). Da ist es fördernd, es\nzu fangen. Wenn man den genauen Wortlaut übersetzt, so heißt es,,Seine\nFehler erklären" (diese Deutung ist aber weniger gut)¹. Der Alteste ist die\nstarke Neun auf zweitem Platz, er soll das Heer führen. Wenn ein anderer\ndas Heer führt, der nicht die Erfahrung hat gemeint ist Sechs auf drittem\nPlatz - so kommt es dazu, daß Leichen geführt werden müssen, das heißt,\ndaß eine Niederlage erlitten wird.	Der Alteste führe das Heer",\nweil er zentral und korrekt ist.\n"Der Jüngere fährt Leichen."\nSo betraut man nicht den rechten Mann.\nDas Zeichen Kan bedeutet Schwein, Feld ist Erde (Kun). Innerhalb des\nZeichens Kun (Feld) ist Kan (Schwein, d. h. ein Wild). Da ist es fördernd, es\nzu fangen. Wenn man den genauen Wortlaut übersetzt, so heißt es,,Seine\nFehler erklären" (diese Deutung ist aber weniger gut)¹. Der Alteste ist die\nstarke Neun auf zweitem Platz, er soll das Heer führen. Wenn ein anderer\ndas Heer führt, der nicht die Erfahrung hat - gemeint ist Sechs auf drittem\nPlatz so kommt es dazu, daß Leichen geführt werden müssen, das heißt,\ndaß eine Niederlage erlitten wird.\n―	Der Alteste führe das Heer",\nweil er zentral und korrekt ist.\n"Der Jüngere fährt Leichen."\nSo betraut man nicht den rechten Mann.\nDas Zeichen Kan bedeutet Schwein, Feld ist Erde (Kun). Innerhalb des\nZeichens Kun (Feld) ist Kan (Schwein, d. h. ein Wild). Da ist es fördernd, es\nzu fangen. Wenn man den genauen Wortlaut übersetzt, so heißt es,,Seine\nFehler erklären" (diese Deutung ist aber weniger gut)¹. Der Alteste ist die\nstarke Neun auf zweitem Platz, er soll das Heer führen. Wenn ein anderer\ndas Heer führt, der nicht die Erfahrung hat - gemeint ist Sechs auf drittem\nPlatz so kommt es dazu, daß Leichen geführt werden müssen, das heißt,\ndaß eine Niederlage erlitten wird.\n―	disputed	354-357	„Der Älteste führe das Heer",\nweil er zentral und korrekt ist.\n„Der Jüngere fährt Leichen."\nSo betraut man nicht den rechten Mann.\nDas Zeichen Kan bedeutet Schwein, Feld ist Erde (Kun). Innerhalb des Zeichens Kun (Feld) ist Kan (Schwein, d. h. ein Wild). Da ist es fördernd, es zu fangen. Wenn man den genauen Wortlaut übersetzt, so heißt es „Seine Fehler erklären" (diese Deutung ist aber weniger gut)¹. Der Älteste ist die starke Neun auf zweitem Platz, er soll das Heer führen. Wenn ein anderer das Heer führt, der nicht die Erfahrung hat — gemeint ist Sechs auf drittem Platz — so kommt es dazu, daß Leichen geführt werden müssen, das heißt, daß eine Niederlage erlitten wird.\n¹ Der Satz „Li dschu yän" wird am besten so übersetzt, daß das Wort „yän", welches reden, erklären heißt, hier ebenso wie häufig im Buch der Lieder einfach als Ausrufezeichen dient; damit gewinnt man die Übersetzung „fördernd ist es festzuhalten, zu fangen" (sc. das Wild).	cerrado	coincide_ninguno
L6_b_comentario	Der große Fürst erläßt Befehle",\num das Verdienst gebührend zu belohnen.\n""\n,Gemeine Menschen soll man nicht benützen",\ndenn sie verwirren sicher das Land.\nDer oberste Platz zeigt das siegreiche Ende des Kriegs. Der große Fürst ist\ndie Sechs auf fünftem Platz. Es wird hier, wie zuweilen bei der oberen\nSechs, eine Ergänzung zu dem Strich auf fünftem Platz - gleichsam objek-\nDer Satz,,Li dschu yän" wird am besten so übersetzt, daß das Wort,,yän", welches\nreden, erklären heißt, hier ebenso wie häufig im Buch der Lieder einfach als Ausrufe-\nzeichen dient; damit gewinnt man die Übersetzung,,fördernd ist es festzuhalten, zu\nfangen" (sc. das Wild).\ntiv von außen betrachtet gegeben. Das Verdienst, das belohnt wird, ist\nNeun auf zweitem Platz; die gemeinen Menschen sind repräsentiert durch\ndie Sechs auf drittem Platz.	Der große Fürst erläßt Befehle",\num das Verdienst gebührend zu belohnen.\n,,Gemeine Menschen soll man nicht benützen",\ndenn sie verwirren sicher das Land.\nDer oberste Platz zeigt das siegreiche Ende des Kriegs. Der große Fürst ist\ndie Sechs auf fünftem Platz. Es wird hier, wie zuweilen bei der oberen\nSechs, eine Ergänzung zu dem Strich auf fünftem Platz gleichsam objek-\n¹ Der Satz,,Li dschu yän" wird am besten so übersetzt, daß das Wort ",yän", welches\nreden, erklären heißt, hier ebenso wie häufig im Buch der Lieder einfach als Ausrufe-\nzeichen dient; damit gewinnt man die Übersetzung,,fördernd ist es festzuhalten, zu\nfangen" (sc. das Wild).\n―\ntiv von außen betrachtet gegeben. Das Verdienst, das belohnt wird, ist\nNeun auf zweitem Platz; die gemeinen Menschen sind repräsentiert durch\ndie Sechs auf drittem Platz.	Der große Fürst erläßt Befehle",\num das Verdienst gebührend zu belohnen.\n""\n,Gemeine Menschen soll man nicht benützen",\ndenn sie verwirren sicher das Land.\nDer oberste Platz zeigt das siegreiche Ende des Kriegs. Der große Fürst ist\ndie Sechs auf fünftem Platz. Es wird hier, wie zuweilen bei der oberen\nSechs, eine Ergänzung zu dem Strich auf fünftem Platz - gleichsam objek-\nDer Satz,,Li dschu yän" wird am besten so übersetzt, daß das Wort,,yän", welches\nreden, erklären heißt, hier ebenso wie häufig im Buch der Lieder einfach als Ausrufe-\nzeichen dient; damit gewinnt man die Übersetzung,,fördernd ist es festzuhalten, zu\nfangen" (sc. das Wild).\ntiv von außen betrachtet gegeben. Das Verdienst, das belohnt wird, ist\nNeun auf zweitem Platz; die gemeinen Menschen sind repräsentiert durch\ndie Sechs auf drittem Platz.	disputed	354-357	„Der große Fürst erläßt Befehle",\num das Verdienst gebührend zu belohnen.\n„Gemeine Menschen soll man nicht benützen",\ndenn sie verwirren sicher das Land.\nDer oberste Platz zeigt das siegreiche Ende des Kriegs. Der große Fürst ist die Sechs auf fünftem Platz. Es wird hier, wie zuweilen bei der oberen Sechs, eine Ergänzung zu dem Strich auf fünftem Platz — gleichsam objektiv von außen betrachtet gegeben. Das Verdienst, das belohnt wird, ist Neun auf zweitem Platz; die gemeinen Menschen sind repräsentiert durch die Sechs auf drittem Platz.	cerrado	coincide_ninguno
hex_fin	7				354-357			
