campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Sun und\nGen\nDie\nie Herren des Zeichens sind die Anfangsneun und die Neun auf fünf-\ntem Platz. Der Grund, weshalb das Zeichen die Nachfolge bedeutet,\nist, daß der Starke es über sich bringt, sich unter das Schwache zu stellen.\nDer erste und der fünfte Strich sind beide stark und stehen unter schwachen\nStrichen, darum sind sie die Herren des Zeichens.\nNachfoge	Sun und\nie Herren des Zeichens sind die Anfangsneun und die Neun auf fünf-\nist, daß der Starke es über sich bringt, sich unter das Schwache zu stellen.\nDer erste und der fünfte Strich sind beide stark und stehen unter schwachen\nStrichen, darum sind sie die Herren des Zeichens.	Sun und\nie Herren des Zeichens sind die Anfangsneun und die Neun auf fünf-\nist, daß der Starke es über sich bringt, sich unter das Schwache zu stellen.\nDer erste und der fünfte Strich sind beide stark und stehen unter schwachen\nStrichen, darum sind sie die Herren des Zeichens.	disputed	393-395	Sun und\nie Herren des Zeichens sind die Anfangsneun und die Neun auf fünftem, daß der Starke es über sich bringt, sich unter das Schwache zu stellen.\nDer erste und der fünfte Strich sind beide stark und stehen unter schwachen\nStrichen, darum sind sie die Herren des Zeichens.	cerrado	coincide_ninguno
sequence	Wo Begeisterung ist, da gibt es sicher Nachfolge. Darum\nfolgt darauf das Zeichen: die Nachfolge.	Gen\nWo Begeisterung ist, da gibt es sicher Nachfolge. Darum\nfolgt darauf das Zeichen: die Nachfolge.	Gen\nWo Begeisterung ist, da gibt es sicher Nachfolge. Darum\nfolgt darauf das Zeichen: die Nachfolge.	disputed	393-395	Gen\nWo Begeisterung ist, da gibt es sicher Nachfolge. Darum\nfolgt darauf das Zeichen: die Nachfolge.	cerrado	coincide_pass04
misc_notes	Nachfolge duldet keine alten Vorurteile.\nBeigefügte Urteile\nDie Heroen zähmten das Rind und spannten das Pferd an.\nSo konnten schwere Lasten befördert und ferne Gegenden\nerreicht werden, was der Welt zum Nutzen gereichte. Das\nentnahmen sie wohl dem Zeichen: Die Nachfolge.\nDas Zeichen besteht aus Bewegung unten und Heiterkeit oben. Das Zeichen,\nwelches das Erregende unter dem Heiteren zeigt, legt den Gedanken der\nRuhe nahe, namentlich da auch die Kernzeichen Sun, das Sanfte, und Gen,\nder Stillstand, in diese Richtung weisen. So ist die Einrichtung der Zähmung\ndes Rindes und Pferdes als Mittel zur Arbeitsersparnis zu erklären. Der\nErfolg erklärt sich aus der inneren Struktur des Zeichens, - die Beförderung\nschwerer Lasten wird nahegelegt durch das untere Kernzeichen Gen, Berg.\nDas Rind, das diese Lasten trägt, entspricht der Erde (der Berg gehört zur\nErde). Die Erreichung ferner Gegenden wird nahegelegt durch das obere\nKernzeichen Sun, Wind, der überall hinkommt. Der Reisewagen wird ge-\nzogen durch das Pferd, das wie der Himmel beweglich ist (der Wind gehört\nzum Himmel).\nDui ist die jüngste Tochter, Dschen der älteste Sohn; auch im Zeichen als\nGanzem, ebenso wie in den beiden Herren, stellt sich das Starke unter das\nSchwache, um Nachfolge zu erzielen. Die Bewegung beider Zeichen ist\ngleichsinnig nach oben gerichtet.	Nachfolge duldet keine alten Vorurteile.\nBeigefügte Urteile\nDie Heroen zähmten das Rind und spannten das Pferd an.\nSo konnten schwere Lasten befördert und ferne Gegenden\nerreicht werden, was der Welt zum Nutzen gereichte. Das\nentnahmen sie wohl dem Zeichen: Die Nachfolge.\nDas Zeichen besteht aus Bewegung unten und Heiterkeit oben. Das Zeichen,\nwelches das Erregende unter dem Heiteren zeigt, legt den Gedanken der\nRuhe nahe, namentlich da auch die Kernzeichen Sun, das Sanfte, und Gen,\nder Stillstand, in diese Richtung weisen. So ist die Einrichtung der Zähmung\ndes Rindes und Pferdes als Mittel zur Arbeitsersparnis zu erklären. Der\nErfolg erklärt sich aus der inneren Struktur des Zeichens, die Beförderung\nschwerer Lasten wird nahegelegt durch das untere Kernzeichen Gen, Berg.\nDas Rind, das diese Lasten trägt, entspricht der Erde (der Berg gehört zur\nErde). Die Erreichung ferner Gegenden wird nahegelegt durch das obere\nKernzeichen Sun, Wind, der überall hinkommt. Der Reisewagen wird ge-\nzogen durch das Pferd, das wie der Himmel beweglich ist (der Wind gehört\nzum Himmel).\nDui ist die jüngste Tochter, Dschen der älteste Sohn; auch im Zeichen als\nGanzem, ebenso wie in den beiden Herren, stellt sich das Starke unter das\nSchwache, um Nachfolge zu erzielen. Die Bewegung beider Zeichen ist\ngleichsinnig nach oben gerichtet.\n-	Nachfolge duldet keine alten Vorurteile.\nBeigefügte Urteile\nDie Heroen zähmten das Rind und spannten das Pferd an.\nSo konnten schwere Lasten befördert und ferne Gegenden\nerreicht werden, was der Welt zum Nutzen gereichte. Das\nentnahmen sie wohl dem Zeichen: Die Nachfolge.\nDas Zeichen besteht aus Bewegung unten und Heiterkeit oben. Das Zeichen,\nwelches das Erregende unter dem Heiteren zeigt, legt den Gedanken der\nRuhe nahe, namentlich da auch die Kernzeichen Sun, das Sanfte, und Gen,\nder Stillstand, in diese Richtung weisen. So ist die Einrichtung der Zähmung\ndes Rindes und Pferdes als Mittel zur Arbeitsersparnis zu erklären. Der\nErfolg erklärt sich aus der inneren Struktur des Zeichens, die Beförderung\nschwerer Lasten wird nahegelegt durch das untere Kernzeichen Gen, Berg.\nDas Rind, das diese Lasten trägt, entspricht der Erde (der Berg gehört zur\nErde). Die Erreichung ferner Gegenden wird nahegelegt durch das obere\nKernzeichen Sun, Wind, der überall hinkommt. Der Reisewagen wird ge-\nzogen durch das Pferd, das wie der Himmel beweglich ist (der Wind gehört\nzum Himmel).\nDui ist die jüngste Tochter, Dschen der älteste Sohn; auch im Zeichen als\nGanzem, ebenso wie in den beiden Herren, stellt sich das Starke unter das\nSchwache, um Nachfolge zu erzielen. Die Bewegung beider Zeichen ist\ngleichsinnig nach oben gerichtet.\n-	disputed	393-395	Nachfolge duldet keine alten Vorurteile.\nBeigefügte Urteile\nDie Heroen zähmten das Rind und spannten das Pferd an.\nSo konnten schwere Lasten befördert und ferne Gegenden\nerreicht werden, was der Welt zum Nutzen gereichte. Das\nentnahmen sie wohl dem Zeichen: Die Nachfolge.\nDas Zeichen besteht aus Bewegung unten und Heiterkeit oben. Das Zeichen,\nwelches das Erregende unter dem Heiteren zeigt, legt den Gedanken der\nRuhe nahe, namentlich da auch die Kernzeichen Sun, das Sanfte, und Gen,\nder Stillstand, in diese Richtung weisen. So ist die Einrichtung der Zähmung\ndes Rindes und Pferdes als Mittel zur Arbeitsersparnis zu erklären. Der\nErfolg erklärt sich aus der inneren Struktur des Zeichens, die Beförderung\nschwerer Lasten wird nahegelegt durch das untere Kernzeichen Gen, Berg.\nDas Rind, das diese Lasten trägt, entspricht der Erde (der Berg gehört zur\nErde). Die Erreichung ferner Gegenden wird nahegelegt durch das obere\nKernzeichen Sun, Wind, der überall hinkommt. Der Reisewagen wird gezogen durch das Pferd, das wie der Himmel beweglich ist (der Wind gehört\nzum Himmel).\nDui ist die jüngste Tochter, Dschen der älteste Sohn; auch im Zeichen als\nGanzem, ebenso wie in den beiden Herren, stellt sich das Starke unter das\nSchwache, um Nachfolge zu erzielen. Die Bewegung beider Zeichen ist\ngleichsinnig nach oben gerichtet.	cerrado	coincide_ninguno
commentary_decision	Die Nachfolge. Das Feste kommt und stellt sich unter das\nWeiche. Bewegung und Heiterkeit: die Nachfolge. Großes\nGelingen und Beharrlichkeit ohne Makel, so folgt einem die\nganze Welt.\nGroß fürwahr ist der Sinn der Zeit der Nachfolge.\nZunächst wird aus der Gestalt und den Eigenschaften des Zeichens der\nName erklärt. Das Feste, das kommt, d. h. von oben nach unten gerichtet\nist, und sich unter das Weiche stellt, ist einerseits Dschen, das sich unter Dui\nstellt, andererseits die beiden Herren des Zeichens auf dem ersten und fünf-\nten Platz, die sich beide unter die weichen Striche stellen.\nDschen hat als Eigenschaft die Bewegung, Dui die Heiterkeit. Einer Bewe-\ngung, die mit Heiterkeit verknüpft ist, schließen sich leicht Nachfolger an.\nIn der Erklärung der Worte des Textes wird ebenfalls der Grundsatz aus-\ngesprochen, daß man erst den Dingen in der rechten Weise folgen muß, da-\nmit die Dinge einem folgen.	Die Nachfolge. Das Feste kommt und stellt sich unter das\nWeiche. Bewegung und Heiterkeit: die Nachfolge. Großes\nGelingen und Beharrlichkeit ohne Makel, so folgt einem die\nganze Welt.\nGroß fürwahr ist der Sinn der Zeit der Nachfolge.\nZunächst wird aus der Gestalt und den Eigenschaften des Zeichens der\nName erklärt. Das Feste, das kommt, d. h. von oben nach unten gerichtet\nist, und sich unter das Weiche stellt, ist einerseits Dschen, das sich unter Dui\nstellt, andererseits die beiden Herren des Zeichens auf dem ersten und fünf-\nten Platz, die sich beide unter die weichen Striche stellen.\nDschen hat als Eigenschaft die Bewegung, Dui die Heiterkeit. Einer Bewe-\ngung, die mit Heiterkeit verknüpft ist, schließen sich leicht Nachfolger an.\nIn der Erklärung der Worte des Textes wird ebenfalls der Grundsatz aus-\ngesprochen, daß man erst den Dingen in der rechten Weise folgen muß, da-\nmit die Dinge einem folgen.'	Die Nachfolge. Das Feste kommt und stellt sich unter das\nWeiche. Bewegung und Heiterkeit: die Nachfolge. Großes\nGelingen und Beharrlichkeit ohne Makel, so folgt einem die\nganze Welt.\nGroß fürwahr ist der Sinn der Zeit der Nachfolge.\nZunächst wird aus der Gestalt und den Eigenschaften des Zeichens der\nName erklärt. Das Feste, das kommt, d. h. von oben nach unten gerichtet\nist, und sich unter das Weiche stellt, ist einerseits Dschen, das sich unter Dui\nstellt, andererseits die beiden Herren des Zeichens auf dem ersten und fünf-\nten Platz, die sich beide unter die weichen Striche stellen.\nDschen hat als Eigenschaft die Bewegung, Dui die Heiterkeit. Einer Bewe-\ngung, die mit Heiterkeit verknüpft ist, schließen sich leicht Nachfolger an.\nIn der Erklärung der Worte des Textes wird ebenfalls der Grundsatz aus-\ngesprochen, daß man erst den Dingen in der rechten Weise folgen muß, da-\nmit die Dinge einem folgen.'	disputed	393-395	Die Nachfolge. Das Feste kommt und stellt sich unter das\nWeiche. Bewegung und Heiterkeit: die Nachfolge. Großes\nGelingen und Beharrlichkeit ohne Makel, so folgt einem die\nganze Welt.\nGroß fürwahr ist der Sinn der Zeit der Nachfolge.\nZunächst wird aus der Gestalt und den Eigenschaften des Zeichens der\nName erklärt. Das Feste, das kommt, d. h. von oben nach unten gerichtet\nist, und sich unter das Weiche stellt, ist einerseits Dschen, das sich unter Dui\nstellt, andererseits die beiden Herren des Zeichens auf dem ersten und fünften Platz, die sich beide unter die weichen Striche stellen.\nDschen hat als Eigenschaft die Bewegung, Dui die Heiterkeit. Einer Bewegung, die mit Heiterkeit verknüpft ist, schließen sich leicht Nachfolger an.\nIn der Erklärung der Worte des Textes wird ebenfalls der Grundsatz ausgesprochen, daß man erst den Dingen in der rechten Weise folgen muß, damit die Dinge einem folgen.'	cerrado	coincide_pass04
image_oraculo	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurch entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.\nO Anfangs Neun:	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurdi entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurdi entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.	disputed	393-395	Inmitten des Sees ist der Donner: das Bild der Nachfolge.\nSo kehrt der Edle zur Zeit des Abenddunkels\nzu Erholung und Ruhe ein.	cerrado	coincide_ninguno
commentary_image	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurch entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.\nO Anfangs Neun:	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurdi entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.	Inmitten des Sees ist der Donner: Das Bild der Nachfolge. So\nkehrt der Edle zur Zeit des Abenddunkels zu Erholung und\nRuhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurdi entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Ein-\nkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.	disputed	393-395	Ruhe ein.\nDas Zeichen Dschen steht im Osten, Dui im Westen. Die Zeit dazwischen\nist die Nacht. Ebenso ist im Jahr die Zeit gezeichnet, wo zwischen achtem\nund zweitem Monat der Donner im See ruht. Dadurch entsteht der Gedanke\ndes Nachfolgens, Sichrichtens nach den Gesetzen der Natur.\nDurch dieses Ruhen wird die Kraft zu neuem Handeln gestählt. Das Einkehren wird durch das obere Kernzeichen, Sun, das Hineingehen bedeutet,\nund die Ruhe durch das untere Kernzeichen, Gen, das Stillehalten bedeutet,\nnahegelegt.	cerrado	coincide_ninguno
L1_b_comentario	Das Maßgebende ändert sich."\nDem Korrekten folgen bringt Heil.\n,,Zur Tür hinausgehen im Verkehr schafft Werke."\nMan verliert sich nicht.\nDer Strich ist der Herr des Zeichens Dschen. Er könnte als Maßgebender\nNachfolge verlangen, aber er ändert sich und folgt der Sechs auf zweitem\nPlatz; da diese Linie zentral und korrekt ist, bringt diese Ausnahme Heil.\n,,Zur Tür hinausgehen" weil nämlich der Strich sich außerhalb des unte-\nren Kernzeichens, Gen, befindet, das die Bedeutung einer Tür hat.\n-	Das Maßgebende ändert sich."\nDem Korrekten folgen bringt Heil.\n"Zur Tür hinausgehen im Verkehr schafft Werke."\nMan verliert sich nicht.\nDer Strich ist der Herr des Zeichens Dschen. Er könnte als Maßgebender\nNachfolge verlangen, aber er ändert sich und folgt der Sechs auf zweitem\nH\nPlatz; da diese Linie zentral und korrekt ist, bringt diese Ausnahme Heil.\n,,Zur Tür hinausgehen" weil nämlich der Strich sich außerhalb des unte-\nren Kernzeichens, Gen, befindet, das die Bedeutung einer Tür hat.	Das Maßgebende ändert sich."\nDem Korrekten folgen bringt Heil.\n"Zur Tür hinausgehen im Verkehr schafft Werke."\nMan verliert sich nicht.\nDer Strich ist der Herr des Zeichens Dschen. Er könnte als Maßgebender\nNachfolge verlangen, aber er ändert sich und folgt der Sechs auf zweitem\nH\nPlatz; da diese Linie zentral und korrekt ist, bringt diese Ausnahme Heil.\n,,Zur Tür hinausgehen" weil nämlich der Strich sich außerhalb des unte-\nren Kernzeichens, Gen, befindet, das die Bedeutung einer Tür hat.	disputed	393-395	Das Maßgebende ändert sich."\nDem Korrekten folgen bringt Heil.\n"Zur Tür hinausgehen im Verkehr schafft Werke."\nMan verliert sich nicht.\nDer Strich ist der Herr des Zeichens Dschen. Er könnte als Maßgebender\nNachfolge verlangen, aber er ändert sich und folgt der Sechs auf zweitem\nH\nPlatz; da diese Linie zentral und korrekt ist, bringt diese Ausnahme Heil.\n„Zur Tür hinausgehen" weil nämlich der Strich sich außerhalb des unteren Kernzeichens, Gen, befindet, das die Bedeutung einer Tür hat.	cerrado	coincide_ninguno
L2_a_oraculo	Hängt man sich an den kleinen Knaben, so verliert man den\nstarken Mann.	Hängt man sich an den kleinen Knaben, so verliert man den\nstarken Mann.\n-	Hängt man sich an den kleinen Knaben, so verliert man den\nstarken Mann.\n-	disputed	393-395	Hängt man sich an den kleinen Knaben, so verliert man den\nstarken Mann.	cerrado	coincide_pass02
L3_b_comentario	Hängt man dem starken Mann an",\nso läßt der Wille den Unteren fahren.\nHier ist der kleine Knabe die Sechs auf zweitem Platz, der starke Mann die\nNeun auf viertem Platz. Entsprechend der Bewegung der Nachfolge soll\nman sich an den Starken vor sich halten und den Schwachen unter sich fahren\nlassen. Der Starke ist auf dem Platz des Ministers. Darum bekommt man\nbei ihm, was man sucht. Aber es gilt, beständig zu bleiben, daß man nicht\nvon der rechten Bahn abweicht.	Hängt man dem starken Mann an",\nso läßt der Wille den Unteren fahren.\nHier ist der kleine Knabe die Sechs auf zweitem Platz, der starke Mann die\nNeun auf viertem Platz. Entsprechend der Bewegung der Nachfolge soll\nman sich an den Starken vor sidi halten und den Schwachen unter sich fahren\nlassen. Der Starke ist auf dem Platz des Ministers. Darum bekommt man\nbei ihm, was man sucht. Aber es gilt, beständig zu bleiben, daß man nicht\nvon der rechten Bahn abweicht.	Hängt man dem starken Mann an",\nso läßt der Wille den Unteren fahren.\nHier ist der kleine Knabe die Sechs auf zweitem Platz, der starke Mann die\nNeun auf viertem Platz. Entsprechend der Bewegung der Nachfolge soll\nman sich an den Starken vor sidi halten und den Schwachen unter sich fahren\nlassen. Der Starke ist auf dem Platz des Ministers. Darum bekommt man\nbei ihm, was man sucht. Aber es gilt, beständig zu bleiben, daß man nicht\nvon der rechten Bahn abweicht.	disputed	393-395	Hängt man dem starken Mann an",\nso läßt der Wille den Unteren fahren.\nHier ist der kleine Knabe die Sechs auf zweitem Platz, der starke Mann die\nNeun auf viertem Platz. Entsprechend der Bewegung der Nachfolge soll\nman sich an den Starken vor sidi halten und den Schwachen unter sich fahren\nlassen. Der Starke ist auf dem Platz des Ministers. Darum bekommt man\nbei ihm, was man sucht. Aber es gilt, beständig zu bleiben, daß man nicht\nvon der rechten Bahn abweicht.	cerrado	coincide_pass04
L4_b_comentario	Die Nachfolge schafft Erfolg":\nDas ist von unheilvoller Bedeutung.\n,,Mit Wahrhaftigkeit auf dem Weg wandeln":\ndas bringt klare Werke.\nDer Strich ist der Minister, der dem starken Strich und Herrn des Zeichens,\nNeun auf fünftem Platz, folgt. Dadurch erreicht er den Erfolg, daß ihm die\nMenschen nachfolgen, einen Erfolg, den er nicht abwehren kann, da er nicht\nkorrekt ist (stark auf schwachem Platz). Dadurch zieht er sich Unheil zu.\nt\nL\nDas Zeichen Dschen bedeutet einen großen Weg. Der Strich ist oberhalb\ndesselben, also auf dem Wege. Das Kernzeichen Gen bedeutet Helligkeit\nund Licht.	Die Nachfolge schafft Erfolg":\nDas ist von unheilvoller Bedeutung.\n,,Mit Wahrhaftigkeit auf dem Weg wandeln":\ndas bringt klare Werke.\nDer Strich ist der Minister, der dem starken Strich und Herrn des Zeichens,\nNeun auf fünftem Platz, folgt. Dadurch erreicht er den Erfolg, daß ihm die\nMenschen nachfolgen, einen Erfolg, den er nicht abwehren kann, da er nicht\nkorrekt ist (stark auf schwachem Platz). Dadurch zieht er sich Unheil zu.\nF\nDas Zeichen Dschen bedeutet einen großen Weg. Der Strich ist oberhalb\ndesselben, also auf dem Wege. Das Kernzeichen Gen bedeutet Helligkeit\nund Licht.	Die Nachfolge schafft Erfolg":\nDas ist von unheilvoller Bedeutung.\n,,Mit Wahrhaftigkeit auf dem Weg wandeln":\ndas bringt klare Werke.\nDer Strich ist der Minister, der dem starken Strich und Herrn des Zeichens,\nNeun auf fünftem Platz, folgt. Dadurch erreicht er den Erfolg, daß ihm die\nMenschen nachfolgen, einen Erfolg, den er nicht abwehren kann, da er nicht\nkorrekt ist (stark auf schwachem Platz). Dadurch zieht er sich Unheil zu.\nF\nDas Zeichen Dschen bedeutet einen großen Weg. Der Strich ist oberhalb\ndesselben, also auf dem Wege. Das Kernzeichen Gen bedeutet Helligkeit\nund Licht.	disputed	393-395	Die Nachfolge schafft Erfolg":\nDas ist von unheilvoller Bedeutung.\n„Mit Wahrhaftigkeit auf dem Weg wandeln":\ndas bringt klare Werke.\nDer Strich ist der Minister, der dem starken Strich und Herrn des Zeichens,\nNeun auf fünftem Platz, folgt. Dadurch erreicht er den Erfolg, daß ihm die\nMenschen nachfolgen, einen Erfolg, den er nicht abwehren kann, da er nicht\nkorrekt ist (stark auf schwachem Platz). Dadurch zieht er sich Unheil zu.\nF\nDas Zeichen Dschen bedeutet einen großen Weg. Der Strich ist oberhalb\ndesselben, also auf dem Wege. Das Kernzeichen Gen bedeutet Helligkeit\nund Licht.	cerrado	coincide_ninguno
