campo	pass02	pass04	reconciliado	estado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
ruler_note	Dschen und Kan\ner Herr des Zeichens ist die Neun auf drittem Platz. In dem Zeichen\nDer\nZeichen weilt. Das ist das Bild der Bescheidenheit; darum ist das Urteil\nüber den Strich dasselbe wie das über das ganze Zeichen. Der Kommentar\nsagt von den dritten Strichen vielfach Unheilvolles aus, aber dieser Strich\nist sehr heilvoll.	Dschen und\nKan\ner Herr des Zeichens ist die Neun auf drittem Platz. In dem Zeichen\nist sie der einzige lichte Strich, der auf seinem Platz ist und im unteren\nZeichen weilt. Das ist das Bild der Bescheidenheit; darum ist das Urteil\nüber den Strich dasselbe wie das über das ganze Zeichen. Der Kommentar\nsagt von den dritten Strichen vielfach Unheilvolles aus, aber dieser Strich\nist sehr heilvoll.	Dschen und\nKan\ner Herr des Zeichens ist die Neun auf drittem Platz. In dem Zeichen\nist sie der einzige lichte Strich, der auf seinem Platz ist und im unteren\nZeichen weilt. Das ist das Bild der Bescheidenheit; darum ist das Urteil\nüber den Strich dasselbe wie das über das ganze Zeichen. Der Kommentar\nsagt von den dritten Strichen vielfach Unheilvolles aus, aber dieser Strich\nist sehr heilvoll.	disputed	385-388	Dschen und\nKan\ner Herr des Zeichens ist die Neun auf drittem Platz. In dem Zeichen\nist sie der einzige lichte Strich, der auf seinem Platz ist und im unteren\nZeichen weilt. Das ist das Bild der Bescheidenheit; darum ist das Urteil\nüber den Strich dasselbe wie das über das ganze Zeichen. Der Kommentar\nsagt von den dritten Strichen vielfach Unheilvolles aus, aber dieser Strich\nist sehr heilvoll.	cerrado	coincide_pass04
sequence	Wer Großes besitzt, darf es nicht zu voll machen, darum folgt\nBescheren darauf das Zeichen: die Bescheidenheit.\nbest	Wer Großes besitzt, darf es nicht zu voll machen, darum folgt\ndarauf das Zeichen: die Bescheidenheit.\nDer Bescheidene hat es leicht.\nDie Bewegungsrichtung der beiden Zeichen geht nach unten und zwar so,\ndaß die sinkende Tendenz des oberen Zeichens stärker ist als die des un-\nteren. Dadurch bleibt der Zusammenhang zwischen beiden gesichert. Von\nden Kernzeichen sinkt das untere, während das obere eine steigende Rich-\ntung hat.\nBeigefügte Urteile\nBescheidenheit zeigt die Handhabe des Charakters.\nBescheidenheit ehrt und ist leuchtend.\nBescheidenheit dient dazu, die Sitte zu ordnen.\nDer gute Charakter hat die Bescheidenheit als seine Handhabe; durch sie\nkann der gute Charakter ergriffen und angeeignet werden. Sie ist bereit,\nandere zu ehren, und zeigt sich eben dadurch in schönstem Licht. Sie ist\ndie Gesinnung, die der aufrichtigen Ausübung der Regeln der Sitte zugrunde\nliegt.	Wer Großes besitzt, darf es nicht zu voll machen, darum folgt\ndarauf das Zeichen: die Bescheidenheit.\nDer Bescheidene hat es leicht.\nDie Bewegungsrichtung der beiden Zeichen geht nach unten und zwar so,\ndaß die sinkende Tendenz des oberen Zeichens stärker ist als die des un-\nteren. Dadurch bleibt der Zusammenhang zwischen beiden gesichert. Von\nden Kernzeichen sinkt das untere, während das obere eine steigende Rich-\ntung hat.\nBeigefügte Urteile\nBescheidenheit zeigt die Handhabe des Charakters.\nBescheidenheit ehrt und ist leuchtend.\nBescheidenheit dient dazu, die Sitte zu ordnen.\nDer gute Charakter hat die Bescheidenheit als seine Handhabe; durch sie\nkann der gute Charakter ergriffen und angeeignet werden. Sie ist bereit,\nandere zu ehren, und zeigt sich eben dadurch in schönstem Licht. Sie ist\ndie Gesinnung, die der aufrichtigen Ausübung der Regeln der Sitte zugrunde\nliegt.	disputed	385-388	Wer Großes besitzt, darf es nicht zu voll machen, darum folgt\ndarauf das Zeichen: die Bescheidenheit.\nDer Bescheidene hat es leicht.\nDie Bewegungsrichtung der beiden Zeichen geht nach unten und zwar so,\ndaß die sinkende Tendenz des oberen Zeichens stärker ist als die des unteren. Dadurch bleibt der Zusammenhang zwischen beiden gesichert. Von\nden Kernzeichen sinkt das untere, während das obere eine steigende Richtung hat.\nBeigefügte Urteile\nBescheidenheit zeigt die Handhabe des Charakters.\nBescheidenheit ehrt und ist leuchtend.\nBescheidenheit dient dazu, die Sitte zu ordnen.\nDer gute Charakter hat die Bescheidenheit als seine Handhabe; durch sie\nkann der gute Charakter ergriffen und angeeignet werden. Sie ist bereit,\nandere zu ehren, und zeigt sich eben dadurch in schönstem Licht. Sie ist\ndie Gesinnung, die der aufrichtigen Ausübung der Regeln der Sitte zugrunde\nliegt.	cerrado	coincide_pass04
misc_notes	Der Bescheidene hat es leicht.\nDie Bewegungsrichtung der beiden Zeichen geht nach unten und zwar so,\ndaß die sinkende Tendenz des oberen Zeichens stärker ist als die des un-\nteren. Dadurch bleibt der Zusammenhang zwischen beiden gesichert. Von\nden Kernzeichen sinkt das untere, während das obere eine steigende Rich-\ntung hat.\nBeigefügte Urteile\nBescheidenheit zeigt die Handhabe des Charakters.\nBescheidenheit ehrt und ist leuchtend.\nBescheidenheit dient dazu, die Sitte zu ordnen.\nDer gute Charakter hat die Bescheidenheit als seine Handhabe; durch sie\nkann der gute Charakter ergriffen und angeeignet werden. Sie ist bereit,\nandere zu ehren, und zeigt sich eben dadurch in schönstem Licht. Sie ist\ndie Gesinnung, die der aufrichtigen Ausübung der Regeln der Sitte zugrunde\nliegt.		Der Bescheidene hat es leicht.\nDie Bewegungsrichtung der beiden Zeichen geht nach unten und zwar so,\ndaß die sinkende Tendenz des oberen Zeichens stärker ist als die des un-\nteren. Dadurch bleibt der Zusammenhang zwischen beiden gesichert. Von\nden Kernzeichen sinkt das untere, während das obere eine steigende Rich-\ntung hat.\nBeigefügte Urteile\nBescheidenheit zeigt die Handhabe des Charakters.\nBescheidenheit ehrt und ist leuchtend.\nBescheidenheit dient dazu, die Sitte zu ordnen.\nDer gute Charakter hat die Bescheidenheit als seine Handhabe; durch sie\nkann der gute Charakter ergriffen und angeeignet werden. Sie ist bereit,\nandere zu ehren, und zeigt sich eben dadurch in schönstem Licht. Sie ist\ndie Gesinnung, die der aufrichtigen Ausübung der Regeln der Sitte zugrunde\nliegt.	pass02_only	385-388	Der Bescheidene hat es leicht.\nDie Bewegungsrichtung der beiden Zeichen geht nach unten und zwar so,\ndaß die sinkende Tendenz des oberen Zeichens stärker ist als die des unteren. Dadurch bleibt der Zusammenhang zwischen beiden gesichert. Von\nden Kernzeichen sinkt das untere, während das obere eine steigende Richtung hat.\nBeigefügte Urteile\nBescheidenheit zeigt die Handhabe des Charakters.\nBescheidenheit ehrt und ist leuchtend.\nBescheidenheit dient dazu, die Sitte zu ordnen.\nDer gute Charakter hat die Bescheidenheit als seine Handhabe; durch sie\nkann der gute Charakter ergriffen und angeeignet werden. Sie ist bereit,\nandere zu ehren, und zeigt sich eben dadurch in schönstem Licht. Sie ist\ndie Gesinnung, die der aufrichtigen Ausübung der Regeln der Sitte zugrunde\nliegt.	cerrado	coincide_pass02
commentary_decision	Bescheidenheit schafft Gelingen; denn der Weg des Himmels\nist es, nach unten zu wirken und Licht und Helle zu schaffen.\nDer Weg der Erde ist es, niedrig zu sein und nach oben zu\nsteigen.\nDer Weg des Himmels ist es, das Volle leer zu machen und\ndas Bescheidene zu mehren. Der Weg der Erde ist es, das\nVolle zu verändern und dem Bescheidenen zuzufließen. Die\nGeister und Götter schaden dem Vollen und beglücken das\nBescheidene. Der Weg der Menschen ist es, das Volle zu\nhassen und das Bescheidene zu lieben.\nBescheidenheit, die geehrt ist, verbreitet Helle. Bescheiden-\nheit, die niedrig ist, kann nicht übergangen werden. Das ist\ndas Ende, das der Edle erreicht.\nEs werden hier aus der Gestalt des Zeichens die Worte erklärt, daß Be-\nscheidenheit Gelingen schafft. Die Neun auf drittem Platz ist der Repräsen-\ntant der Yangkraft, die sich nach unten gesenkt hat. Er wirkt Licht und\nHelle Eigenschaften des Zeichens Gen, der Berg. Das obere Zeichen Kun\nzeigt die Erde emporgestiegen das Kernzeichen Dschen hat eine nach\n-\noben gehende Bewegung. Auf vierfache Weise wird das Gesetz der Er-\nniedrigung des Stolzen und Erhöhung des Bescheidenen gezeigt:\n1. Im Himmel: wenn die Sonne kulminiert, wendet sie sich dem Untergang\nzu; wenn der Mond voll ist, nimmt er ab, und umgekehrt. 2. Auf der Erde:\nHohe Berge werden zu Tälern, Täler zu Hügeln. Das Wasser wendet sich\ngegen die Höhen und trägt sie ab. Das Wasser das untere Kernzeichen\nist Kan, Wasser\nSp\nwendet sich der Tiefe zu und füllt sie auf. 3. Wirkung\nder Schicksalsmächte: Mächtige Familien ziehen das Verderben auf sich,\nbescheidene werden groß. 4. Unter den Menschen: Hochmut zieht Ab-\nneigung nach sich, Bescheidenheit gewinnt Liebe. Immer ist der letzte Grund\nnicht die Außenwelt, die vielmehr nach festen Gesetzen reagiert, sondern\nder Mensch selbst, der die guten oder bösen Wirkungen je nach seinem\nVerhalten auf sich zieht. Der Weg sich auszudehnen geht durch Zusammen-\nziehen.	Bescheidenheit schafft Gelingen; denn der Weg des Himmels\nist es, nach unten zu wirken und Licht und Helle zu schaffen.\nDer Weg der Erde ist es, niedrig zu sein und nach oben zu\nsteigen.\nDer Weg des Himmels ist es, das Volle leer zu machen und\ndas Bescheidene zu mehren. Der Weg der Erde ist es, das\nVolle zu verändern und dem Bescheidenen zuzufließen. Die\nGeister und Götter schaden dem Vollen und beglücken das\nBescheidene. Der Weg der Menschen ist es, das Volle zu\nhassen und das Bescheidene zu lieben.\nBescheidenheit, die geehrt ist, verbreitet Helle. Bescheiden-\nheit, die niedrig ist, kann nicht übergangen werden. Das ist\ndas Ende, das der Edle erreicht.\nEs werden hier aus der Gestalt des Zeichens die Worte erklärt, daß Be-\nscheidenheit Gelingen schafft. Die Neun auf drittem Platz ist der Repräsen-\ntant der Yangkraft, die sich nach unten gesenkt hat. Er wirkt Licht und\nHelle Eigenschaften des Zeichens Gen, der Berg. Das obere Zeichen Kun\nzeigt die Erde emporgestiegen das Kernzeichen Dschen hat eine nach\noben gehende Bewegung. Auf vierfache Weise wird das Gesetz der Er-\nniedrigung des Stolzen und Erhöhung des Bescheidenen gezeigt:\n1. Im Himmel: wenn die Sonne kulminiert, wendet sie sich dem Untergang\nzu; wenn der Mond voll ist, nimmt er ab, und umgekehrt. 2. Auf der Erde:\nHohe Berge werden zu Tälern, Täler zu Hügeln. Das Wasser wendet sich\ngegen die Höhen und trägt sie ab. Das Wasser - das untere Kernzeichen\nist Kan, Wasser wendet sich der Tiefe zu und füllt sie auf. 3. Wirkung\n-\n-\n-\n-\nder Schicksalsmächte: Mächtige Familien ziehen das Verderben auf sich,\nbescheidene werden groß. 4. Unter den Menschen: Hochmut zieht Ab-\nneigung nach sich, Bescheidenheit gewinnt Liebe. Immer ist der letzte Grund\nnicht die Außenwelt, die vielmehr nach festen Gesetzen reagiert, sondern\nder Mensch selbst, der die guten oder bösen Wirkungen je nach seinem\nVerhalten auf sich zieht. Der Weg sich auszudehnen geht durch Zusammen-\nziehen.	Bescheidenheit schafft Gelingen; denn der Weg des Himmels\nist es, nach unten zu wirken und Licht und Helle zu schaffen.\nDer Weg der Erde ist es, niedrig zu sein und nach oben zu\nsteigen.\nDer Weg des Himmels ist es, das Volle leer zu machen und\ndas Bescheidene zu mehren. Der Weg der Erde ist es, das\nVolle zu verändern und dem Bescheidenen zuzufließen. Die\nGeister und Götter schaden dem Vollen und beglücken das\nBescheidene. Der Weg der Menschen ist es, das Volle zu\nhassen und das Bescheidene zu lieben.\nBescheidenheit, die geehrt ist, verbreitet Helle. Bescheiden-\nheit, die niedrig ist, kann nicht übergangen werden. Das ist\ndas Ende, das der Edle erreicht.\nEs werden hier aus der Gestalt des Zeichens die Worte erklärt, daß Be-\nscheidenheit Gelingen schafft. Die Neun auf drittem Platz ist der Repräsen-\ntant der Yangkraft, die sich nach unten gesenkt hat. Er wirkt Licht und\nHelle Eigenschaften des Zeichens Gen, der Berg. Das obere Zeichen Kun\nzeigt die Erde emporgestiegen das Kernzeichen Dschen hat eine nach\noben gehende Bewegung. Auf vierfache Weise wird das Gesetz der Er-\nniedrigung des Stolzen und Erhöhung des Bescheidenen gezeigt:\n1. Im Himmel: wenn die Sonne kulminiert, wendet sie sich dem Untergang\nzu; wenn der Mond voll ist, nimmt er ab, und umgekehrt. 2. Auf der Erde:\nHohe Berge werden zu Tälern, Täler zu Hügeln. Das Wasser wendet sich\ngegen die Höhen und trägt sie ab. Das Wasser - das untere Kernzeichen\nist Kan, Wasser wendet sich der Tiefe zu und füllt sie auf. 3. Wirkung\n-\n-\n-\n-\nder Schicksalsmächte: Mächtige Familien ziehen das Verderben auf sich,\nbescheidene werden groß. 4. Unter den Menschen: Hochmut zieht Ab-\nneigung nach sich, Bescheidenheit gewinnt Liebe. Immer ist der letzte Grund\nnicht die Außenwelt, die vielmehr nach festen Gesetzen reagiert, sondern\nder Mensch selbst, der die guten oder bösen Wirkungen je nach seinem\nVerhalten auf sich zieht. Der Weg sich auszudehnen geht durch Zusammen-\nziehen.	disputed	385-388	Bescheidenheit schafft Gelingen; denn der Weg des Himmels\nist es, nach unten zu wirken und Licht und Helle zu schaffen.\nDer Weg der Erde ist es, niedrig zu sein und nach oben zu\nsteigen.\nDer Weg des Himmels ist es, das Volle leer zu machen und\ndas Bescheidene zu mehren. Der Weg der Erde ist es, das\nVolle zu verändern und dem Bescheidenen zuzufließen. Die\nGeister und Götter schaden dem Vollen und beglücken das\nBescheidene. Der Weg der Menschen ist es, das Volle zu\nhassen und das Bescheidene zu lieben.\nBescheidenheit, die geehrt ist, verbreitet Helle. Bescheidenheit, die niedrig ist, kann nicht übergangen werden. Das ist\ndas Ende, das der Edle erreicht.\nEs werden hier aus der Gestalt des Zeichens die Worte erklärt, daß Bescheidenheit Gelingen schafft. Die Neun auf drittem Platz ist der Repräsentant der Yangkraft, die sich nach unten gesenkt hat. Er wirkt Licht und\nHelle Eigenschaften des Zeichens Gen, der Berg. Das obere Zeichen Kun\nzeigt die Erde emporgestiegen das Kernzeichen Dschen hat eine nach\noben gehende Bewegung. Auf vierfache Weise wird das Gesetz der Erniedrigung des Stolzen und Erhöhung des Bescheidenen gezeigt:\n1. Im Himmel: wenn die Sonne kulminiert, wendet sie sich dem Untergang\nzu; wenn der Mond voll ist, nimmt er ab, und umgekehrt. 2. Auf der Erde:\nHohe Berge werden zu Tälern, Täler zu Hügeln. Das Wasser wendet sich\ngegen die Höhen und trägt sie ab. Das Wasser - das untere Kernzeichen\nist Kan, Wasser wendet sich der Tiefe zu und füllt sie auf. 3. Wirkung\nder Schicksalsmächte: Mächtige Familien ziehen das Verderben auf sich,\nbescheidene werden groß. 4. Unter den Menschen: Hochmut zieht Abneigung nach sich, Bescheidenheit gewinnt Liebe. Immer ist der letzte Grund\nnicht die Außenwelt, die vielmehr nach festen Gesetzen reagiert, sondern\nder Mensch selbst, der die guten oder bösen Wirkungen je nach seinem\nVerhalten auf sich zieht. Der Weg sich auszudehnen geht durch Zusammenziehen.	cerrado	coincide_ninguno
image_oraculo	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit.\nSo verringert der Edle, was zu viel ist, und vermehrt, was\nzu wenig ist. Er wägt die Dinge und macht sie gleich.\nDie Aktion des Edlen zur Herstellung der durch das Zeichen gegebenen\nLage besteht darin, daß er in der steigernden und verringernden Bewegung\nentsprechend den beiden Kernzeichen nach oben geht - Dschen-, wo das\nNiedrige (Kun, Erde) ist: er vermehrt, was zu wenig ist, und umgekehrt\nnach unten geht Kan\n- wo das Hohe (Gen, Berg) ist. So schafft er\nAusgleich.\n-\nAnfangs Sechs:	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit.\nSo verringert der Edle, was zu viel ist, und vermehrt, was\nzu wenig ist. Er wägt die Dinge und macht sie gleich.\nDie Aktion des Edlen zur Herstellung der durch das Zeichen gegebenen\nLage besteht darin, daß er in der steigernden und verringernden Bewegung\nentsprechend den beiden Kernzeichen nach oben geht — Dschen, wo das\nNiedrige (Kun, Erde) ist: er vermehrt, was zu wenig ist, und umgekehrt\nnach unten geht Kan wo das Hohe (Gen, Berg) ist. So schafft er\nAusgleich.	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit.\nSo verringert der Edle, was zu viel ist, und vermehrt, was\nzu wenig ist. Er wägt die Dinge und macht sie gleich.\nDie Aktion des Edlen zur Herstellung der durch das Zeichen gegebenen\nLage besteht darin, daß er in der steigernden und verringernden Bewegung\nentsprechend den beiden Kernzeichen nach oben geht — Dschen, wo das\nNiedrige (Kun, Erde) ist: er vermehrt, was zu wenig ist, und umgekehrt\nnach unten geht Kan wo das Hohe (Gen, Berg) ist. So schafft er\nAusgleich.	disputed	385-388	Inmitten der Erde ist ein Berg:\ndas Bild der Bescheidenheit.\nSo verringert der Edle, was zu viel ist,\nund vermehrt, was zu wenig ist.\nEr wägt die Dinge und macht sie gleich.	cerrado	coincide_ninguno
commentary_image	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit.\nSo verringert der Edle, was zu viel ist, und vermehrt, was\nzu wenig ist. Er wägt die Dinge und macht sie gleich.\nDie Aktion des Edlen zur Herstellung der durch das Zeichen gegebenen\nLage besteht darin, daß er in der steigernden und verringernden Bewegung\nentsprechend den beiden Kernzeichen nach oben geht - Dschen-, wo das\nNiedrige (Kun, Erde) ist: er vermehrt, was zu wenig ist, und umgekehrt\nnach unten geht Kan\n- wo das Hohe (Gen, Berg) ist. So schafft er\nAusgleich.\n-\nAnfangs Sechs:	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit.\nSo verringert der Edle, was zu viel ist, und vermehrt, was\nzu wenig ist. Er wägt die Dinge und macht sie gleich.\nDie Aktion des Edlen zur Herstellung der durch das Zeichen gegebenen\nLage besteht darin, daß er in der steigernden und verringernden Bewegung\nentsprechend den beiden Kernzeichen nach oben geht — Dschen, wo das\nNiedrige (Kun, Erde) ist: er vermehrt, was zu wenig ist, und umgekehrt\nnach unten geht Kan wo das Hohe (Gen, Berg) ist. So schafft er\nAusgleich.	Inmitten der Erde ist ein Berg: das Bild der Bescheidenheit.\nSo verringert der Edle, was zu viel ist, und vermehrt, was\nzu wenig ist. Er wägt die Dinge und macht sie gleich.\nDie Aktion des Edlen zur Herstellung der durch das Zeichen gegebenen\nLage besteht darin, daß er in der steigernden und verringernden Bewegung\nentsprechend den beiden Kernzeichen nach oben geht — Dschen, wo das\nNiedrige (Kun, Erde) ist: er vermehrt, was zu wenig ist, und umgekehrt\nnach unten geht Kan wo das Hohe (Gen, Berg) ist. So schafft er\nAusgleich.	disputed	385-388	zu wenig ist. Er wägt die Dinge und macht sie gleich.\nDie Aktion des Edlen zur Herstellung der durch das Zeichen gegebenen\nLage besteht darin, daß er in der steigernden und verringernden Bewegung\nentsprechend den beiden Kernzeichen nach oben geht — Dschen, wo das\nNiedrige (Kun, Erde) ist: er vermehrt, was zu wenig ist, und umgekehrt\nnach unten geht Kan wo das Hohe (Gen, Berg) ist. So schafft er\nAusgleich.	cerrado	coincide_ninguno
L1_b_comentario	Ein bescheiden-bescheidener Edler ist niedrig, um sich sehr\nzu hüten.\nDie doppelte Bescheidenheit ist durch die doppelte Weichheit, weich auf\nweichem Platz, angedeutet. Das Durchqueren des großen Wassers ist durci\ndas untere Kernzeichen Kan - das vor dem Anfangsstrich liegt, angedeutet.\nHier ist die Bescheidenheit an niedriger Stelle, die nicht übergangen werden\nkann.	Ein bescheiden-bescheidener Edler ist niedrig, um sich sehr\nzu hüten.\nDie doppelte Bescheidenheit ist durch die doppelte Weichheit, weich auf\nweichem Platz, angedeutet. Das Durchqueren des großen Wassers ist durch\ndas untere Kernzeichen Kan das vor dem Anfangsstrich liegt, angedeutet.\nHier ist die Bescheidenheit an niedriger Stelle, die nicht übergangen werden\nkann.\n-	Ein bescheiden-bescheidener Edler ist niedrig, um sich sehr\nzu hüten.\nDie doppelte Bescheidenheit ist durch die doppelte Weichheit, weich auf\nweichem Platz, angedeutet. Das Durchqueren des großen Wassers ist durch\ndas untere Kernzeichen Kan das vor dem Anfangsstrich liegt, angedeutet.\nHier ist die Bescheidenheit an niedriger Stelle, die nicht übergangen werden\nkann.\n-	disputed	385-388	Ein bescheiden-bescheidener Edler ist niedrig, um sich sehr\nzu hüten.\nDie doppelte Bescheidenheit ist durch die doppelte Weichheit, weich auf\nweichem Platz, angedeutet. Das Durchqueren des großen Wassers ist durch\ndas untere Kernzeichen Kan das vor dem Anfangsstrich liegt, angedeutet.\nHier ist die Bescheidenheit an niedriger Stelle, die nicht übergangen werden\nkann.	cerrado	coincide_ninguno
L2_a_oraculo	Sich äußernde Bescheidenheit. Beharrlichkeit bringt Heil.	Ein verdienstvoll-bescheidener Edler bringt zu Ende. Heil.	Sich äußernde Bescheidenheit. Beharrlichkeit bringt Heil.	disputed	385-388	Ein verdienstvoll-bescheidener Edler bringt zu Ende. Heil.	cerrado	coincide_pass04
L2_b_comentario	Sich äußernde Bescheidenheit. Beharrlichkeit bringt Heil."\nEr hat sie mitten im Herzen.\nDer Herr des Zeichens, der den Ton angibt, ist Neun auf drittem Platz.\nDiese zweite Linie nun steht zu ihm in der Beziehung des Zusammenhaltens,\ndarum antwortet sie diesem Ton, äußert sich. Die Linie ist zentral, daher\nhat sie die Bescheidenheit im Zentrum, im Herzen.	Ein verdienstvoll-bescheidener Edler":\nalles Volk fügt sich ihm.\nDas Zeichen Gen, Berg, ist das Zeichen, wo Ende und Anfang sich be-\nrühren. Der Stridi steht auf der Spitze dieses Zeichens, daher der Gedanke\nder Arbeit, die zu Ende führt. Die drei oberen Linien gehören zum Zeichen\nKun, das die Massen und Hingebung bedeutet. Der Yangstrich auf dritter\nStelle ist der dritte Strich des Zeichens Kiän, das Schöpferische, der sich\nauch durch unermüdliche Arbeit auszeichnet.\nDer Meister sprach: "Wenn man sich seiner Mühen nicht rühmt und seine\nVerdienste sich nicht zur Tugend anrechnet, das ist höchste Großzügigkeit."\nDas heißt, daß man sich mit seinen Verdiensten unter andere stellt. In seiner\nArt herrlich, in seinen Sitten ehrfurchtsvoll, ist der Bescheidene äußerst ehr-\nfurchtsvoll, und deshalb vermag er seine Stellung zu wahren.	Ein verdienstvoll-bescheidener Edler":\nalles Volk fügt sich ihm.\nDas Zeichen Gen, Berg, ist das Zeichen, wo Ende und Anfang sich be-\nrühren. Der Stridi steht auf der Spitze dieses Zeichens, daher der Gedanke\nder Arbeit, die zu Ende führt. Die drei oberen Linien gehören zum Zeichen\nKun, das die Massen und Hingebung bedeutet. Der Yangstrich auf dritter\nStelle ist der dritte Strich des Zeichens Kiän, das Schöpferische, der sich\nauch durch unermüdliche Arbeit auszeichnet.\nDer Meister sprach: "Wenn man sich seiner Mühen nicht rühmt und seine\nVerdienste sich nicht zur Tugend anrechnet, das ist höchste Großzügigkeit."\nDas heißt, daß man sich mit seinen Verdiensten unter andere stellt. In seiner\nArt herrlich, in seinen Sitten ehrfurchtsvoll, ist der Bescheidene äußerst ehr-\nfurchtsvoll, und deshalb vermag er seine Stellung zu wahren.	disputed	385-388	Ein verdienstvoll-bescheidener Edler":\nalles Volk fügt sich ihm.\nDas Zeichen Gen, Berg, ist das Zeichen, wo Ende und Anfang sich berühren. Der Stridi steht auf der Spitze dieses Zeichens, daher der Gedanke\nder Arbeit, die zu Ende führt. Die drei oberen Linien gehören zum Zeichen\nKun, das die Massen und Hingebung bedeutet. Der Yangstrich auf dritter\nStelle ist der dritte Strich des Zeichens Kiän, das Schöpferische, der sich\nauch durch unermüdliche Arbeit auszeichnet.\nDer Meister sprach: "Wenn man sich seiner Mühen nicht rühmt und seine\nVerdienste sich nicht zur Tugend anrechnet, das ist höchste Großzügigkeit."\nDas heißt, daß man sich mit seinen Verdiensten unter andere stellt. In seiner\nArt herrlich, in seinen Sitten ehrfurchtsvoll, ist der Bescheidene äußerst ehrfurchtsvoll, und deshalb vermag er seine Stellung zu wahren.	cerrado	coincide_pass04
L3_etiqueta	Neun auf drittem Platz:		Neun auf drittem Platz:	pass02_only	385-388	Neun auf drittem Platz:	cerrado	coincide_pass02
