campo	contenido_de	fuente_captura
hex	59	zeno.org:wilhelm-de-erstes-buch
nombre	DIE AUFLÖSUNG	zeno.org:wilhelm-de-erstes-buch
chinese	渙	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Huan	zeno.org:wilhelm-de-erstes-buch
hex_font	䷺	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Sun, das Sanfte, der Wind	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
intro	59. Huan / DIE AUFLÖSUNG\noben Sun, das Sanfte, der Wind\nunten Kan, das Abgründige, das Wasser\nDer Wind, der oben über das Wasser fährt, zerstreut es und löst es auf in Schaum und Dunst. Darin liegt auch der Gedanke, daß die Lebensenergie, wenn sie sich im Menschen staut (was durch die Eigenschaft des unteren Zeichens als Gefahr angedeutet ist), durch die Sanftheit wieder zerstreut und aufgelöst wird.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Auflösung. Gelingen.\nDer König naht seinem Tempel.\nFördernd ist es, das große Wasser zu durchqueren.\nFördernd ist Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Zeichen hat in seinem Text Ähnlichkeit mit dem Zeichen Tsui, »die Sammlung« (Nr. 45). Dort handelt es sich um Sammlung des Getrennten, wie das Wasser sich in Seen auf der Erde sammelt. Hier handelt es sich um Zerstreuung und Auflösung des trennenden Egoismus. Das Zeichen »die Auflösung« zeigt sozusagen den Weg, der zur Sammlung führt. Daher erklärt sich die Ähnlichkeit des Textes.\n\nZur Überwindung des trennenden Egoismus der Menschen bedarf es der religiösen Kräfte. Die gemeinsame Feier der großen Opferfeste und Gottesdienste, die zugleich den Zusammenhang und die soziale Gliederung von Familie und Staat zum Ausdruck brachten, war das Mittel, das die großen Herrscher anwandten, um die Herzen in gemeinsamer Wallung des Gefühls durch heilige Musik und Pracht der Zeremonien zum Bewußtsein des gemeinsamen Ursprungs aller Wesen zu bringen, wodurch die Trennung überwunden, die Erstarrung aufgelöst wurde. Ein weiteres Mittel ist das Zusammenwirken an gemeinsamen großen Unternehmungen, die dem Willen ein großes Ziel vorhalten und in der Richtung auf dieses Ziel alles Trennende auflösen, wie in einem Schiff, das einen großen Strom durchquert, alle Insassen sich in der gemeinsamen Arbeit einigen müssen.\n\nZu solcher Auflösung der Härte des Egoismus ist aber nur jemand fähig, der selbst von allen egoistischen Nebengedanken frei in Gerechtigkeit und Beständigkeit verharrt.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der Wind fährt über das Wasser: das Bild der Auflösung.\nSo opferten die alten Könige dem Herrn und bauten Tempel.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Wasser beginnt im Herbst und Winter zu erstarren und zu Eis zu gefrieren. Wenn die milden Lüfte des Frühlings kommen, löst sich die Erstarrung, und das in Eisschollen Zerstreute vereinigt sich wieder. So ist es auch mit dem Sinn des Volkes. Durch Härte und Selbstsucht erstarrt das Herz, und in dieser Erstarrung trennt es sich von allem andern. Egoismus und Habsucht isolieren die Menschen. Darum muß eine fromme Rührung das Menschenherz ergreifen. Es muß gelöst werden in heiligen Schauern der Ewigkeit, die es erschüttern durch die Ahnung des gemeinsamen Schöpfers aller Wesen und einigen durch die Macht der Gemeinschaftsgefühle bei der heiligen Feier der Anbetung des Göttlichen.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Er bringt Hilfe mit der Macht eines Pferdes.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Hier handelt es sich darum, daß, noch ehe die Trennung vollzogen ist, die ersten Anfänge dazu überwunden werden; daß die Wolken zerstreut werden, noch ehe Sturm und Regen eingetreten sind. In solchen Zeiten, da geheime Abweichungen der Stimmungen auftreten und gegenseitige Mißverständnisse die Folge sind, muß man rasch und stark handeln, um diese Mißverständnisse und das gegenseitige Mißtrauen aufzulösen.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Bei der Auflösung läuft er seiner Stütze zu.\nDie Reue schwindet.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Wenn man in sich selbst die Anfänge der Entfremdung von andern, des Menschenhasses und der Mißstimmung entdeckt, dann gilt es, diese Stockungen zu zerstreuen. Man muß sich innerlich aufmachen, seiner Stütze zueilen. Eine solche Stütze des Menschen liegt nie im Haß, sondern immer in einer gemäßigten und gerechten, mit Wohlwollen gepaarten Beurteilung der Menschen. Wenn man diesen freien Blick auf die Menschheit wieder gewinnt, unter Zerstreuung alles schwarzgalligen Unmuts, verschwindet aller Anlaß zur Reue.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Er löst sein Ich auf. Keine Reue.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Die Arbeit kann unter Umständen so schwer werden, daß man nicht mehr an sich selbst denken kann. Man muß die eigene Person vollkommen auf die Seite setzen, alles zerstreuen, was das Ich trennend um sich sammeln möchte. Nur auf der Grundlage eines großen Verzichtes gewinnt man die Kraft zu großen Leistungen. Dadurch, daß man sein Ziel außer sich hat in einer großen Sache, kann man diesen Standpunkt gewinnen.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	O Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Er löst sich von seiner Schar. Erhabenes Heil!\nDurch Auflösung folgt Anhäufung.\nDas ist etwas, an das Gewöhnliche nicht denken.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Wenn man an einer Aufgabe arbeitet, die ins große Ganze geht, muß man alle Privatfreundschaften beiseite lassen. Nur wenn man über den Parteien steht, leistet man etwas Ausschlaggebendes. Wer diesen Verzicht auf das Nahe wagt, wird die Fernen gewinnen. Aber man muß einen weiten Überblick über die Zusammenhänge des Lebens haben, wie ihn nur ungewöhnliche Menschen erlangen, um diesen Standpunkt verstehen zu können.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Auflösend wie Schweiß sind seine lauten Rufe.\nAuflösung! Ein König weilt ohne Makel.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	In Zeiten allgemeiner Auflösung und Trennung ist ein großer Gedanke der Organisationspunkt der Genesung. Wie eine Krankheit durch lösenden Schweiß ihre Krise findet, so ist in Zeiten allgemeiner Stockung ein großer, suggestiver Gedanke eine wahre Erlösung. Die Menschen haben etwas, um das sie sich sammeln können, einen herrschenden Mann, der die Mißverständnisse zerstreuen kann.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Er löst sein Blut auf.\nWeggehen, Sichfernhalten, Hinausgehen ist ohne Makel.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Das Auflösen des Blutes bedeutet auflösen, was Blut und Wunden bringen könnte, die Gefahr vermeiden. Es ist hier aber nicht der Gedanke ausgesprochen, daß man nur für sich selbst Schwierigkeiten umgeht, sondern der, daß man die Seinen rettet, ihnen hilft wegzugehen, noch ehe die Gefahr da ist, sich fernzuhalten von einer schon vorhandenen Gefahr und den Ausweg zu finden aus einer Gefahr, die sie schon ergriffen hat. Auf diese Weise tut man das Rechte.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
