campo	contenido_de	fuente_captura
hex	49	zeno.org:wilhelm-de-erstes-buch
nombre	DIE UMWÄLZUNG (DIE MAUSERUNG)	zeno.org:wilhelm-de-erstes-buch
chinese	革	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Go	zeno.org:wilhelm-de-erstes-buch
hex_font	䷰	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dui, das Heitere, der See.	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Li, das Haftende, das Feuer	zeno.org:wilhelm-de-erstes-buch
intro	49. Go / DIE UMWÄLZUNG (DIE MAUSERUNG)\noben Dui, das Heitere, der See.\nunten Li, das Haftende, das Feuer\nDas Zeichen bedeutet ursprünglich ein Tierfell, das sich im Lauf des Jahres durch Mauserung ändert. Von da aus wird das Wort übertragen auf die Mauserungen im Staatsleben, die großen Umwälzungen, die mit einem Regierungswechsel verbunden sind. Die beiden Figuren, aus denen das Zeichen sich zusammensetzt, sind wie bei Kui, »der Gegensatz« (Nr. 38), die beiden jüngeren Töchter Li und Dui. Aber während dort die ältere der  beiden oben steht und sich daraus im wesentlichen nur ein Gegensatz der Tendenzen ergibt, ist hier die jüngere oben, und die Wirkungen gehen gegeneinander, die Kräfte bekämpfen sich wie Feuer und Wasser (See), von denen jedes das andere zu vernichten strebt. Daher der Gedanke der Umwälzung.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Umwälzung.\nAm eigenen Tag, da findest du Glauben.\nErhabenes Gelingen, fördernd durch Beharrlichkeit.\nDie Reue schwindet.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Staatliche Umwälzungen sind etwas überaus Schweres. Man darf sie nur im äußersten Notfall, wenn kein anderer Ausweg übrig ist, vornehmen. Nicht jeder ist dazu berufen, sondern nur der, der das Vertrauen des Volkes hat, und auch der erst dann, wenn die Zeit erfüllt ist. Man muß dabei in der rechten Weise vorgehen, daß man das Volk erfreut und durch Aufklärung Ausschreitungen verhindert. Man muß dabei ferner ganz frei von selbstsüchtigen Zielen ein und muß wirklich der Not des Volkes abhelfen. Nur dann hat man nichts zu bereuen. Die Zeiten ändern sich und mit ihnen die Anforderungen. So ändern sich die Jahreszeiten im Lauf des Jahres. So gibt es auch im Weltenjahr Frühling und Herbst der Völker und Nationen, die gesellschaftliche Umgestaltungen erfordern.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Im See ist Feuer: das Bild der Umwälzung.\nSo ordnet der Edle die Zeitrechnung\nund macht die Zeiten klar.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Feuer unten und der See oben bekämpfen und vernichten einander. So findet im Lauf des Jahres auch ein Kampf der lichten und der dunklen Kraft statt, der sich in den Umwälzungen der Jahreszeiten auswirkt. Der Mensch wird Herr über den Wechsel der Natur, wenn er seine Regelmäßigkeit erkennt und den Zeitverlauf entsprechend einteilt. Dadurch kommt Ordnung und Klarheit in den scheinbar chaotischen Wechsel der Zeiten, und man kann sich schon im voraus auf die Erfordernisse der verschiedenen Zeiten einstellen.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Man wird eingewickelt in das Fell einer gelben Kuh.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Änderungen darf man erst unternehmen, wenn es nicht mehr anders möglich ist. Darum ist zunächst äußerste Zurückhaltung nötig. Man muß innerlich ganz fest werden, sich mäßigen – Gelb ist die Farbe der Mitte, die Kuh ist das Symbol der Fügsamkeit – und zunächst noch nichts unternehmen; denn jedes vorzeitige Losschlagen hat üble Folgen.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Am eigenen Tage, da mag man umwälzen.\nAufbruch bringt Heil. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Wenn man alles versucht hat, um die Verhältnisse zu reformieren, ohne daß es einen Erfolg hatte, dann ergibt sich die Notwendigkeit einer Revolution. Allein eine solche tiefgreifende Umwälzung muß wohl vorbereitet sein. Es muß ein Mann da sein, der die Fähigkeiten und das öffentliche Vertrauen besitzt. Einem solchen Mann mag man sich dann zuwenden. Das bringt Heil und ist kein Fehler. Es handelt sich zunächst erst um die innere Stellung zu dem Neuen, das kommen muß. Man muß ihm gleichsam entgegengehen. Nur dadurch wird es vorbereitet.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Aufbruch bringt Unheil. Beharrlichkeit bringt Gefahr.\nWenn die Rede von der Umwälzung dreimal ergangen ist,	zeno.org:wilhelm-de-erstes-buch
L3_comentario	dann mag man sich ihm zuwenden und wird Glauben finden.\n\nWenn Wechsel nötig ist, dann gibt es zwei Fehler, die man vermeiden muß. Der eine ist zu rasches und rücksichtsloses Vorgehen, das mit Unheil verbunden ist. Der andere ist überkonservatives Zögern, das ebenfalls gefährlich ist. Man darf nicht auf jede Rede hören, die nach Änderung des Bestehenden ruft. Aber man darf wiederholte und wohlbegründete Beschwerden auch nicht überhören. Wenn dreimal das Wort vom Wechsel an einen kommt und man es wohl überlegt hat, dann mag man ihm Glauben schenken und darauf eingehen. Dann wird man Glauben finden und etwas erreichen.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Die Reue schwindet. Man findet Glauben.\nDie Staatsordnung zu wechseln, bringt Heil.	zeno.org:wilhelm-de-erstes-buch
