campo	contenido_de	fuente_captura
hex	26	zeno.org:wilhelm-de-erstes-buch
nombre	DES GROSSEN ZÄHMUNGSKRAFT	zeno.org:wilhelm-de-erstes-buch
chinese	大畜	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Da Tschu	zeno.org:wilhelm-de-erstes-buch
hex_font	䷙	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Gen, das Stillehalten, der Berg	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
intro	26. Da Tschu / DES GROSSEN ZÄHMUNGSKRAFT\noben Gen, das Stillehalten, der Berg\nunten Kiën, das Schöpferische, der Himmel\nDas »Schöpferische« wird durch das »Stillehalten« bezähmt. Das gibt eine große Kraft, ganz anders als bei Nr. 9, wo nur das »Sanfte« das »Schöpferische« bezähmt. Während dort ein schwacher Strich die fünf Starken bezähmen soll, sind es hier zwei, außer dem Minister auch noch der Fürst. Darum ist ihre Zähmungskraft weit stärker. Eine dreifache Bedeutung liegt in dem Zeichen: der Himmel inmitten des Bergs gibt den Gedanken des Festhaltens = Beisammenhaltens; das Zeichen Gen, welches das Zeichen Kiën stillhält, gibt den Gedanken des Festhaltens = Zurückhaltens. Indem schließlich ein starker Strich oben der Herr des Zeichens ist, der als Weiser geehrt und gepflegt wird, so ergibt sich hieraus der Gedanke des Festhaltens = Pflege, Ernährung. Der letzte Gedanke kommt namentlich bei dem Herrn des Zeichens, dem starken oberen Strich, der den Weisen repräsentiert, zur Geltung.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Des Großen Zähmungskraft. Fördernd ist Beharrlichkeit.\nNicht zu Hause essen bringt Heil.\nFördernd ist es, das große Wasser zu durchqueren.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Zum Festhalten und Ansammeln von großen, schöpferischen Kräften, wie es in dem Zeichen dargestellt ist, bedarf es eines starken, klaren Mannes, der vom Herrscher geehrt wird. Das Zeichen Kiën deutet auf starke Schöpferkraft, das Zeichen Gen auf Festigkeit und Wahrheit, beide deuten auf Licht und Klarheit und auf tägliche Erneuerung des Charakters. Nur durch eine solche tägliche Selbsterneuerung bleibt man auf der Höhe der Kraft. Während in ruhiger Zeit die Macht der Gewohnheit behilflich ist zur Ordnung, kommt es in solch großen Zeiten der Kraftansammlung ganz auf die Macht der Persönlichkeit an. Aber weil die Würdigen geehrt werden, wie die starke Persönlichkeit, die vom Herrscher mit der Leitung betraut ist, beweist, darum ist es günstig, nicht zu Hause zu essen, sondern in der Öffentlichkeit durch Übernahme eines Amtes sein Brot zu verdienen. Man ist im Einklang mit dem Himmel; darum gelingen auch schwere, gefahrvolle Unternehmungen, wie das Durchqueren des großen Wassers.	zeno.org:wilhelm-de-erstes-buch
