campo	contenido_de	fuente_captura
hex	1	zeno.org:wilhelm-de-erstes-buch
nombre	DAS SCHÖPFERISCHE	zeno.org:wilhelm-de-erstes-buch
chinese	乾	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Kiën	zeno.org:wilhelm-de-erstes-buch
hex_font	䷀	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
intro	1. Kiën / DAS SCHÖPFERISCHE\noben Kiën, das Schöpferische, der Himmel\nunten Kiën, das Schöpferische, der Himmel\nDas Zeichen besteht aus sechs ungeteilten Strichen. Die ungeteilten Striche entsprechen der lichten, starken, geistigen, tätigen Urkraft. Das Zeichen ist ganz einheitlich stark in seiner Natur. Da ihm keinerlei Schwäche anhaftet, ist es seiner Eigenschaft nach die Kraft. Sein Bild ist der Himmel. Die Kraft wird dargestellt als nicht gebunden an bestimmte räumliche Verhältnisse. Darum wird sie aufgefaßt als Bewegung. Als Grundlage dieser Bewegung kommt die Zeit in Betracht. So ist denn auch die Macht der Zeit und die Macht des Beharrens in der Zeit, die Dauer, in dem Zeichen begriffen.\n\nBei der Erklärung des Zeichens ist durchgehend eine doppelte Deutung zu berücksichtigen: die makrokosmische und die Wirkung in der Menschenwelt. Auf das Weltgeschehen angewandt ist in dem Zeichen das starke schöpferische Wirken der Gottheit ausgedrückt. Auf die Menschenwelt angewandt bezeichnet es das schöpferische Wirken des Heiligen und Weisen, des Herrschers und Führers der Menschen, der ihr höheres Wesen durch seine Kraft weckt und entwickelt.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Schöpferische wirkt erhabenes Gelingen,\nfördernd durch Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Dem ursprünglichen Sinne nach gehören die Eigenschaften paarweise zusammen. Für den, der dies Orakel gewinnt, bedeutet das, daß ihm Gelingen aus den Urtiefen des Weltgeschehens zuteil werden wird und daß alles darauf ankommt, daß er allein durch Beharrlichkeit im Rechten sein und anderer Glück sucht.\n\nSehr früh hat sich das Nachdenken den vier Eigenschaften in ihrer Sonderbedeutung zugewandt. Das chinesische Wort, das mit »erhaben« wiedergegeben ist, bedeutet »Haupt, Ursprung,  groß«. Darum heißt es in der Erklärung des Kungtse: »Groß wahrlich ist die Ursprungskraft des Schöpferischen, alle Wesen verdanken ihm ihren Anfang. Und diese Kraft durchdringt den ganzen Himmel.« Denn diese erste Eigenschaft geht auch durch die drei andern hindurch.\n\nDer Anfang aller Dinge liegt sozusagen noch im Jenseitigen in der Form von Ideen, die erst zur Verwirklichung kommen müssen. Aber im Schöpferischen liegt auch die Kraft, diesen Urbildern der Ideen Gestalt zu verleihen. Das wird in dem Wort »Gelingen« bezeichnet. Dieser Vorgang wird dargestellt unter einem Bild der Natur. »Die Wolken gehen, und der Regen wirkt, und alle einzelnen Wesen strömen in ihre Gestalt ein.«\n\nAuf das menschliche Gebiet übertragen zeigen diese Eigenschaften dem großen Mann den Weg zu großem Erfolg: »Indem er in großer Klarheit die Ursachen und Wirkungen schaut, vollendet er zur rechten Zeit die sechs Stufen und steigt zur rechten Zeit auf ihnen wie auf sechs Drachen empor zum Himmel.« Die sechs Stufen sind die sechs Einzelpositionen des Zeichens, die weiter unten unter dem Bild von Drachen dargestellt werden. Als Weg zum Erfolg ist hier das Erkennen und Verwirklichen des Weltsinnes bezeichnet, der als durchlaufendes Gesetz durch Ende und Anfang alle zeitlich bedingten Erscheinungen bewirkt. So wird jede erreichte Stufe zugleich die Vorbereitung für die nächste, und die Zeit ist dann kein Hemmnis mehr, sondern das Mittel der Verwirklichung des Möglichen.\n\nNachdem durch die beiden Eigenschaften erhaben und Gelingen der Schöpfungsakt zum Ausdruck kam, wird im Anschluß an die beiden Ausdrücke »fördernd«, d.h. wörtlich »schaffend, was das dem Wesen Entsprechende ist«, und »beharrlich«, d.h. wörtlich »recht und fest«, das Werk der Erhaltung als fortlaufend sich verwirklichende Ausgestaltung aufgezeigt. »Der Lauf des Schöpferischen verändert und gestaltet die Wesen, bis jedes seine rechte, ihm bestimmte Natur erlangt, dann bewahrt er sie in Übereinstimmung mit dem großen Gleichmaß. So zeigt er sich fördernd durch Beharrlichkeit.«\n\nAuf das menschliche Gebiet übertragen ergibt sich hieraus, wie der große Mann durch seine ordnende Tätigkeit der Welt Frieden und Sicherheit bringt: »Indem er sich mit seinem Haupt erhebt über die Menge der Wesen, kommen alle Lande zusammen in Ruhe.«\n\nEine andere Spekulation geht mit der Trennung der Worte »erhaben, Gelingen, fördernd, beharrlich« noch weiter und setzt  sie in Parallele mit den vier menschli chen Kardinaltugenden: Der »Erhabenheit«, die zugleich als Grundprinzip alle andern Eigenschaften einschließt, wird die Liebe zugeordnet. Der Eigenschaft »Gelingen« wird die Sitte zugeordnet, die die Äußerungen der Liebe ordnet, organisiert und darum erfolgreich macht. Der Eigenschaft »fördernd« wird die Gerechtigkeit zugeordnet, die Zustände schafft, in denen jeder das seinem Wesen Entsprechende, was ihm gebührt und sein Glück ausmacht, erhält. Der Eigenschaft der »Beharrlichkeit« wird die Weisheit zugeordnet, die die festen Gesetze alles Geschehens erkennt und darum dauernde Zustände zu schaffen vermag.\n\nDiese Spekulationen, die schon in dem Aufsatz Wen Yen im zweiten Teil des Buchs der Wandlungen angeregt sind, haben dann die Brücke gebildet, auf der die Philosophie der fünf Wandlungsstufen (Elemente), die im Buch der Urkunden verankert ist, mit der Philosophie des Buchs der Wandlungen, die rein auf der polaren Zweiheit von positiven und negativen Prinzipien beruht, kombiniert wurde, wodurch dann im Lauf der Zeit einer immer weiter gehenden Zahlensymbolik die Tür geöffnet wurde.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Des Himmels Bewegung ist kraftvoll.\nSo macht der Edle sich stark und unermüdlich.	zeno.org:wilhelm-de-erstes-buch
