campo	contenido_de	fuente_captura
hex	19	zeno.org:wilhelm-de-erstes-buch
nombre	DIE ANNÄHERUNG	zeno.org:wilhelm-de-erstes-buch
chinese	臨	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Lin	zeno.org:wilhelm-de-erstes-buch
hex_font	䷒	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
intro	19. Lin / DIE ANNÄHERUNG\noben Kun, das Empfangende, die Erde\nunten Dui, das Heitere, der See\nDas chinesische Wort Lin hat eine Reihe von Bedeutungen, die in einem einzigen deutschen Wort sich nicht erschöpfen lassen. Die alten Erklärungen des Buches der Wandlungen geben als erste Bedeutung »Großwerden« an. Was groß wird, sind die beiden starken Striche, die von unten her in das Zeichen hineinwachsen. Mit ihnen dehnt sich die lichte Kraft aus. Von da aus geht der Gedanke weiter zu dem Begriff der Annäherung, und zwar der Annäherung des Starken, Höherstehenden an das Niedrige. Es bedeutet dann schließlich auch die Herablassung eines Höheren gegen das Volk, ferner die Inangriffnahme der Geschäfte. Das Zeichen ist dem zwölften Monat (Januar-Februar) zugeordnet, da nach der Sonnenwende die lichte Kraft schon wieder im Aufsteigen begriffen ist.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Annäherung hat erhabenes Gelingen.\nFördernd ist Beharrlichkeit.\nKommt der achte Monat, so gibt's Unheil.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Zeichen als Ganzes deutet auf eine Zeit hoffnungsfrohen Fortschritts. Der Frühling naht. Freude und Nachgiebigkeit bringen Hohe und Niedrige einander näher. Erfolg ist gewiß. Nur bedarf es der entschlossenen und beharrlichen Arbeit, um die Gunst der Zeit voll auszunützen. Und noch eins: Die Frühlingszeit dauert nicht ewig. Im achten Monat sind die Aspekten umgekehrt. Da sind nur noch zwei starke, lichte Linien übrig, die aber nicht im Vordringen, sondern im Rückzug sind (vgl. das  nächste Zeichen). Diesen Umschlag gilt es rechtzeitig zu bedenken. Wenn man so dem Übel begegnet, ehe es noch in die Erscheinung getreten ist, ja noch ehe es sich zu regen begonnen hat, so wird man seiner Meister werden.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Oberhalb des Sees ist die Erde: das Bild der Annäherung.\nSo ist der Edle in seiner Absicht zu lehren unerschöpflich\nund im Ertragen und Schützen des Volkes ohne Grenzen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Die Erde grenzt von oben an den See, das ist das Bild der Annäherung und Herablassung des Höheren gegen die Tieferstehenden. Aus den beiden Teilen des Bildes ergibt sich sein Verhalten zu diesen Menschen. Wie der See unerschöpfliche Tiefe zeigt, so ist der Weise unerschöpflich in seiner Bereitschaft, die Menschen zu belehren; und wie die Erde grenzenlos weit ist und alle Geschöpfe trägt und hegt, so trägt und hegt der Weise die Menschen, ohne durch Grenzen irgendwelcher Art einen Teil der Menschheit auszuschließen.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	O Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Gemeinsame Annäherung. Beharrlichkeit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
