campo	contenido_de	fuente_captura
hex	21	zeno.org:wilhelm-de-erstes-buch
nombre	DAS DURCHBEISSEN	zeno.org:wilhelm-de-erstes-buch
chinese	噬嗑	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Schï Ho	zeno.org:wilhelm-de-erstes-buch
hex_font	䷔	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Li, das Haftende, das Feuer	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
intro	21. Schï Ho / DAS DURCHBEISSEN\noben Li, das Haftende, das Feuer\nunten Dschen, das Erregende, der Donner\nDas Zeichen stellt einen geöffneten Mund dar (vgl. Nr. 27, I), zwischen dessen Zähnen ein Hindernis ist (an vierter Stelle). Infolge davon lassen sich die Lippen nicht vereinigen. Um eine Vereinigung herbeizuführen, bedarf es des energischen Durchbeißens des Hindernisses. Das Zeichen besteht ferner aus den Zeichen für Donner und Blitz, um anzudeuten, wie Hindernisse in der Natur gewaltsam beseitigt werden. Das energische Durchbeißen überwindet das Hindernis der Vereinigung im Mund. Das Gewitter mit Donner und Blitz überwindet die störende Spannung in der Natur. Prozeß und Strafe überwinden die Störungen des harmonischen Zusammenlebens durch Verbrecher und Verleumder. Im Unterschied zu dem Zeichen Nr. 6, der Streit, wo es sich um Zivilprozesse handelt, ist hier der Strafprozeß behandelt.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Durchbeißen hat Gelingen.\nFördernd ist es, Gericht walten zu lassen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Wenn ein Hindernis der Vereinigung entgegensteht, so schafft energisches Durchbeißen Erfolg. Das gilt in allen Verhältnissen. Immer wird die Einheit, wo sie nicht zustande kommt, durch einen Zwischenträger und Verräter, durch einen Hindernden und Hemmenden aufgehalten. Da muß man energisch durchgreifen, damit kein dauernder Schade entsteht. Solche bewußten Hinderungen verschwinden nicht von selbst. Gericht und Strafe sind nötig zur Abschreckung bzw. Beseitigung.\n\nAber es gilt dabei in der rechten Weise vorzugehen. Das Zeichen ist aus Li, Klarheit, und Dschen, Erregung, zusammengesetzt. Li ist weich, Dschen ist hart. Bloße Härte und Erregung wäre zu heftig im Strafen. Bloße Klarheit und Weichheit wäre zu schwach. Beides vereint schafft das rechte Maß. Wichtig ist, daß der entscheidende Mann, der durch den fünften Strich repräsentiert ist, seiner Natur nach milde ist, während er durch seine Stellung ehrfurchtgebietend wirkt.	zeno.org:wilhelm-de-erstes-buch
