campo	contenido_de	fuente_captura
hex	38	zeno.org:wilhelm-de-erstes-buch
nombre	DER GEGENSATZ	zeno.org:wilhelm-de-erstes-buch
chinese	睽	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Kui	zeno.org:wilhelm-de-erstes-buch
hex_font	䷥	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Li, das Haftende, die Flamme	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
intro	38. Kui / DER GEGENSATZ\noben Li, das Haftende, die Flamme\nunten Dui, das Heitere, der See\nDas Zeichen besteht aus dem oberen Urzeichen Li, die Flamme, die nach oben flammt, und dem Urzeichen Dui, der See, unten, der nach unten sickert. Diese Bewegungen stehen zueinander im Gegensatz. Ferner ist Li die zweite und Dui die jüngste Tochter. Obwohl sie im selben Hause wohnen, gehören sie doch verschiedenen Männern an, und ihr Wille ist daher nicht gemeinsam, sondern auf Gegensätzliches gerichtet.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Der Gegensatz. In kleinen Sachen Heil.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Wenn die Menschen in Gegensatz und Entfremdung leben, so läßt sich ein großes gemeinsames Werk nicht ausführen. Die Gesinnungen gehen zu weit auseinander. Vor allem darf man nicht schroff vorgehen, wodurch der Gegensatz nur noch verschärft würde, sondern muß sich auf allmähliche Wirkungen im kleinen beschränken. Hier ist noch Heil zu erwarten, da die Lage so ist, daß der Gegensatz nicht jede Verständigung ausschließt.\n\nDer Gegensatz, der im allgemeinen als Hemmung erscheint, hat als polarer Gegensatz innerhalb eines umfassenden Ganzen auch seine guten und wichtigen Funktionen.\n\nDie Gegensätze zwischen Himmel und Erde, Geist und Natur, Mann und Weib bewirken durch ihren Ausgleich die Schöpfung und Fortpflanzung des Lebens. In der sichtbaren Welt der Dinge ermöglicht der Gegensatz eine Sonderung in Arten, durch die Ordnung in die Welt kommt.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Oben das Feuer, unten der See:\ndas Bild des Gegensatzes.\nSo behält der Edle bei aller Gemeinschaft seine Besonderheit.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wie die beiden Elemente Feuer und Wasser, auch wenn sie beisammen sind, sich nie vermischen, sondern ihre eigene Natur behalten, so wird der gebildete Mensch auch durch Verkehr und gemeinsame Interessen mit anders gearteten Menschen sich nie dahin bringen lassen, daß er sich gemein macht, sondern er wird bei aller Gemeinsamkeit doch immer seine Eigenart wahren.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Die Reue schwindet.\nWenn du dein Pferd verlierst, so lauf ihm nicht nach.\nEs kommt von selber wieder.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Wenn du böse Menschen siehst, so hüte dich vor Fehlern.\n\nAuch in Zeiten des Gegensatzes kann man so handeln, daß man frei von Fehlern bleibt, so daß die Reue schwindet. Man darf bei beginnendem Gegensatz die Einheit nicht erzwingen wollen; dadurch würde man nur das Gegenteil erreichen, wie ein Pferd sich immer weiter entfernt, wenn man ihm nachläuft. Ist es unser Pferd, so kann man es ruhig laufen lassen: es kommt von selber wieder. So kommt auch ein Mensch, der zu uns gehört und infolge eines Mißverständnisses sich augenblicklich von uns entfernt,  von selber wieder, wenn man ihn machen läßt. Auf der anderen Seite gilt es vorsichtig sein, wenn böse Menschen, die nicht zu uns gehören, sich herbeidrängen – auch infolge eines Mißverständnisses. Hier gilt es, Fehler zu vermeiden: sie nicht gewaltsam entfernen wollen, wodurch erst recht Feindschaft entstünde, sondern sie einfach dulden. Sie ziehen sich schon von selbst zurück.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Man begegnet seinem Herrn in enger Gasse.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Infolge der Mißverständnisse ist es nicht möglich, daß Menschen, die ihrer Art nach zusammengehören, auf ganz korrekte Weise zusammenkommen. Da mag denn ein zufälliges Zusammentreffen unter unformellen Umständen auch hingehen, wenn nur die innere Zusammengehörigkeit vorhanden ist.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Man sieht den Wagen nach hinten gezerrt,\ndie Rinder festgehalten,\ndem Menschen Haare und Nase abgeschnitten.\nKein guter Anfang, aber ein gutes Ende.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Manchmal sieht es so aus, als ob sich alles gegen einen verschworen habe; man sieht sich im Fortschritt gehemmt und zurückgehalten, man sieht sich beschimpft und verletzt (Abschneiden von Haaren und Nase war eine schwere, entehrende Strafe). Aber man darf sich dann nicht irremachen lassen, sondern muß trotz dieser Gegensätze festhalten an dem Menschen, mit dem man sich zusammengehörig weiß. So wird trotz des schlechten Anfangs das Ende schließlich gut werden.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Durch Gegensatz vereinsamt,\ntrifft man auf einen Gleichgesinnten,\nmit dem man in Treuen verkehren kann.\nTrotz der Gefahr kein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Wenn man in einer Gesellschaft ist, von der man durch einen inneren Gegensatz getrennt ist, so kommt man in Vereinsamung. Aber wenn man in solcher Lage einen Menschen trifft, der ursprünglich seinem ganzen Wesen nach zu einem gehört, dem man sein volles Vertrauen schenken kann, dann überwindet man alle Gefahren der Vereinsamung. Unser Wille hat Erfolg, und man wird frei von Fehlern.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Die Reue schwindet.\nDer Gefährte beißt sich durch die Hülle.\nWenn man hingeht zu ihm, wie wäre das ein Fehler?	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Man findet einen treuen Menschen, den man in der allgemeinen Entfremdung zuerst verkennt. Aber er beißt sich durch die trennenden Hüllen durch. Da ist es nun für den, dem dieser Gefährte sich in seinem wahren Wesen zeigt, Pflicht, ihm entgegenzugehen und mit ihm zusammenzuarbeiten.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Durch Gegensatz vereinsamt, sieht man seinen Gefährten\nwie ein schmutzbeladenes Schwein,\nwie einen Wagen voll Teufel.\nErst spannt man den Bogen nach ihm,\ndann legt man den Bogen weg.\nNicht Räuber er ist, will freien zur Frist.\nBeim Hingehen fällt Regen, dann kommt Heil.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Hier ist die Vereinsamung durch Mißverständnisse, nicht durch die äußeren Verhältnisse, sondern durch innere Zustände bedingt. Man verkennt seine besten Freunde, hält sie für unrein wie ein schmutziges Schwein und für gefährlich wie einen Wagen voll Teufel. Man setzt sich in Verteidigungsstellung. Aber schließlich erkennt man seinen Irrtum, legt den Bogen weg und merkt, daß der andere in bester Absicht zu enger Verbindung kommt. So löst sich die Spannung. Die Vereinigung löst den Gegensatz, wie der fallende Regen die Schwüle vor dem Gewitter ablöst. Alles geht gut, denn der Gegensatz schlägt gerade auf seiner Höhe in sein Gegenteil um.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
