campo	contenido_de	fuente_captura
hex	16	zeno.org:wilhelm-de-erstes-buch
nombre	DIE BEGEISTERUNG	zeno.org:wilhelm-de-erstes-buch
chinese	豫	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Yü	zeno.org:wilhelm-de-erstes-buch
hex_font	䷏	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
intro	16. Yü / DIE BEGEISTERUNG\noben Dschen, das Erregende, der Donner\nunten Kun, das Empfangende, die Erde\nDie starke Linie auf viertem Platz, dem Platz des leitenden Beamten, findet bei allen den andern schwachen Linien Entgegenkommen und Gehorsam. Das obere Urzeichen, Dschen, hat die Bewegung zur Eigenschaft, das untere, Kun, den Gehorsam, die Hingebung. Es wird also eine Bewegung begonnen, die auf Hingebung stößt und daher mitreißend, begeisternd wirkt. Von großer Bedeutung ist ferner das Gesetz von der Bewegung auf der Linie des geringsten Widerstandes, das in diesem Zeichen ausgesprochen ist als Gesetz für Naturgeschehen und Menschenleben.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Begeisterung. Fördernd ist es,\nGehilfen einzusetzen und Heere marschieren zu lassen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Die Zeit der Begeisterung beruht darauf, daß ein bedeutender Mann da ist, der in Fühlung mit der Volksseele ist und in Übereinstimmung mit ihr handelt. Darum findet er allgemeinen, willigen Gehorsam. Um Begeisterung zu wecken, ist es daher nötig, daß man sich mit seinen Anordnungen nach der Natur der Geführten richtet. Auf dieser Regel der Bewegung auf der Linie des geringsten Widerstandes beruht die Unverbrüchlichkeit der Naturgesetze. Sie sind nicht etwas außerhalb der Dinge, sondern die den Dingen immanente Harmonie der Bewegung. Darum weichen die Himmelskörper nicht ab von ihren Bahnen, und alles Naturgeschehen vollzieht sich in fester Regelmäßigkeit. In ähnlicher Weise liegen die Dinge auch in der menschlichen Gesellschaft. Auch hier werden sich nur solche Gesetze durchführen lassen, die im Volksempfinden ihre Wurzel haben, während Gesetze, die diesem Empfinden widersprechen, nur Erbitterung wecken.\n\nDie Begeisterung ermöglicht dann auch, Gehilfen einzusetzen zur Durchführung der Arbeiten, ohne daß geheime Gegenwirkungen zu befürchten sind. Die Begeisterung ist es auch, die Massenbewegungen, wie im Krieg, so zu vereinheitlichen vermag, daß sie den Sieg erlangen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der Donner kommt aus der Erde hervorgetönt:\ndas Bild der Begeisterung.\nSo machten die alten Könige Musik,\num die Verdienste zu ehren,\nund brachten sie herrlich dem höchsten Gotte dar,\nindem sie ihre Ahnen dazu einluden.	zeno.org:wilhelm-de-erstes-buch
