campo	contenido_de	fuente_captura
hex	5	zeno.org:wilhelm-de-erstes-buch
nombre	DAS WARTEN (DIE ERNÄHRUNG)	zeno.org:wilhelm-de-erstes-buch
chinese	需	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Sü	zeno.org:wilhelm-de-erstes-buch
hex_font	䷄	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
intro	5. Sü / DAS WARTEN (DIE ERNÄHRUNG)\noben das Abgründige, das Wasser\nunten das Schöpferische, der Himmel\nAlle Wesen bedürfen der Nahrung von oben. Aber das Spenden der Speise hat seine Zeit, die man erwarten muß. Das Zeichen zeigt die Wolken am Himmel, die Regen spenden, der alles Gewächs erfreut und den Menschen mit Speise und Trank versieht. Dieser Regen wird kommen zu seiner Zeit. Man kann ihn nicht erzwingen, sondern muß darauf warten. Der Gedanke des Wartens wird außerdem nahegelegt durch die Eigenschaften der beiden Urzeichen: innen Stärke, davor Gefahr. Stärke vor Gefahr überstürzt sich nicht, sondern kann warten, während Schwäche vor Gefahr in Aufregung gerät und nicht die Geduld zum Warten hat.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Warten.\nWenn du wahrhaftig bist, so hast du Licht und Gelingen.\nBeharrlichkeit bringt Heil.\nFördernd ist es, das große Wasser zu durchqueren.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Warten ist kein leeres Hoffen. Es hat die innere Gewißheit, sein Ziel zu erreichen. Nur diese innere Gewißheit gibt das Licht, das allein zum Gelingen führt. Das führt zur Beharrlichkeit, die Heil bringt und die Kraft verleiht, das große Wasser zu durchqueren.\n\nEine Gefahr liegt vor einem, die überwunden werden muß. Schwäche und Ungeduld vermögen nichts. Nur wer stark ist, wird mit seinem Schicksal fertig, denn er kann infolge der inneren Sicherheit ausharren. Diese Stärke zeigt sich in unerbittlicher Wahrhaftigkeit. Nur wenn man den Dingen, so wie sie sind, ins Auge zu schauen vermag, ohne jeden Selbstbetrug und Illusion, entwickelt sich aus den Ereignissen ein Licht, das den Weg zum Gelingen erkennen läßt. Auf diese Erkenntnis muß entschlossen beharrliches Handeln folgen; denn nur, wenn man entschlossen seinem Schicksal entgegengeht, wird man damit fertig. Dann kann man das große Wasser durchqueren, d.h. die Entscheidung treffen und die Gefahr bestehen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Wolken steigen am Himmel auf: das Bild des Wartens.\nSo ißt und trinkt der Edle und ist heiter und guter Dinge.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn die Wolken am Himmel aufsteigen, so ist das ein Zeichen, daß es regnen wird. Da läßt sich dann weiter nichts machen als warten, bis der Regen fällt. So ist es auch im Leben, wenn ein Schicksal sich vorbereitet. Solange die Zeit noch nicht erfüllt ist, soll man nicht sorgen und durch eigenes Machen und Eingreifen die Zukunft gestalten wollen, sondern in Ruhe Kraft sammeln durch Essen und Trinken für den Leib, durch Heiterkeit und Guter-Dinge-Sein für den Geist. Das Schicksal kommt ganz von selbst, und dann ist man bereit.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Warten auf dem Anger.\nFördernd ist es, im Dauernden zu bleiben.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Die Gefahr ist noch fern. Man wartet noch auf weiter Ebene. Die Verhältnisse sind noch einfach. Es liegt nur etwas in der Luft, das kommen wird. Da gilt es, die Regelmäßigkeiten des Lebens so lange beizubehalten, als es möglich ist. Nur dadurch bewahrt man sich vor allzufrüher Vergeudung der Kräfte und bleibt frei von Makel und Fehler, die für später eine Schwächung bedeuten würden.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Warten auf dem Sand.\nEs gibt ein wenig Gerede.\nDas Ende bringt Heil.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Die Gefahr rückt allmählich näher. Der Sand ist dem Ufer des Stromes, der die Gefahr bedeutet, nahe. Es beginnen sich Unzuträglichkeiten zu zeigen. Es entsteht in solcher Zeit leicht eine allgemeine Unruhe. Man wirft sich gegenseitig die Schuld vor. Wer da gelassen bleibt, dem wird es gelingen, daß schließlich alles gut geht. Alle üble Nachrede muß endlich verstummen, wenn man ihr nicht den Gefallen beleidigter Gegenrede tut.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Warten im Schlamm\nbewirkt das Kommen des Feindes.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Der Schlamm, der schon vom Wasser des Stromes bespült wird, ist kein günstiger Ort für das Warten. Statt die Kräfte zu sammeln, um in einem Zug das Wasser zu durchqueren, hat man einen vorzeitigen Anlauf gemacht, dessen Kraft eben bis zum Schlamm  führt. Eine solche ungünstige Lage zieht von außen her die Feinde herbei, die naturgemäß die Lage ausnützen. Durch Ernst und Vorsicht allein ist es möglich, sich vor Schaden zu bewahren.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Warten im Blut.\nHeraus aus dem Loch.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Es ist die Lage äußerst gefährlich. Es ist voller Ernst geworden und geht auf Leben und Tod. Blutvergießen ist unmittelbar zu erwarten. Man kann nicht vorwärts und nicht rückwärts. Man ist abgeschnitten wie in einem Loch. Da gilt es einfach auszuharren und das Schicksal über sich ergehen zu lassen. Diese Ruhe, die nicht durch eigenes Handeln den Schaden noch schlimmer macht, ist der einzige Weg, aus dem gefährlichen Loch herauszukommen.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Warten bei Wein und Speise.\nBeharrlichkeit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Auch mitten in der Gefahr gibt es Ruhepausen, da es einem verhältnismäßig gut geht. Wenn man die rechte innere Stärke besitzt, so wird man die Ruhepausen ausnützen, um sich zu stärken zu neuem Kampf. Man vermag den Augenblick zu genießen, ohne sich von seinem Ziel abbringen zu lassen; denn Beharrlichkeit ist not, um Sieger zu bleiben.\n\nAuch im öffentlichen Leben ist es so. Es kann nicht alles auf einmal erreicht werden. Höchste Weisheit ist es, den Leuten solche Erholungspausen zu gönnen, die die Freudigkeit der Arbeit beleben zur Vollendung des Werks. Hier liegt das Geheimnis des ganzen Zeichens verborgen. Dadurch unterscheidet es sich von dem Zeichen »die Hemmung«, daß man beim Warten seiner Sache sicher ist und daher die Ruhe der innern Heiterkeit sich nicht rauben läßt.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Man gerät in das Loch.\nDa kommen ungebetener Gäste drei.\nEhre sie, so kommt am Ende Heil.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Das Warten ist vorüber: die Gefahr läßt sich nicht mehr abwenden. Man gerät in das Loch, muß sich in das Unvermeidliche ergeben. Da scheint nun alles vergebens gewesen zu sein. Aber gerade in dieser Not tritt eine unvorhergesehene Wendung ein. Von außen her geschieht ohne eigenes Zutun ein Eingriff, von  dem man zunächst zweifelhaft sein kann, wie er gemeint ist, ob Rettung, ob Vernichtung naht. Da gilt es nun, innerlich beweglich zu bleiben. Nicht trotzig abweisendes Sichverschließen, sondern ehrfurchtsvolles Begrüßen der neuen Wendung ist das Richtige. So kommt man schließlich aus der Gefahr heraus, und alles geht gut. Auch glückliche Wendungen kommen oft in einer Form, die uns zunächst fremd erscheint.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
