campo	contenido_de	fuente_captura
hex	64	zeno.org:wilhelm-de-erstes-buch
nombre	VOR DER VOLLENDUNG	zeno.org:wilhelm-de-erstes-buch
chinese	未濟	zeno.org:wilhelm-de-erstes-buch
chinese_roman	We Dsi	zeno.org:wilhelm-de-erstes-buch
hex_font	䷿	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Li, das Haftende, die Flamme	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
intro	64. We Dsi / VOR DER VOLLENDUNG\noben Li, das Haftende, die Flamme\nunten Kan, das Abgründige, das Wasser\nEs ist in dem Zeichen die Zeit angedeutet, da der Übergang aus der Unordnung zur Ordnung noch nicht vollendet ist. Der Umschwung ist zwar schon vorbereitet, indem alle Striche des oberen Trigramms zu denen des unteren in Beziehung stehen. Aber sie sind noch nicht auf ihrem Platz. Während das vorige Zeichen dem Herbst gleicht, der den Übergang vom Sommer zum Winter bildet, ist dieses Zeichen wie der Frühling, der aus der Stockungszeit des Winters in die fruchtbare Zeit des Sommers führt. Mit diesem hoffnungsvollen Ausblick schließt das Buch der Wandlungen ab.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Vor der Vollendung. Gelingen.\nWenn aber der kleine Fuchs,\nwenn er beinahe den Übergang vollendet hat,\nmit dem Schwanz ins Wasser kommt,\ndann ist nichts, das fördernd wäre.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Die Verhältnisse sind schwierig. Die Aufgabe ist groß und verantwortungsvoll. Es handelt sich um nichts Geringeres, als die Welt aus der Verwirrung in die Ordnung zurückzuführen. Dennoch ist es eine Aufgabe, die Erfolg verheißt, da ein Ziel vorhanden ist, das die auseinanderstrebenden Kräfte zu vereinigen vermag. Nur muß man zunächst noch leise und behutsam vorgehen. Man muß vorgehen wie ein alter Fuchs, der übers Eis geht. In China ist die Vorsicht des Fuchses, wenn er über Eis geht, sprichwörtlich. Er horcht stets auf das Krachen und sucht sich sorgfältig und umsichtig die sichersten Stellen aus. Ein junger Fuchs, der diese Vorsicht noch nicht kennt, geht kühnlich  drauflos, und da kann es vorkommen, daß er hineinfällt, wenn er beinahe schon über das Wasser ist, und seinen Schwanz naß macht. Dann war natürlich die ganze Mühe vergeblich.\n\nDementsprechend ist in Zeiten vor der Vollendung Überlegung und Vorsicht die Grundbedingung des Erfolges.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Das Feuer ist oberhalb des Wassers:\ndas Bild des Zustands vor dem Übergang.\nSo ist der Edle vorsichtig in der Unterscheidung der\nDinge, damit jedes auf seinen Platz kommt.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn das Feuer, das ohnehin nach oben dringt, oben und das Wasser, dessen Bewegung abwärts geht, unten ist, so gehen ihre Wirkungen auseinander und bleiben ohne Beziehung. Will man eine Wirkung erreichen, so muß man erst erforschen, was die Natur der in Betracht kommenden Kräfte und welches der ihnen zukommende Platz ist. Bringt man die Kräfte an der rechten Stelle zum Einsatz, so haben sie die gewünschte Wirkung, und die Vollendung wird erreicht. Um aber die äußeren Kräfte richtig handhaben zu können, ist es vor allem nötig, daß man selbst den richtigen Standpunkt einnimmt. Denn nur von da aus kann man richtig wirken.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Er kommt mit dem Schwanz ins Wasser.\nBeschämend.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	In Zeiten der Unordnung ist es verlockend, sich möglichst rasch vorzudrängen, um etwas Sichtbares zu leisten. Aber diese Begeisterung führt zu nichts als Mißerfolg und Beschämung, solange die Zeit noch nicht gekommen ist, etwas zu wirken. In dieser Zeit ist es klug, wenn man sich durch Zurückhaltung den Schimpf des Mißlingens erspart. (Man beachte den Unterschied der Situation vom ersten Strich des vorigen Zeichens.)	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Er hemmt seine Räder.\nBeharrlichkeit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Auch hier ist die Zeit zum Handeln noch nicht gekommen. Aber die Geduld, die vonnöten ist, darf nicht ein träges Warten sein, das in den Tag hineinlebt. Das würde dauernd zu keinem Erfolg führen. Sondern man muß in sich die Kraft ausbilden, die einen befähigt voranzukommen. Man muß gleichsam einen Wagen  haben, um den Übergang zu vollziehen. Aber man muß ihn noch hemmen. Geduld im höchsten Sinn ist gehemmte Kraft. Daher darf man nicht einschlafen und das Ziel aus dem Auge verlieren. Wenn man stark und beständig in seinem Entschluß bleibt, dann geht schließlich alles gut.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Vor der Vollendung bringt Angriff Unheil.\nFördernd ist es, das große Wasser zu durchqueren.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Die Zeit des Übergangs ist da. Aber man hat nicht die Kraft, den Übergang zu vollenden. Wollte man versuchen, ihn zu erzwingen, so wäre das unheilvoll, eben weil dann der Zusammenbruch unvermeidlich wäre. Was ist aber zu tun? Man muß eine neue Lage schaffen, man muß die Kräfte tüchtiger Gehilfen heranziehen und mit ihnen gemeinsam den entscheidenden Schritt tun – das große Wasser durchqueren. Dann wird die Vollendung möglich werden.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Beharrlichkeit bringt Heil. Reue schwindet.\nErschütterung, um das Teufelsland zu züchtigen.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Drei Jahre lang gibt es Belohnungen mit großen Reichen.\n\nNun ist die Zeit des Kampfes. Der Übergang muß vollzogen werden. Man muß sich in seinem Entschluß ganz stark machen; das bringt Heil. Alle Bedenken, die einem in solch ernsten Kampfzeiten aufsteigen können, müssen schweigen. Es gilt einen heißen Kampf, das Teufelsland, die Mächte des Zerfalls zu erschüttern und zu züchtigen. Aber der Kampf hat auch seinen Lohn. Jetzt ist die Zeit, Grundlagen der Macht und Herrschaft zu legen für die Zukunft.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Beharrlichkeit bringt Heil. Keine Reue.\nDas Licht des Edlen ist wahrhaftig.\nHeil!	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Der Sieg ist errungen. Die Kraft der Beständigkeit ist nicht zuschanden geworden. Es ist alles gut gegangen. Alle Bedenken sind überwunden. Der Erfolg hat die Tat gerechtfertigt. Aufs neue strahlt das Licht einer edlen Persönlichkeit und setzt sich durch unter Menschen, die daran glauben und sich darum sammeln. Die neue Zeit und mit ihr das Heil ist da. Und wie die Sonne nach dem Regen doppelt schön erstrahlt oder der Wald  nach einem Brande aus den verkohlten Trümmern mit vermehrter Frische grünt, so hebt sich die neue Zeit vom Elend der alten um so glänzender ab.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	In wahrem Vertrauen trinkt man Wein.\nKein Makel. Wenn man aber sein Haupt naß macht,\nso verliert man das in Wahrheit.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Vor der Vollendung an der Grenze der neuen Zeit ist man im vollen gegenseitigen Vertrauen mit den Seinen zusammen und verbringt die Zeit des Wartens beim Wein. Da die neue Zeit schon unmittelbar vor der Tür steht, ist das kein Makel. Nur muß man dabei auf das rechte Maß be dacht sein. Wenn man sich den Kopf im Übermut begießt, so verliert man die günstige Lage durch Unmäßigkeit.\n\nBemerkung: Wie das Zeichen »Nach der Vollendung« den allmählichen Übergang aus der Zeit des Aufstiegs über die Kulturhöhe zur Stockungszeit darstellt, so stellt das Zeichen »Vor der Vollendung« den Übergang aus dem Chaos zur Ordnung dar. Dieses Zeichen steht am Ende des Buchs der Wandlungen. Es weist darauf hin, daß in jedem Ende ein neuer Anfang liegt. So gibt es den Menschen Hoffnung. Das Buch der Wandlungen ist ein Buch der Zukunft.\n\nBuchempfehlung	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
