campo	contenido_de	fuente_captura
hex	57	zeno.org:wilhelm-de-erstes-buch
nombre	DAS SANFTE	zeno.org:wilhelm-de-erstes-buch
chinese	巽	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Sun	zeno.org:wilhelm-de-erstes-buch
hex_font	䷸	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Sun, das Sanfte, der Wind, das Holz	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Sun, das Sanfte, der Wind, das Holz	zeno.org:wilhelm-de-erstes-buch
intro	57. Sun / DAS SANFTE\noben Sun, das Sanfte, der Wind, das Holz\nunten Sun, das Sanfte, der Wind, das Holz\nSun ist eines der acht Doppelzeichen. Es ist die älteste Tochter, hat als Bild den Wind oder das Holz, als Eigenschaft die Sanftheit, die jedoch eindringt wie der Wind oder das Holz mit seinen Wurzeln.\n\nDas Dunkle, das an sich starr und unbeweglich ist, wird aufgelöst durch das eindringende lichte Prinzip, dem es sich unterordnet in Sanftheit. In der Natur ist es der Wind, der die angehäuften Wolken auseinandertreibt und heitre Himmelsklarheit schafft. Im Menschenleben ist es die durchdringende Klarheit des Urteils, die alle dunklen Hintergedanken zunichte macht. Im Leben der Gemeinschaft ist es der mächtige Einfluß einer bedeutenden Persönlichkeit, die alle lichtscheuen Machenschaften aufdeckt und auseinandertreibt.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Sanfte. Durch Kleines Gelingen.\nFördernd ist es, zu haben, wohin man geht.\nFördernd ist es, den großen Mann zu sehen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Eindringlichkeit erzeugt allmähliche und unscheinbare Wirkungen. Es soll nicht durch Vergewaltigung gewirkt werden, sondern durch ununterbrochene Beeinflussung. Diese Wirkungen sind weniger in die Augen fallend als die durch Überrumpelung gewonnenen, aber sie sind nachhaltiger und völliger. Damit man auf diese Weise wirken kann, muß man ein klares Ziel haben; denn nur dadurch, daß die eindringliche Beeinflussung immer in derselben Richtung wirkt, wird etwas erreicht.\n\nDas Kleine kann nur dann etwas erreichen, wenn es sich einem bedeutenden Manne unterordnet, der die Fähigkeit besitzt, Ordnung zu schaffen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Einander folgende Winde:\ndas Bild des Sanft-Eindringenden.\nSo verbreitet der Edle seine Gebote\nund wirkt seine Geschäfte.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Eindringliche des Windes beruht auf seiner Unaufhörlichkeit. Dadurch wird er so machtvoll. Er nimmt die Zeit als Mittel zur Wirkung. So muß auch der Gedanke des Herrschers in die Volksseele eindringen. Auch dazu ist eine dauernde Einwirkung durch Aufklärung und Gebot vonnöten. Erst wenn das Gebot in die Volksseele übergegangen ist, ist ein darauf bezügliches Handeln möglich. Unvorbereitetes Handeln schreckt nur zurück und wirkt abstoßend.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Beim Vorgehen und Rückweichen\nist fördernd die Beharrlichkeit eines Kriegers.	zeno.org:wilhelm-de-erstes-buch
