campo	contenido_de	fuente_captura
hex	20	zeno.org:wilhelm-de-erstes-buch
nombre	DIE BETRACHTUNG (DER ANBLICK)	zeno.org:wilhelm-de-erstes-buch
chinese	觀	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Guan	zeno.org:wilhelm-de-erstes-buch
hex_font	䷓	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Sun, das Sanfte, der Wind	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
intro	20. Guan / DIE BETRACHTUNG (DER ANBLICK)\noben Sun, das Sanfte, der Wind\nunten Kun, das Empfangende, die Erde\nDer chinesische Name des Zeichens hat mit leichter Abwandlung der Betonung eine doppelte Bedeutung. Einerseits bedeutet es das Betrachten, andererseits das Gesehenwerden, das Vorbild. Diese Gedanken werden dadurch nahegelegt, daß das Zeichen aufgefaßt werden kann als das Bild eines Turmes , wie sie im alten China häufig waren. Von solchen Türmen hatte man eine weite Aussicht ringsumher, und andererseits war ein solcher Turm auf einem Berge weithin sichtbar. So wird durch das Zeichen ein Herrscher gezeigt, der nach oben das Gesetz des Himmels und nach unten die Sitten des Volkes betrachtet und der mit seiner guten Regierung ein erhabenes Vorbild für die Massen ist.\n\nDas Zeichen ist dem achten Monat (September-Oktober) zugeordnet. Die lichte Kraft zieht sich zurück, die dunkle ist wieder im Steigen. Doch kommt diese Seite hier für die Gesamterklärung des Zeichens nicht in Betracht.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo		zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Die Betrachtung.\n\nDie Waschung ist geschehen, aber noch nicht die Darbringung. Vertrauensvoll blicken sie zu ihm auf.\n\nDie Opferhandlung in China begann mit einer Waschung und Libation, durch die die Gottheit herbeigerufen wurde. Darauf wurden die Opfer dargebracht. Der Zeitpunkt zwischen beiden Handlungen ist der heiligste, der Augenblick höchster innerer Sammlung. Wenn die Frömmigkeit glaubensvoll und aufrichtig ist, so wirkt ihre Betrachtung auf die, die Zeugen sind, umwandelnd und ehrfurchtgebietend.\n\nSo ist in der Natur ein heiliger Ernst zu sehen in der Gesetzmäßigkeit, mit der alle Naturereignisse vor sich gehen. Die Betrachtung des göttlichen Sinns des Weltgeschehens gibt dem Mann, der auf Menschen zu wirken berufen ist, die Mittel an die Hand, dieselben Wirkungen auszuüben. Dazu ist eine innere Sammlung nötig, wie sie die religiöse Betrachtung in großen und glaubensstarken Menschen hervorbringt. Dadurch schauen sie die  geheimnisvollen göttlichen Lebensgesetze und verschaffen ihnen durch den höchsten Ernst innerer Sammlung Verwirklichung in ihrer eigenen Persönlichkeit. So geht von ihrem Anblick eine geheimnisvolle geistige Macht aus, die auf die Menschen wirkt und sie unterwirft, ohne daß sie sich bewußt werden, wie das zugeht.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der Wind geht über die Erde hin:\ndas Bild der Betrachtung.\nSo besuchten die alten Könige die Weltgegenden,\nbetrachteten das Volk und spendeten Belehrung.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn der Wind über die Erde weht, so kommt er überall hin, und das Gras muß sich seiner Macht beugen. Diese beiden Vorgänge finden in dem Zeichen ihre Bestätigung. Sie waren in Wirklichkeit umgesetzt in den Einrichtungen der Könige des Altertums, die einerseits durch regelmäßige Reisen sich den Anblick ihres Volkes verschafften, so daß ihnen nichts, was als Sitte im Volk lebte, entgehen konnte, und die dabei andererseits ihren Einfluß geltend machten, durch den solche Sitten, die nicht stimmten, geändert wurden.\n\nDas Ganze deutet auf die Macht der überlegenen Persönlichkeit. Eine solche wird die große Menge der Menschen übersehen in ihren wirklichen Gesinnungen, so daß keine Täuschung ihm gegenüber möglich ist, und andererseits wird er durch sein bloßes Dasein, durch die Wucht seiner Persönlichkeit, Eindruck auf sie machen, so daß sie sich nach ihm richten wie das Gras nach dem Winde.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Knabenhaftes Betrachten.\nFür einen geringen Menschen kein Makel.\nFür einen Edlen beschämend.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Ein verständnisloses Betrachten aus der Ferne ist hier gezeichnet. Es ist jemand da, der wirkt, aber dessen Wirkungen von den geringen Menschen nicht verstanden werden. Das tut bei der Masse nicht viel. Ob sie die Handlungen des herrschenden Weisen verstehen oder nicht: sie kommen ihnen doch zugute. Aber für den höheren Menschen ist das eine Schande. Er darf sich nicht mit törichtem, gedankenlosem Betrachten der herrschenden Einflüsse begnügen. Er muß sie im Zusammenhang betrachten und zu verstehen suchen.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Betrachtung durch die Türspalte.\nFördernd für die Beharrlichkeit einer Frau.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Durch die Türspalte hat man einen beschränkten Ausblick. Man sieht von innen nach außen. Die Betrachtungsweise ist subjektiv beschränkt. Man bezieht alles auf sich. Man kann sich nicht in den andern und seine Beweggründe hineinversetzen. Das ist für eine gute Hausfrau am Platz. Sie braucht nichts zu verstehen von den Welthändeln. Für einen Mann, der im öffentlichen Leben zu wirken hat, ist solche beschränkt egoistische Betrachtungsweise natürlich vom Übel.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
