campo	contenido_de	fuente_captura
hex	12	zeno.org:wilhelm-de-erstes-buch
nombre	DIE STOCKUNG	zeno.org:wilhelm-de-erstes-buch
chinese	否	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Pi	zeno.org:wilhelm-de-erstes-buch
hex_font	䷋	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
intro	12. Pi / DIE STOCKUNG\noben Kiën, das Schöpferische, der Himmel\nunten Kun, das Empfangende, die Erde\nDas Zeichen ist das gerade Gegenteil des vorigen. Der Himmel oben zieht sich immer weiter zurück, die Erde unten sinkt immer weiter in die Tiefe. Die schöpferischen Kräfte stehen außer Beziehung. Es ist die Zeit der Stockung und des Niedergangs. Das Zeichen ist dem siebenten Monat (August-September) beigeordnet, wenn das Jahr seinen Höhepunkt überschritten hat und das herbstliche Welken sich vorbereitet.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Stockung.\nSchlechte Menschen sind nicht fördernd\nfür die Beharrlichkeit des Edlen.\nDas Große geht hin, das Kleine kommt herbei.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Himmel und Erde stehen außer Verkehr, und alle Dinge erstarren. Obere und Untere stehen außer Beziehung, und auf Erden herrscht Verwirrung und Unordnung. Innen ist das Dunkle, und das Lichte ist außen. Innen ist Schwäche, außen ist Härte, innen sind die Gemeinen, und die Edlen sind außen. Die Art der Gemeinen ist im Aufsteigen, die Art der Edlen ist im Abnehmen. Aber die Edlen lassen sich in ihren Grundsätzen nicht beirren. Wenn sie die Möglichkeit des Wirkens nicht mehr haben, so bleiben sie diesen Grundsätzen doch treu und ziehen sich in die Verborgenheit zurück.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Himmel und Erde vereinigen sich nicht:\ndas Bild der Stockung.\nSo zieht sich der Edle auf seinen innern Wert zurück,\num den Schwierigkeiten zu entgehen.\nEr läßt sich nicht durch Einkünfte ehren.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn gegenseitiges Mißtrauen im öffentlichen Leben herrscht infolge des Einflusses, den die Gemeinen haben, so ist eine fruchtbare Wirksamkeit unmöglich, weil die Grundlage falsch ist. Darum weiß der Edle, was er unter solchen Umständen zu tun hat. Er läßt sich nicht durch glänzende Angebote zur Teilnahme an der öffentlichen Wirksamkeit verleiten, die für ihn, da er  die Gemeinheit der andern nicht mitmachen kann, doch nur gefährlich wäre. Darum verbirgt er seinen Wert und zieht sich in die Verborgenheit zurück.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Zieht man Bandgras aus, so geht der Rasen mit.\nJeder nach seiner Art.\nBeharrlichkeit bringt Heil und Gelingen.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Der Text ist beinahe derselbe wie bei der ersten Linie des letzten Zeichens, nur im umgekehrten Sinn. Dort zieht einer den andern nach sich auf dem Weg in die amtliche Laufbahn. Hier zieht einer den andern mit in den Rückzug aus der Öffentlichkeit. Darum heißt es hier nicht »Unternehmungen bringen Heil«, sondern »Beharrlichkeit bringt Heil und Gelingen«. Nur dadurch, daß man versteht, wenn die Wirkungsmöglichkeiten nicht mehr da sind, sich rechtzeitig zurückzuziehen, erspart man sich die Beschämung und hat in höherem Sinne Gelingen, indem man seine Persönlichkeit in ihrem Wert zu wahren weiß.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Sie tragen und dulden,\ndas bedeutet für die Gemeinen Heil.\nDem großen Mann dient die Stockung zum Gelingen.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Die Gemeinen sind bereit, in kriecherischer Weise ihren Vorgesetzten zu schmeicheln. Sie würden auch den Edlen dulden, wenn er ihnen behilflich wäre, die Verwir rung zu lösen. Das ist für sie heilbringend. Aber der große Mann trägt ruhig die Folgen der Stockung. Er mischt sich nicht in die Scharen der Gemeinen. Dort ist sein Platz nicht. Dadurch schafft er, indem er persönlich zu leiden hat, seinen Grundsätzen Erfolg.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Sie tragen Scham.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Die Gemeinen, die auf unrechtmäßige Weise emporgekommen sind, fühlen sich der Verantwortung, die sie auf sich genommen haben, nicht gewachsen. Sie beginnen – zunächst noch, ohne es nach außen hin zu zeigen –, im stillen sich zu schämen. Das ist der Anfang der Wendung zum Besseren.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Wer auf Befehl des Höchsten wirkt, bleibt ohne Makel.\nDie Gleichgesinnten genießen des Segens.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Die Zeit der Stockung naht sich dem Umschlag. Wer wieder Ordnung schaffen will, muß dazu berufen sein und das nötige Ansehen besitzen. Wer sich nach eignem Gutdünken zum Ordner aufwerfen wollte, könnte Fehler und Mißerfolge wirken. Wer aber berufen ist, dem kommen die Zeitverhältnisse entgegen, und sein Segen wird allen Gleichgesinnten zuteil.	zeno.org:wilhelm-de-erstes-buch
