campo	contenido_de	fuente_captura
hex	18	zeno.org:wilhelm-de-erstes-buch
nombre	DIE ARBEIT AM VERDORBENEN	zeno.org:wilhelm-de-erstes-buch
chinese	蠱	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Gu	zeno.org:wilhelm-de-erstes-buch
hex_font	䷑	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Gen, das Stillehalten, der Berg	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Sun, das Sanfte, der Wind	zeno.org:wilhelm-de-erstes-buch
intro	18. Gu / DIE ARBEIT AM VERDORBENEN\noben Gen, das Stillehalten, der Berg\nunten Sun, das Sanfte, der Wind\nDas chinesische Zeichen Gu stellt eine Schüssel dar, in deren Inhalt Würmer wachsen. Das bedeutet das Verdorbene. Das ist dadurch gekommen, daß die sanfte Gleichgültigkeit des unteren Urzeichens mit der starren Trägheit des oberen Urzeichens zusammengekommen ist, so daß die Verhältnisse in Stagnation gerieten. Da also eine Verschuldung vorliegt, so enthalten diese Zustände die Aufforderung zu ihrer Beseitigung. Daher ist die Bedeutung des Zeichens nicht einfach »das Verdorbene«, sondern »das Verdorbene als Aufgabe«, die »Arbeit am Verdorbenen«.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Arbeit am Verdorbenen hat erhabenes Gelingen.\nFördernd ist es, das große Wasser zu durchqueren.\nVor dem Anfangspunkt drei Tage,\nnach dem Anfangspunkt drei Tage.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Was durch Schuld von Menschen verdorben ist, kann durch Arbeit von Menschen wieder gutgemacht werden. Es ist nicht unabänderliches Geschick, wie während der Stockungszeit, sondern eine Folge von Mißbrauch der menschlichen Freiheit, was den Zustand des Verderbens herbeigeführt hat. Deshalb ist die Arbeit an der Besserung aussichtsvoll, weil sie im Einklang mit den Möglichkeiten der Zeit steht. Nur darf man vor Arbeit und Gefahr – symbolisiert durch das Durchqueren des großen Wassers – nicht zurückschrecken, sondern muß energisch zugreifen.  Das Gelingen hat jedoch zur Vorbedingung die rechte Überlegung. Das ist ausgedrückt in dem Zusatz: »Vor dem Anfangspunkt drei Tage, nach dem Anfangspunkt drei Tage.« Erst muß man die Gründe kennen, die zum Verderben geführt haben, ehe man sie abstellen kann: daher Achtung während der Zeit vor dem Anfangspunkt. Und dann muß man sorgen, daß das neue Geleise sich sicher einfährt, so daß ein Rückfall vermieden wird: daher Achtung auf die Zeit nach dem Anfangspunkt. An die Stelle der Gleichgültigkeit und Trägheit, die zum Verderben geführt haben, müssen Entschlossenheit und Energie treten, damit auf das Ende ein neuer Anfang folgt.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Unten am Berg weht der Wind: das Bild des Verderbens.\nSo rüttelt der Edle die Leute auf und stärkt ihren Geist.	zeno.org:wilhelm-de-erstes-buch
