campo	contenido_de	fuente_captura
hex	36	zeno.org:wilhelm-de-erstes-buch
nombre	DIE VERFINSTERUNG DES LICHTS	zeno.org:wilhelm-de-erstes-buch
chinese	明夷	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Ming I	zeno.org:wilhelm-de-erstes-buch
hex_font	䷣	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Li, das Haftende, das Feuer	zeno.org:wilhelm-de-erstes-buch
intro	36. Ming I / DIE VERFINSTERUNG DES LICHTS\noben Kun, das Empfangende, die Erde\nunten Li, das Haftende, das Feuer\nDie Sonne ist hier unter die Erde gesunken, daher verdunkelt. Der Name des Zeichens bedeutet eigentlich Verwundung des Hellen, daher die einzelnen Linien auch vielfach von Verwundungen reden. Die Situation ist genau die entgegengesetzte wie beim vorigen Zeichen. Dort ein weiser Mann an der Spitze, der tüchtige Gehilfen hat, mit denen er gemeinsam voranschreitet; hier ein finsterer Mann an maßgebender Stelle, durch den der Tüchtige und Weise geschädigt wird.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Verfinsterung des Lichts.\nFördernd ist es, in der Not beharrlich zu sein.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Man darf sich auch von ungünstigen Verhältnissen nicht wehrlos mitreißen, nicht in seiner inneren Willenshaltung beugen lassen. Dies ist möglich, wenn man innerlich licht ist und nach außen hin nachgiebig und fügsam. Durch diese Haltung läßt sich auch die größte Not überwinden. Man muß freilich unter Umständen sein Licht verbergen, um trotz Schwierigkeiten in der unmittelbaren Umgebung seinen Willen durchhalten zu können. Die Beharrlichkeit muß im innersten Bewußtsein leben und darf nach außen nicht hervortreten. Nur so kann man unter Schwierigkeiten seinen Willen wahren.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Das Licht ist in die Erde hineingesunken:\ndas Bild der Verfinsterung des Lichts.\nSo lebt der Edle mit der großen Menge:\ner verhüllt seinen Schein und bleibt doch hell.	zeno.org:wilhelm-de-erstes-buch
