campo	contenido_de	fuente_captura
hex	24	zeno.org:wilhelm-de-erstes-buch
nombre	DIE WIEDERKEHR (DIE WENDEZEIT)	zeno.org:wilhelm-de-erstes-buch
chinese	復	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Fu	zeno.org:wilhelm-de-erstes-buch
hex_font	䷗	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
intro	24. Fu / DIE WIEDERKEHR (DIE WENDEZEIT)\noben Kun, das Empfangende, die Erde\nunten Dschen, das Erregende, der Donner\nDie Wendezeit wird dadurch angedeutet, daß, nachdem die dunklen Linien die lichten alle nach oben hinausgedrängt haben, nun wieder ein lichter Strich von unten her in das Zeichen eintritt. Die Zeit des Dunkels ist vorüber. Die Sonnenwende bringt den Sieg des Lichts. Das Zeichen ist dem elften Monat, dem Monat der Sonnenwende (Dezember-Januar) zugeordnet.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Wiederkehr. Gelingen.\nAusgang und Eingang ohne Fehl.\nFreunde kommen ohne Makel.\nHin und her geht der Weg.\nAm siebten Tage kommt die Wiederkehr.\nFördernd ist es, zu haben, wohin man geht.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Nach einer Zeit des Zerfalls kommt die Wendezeit. Das starke Licht, das zuvor vertrieben war, tritt wieder ein. Es gibt Bewegung. Diese Bewegung ist aber nicht erzwungen. Das obere Zeichen Kun hat als Charakter die Hingebung. Es ist also eine natürliche Bewegung, die sich von selbst ergibt. Darum ist die Umgestaltung des Alten auch ganz leicht. Altes wird abgeschafft, Neues wird eingeführt, beides entspricht der Zeit und bringt daher keinen Schaden. Vereinigungen von Gleichgesinnten bilden sich. Aber dieser Zusammenschluß vollzieht sich in voller Öffentlichkeit, er entspricht der Zeit, und darum ist jedes egoistische Sonderbestreben ausgeschlossen, und aus diesen Vereinigungen ergibt sich kein Fehler. Die Wiederkehr ist im Naturlauf begründet. Die Bewegung ist kreisförmig. Der Weg ist in sich geschlossen. Darum braucht man nichts künstlich zu überstürzen. Es kommt alles von selber, wie es an der Zeit ist. Das ist der Sinn von Himmel und Erde.\n\nAlle Bewegungen vollziehen sich in sechs Stufen. Die siebente Stufe bringt dann die Wiederkehr. So kommt im siebenten Monat nach der Sommersonnenwende, von der an das Jahr abwärts geht, die Wintersonnenwende, ebenso kommt in der siebenten Doppelstunde nach Sonnenuntergang der Sonnenaufgang. Darum  ist die Sieben die Zahl des jungen Lichts, die dadurch entsteht, daß die Sechs, die Zahl des großen Dunkels, sich um eins steigert. Damit kommt Bewegung in den Stillstand.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der Donner inmitten der Erde: das Bild der Wendezeit.\nSo schlössen die alten Könige zur Sonnwendzeit die Pässe.\nHändler und Fremdlinge wanderten nicht,\nund der Herrscher bereiste nicht die Gegenden.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Die Wintersonnenwende wurde in China von jeher als die Ruhezeit des Jahres gefeiert – ein Brauch, der sich in der Neujahrsruhezeit noch immer erhalten hat. Im Winter ist die Lebenskraft – symbolisiert durch das Erregende, den Donner – noch unter der Erde. Die Bewegung ist in ihren ersten Anfängen. Darum muß man sie durch Ruhe kräftigen, damit sie nicht durch vorzeitigen Verbrauch sich verläuft. Dieser Grundsatz, die wiedereinsetzende Kraft durch Ruhe erstarken zu lassen, gilt von allen entsprechenden Verhältnissen. Die wiederkehrende Gesundheit nach einer Krankheit, die wiederkehrende Verständigung nach einer Entzweiung: alles muß im ersten Anfang zart und schonend behandelt werden, damit die Wiederkehr zur Blüte führt.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	O Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Wiederkehr aus geringer Entfernung.\nEs bedarf keiner Reue.\nGroßes Heil!	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Kleine Abweichungen vom Guten sind nicht zu vermeiden. Man muß nur rechtzeitig umkehren, ehe man zu weit gegangen. Das ist besonders bei der Bildung des Charakters von Wichtigkeit. Jeder leise böse Gedanke muß sofort beseitigt werden, ehe man darin zu weit geht und sich verfestigt. So hat man keine Reue nötig, und alles geht sehr gut.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Ruhige Wiederkehr. Heil!	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Die Umkehr bedarf immer eines Entschlusses und ist ein Akt der Selbstbezwingung. Sie wird erleichtert, wenn man in guter Gesellschaft ist. Wenn man es über sich gewinnt, sich herunterzugeben und sich nach guten Menschen zu richten, so bringt das Heil.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Mehrfache Wiederkehr. Gefahr. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Es gibt Menschen von einer gewissen inneren Unbestän digkeit. Für sie ist fortwährend Umkehr der Willensrichtung nötig. In diesem fortwährenden Abwenden vom Guten aus unbeherrschter Neigung und Wiederzuwenden aus besserem Entschluß liegt eine Gefahr. Aber da auf diese Weise eine Verfestigung im Bösen doch auch nicht eintritt, ist die allgemeine Richtung auf Ablegung des Fehlers nicht ausgeschlossen.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	In der Mitte der andern wandelnd,\nkehrt man allein wieder.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Man ist mitten in einer Gesellschaft von geringen Menschen, aber man hat innere Beziehungen zu einem starken und guten Freund. Infolge davon kehrt man allein um. Obwohl von Lohn und Strafe nicht die Rede ist, so ist es doch sicher günstig; denn ein solcher Entschluß zum Guten trägt seinen Lohn in sich.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Großzügige Wiederkehr. Keine Reue.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Wenn die Zeit zur Umkehr da ist, dann soll man sich nicht hinter kleinliche Ausreden verstecken, sondern in sich gehen und sich prüfen. Und wenn man etwas falsch gemacht hat, dann soll man in großzügigem Entschluß seinen Fehler eingestehen. Das ist ein Weg, der niemand gereuen wird.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Verfehlung der Wiederkehr. Unheil.\nUnglück von außen und innen.\nWenn man so Heere marschieren läßt,	zeno.org:wilhelm-de-erstes-buch
L6_comentario	wird man schließlich eine große Niederlage erleiden,\n\nso daß es für den Landesherrn unheilvoll ist.\n\nZehn Jahre lang ist man nicht mehr imstande anzugreifen.\n\nWenn man die rechte Zeit zur Umkehr versäumt, so kommt man ins Unheil. Das Unglück ist innerlich begründet durch die falsche Stellung zum Weltzusammenhang. Äußeres Unglück ist die Folge dieser falschen Stellung. Es ist die Verstockung und ihr Gericht, das gezeichnet wird.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
