campo	contenido_de	fuente_captura
hex	41	zeno.org:wilhelm-de-erstes-buch
nombre	DIE MINDERUNG	zeno.org:wilhelm-de-erstes-buch
chinese	損	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Sun	zeno.org:wilhelm-de-erstes-buch
hex_font	䷨	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Gen, das Stillehalten, der Berg	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
intro	41. Sun / DIE MINDERUNG\noben Gen, das Stillehalten, der Berg\nunten Dui, das Heitere, der See\nDas Zeichen stellt eine Minderung des unteren Zeichens zugunsten des oberen dar, indem der dritte, ursprünglich starke Strich nach oben gegangen ist und der ursprünglich schwache obere Strich an seine Stelle getreten ist. Das Untere wird also auf Kosten des Oberen vermindert. Das aber ist Verminderung schlechthin. Wenn man das Fundament eines Bauwerks vermindert und seine oberen Mauern verstärkt, so verliert das Ganze an Festigkeit. Ebenso ist eine Minderung des Volkswohlstands zugunsten der Regierung eine Verminderung schlechthin. Und die ganze Tendenz des Zeichens geht dahin, darauf hinzuweisen, wie diese Wohlstandsverschiebung vor sich gehen kann, ohne daß die Quellen des Wohlstands im Volk und seinen unteren Ständen dadurch versiegen.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Minderung verbunden mit Wahrhaftigkeit\nwirkt erhabenes Heil ohne Makel.\nMan kann darin beharrlich sein.\nFördernd ist es, etwas zu unternehmen.\nWie übt man das aus?\nZwei kleine Schüsselchen mag man benützen zum Opfer.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Minderung bedeutet nicht unter allen Umständen etwas Schlechtes. Mehrung und Minderung kommen zu ihrer Zeit. Da gilt es, sich in die Zeit zu finden und die Armut nicht durch leeren Schein verdecken zu wollen. Wenn durch eine Zeit der geringen Dinge eine innere Wahrheit zum Ausdruck kommt, so darf man sich der Einfachheit nicht schämen. Sie ist dann gerade das richtige, das innere Kraft verleiht, durch die man dann wieder etwas unternehmen kann. Man darf selbst kein Bedenken tragen,  wenn die äußere Schönheit der Kultur, ja selbst die Ausgestaltung religiöser Beziehungen unter der Einfachheit zu leiden hätte. Man muß von der Stärke der inneren Gesinnung etwas nehmen und es der Dürftigkeit der äußeren Erscheinung als Ersatz zulegen. Dann hilft die Kraft des Gehalts über die Schlichtheit der Form hinweg. Vor Gott bedarf es nicht des falschen Scheins. Auch mit geringen Mitteln läßt sich die Gesinnung des Herzens zum Ausdruck bringen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Unten am Berg ist der See: das Bild der Minderung.\nSo bändigt der Edle seinen Zorn und hemmt seine Triebe.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Der See unten am Berg verdunstet. Dadurch wird er gemindert zu Gunsten des Bergs, der durch seine Feuchtigkeit bereichert wird. Der Berg ist das Bild eigensinniger Stärke, die sich zum Zorn verdichten kann; der See ist das Bild der unkontrollierten Lustigkeit, die sich zu leidenschaftlichen Trieben entwickeln kann, wenn sie auf Kosten der Lebenskräfte sich entwickelt. Da gilt es zu mindern: Der Zorn muß durch Stillehalten gemindert werden, die Triebe müssen durch Einschränkung gehemmt werden. Durch diese Minderung der niederen Seelenkräfte werden die höheren Seiten der Seele bereichert.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Wenn die Geschäfte fertig sind, rasch hingehen,\nist kein Makel.\nDoch muß man überlegen,\nwie weit man andere mindern darf.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Es ist selbstlos und gut, wenn man nach Erledigung der unmittelbar wichtigen eigenen Aufgaben seine Kraft in den Dienst der anderen stellt und, ohne viel daraus zu machen oder zu prahlen, rasch hilft, wo zu helfen ist. Aber der Mann an höherer Stelle, dem so geholfen wird, muß wohl überlegen, wieviel er annehmen darf, ohne den hilfreichen Diener oder Freund im wesentlichen zu schädigen. Nur wo solches Zartgefühl vorhanden ist, kann man sich ohne Bedenken unbedingt geben.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Fördernd ist Beharrlichkeit.\nEtwas zu unternehmen, ist von Unheil.\nOhne sich selbst zu mindern,\nvermag man die andern zu mehren.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Ein edles Selbstbewußtsein und konsequenter Ernst, der sich nichts vergibt, ist die Gesinnung, die notwendig ist, wenn man andern dienen will. Wer sich wegwirft, um einem Höheren zu Willen zu sein, der mindert zwar seine eigene Stellung, ohne aber dem andern dauernd zu nützen. Das aber ist vom Übel. Ohne sich selbst aufzugeben, dem andern zu dienen, das erst ist der wahre Dienst von dauerndem Wert.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	O Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Wenn drei Menschen miteinander wandern,\nso vermindern sie sich um einen Menschen.\nWenn ein Mensch wandert,\nso findet er seinen Gefährten.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Wo drei zusammen sind, da gibt es Eifersucht. Da muß einer weichen. Engste Verbindung ist nur zu zweien möglich. Wo aber einer einsam ist, da findet er sicher seinen Gefährten, der ihn ergänzt.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Wenn man seine Mängel mindert,\nmacht man, daß der andre eilig kommt und Freude hat.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Oft hindern unsere Fehler selbst wohlgesinnte Menschen, uns näherzutreten. Diese Fehler werden oft verstärkt und schlimmer gemacht durch die Umgebung, in der wir uns befinden. Wenn man es über sich bringen kann, sich herabzugeben und sie abzulegen, so befreit man die wohlgesinnten Freunde von einem inneren Druck und bewirkt, daß sie sich nur um so schneller nahen zu beiderseitiger Freude.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Es mehrt ihn wohl jemand.\nZehn Paar Schildkröten können dem nicht widerstreben.\nErhabenes Heil!	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Wenn jemand vom Schicksal zum Glück bestimmt ist, so kommt es unweigerlich. Alle Orakel, wie sie z.B. durch Schildkrötenschalen gewonnen werden, müssen in günstigen Zeichen zu seinen Gunsten übereinstimmen. Er braucht sich vor nichts zu fürchten, denn sein Glück ist höhere Fügung.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	O Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Wenn man ohne Minderung der anderen gemehrt wird,\nso ist das kein Makel. Beharrlichkeit bringt Heil.\nFördernd ist es, etwas zu unternehmen.\nMan bekommt Diener,\naber hat kein besonderes Heim mehr.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Es gibt Menschen, die Segen spenden für die ganze Welt. Jeder Kraftzuwachs, jede Mehrung, die ihnen zuteil wird, kommt allen Menschen zugute und bedeutet daher keine Minderung für die andern. Durch beharrliche und eifrige Arbeit hat man Erfolg und findet Gehilfen, wie man sie braucht. Aber was man wirkt, ist nicht ein irgendwie begrenzter Privatvorteil, sondern es ist offen und für jeder mann zugänglich.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
