campo	contenido_de	fuente_captura
hex	11	zeno.org:wilhelm-de-erstes-buch
nombre	DER FRIEDE	zeno.org:wilhelm-de-erstes-buch
chinese	泰	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Tai	zeno.org:wilhelm-de-erstes-buch
hex_font	䷊	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
intro	11. Tai / DER FRIEDE\noben Kun, das Empfangende, die Erde\nunten Kiën, das Schöpferische, der Himmel\nDas Empfangende, dessen Bewegung sich nach unten senkt, ist oben; das Schöpferische, dessen Bewegung nach oben steigt, ist unten. Ihre Einflüsse begegnen daher einander und sind in Harmonie, so daß alle Wesen blühen und gedeihen. Das Zeichen ist dem ersten Monat (Februar-März) zugeordnet, in dem die Kräfte der Natur den neuen Frühling vorbereiten.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Der Friede. Das Kleine geht hin, das Große kommt her.\nHeil! Gelingen!	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Zeichen deutet in der Natur auf eine Zeit, da sozusagen der Himmel auf Erden ist. Der Himmel hat sich unter die Erde gestellt. So vereinigen sich ihre Kräfte in inniger Harmonie. Dadurch entsteht Friede und Segen für alle Wesen.\n\nIn der Menschenwelt ist es eine Zeit gesellschaftlicher Eintracht. Die Hohen neigen sich zu den Niedrigen herab, und die Niedrigen und Geringen sind den Hohen freundlich gesinnt, so daß alle Fehde ein Ende hat.\n\nInnen, im Zentrum, am ausschlaggebenden Platz, ist das Lichte; das Dunkle ist draußen. So hat das Lichte kräftige Wirkung, und das Dunkle ist nachgiebig. Auf diese Weise kommen beide Teile auf ihre Rechnung. Wenn die Guten in der Gesellschaft in zentraler Stellung sind und die Herrschaft in Händen haben, so kommen  auch die Schlechten unter ihren Einfluß und bessern sich. Wenn im Menschen der vom Himmel kommende Geist herrscht, so kommt auch die Sinnlichkeit unter seinen Einfluß und findet so den ihr gebührenden Platz.\n\nDie einzelnen Linien treten von unten her in das Zeichen ein und verlassen es oben wieder. Es sind also die Kleinen, Schwachen, Schlechten im Weggang begriffen, und die Großen, Starken, Guten sind im Aufstieg. Das bringt Heil und Gelingen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Himmel und Erde vereinigen sich: das Bild des Friedens.\nSo teilt und vollendet der Herrscher\nden Lauf von Himmel und Erde,\nfördert und ordnet die Gaben von Himmel und Erde\nund steht so dem Volke bei.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Himmel und Erde stehen im Verkehr und vereinigen ihre Wirkungen. Das gibt eine allgemeine Zeit des Blühens und Gedeihens. Dieser Kraftstrom muß vom Herrscher der Menschen geregelt werden. Das geschieht durch Einteilung. So wird die unterschiedslose Zeit entsprechend der Folge ihrer Erscheinungen vom Menschen in Jahreszeiten eingeteilt und der allumgebende Raum durch menschliche Festsetzungen in Himmelsrichtungen unterschieden. Auf diese Weise wird die Natur mit ihrer überwältigenden Fülle der Erscheinungen beschränkt und gebändigt. Auf der andern Seite muß die Natur in ihren Hervorbringungen gefördert werden. Das geschieht, wenn man die Erzeugnisse der richtigen Zeit und dem richtigen Ort anpaßt. Dadurch wird der natürliche Ertrag gesteigert. Diese bändigende und fördernde Tätigkeit der Natur gegenüber ist die Arbeit an der Natur, die dem Menschen zugute kommt.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Zieht man Bandgras aus, so geht der Rasen mit.\nJeder nach seiner Art. Unternehmungen bringen Heil.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	In Zeiten der Blüte zieht jeder tüchtige Mann, der auf einen Posten berufen wird, sofort andere Gleichgesinnte nach sich, wie man beim Herausziehen von Bandgras immer gleich mehrere durch die Wurzeln miteinander zusammenhängende Stengel mit herauszieht. Der Sinn des Tüchtigen ist in solchen Zeiten, da die  Wirkung im Großen möglich ist, darauf gerichtet, ins Leben hinauszuziehen und etwas zu leisten.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Die Ungebildeten in Milde tragen,\nentschlossen den Fluß durchschreiten,\ndas Ferne nicht vernachlässigen,\ndie Genossen nicht berücksichtigen:	zeno.org:wilhelm-de-erstes-buch
