campo	contenido_de	fuente_captura
hex	46	zeno.org:wilhelm-de-erstes-buch
nombre	DAS EMPORDRINGEN	zeno.org:wilhelm-de-erstes-buch
chinese	升	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Schong	zeno.org:wilhelm-de-erstes-buch
hex_font	䷭	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Sun, das Sanfte, der Wind, das Holz	zeno.org:wilhelm-de-erstes-buch
intro	46. Schong / DAS EMPORDRINGEN\noben Kun, das Empfangende, die Erde\nunten Sun, das Sanfte, der Wind, das Holz\nDas untere Zeichen, Sun, hat als Bild das Holz, das obere, Kun, bedeutet die Erde. Damit ist der Gedanke verbunden, daß das Holz in der Erde emporwächst. Dieses »Empordringen« ist im Gegensatz zu dem »Fortschritt« (Nr. 35) mit Anstrengung verbunden, wie die Pflanze Kraft braucht, um durch die Erde emporzudringen. Darum steht das Zeichen, obwohl es mit Erfolg verbunden ist, in Beziehung zur Anstrengung des Willens. Der »Fortschritt« zeigt mehr Expansion, das »Empordringen« mehr geradliniges Aufsteigen zu Macht und Einfluß aus Unbekanntheit und Niedrigkeit.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Empordringen hat erhabenes Gelingen.\nMan muß den großen Mann sehen.\nFürchte dich nicht!\nAufbruch nach Süden bringt Heil.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Empordringen der tüchtigen Elemente stößt auf kein Hindernis, darum ist es von großem Erfolg begleitet. Die Art, die das Empordringen ermöglicht, ist nicht gewalttätig, sondern bescheiden und fügsam. Aber da man von der Zeiten Gunst getragen wird, kommt man voran. Man muß hingehen und die maßgebenden Leute aufsuchen. Man braucht sich davor nicht zu fürchten; denn der Erfolg wird nicht ausbleiben. Nur muß man sich an die Arbeit machen; denn Tätigkeit (dies die Bedeutung des Südens) ist von Heil.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Inmitten der Erde wächst das Holz:\ndas Bild des Empordringens.\nSo häuft der Edle hingebenden Wesens Kleines,\num es zu Hohem und Großem zu bringen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Holz in der Erde wächst ohne Hast und ohne Rast der Höhe zu, indem es sich fügsam um die Hindernisse herumbiegt. So ist  der Edle hingebend in seinem Charakter und ruht nie in seinem Fortschritt.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Empordringen, das Zutrauen findet, bringt großes Heil.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Hier ist die Anfangslage des Aufstiegs. Wie das Holz für sein Empordringen die Kraft aus der Wurzel entnimmt, die an sich ganz unten ist, so entstammt die Kraft zum Emporkommen dieser Stellung. Sie ist niedrig und unbekannt. Aber es besteht eine innere Verwandtschaft des Wesens zu den oberen Herrschenden, und diese Gemeinsamkeit verschafft einem das Zutrauen, das man braucht, um etwas leisten zu können.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Wenn man wahrhaftig ist,\nso ist es auch fördernd, ein kleines Opfer zu bringen.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Es ist hier ein starker Mann vorausgesetzt. Er paßt zwar insofern nicht in seine Umgebung, als er zu rauh ist und zu wenig auf Formen gibt. Aber er ist innerlich aufrichtig, darum findet er Entgegenkommen, und seine Dürftigkeit in den äußeren Formen bringt keinen Schaden. Die Aufrichtigkeit ist hier der Ausfluß solider Eigenschaften, während sie bei dem entsprechenden Strich des vorigen Zeichens die Wirkung innerer Demut ist.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Man dringt empor in eine leere Stadt.	zeno.org:wilhelm-de-erstes-buch
