campo	contenido_de	fuente_captura
hex	17	zeno.org:wilhelm-de-erstes-buch
nombre	DIE NACHFOLGE	zeno.org:wilhelm-de-erstes-buch
chinese	隨	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Sui	zeno.org:wilhelm-de-erstes-buch
hex_font	䷐	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben ist das Heitere, dessen Charakter die Freude ist, unten das Erregende, dessen Charakter die Bewegung ist. Freude bei der Bewegung führt zur Nachfolge. Das Heitere ist die jüngste Tochter, das Erregende der älteste Sohn. Ein älterer Mann stellt sich unter ein junges Mädchen und nimmt Rücksicht auf sie. Dadurch bewegt er sie zur Nachfolge.	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
intro	17. Sui / DIE NACHFOLGE\noben ist das Heitere, dessen Charakter die Freude ist, unten das Erregende, dessen Charakter die Bewegung ist. Freude bei der Bewegung führt zur Nachfolge. Das Heitere ist die jüngste Tochter, das Erregende der älteste Sohn. Ein älterer Mann stellt sich unter ein junges Mädchen und nimmt Rücksicht auf sie. Dadurch bewegt er sie zur Nachfolge.\nunten Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Nachfolge hat erhabenes Gelingen.\nFördernd ist Beharrlichkeit. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Um Nachfolge zu erreichen, muß man selbst erst sich anzupassen verstehen. Nur durch Dienen kommt man zum Herrschen; denn nur so erlangt man die freudige Zustimmung der Unteren, die zur Nachfolge nötig ist. Wo durch List oder Gewalt, Verschwörung oder Parteiung Nachfolge erzwungen werden soll, da regt sich immer Widerstand, der die bereitwillige Nachfolge verhindert.\n\nFreudige Bewegung kann aber auch zu Üblem führen. Darum wird als Bedingung beigefügt: »Fördernd ist Beharrlichkeit«, d.h. Konsequenz im Rechten, und »ohne Makel«. Ebenso wie man selbst nur unter dieser Bedingung Nachfolge verlangen soll, darf man auch andern nur unter dieser Bedingung folgen, ohne Schaden zu nehmen.\n\nDer Gedanke der Nachfolge unter Anpassung an das, was die Zeit erfordert, ist groß und wichtig, daher lautet auch das beigefügte Urteil so günstig.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Inmitten des Sees ist der Donner: das Bild der Nachfolge.\nSo kehrt der Edle zur Zeit des Abenddunkels\nzu Erholung und Ruhe ein.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Im Herbst zieht sich die Elektrizität wieder in die Erde zurück und ruht. Der Donner inmitten des Sees ist als Bild genommen, nicht der Donner in Bewegung, sondern der Donner der Winterruhe. Nachfolge ergibt sich aus diesem Bild in dem Sinn der Anpassung an die Zeiterfordernisse. Der Donner inmitten des Sees deutet auf Zeiten des Dunkels und der Ruhe. So gönnt sich der Edle, nachdem er den Tag über unermüdlich tätig war, zur Nachtzeit Erholung und Ruhe. Jede Lage wird nur dann gut, wenn man sich ihr anzupassen vermag und nicht durch falschen Widerstand sich aufreibt.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	O Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Das Maßgebende ändert sich. Beharrlichkeit bringt Heil.\nZur Tür hinausgehen im Verkehr schafft Werke.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Es gibt Ausnahmezustände, da das Verhältnis von Leiter und Geleitetem sich ändert. In der Idee der Anpassung und Nachfolge liegt es, daß man, wenn man andere leiten will, zugänglich bleibt und sich bestimmen läßt von den Ansichten der Untergebenen. Nur muß man dabei feste Grundsätze haben, daß man nicht schwankend wird, wo es sich nur um Meinungen des Tages handelt. Wenn man erst bereit ist, auf Meinungen anderer zu hören, so darf man nicht immer nur mit Gleichgesinnten und Parteigenossen zusammensitzen, sondern man muß zur Tür hinaus und mit Menschen allerlei Art, ob Freund, ob Feind, unbefangen verkehren. Nur dadurch bringt man etwas zustande.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Hängt man sich an den kleinen Knaben,\nso verliert man den starken Mann.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Bei Freundschaft und engen Beziehungen muß man in der Auswahl vorsichtig sein. Man macht sich entweder eine gute oder eine schlechte Gesellschaft. Man kann nicht beide zugleich haben. Wenn man sich an Unwürdi ge wegwirft, so verliert man den Anschluß an geistig bedeutende Menschen, die einen im Guten zu fördern vermögen.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Hängt man dem starken Mann an,\nso verliert man den kleinen Knaben.\nDurch Nachfolge findet man, was man sucht.\nFördernd ist es, beharrlich zu bleiben.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Wenn man den rechten Anschluß bei bedeutenden Menschen gefunden hat, so ist damit naturgemäß ein gewisser Verlust verbunden. Man muß sich vom Niedern, Oberflächlichen scheiden. Aber man wird sich doch im Innersten befriedigt fühlen, indem man findet, was man für die Förderung der Persönlichkeit sucht und braucht. Nur gilt es, fest zu bleiben. Man muß wissen, was man will, und darf sich nicht durch Augenblicksneigungen irremachen lassen.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Die Nachfolge schafft Erfolg. Beharrlichkeit bringt Unheil.\nMit Wahrhaftigkeit auf dem Weg zu wandeln,\nbringt Klarheit.\nWie könnte das ein Makel sein?	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Es gelingt oft, wenn man einen gewissen Einfluß besitzt, daß man Nachfolger findet durch Leutseligkeit nach unten hin. Die Menschen, die sich einem anschließen, meinen es aber nicht ehrlich. Sie suchen ihren persönlichen Vorteil und suchen sich durch Schmeicheleien und Unterwürfigkeit unentbehrlich zu machen. Wenn man sich an solche Parteigänger gewöhnt, so daß man nicht mehr ohne sie sein kann, so bringt das Unheil. Nur wenn man ganz frei ist von dem eigenen Ich und mit Überzeugung nur auf das Rechte, Sachliche bedacht ist, bekommt man die Klarheit, solche Menschen zu durchschauen, und wird frei von Makel.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Wahrhaft im Guten. Heil!	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Jeder Mensch muß etwas haben, dem er nachfolgt, das ihm als Leitstern dient. Wer dem Schönen und Guten mit Überzeugung nachfolgt, der mag sich durch dieses Wort bestärkt finden.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Er findet feste Anhänglichkeit\nund wird noch dazu gebunden.\nDer König stellt ihn dem Westberg vor.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Es handelt sich um einen Menschen, der das Getriebe der Welt für seine Person schon hinter sich hat, einen erhabenen Weisen.  Aber es findet sich ein Nachfolger, der ihn versteht und nicht von ihm läßt. So kommt er noch einmal in die Welt zurück und hilft jenem bei seinem Werk. So entsteht eine Verbindung ewiger Art.\n\nDas Gleichnis ist gewählt von der Dschoudynastie. Diese Dynastie ehrte verdiente Gehilfen dadurch, daß sie einen Platz bekamen im Ahnentempel der Herrscherfamilie auf dem Westberg. Dadurch wurde ein solcher Mann in den Schicksalsbereich des Herrscherhauses aufgenommen.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
