campo	contenido_de	fuente_captura
hex	2	zeno.org:wilhelm-de-erstes-buch
nombre	DAS EMPFANGENDE	zeno.org:wilhelm-de-erstes-buch
chinese	坤	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Kun	zeno.org:wilhelm-de-erstes-buch
hex_font	䷁	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
intro	2. Kun / DAS EMPFANGENDE\noben Kun, das Empfangende, die Erde\nunten Kun, das Empfangende, die Erde\nDas Zeichen besteht aus lauter geteilten Linien. Die geteilte Linie entspricht der schattigen, weichen, rezeptiven Urkraft des Yin. Die Eigenschaft des Zeichens ist die Hingebung, sein Bild ist die Erde. Es ist das vollkommene Gegenstück zu dem Schöpferischen, das Gegenstück, nicht der Gegensatz; eine Ergänzung keine Bekämpfung. Es ist die Natur gegenüber dem Geist, die Erde gegenüber dem Himmel, das Räumliche gegenüber dem Zeitlichen, das Weiblich-Mütterliche gegenüber dem Männlich-Väterlichen. Der Grundsatz dieses Gegenstückes findet sich  aber, auf menschliche Verhältnisse übertragen, nicht nur in den Beziehungen zwischen Mann und Weib, sondern auch von Fürst und Minister oder Vater und Sohn; ja selbst in den einzelnen Menschen ist diese Zweiheit in dem Zusammensein von Geistigem und Sinnlichem.\n\nDennoch kann von einem eigentlichen Dualismus nicht geredet werden, denn es besteht zwischen den beiden Zeichen das Verhältnis einer klaren Rangordnung. An sich ist natürlich das Empfangende ebenso wichtig wie das Schöpferische. Aber durch die Eigenschaft der Hingebung ist die Stellung dieser Urkraft dem Schöpferi schen gegenüber bezeichnet. Sie muß unter der Leitung und Anregung des Schöpferischen sein, dann wirkt sie heilvoll. Nur wenn sie aus dieser Stellung heraustritt und dem Schöpferischen ebenbürtig zur Seite treten will, wird sie böse. Daraus ergibt sich dann Gegensatz und Kampf gegen das Schöpferische, der für beide Teile unheilvoll wirkt.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Empfangende wirkt erhabenes Gelingen,\nfördernd durch die Beharrlichkeit einer Stute.\nHat der Edle etwas zu unternehmen und will voraus,\nso geht er irre; doch folgt er nach, so findet er Leitung.\nFördernd ist es, im Westen und Süden Freunde zu finden,\nim Osten und Norden der Freunde zu entraten.\nRuhige Beharrlichkeit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Die vier Grundrichtungen des Schöpferischen: »erhabenes Gelingen, fördernd durch Beharrlichkeit« finden sich auch als Bezeichnung des Empfangenden. Nur ist die Beharrlichkeit näher definiert als die Beharrlichkeit einer Stute. Das Empfangende bezeichnet die räumliche Wirklichkeit gegenüber der geistigen Möglichkeit des Schöpferischen. Wenn das Mögliche wirklich wird, das Geistige räumlich, so geschieht das immer durch eine einschränkende, individuelle Bestimmung. Das ist bezeichnet dadurch, daß hier dem Ausdruck »Beharrlichkeit« die nähere Bestimmung »einer Stute« beigefügt ist. Das Pferd gehört zur Erde wie der Drache zum Himmel, es symbolisiert durch seine unermüdliche Bewegung über die Ebene hin die Weiträumigkeit der Erde. Der Ausdruck »Stute« ist gewählt, weil die Stute die Kraft und Schnelligkeit des Pferdes mit der Sanftheit und Hingebung der Kuh vereinigt.\n\nDie Natur kann nur darum, weil sie dem Wesen des Schöpferischen gewachsen ist, dessen Anregungen verwirklichen. Ihr  Reichtum besteht darin, daß sie alle Wesen ernährt, und ihre Größe, daß sie alles verschönt und herrlich macht. So schafft sie Gedeihen für alles Lebendige. Während das Schöpferische die Dinge zeugt, werden sie vom Empfangenden geboren. Auf menschliche Verhältnisse übertragen, handelt es sich darum, der Lage entsprechend sich zu verhalten. Man ist nicht in selbständiger Stellung, sondern als Gehilfe tätig. Da gilt es, etwas zu leisten. Nicht führen zu wollen – dadurch verirrte man sich nur –, sondern sich führen zu lassen, ist die Aufgabe. Wenn man es versteht, dem Schicksal gegenüber sich hingebend zu verhalten, so findet man sicher eine entsprechende Leitung. Der Edle läßt sich leiten. Er geht nicht blindlings voran, sondern er entnimmt den Verhältnissen, was von ihm verlangt wird, und folgt dieser Weisung des Schicksals.\n\nDa man etwas leisten soll, bedarf man der Gehilfen und Freunde zur Zeit der Arbeit und Anstrengung, wenn die Gedanken, die ausgeführt werden sollen, schon festliegen. Die Zeit der Arbeit und Anstrengung wird durch den Westen und Süden ausgedrückt. Denn der Süden und Westen ist das Symbol für den Ort, da das Empfangende für das Schöpferische arbeitet – wie die Natur im Sommer und Herbst; wenn man da nicht alle Kräfte zusammenfaßt, wird man nicht fertig mit der Arbeit, die man zu leisten hat. Darum bedeutet hier, Freunde zu bekommen, eben daß man Leistung findet. Aber außer der Arbeit und Anstrengung gibt es auch eine Zeit des Planens und Ordnens; da bedarf's der Einsamkeit. Der Osten symbolisiert den Ort, da man die Aufträge von seinem Herrn erhält, und der Norden den Ort, da man über das Geleistete berichtet. Da gilt es allein und sachlich zu sein. In dieser heiligen Stunde muß man der Genossen entraten, damit nicht durch der Parteien Haß und Gunst die Reinheit getrübt wird.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der Zustand der Erde ist die empfangende Hingebung.\nSo trägt der Edle weiträumigen Wesens die Außenwelt.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Ebenso wie es nur einen Himmel gibt, gibt es auch nur eine Erde. Während aber beim Himmel die Verdoppelung des Zeichens zeitliche Dauer bedeutet, bedeutet sie bei der Erde die räumliche Ausdehnung und Festigkeit, mit der sie alles, was da lebt und webt, trägt und erhält. Die Erde in ihrer Hingebung trägt ohne Ausnahme Gut und Böse. So macht der Edle seinen Charakter weiträumig, gediegen und tragfähig, so daß er Menschen und Dinge zu tragen und ertragen vermag.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Tritt man auf Reif, so naht das feste Eis.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Wie die lichte Kraft das Leben darstellt, so die schattige Kraft den Tod. Im Herbst, wenn der Frühreif fällt, ist die Kraft des Dunkels und der Kälte erst in der Entfaltung. Nach den ersten Spuren werden sich nach festen Gesetzen die Äußerungen des Todes allmählich mehren, bis schließlich der starre Winter mit seinem Eis da ist.\n\nGenau so geht es im Leben. Wenn sich gewisse, kaum merkliche Zeichen des Verfalls zeigen, so geht es weiter, bis schließlich der Untergang da ist. Aber im Leben kann man vorbeugen, wenn man die Anzeichen des Verfalls beachtet und ihnen rechtzeitig entgegentritt.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Gerade, rechtwinklig, groß.\nOhne Absicht bleibt doch nichts ungefördert.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Der Himmel hat als Symbol den Kreis, die Erde das rechtwinklige Quadrat. Somit ist das Rechtwinklige eine ursprüngliche Eigenschaft der Erde. Dagegen ist die geradlinige Bewegung ursprünglich eine Eigenschaft des Schöpferischen, ebenso wie die Größe. Aber alle rechtwinkligen Dinge haben ihre Wurzel in der geraden Linie und bilden ihrerseits wieder körperliche Größen. Wenn man in der Mathematik Linien, Flächen und Körper un terscheidet, so ergeben sich aus geraden Linien rechtwinklige Flächen und aus rechtwinkligen Flächen kubische Größen. Das Empfangende richtet sich nach den Eigenschaften des Schöpferischen und macht sie zu seinen eigenen. So wird aus einer Geraden ein Quadrat und aus einem Quadrat ein Würfel. Das ist die einfache Hingebung an die Gesetze des Schöpferischen, ohne etwas davon- oder dazuzutun. Darum bedarf es für das Empfangende nicht einer besonderen Absicht oder Anstrengung, und alles wird recht.\n\nDie Natur erzeugt die Wesen ohne Falsch, das ist ihre Geradheit;  sie ist ruhig und still, das ist ihre Rechtwinkligkeit; sie weigert sich nicht, irgendein Wesen zu dulden, das ist ihre Größe. Darum erreicht sie ohne äußeres Machen oder besondere Absichten für alle das Rechte. Für den Menschen bedeutet es höchste Weisheit, in seinem Wirken so selbstverständlich zu werden wie die Natur.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Verborgene Linien; man vermag beharrlich zu bleiben.\nFolgst du etwa eines Königs Diensten,\nso suche nicht Werke, aber vollende!	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Wenn man frei von Eitelkeit ist, so vermag man seine Vorzüge so zu verdecken, daß sie nicht vorzeitig die öffentliche Aufmerksamkeit auf sich ziehen. So kann man in der Stille reifen. Wenn es die Verhältnisse erfordern, so mag man auch in die Öffentlichkeit hervortreten, aber auch dann zurückhaltend. Der Weise wird den Ruhm gern andern lassen. Er sucht nicht fertige Tatsachen, die ihm als Verdienste angerechnet werden, wohl aber erhofft er wirkende Ursachen, d.h. er vollendet die Werke so, daß sie für die Zukunft fruchtbringend sind.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Sechs auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Zugebundener Sack. Kein Makel; kein Lob.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Das Schattige öffnet sich, wenn es sich bewegt, und schließt sich, wenn es ruht. Hier ist die strengste Verschlossenheit gezeichnet. Die Zeit ist gefährlich: jedes Hervortreten führt entweder zur Feindschaft übermächtiger Gegner, wenn man sie bekämpfen wollte, oder zu mißverstandener Anerkennung, wenn man sich läßlich gäbe. So gilt es, sich zu verschließen, sei es in der Einsamkeit oder im Weltgetriebe: denn auch da kann man sich so gut verbergen, daß niemand einen kennt.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Gelbes Untergewand bringt erhabenes Heil.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Gelb ist die Farbe der Erde und der Mitte, das Symbol des Zuverlässigen und Echten. Das Untergewand ist unauffällig verziert, das Symbol vornehmer Zurückhaltung. Wenn jemand zu wirken berufen ist an hervorragender, doch nicht unabhängiger Stellung, so beruht der wahre Erfolg auf der höchsten Diskretion. Die Echtheit und Feinheit darf nicht direkt hervortreten, sondern nur als Wirkung von innen her sich mittelbar äußern.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Drachen kämpfen auf dem Anger.\nIhr Blut ist schwarz und gelb.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Auf dem obersten Platz sollte das Schattige dem Lichten weichen. Will es sich auf dem Platz, der ihm nicht gebührt, behaupten, und statt zu dienen, herrschen, so zieht es sich den Zorn des Starken zu. Es kommt zum Kampf, in dem es gestürzt wird, in dem jedoch beide Teile zu Schaden kommen.\n\nDer Drache, das Symbol des Himmels, kommt herbei und bekämpft den falschen Drachen, zu dessen Bilde hier das Irdische sich gesteigert hat. Schwarzblau ist die Farbe des Himmels, Gelb ist die Farbe der Erde. Wenn also schwarzes und gelbes Blut fließt, so ist das ein Zeichen, daß durch diesen unnatürlichen Kampf beide Grundkräfte Schaden leiden.	zeno.org:wilhelm-de-erstes-buch
