campo	contenido_de	fuente_captura
hex	43	zeno.org:wilhelm-de-erstes-buch
nombre	DER DURCHBRUCH (DIE ENTSCHLOSSENHEIT)	zeno.org:wilhelm-de-erstes-buch
chinese	夬	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Guai	zeno.org:wilhelm-de-erstes-buch
hex_font	䷪	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
intro	43. Guai / DER DURCHBRUCH (DIE ENTSCHLOSSENHEIT)\noben Dui, das Heitere, der See\nunten Kiën, das Schöpferische, der Himmel\nDas Zeichen bedeutet einerseits einen Durchbruch nach lange angesammelter Spannung, wie den Durchbruch eines geschwellten Flusses durch seine Dämme, wie einen Wolkenbruch. Auf menschliche Verhältnisse übertragen, ist es andererseits die Zeit, da allmählich die Gemeinen im Schwinden sind. Ihr Einfluß ist im Abnehmen, und durch eine entschlossene Aktion kommt eine Änderung der Verhältnisse zum Durchbruch. Das Zeichen ist dem dritten Monat (April-Mai) zugeordnet.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Der Durchbruch.\nEntschlossen muß man am Hof des Königs\ndie Sache bekanntmachen.\nDer Wahrheit gemäß muß sie verkündet werden. Gefahr!\nMan muß seine eigene Stadt benachrichtigen.\nNicht fördernd ist es, zu den Waffen zu greifen.\nFördernd ist es, etwas zu unternehmen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Wenn in einer Stadt auch nur ein Gemeiner an herrschendem Platz sich hält, so vermag er die Edlen zu bedrücken. Wenn im Herzen auch nur noch eine Leidenschaft nistet, so vermag sie die Vernunft zu umdüstern. Leidenschaft und Vernunft können nicht zusammen bestehen, darum ist unbedingter Kampf notwendig, wenn man das Gute zur Herrschaft bringen will. Für den entschlossenen Kampf des Guten zur Beseitigung des Bösen gibt es aber bestimmte Regeln, die nicht außer acht gelassen werden dürfen, wenn man Erfolg haben will. 1. Entschlossenheit muß auf einer Vereinigung von Stärke und Freundlichkeit beruhen. 2. Ein Kompromiß mit dem Schlechten ist nicht möglich; es muß unter allen Umständen offen diskreditiert werden. Ebenso dürfen auch die eigenen Leidenschaften und Fehler nicht beschönigt werden. 3. Der Kampf darf nicht direkt durch Gewalt geführt werden. Wo das Böse gebrandmarkt ist, da sinnt es auf Waffen, und wenn man ihm den Gefallen tut, es Schlag gegen Schlag zu bekämpfen, so zieht man den kürzeren, weil man dadurch selbst in Haß und Leidenschaft verwickelt wird. Darum gilt es, beim eigenen Haus anzufangen: persönlich auf der Hut zu sein vor den gebrandmarkten Fehlern. Dadurch stumpfen sich die Waffen des Bösen von selbst ab, wenn sie keinen Gegner finden. Ebenso dürfen auch eigene Fehler nicht direkt bekämpft werden. Solange man sich mit ihnen herumschlägt, bleiben sie immer siegreich. 4. Die beste Art, das Böse zu bekämpfen, ist energischer Fortschritt im Guten.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der See ist an den Himmel emporgestiegen:\ndas Bild des Durchbruchs.\nSo spendet der Edle Reichtum nach unten hin\nund scheut es, bei seiner Tugend zu verweilen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn das Wasser des Sees an den Himmel emporgestiegen ist, so läßt das einen Wolkenbruch befürchten. Das läßt sich der  Edle zur Warnung dienen, indem er rechtzeitig einem gewaltsamen Zusammenbruch vorbeugt. Wer nur für sich allein Reichtum anhäufen wollte, ohne an andre zu denken, der würde es bestimmt erleben, daß es einen Zusammenbruch mit ihm gibt. Denn auf alles Sammeln folgt ein Zerstreuen. Darum zerstreut der Edle schon während des Sammelns. Ebenso ist er bei der Bildung seines Charakters darauf bedacht, sich nicht in Eigensinn zu versteifen, sondern sich in dauernder strenger Selbstprüfung eindrucksfähig zu erhalten.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Mächtig in den vorwärtsschreitenden Zehen.\nGeht man hin und ist der Sache nicht gewachsen,\nso macht man einen Fehler.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	In Zeiten entschlossenen Voranschreitens ist besonders der erste Anfang schwierig. Man fühlt sich zu entschlossenem Voranschreiten begeistert. Aber der Widerstand ist noch sehr stark. Da gilt es, die eigene Kraft zu ermessen und nur so weit sich einzulassen, als man des Erfolges sicher ist. Blinde Draufgängerei ist vom Übel, denn gerade zu Anfang kann ein unerwarteter Rückschlag von den unheilvollsten Folgen sein.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Alarmruf. Abends und nachts Waffen.\nFürchte nichts.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Bereit sein ist alles. Entschlossenheit ist mit Vorsicht untrennbar verbunden. Wenn man sorgfältig und besonnen ist, so braucht man nicht zu erschrecken und aufgeregt zu werden. Wenn man allezeit wachsam ist, solange noch keine Gefahr da ist, so ist man gewappnet, wenn die Gefahr naht, und braucht sich nicht zu fürchten. Der Edle ist auf der Hut vor dem, was noch nicht zu sehen ist, und besorgt vor dem, was noch nicht zu hören ist; darum weilt er inmitten der Schwierigkeiten, als wären es keine Schwierigkeiten. Wenn man seinen Charakter ausbildet, so fügen sich einem die Menschen von selbst. Siegt die Vernunft, so ziehen sich die Leidenschaften von selbst zurück. Besonnen sein und nicht die Rüstung vergessen, das ist der rechte Weg zur Sicherheit.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Mächtig in den Backenknochen zu sein bringt Unheil.\nDer Edle ist fest entschlossen.\nEr wandelt einsam und kommt in den Regen.\nEr wird bespritzt, und man murrt wider ihn.\nKein Makel.	zeno.org:wilhelm-de-erstes-buch
