campo	contenido_de	fuente_captura
hex	34	zeno.org:wilhelm-de-erstes-buch
nombre	DES GROSSEN MACHT	zeno.org:wilhelm-de-erstes-buch
chinese	大壯	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Da Dschuang	zeno.org:wilhelm-de-erstes-buch
hex_font	䷡	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
intro	34. Da Dschuang / DES GROSSEN MACHT\noben Dschen, das Erregende, der Donner\nunten Kiën, das Schöpferische, der Himmel\nDie großen, d.h. lichten, starken Linien sind mächtig. Vier lichte Linien sind von unten her in das Zeichen eingetreten und sind im Begriff, weiter aufzusteigen. Das obere Halbzeichen ist Dschen, das Erregende, das untere Kiën, das Schöpferische. Das Schöpferische ist stark, das Erregende bewegend. Die Vereinigung von Bewegung und Stärke gibt den Sinn der Macht des Großen. Das Zeichen ist dem zweiten Monat (März-April) zugeordnet.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Des Großen Macht. Fördernd ist Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Zeichen deutet auf eine Zeit, da innerer Wert gewaltig aufsteigt und zur Macht kommt. Aber die Stärke hat die Mitte schon überschritten. Darum liegt die Gefahr nahe, daß man sich auf seine Macht verläßt, ohne jederzeit nach dem Rechten zu fragen, daß man auf Bewegung aus ist, ohne auf die rechte Zeit zu warten. Deshalb ist der Satz beigefügt, daß Beharrlichkeit förderlich ist. Denn das ist eben wirklich große Macht, die nicht in bloße Gewalt ausartet, sondern innerlich verbunden bleibt mit den Grundsätzen des Rechts und der Gerechtigkeit. Wenn man diesen Punkt versteht, daß Größe und Gerechtigkeit untrennbar verbunden sein müssen, so versteht man den wahren Sinn alles Weltgeschehens in Himmel und Erde.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der Donner ist am Himmel droben:\ndas Bild der Macht des Großen.\nSo tritt der Edle nicht auf Wege,\ndie nicht der Ordnung entsprechen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Der Donner, die elektrische Kraft, steigt im Frühjahr nach oben. Diese Bewegung ist im Einklang mit der Richtung der Bewegung des Himmels. Es ist also eine Bewegung in Übereinstimmung mit dem Himmel, die große Macht bewirkt. Wahre Größe beruht aber darauf, daß sie in Einklang ist mit dem, was recht ist. Darum hütet sich der Edle in Zeiten großer Macht, etwas zu tun, das nicht im Einklang ist mit dem, was der Ordnung entspricht.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Macht in den Zehen.\nFortmachen bringt Unheil.\nDas ist gewißlich wahr.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Die Zehen sind ganz unten und sind bereit voranzuschreiten. So ist große Macht an niederer Stelle geneigt, gewaltsam den Fortschritt zu erzwingen. Das würde aber, wenn man so weiter macht, sicher ins Unheil führen. Daher ist als Rat eine Warnung beigefügt.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Beharrlichkeit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Die vorausgesetzte Lage ist, daß die Pforten des Erfolgs sich zu öffnen beginnen. Der Widerstand beginnt zu weichen. Man kommt machtvoll voran. Dies ist der Punkt, wo allzu leicht der Übermut einsetzt, der sich nicht zügeln kann. Darum das Orakel, daß Beharrlichkeit – nämlich im inneren Gleichgewicht, ohne übertriebene Machtwirkung – Heil bringt.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Der Gemeine wirkt durch Macht, der Edle wirkt nicht so.\nFortmachen ist gefährlich.\nEin Ziegenbock stößt gegen eine Hecke\nund verwickelt seine Hörner.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Das Pochen auf Macht führt zu Verwicklungen, wie ein Bock, der gegen eine Hecke stößt, seine Hörner verwickelt. Während der Gemeine, wenn er im Besitz der Macht ist, darin schwelgt, macht es der Edle nicht so. Er ist sich der Gefahr des Weitermachens unter allen Umständen bewußt und verzichtet daher rechtzeitig auf bloße Machtentfaltung.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Beharrlichkeit bringt Heil.\nDie Reue schwindet.\nDie Hecke öffnet sich, es gibt keine Verwicklung.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Die Macht beruht auf der Achse eines großen Wagens.\n\nWenn man beharrlich und still fortarbeitet an der Beseitigung  der Widerstände, dann gelingt es schließlich. Die Hemmnisse weichen, und der Anlaß zur Reue, der auf einer Übertreibung der Anwendung von Macht beruht, verschwindet.\n\nDie Macht zeigt sich nicht äußerlich, aber sie hat die Wirkung, daß sie schwere Lasten voranbringt wie ein großer Wagen, dessen Stärke auf seiner Achse beruht. Je weniger man die Macht nach außen hin anwendet, desto stärker wirkt sie.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	Sechs auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Verliert den Bock in Leichtigkeit.\nKeine Reue.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Der Bock zeichnet sich durch äußere Härte bei innerer Schwäche aus. Nun ist die Lage so, daß alles ganz leicht ist; kein Widerstand ist mehr vorhanden. Da mag man das kampfbereite, bockige Wesen ablegen und wird es nicht zu bereuen haben.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Ein Bock stößt gegen eine Hecke.\nEr kann nicht zurück, er kann nicht voran.\nNichts ist fördernd.\nMerkt man die Schwierigkeit, so bringt das Heil.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Wenn man sich zu weit vorwagt, so kommt man an einen toten Punkt, wo man weder vorwärts noch rückwärts kann und alles nur dazu dient, die Sache noch verwickelter zu machen. Bei solchem Eigensinn kommt man in unüberwindliche Schwierigkeiten. Wenn man die Lage einsieht und nicht fortmachen will, sondern sich beruhigt, so wird mit der Zeit alles wieder gut werden.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
