campo	contenido_de	fuente_captura
hex	25	zeno.org:wilhelm-de-erstes-buch
nombre	DIE UNSCHULD (DAS UNERWARTETE)	zeno.org:wilhelm-de-erstes-buch
chinese	無妄	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Wu Wang	zeno.org:wilhelm-de-erstes-buch
hex_font	䷘	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
intro	25. Wu Wang / DIE UNSCHULD (DAS UNERWARTETE)\noben Kiën, das Schöpferische, der Himmel\nunten Dschen, das Erregende, der Donner\nOben ist Kiën, der Himmel, unten ist Dschen, die Bewegung. Das untere Zeichen, Dschen, wird bestimmt durch den starken Strich, den es von oben her, vom Himmel, bekommen hat. Wenn demgemäß die Bewegung dem Gesetz des Himmels folgt, dann ist der Mensch unschuldig und ohne Falsch. Das ist das Echte, Natürliche, das durch keine Überlegungen und Hintergedanken getrübt ist. Wo man die Absicht merkt, da ist die Wahrheit und Unschuld der Natur verloren. Natur ohne die Direktive des Geistes ist nicht wahre Natur, sondern degenerierte Natur. Von dem Gedanken des Natürlichen aus geht die Gedankenbildung teilweise noch weiter, und so umfaßt das Zeichen auch noch den Gedanken des Unbeabsichtigten, Unerwarteten.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Unschuld. Erhabenes Gelingen.\nFördernd ist Beharrlichkeit.\nWenn jemand nicht recht ist, so hat er Unglück,\nund nicht fördernd ist es, irgend etwas zu unternehmen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Der Mensch hat vom Himmel die ursprünglich gute Natur erhalten, daß sie ihn bei allen Bewegungen leite. Durch Hingabe an dieses Göttliche in ihm erlangt der Mensch eine lautere Unschuld, die ohne Hintergedanken an Lohn und Vorteil einfach das Rechte tut mit instinktiver Sicherheit. Diese instinktive Sicherheit bewirkt erhabenes Gelingen und ist fördernd durch Beharrlichkeit. Es ist aber nicht alles Instinktive Natur in diesem höheren Sinn des Wortes, sondern nur das Rechte, das mit dem Willen des Himmels übereinstimmt. Ohne dieses Rechte wirkt eine unüberlegte instinktive Handlungsweise nur Unglück. Meister Kung sagt darüber: »Wer von der Unschuld abweicht, wo kommt der hin? Des Himmels Wille und Segen ist nicht mit seinen Taten.«	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Unter dem Himmel geht der Donner:\nAlle Dinge erlangen den Naturzustand der Unschuld.\nSo pflegten und nährten die alten Könige,\nreich an Tugend und entsprechend der Zeit, alle Wesen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn der Donner – die Lebenskraft – im Frühling sich unter dem Himmel wieder regt, dann sproßt und wächst alles, und alle Geschöpfe erhalten von der schaffenden Natur die Kindesunschuld des ursprünglichen Wesens. So machen es auch die guten Herrscher der Menschen: Mit dem inneren Reichtum ihres Wesens sorgen sie für alles Leben und alle Kultur und tun alles, was zu deren Pflege nötig ist, zur rechten Zeit.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	O Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Unschuldiger Wandel bringt Heil!	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Die ersten ursprünglichen Regungen des Herzens sind immer gut, so daß man ihnen getrost folgen kann und gewiß sein darf, daß man Glück hat und seine Absicht erreicht.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Wenn man beim Pflügen nicht ans Ernten denkt\nund beim Roden nicht an das Benützen des Feldes:\ndann ist es fördernd, etwas zu unternehmen.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Man soll jede Arbeit um ihrer selbst willen tun, wie Zeit und Ort sie verlangen, und nicht nach dem Erfolg schielen, dann gerät sie, und was man unternimmt, hat Erfolg.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Unverschuldetes Unglück:\nDie Kuh, die von jemand angebunden war,\nist des Wanderers Gewinn, des Bürgers Verlust.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Manchmal kommt unverschuldetes Unglück über einen, das von einem andern veranlaßt wird, wie etwa, wenn ein Mann des Weges kommt und eine angebundene Kuh mitlaufen läßt. Sein Gewinn ist des Besitzers Verlust. Bei allen, auch bei unschuldigen Handlungen, muß man sich nach der rechten Zeit richten, sonst kommt unerwartetes Unglück über einen.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Wer vermag beharrlich zu sein, bleibt ohne Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Was einem wirklich gehört, das kann man nicht verlieren, und wenn man es wegwürfe. Man braucht darum gar nicht besorgt zu sein. Man muß nur darum besorgt sein, daß man seinem eigenen Wesen treu bleibt und nicht auf andere hört.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Bei unverschuldeter Krankheit gebrauche keine Arznei.\nEs wird schon von selber gut werden.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Kommt von außen her, durch Zufall, ein unerwartetes Übel, das nicht in der eigenen Natur begründet ist und in ihr seinen Anhaltspunkt hat, so soll man nicht nach äußeren Mitteln greifen zu seiner Beseitigung, sondern der Natur ruhig ihren Lauf lassen, dann wird es von selbst besser.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Unschuldiges Handeln bringt Unglück.\nNichts ist fördernd.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Wenn man in einer Lage ist, da kein Fortschritt mehr an der Zeit ist, da gilt es ruhig und ohne Hintergedanken zu warten. Wenn man unüberlegt handelt, um wider das Schicksal voranzukommen, so wird ein Erfolg nicht erreicht.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
