campo	contenido_de	fuente_captura
hex	30	zeno.org:wilhelm-de-erstes-buch
nombre	DAS HAFTENDE, DAS FEUER	zeno.org:wilhelm-de-erstes-buch
chinese	離	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Li	zeno.org:wilhelm-de-erstes-buch
hex_font	䷝	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Li, das Haftende, das Feuer	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Li, das Haftende, das Feuer	zeno.org:wilhelm-de-erstes-buch
intro	30. Li / DAS HAFTENDE, DAS FEUER\noben Li, das Haftende, das Feuer\nunten Li, das Haftende, das Feuer\nAuch dieses Zeichen ist ein Doppelzeichen. Das einfache Zeichen Li bedeutet »haften an etwas«, »bedingt sein«, »beruhen auf etwas«, »Helligkeit«. Eine dunkle Linie haftet an einem hellen Strich oben und unten, das Bild eines leeren Raumes zwischen zwei starken Strichen, wodurch diese hell werden. Es ist die mittlere Tochter. Das Schöpferische hat die zentrale Linie des Empfangenden in sich aufgenommen, und so entsteht Li. Als Bild ist es das Feuer. Das Feuer hat keine bestimmte Gestalt, sondern  haftet an den brennenden Dingen und ist dadurch hell. Wie das Wasser vom Himmel herabkommt, so lodert das Feuer von der Erde empor. Während Kan die Seele bedeutet, die in dem Körper eingeschlossen ist, bedeutet Li die Natur in ihrer Verklärung.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Haftende. Fördernd ist Beharrlichkeit.\nSie bringt Gelingen. Pflege der Kuh bringt Heil.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Dunkle haftet am Lichten und vollendet so dessen Helligkeit. Indem das Helle Licht ausstrahlt, bedarf es des Beharrlichen im Innern, damit es sich nicht restlos verbrennt, sondern dauernd leuchten kann. Alles Leuchtende in der Welt ist abhängig von etwas, an dem es haftet, damit es dauernd leuchten kann.\n\nSo haften Sonne und Mond am Himmel; Getreide, Gras und Bäume haften an der Erde. So haftet die doppelte Klarheit des berufenen Mannes am Rechten und vermag dadurch die Welt zu gestalten. Indem der Mensch, der bedingt und nicht unabhängig dasteht in der Welt, diese Bedingtheit anerkennt, sich abhängig macht von den harmonischen und guten Kräften des Weltzusammenhangs, hat er Gelingen. Die Kuh ist das Symbol der äußersten Fügsamkeit. Indem der Mensch diese Fügsamkeit und freiwillige Abhängigkeit in sich pflegt, erlangt er Klarheit ohne Schärfe und findet seinen Platz in der Welt.\n\nBemerkung: Es ist ein merkwürdiges Zusammentreffen, das der Beachtung wert ist, daß hier ebenso wie in der parsischen Religion das Feuer und die Pflege der Kuh miteinander verbunden sind.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Die Helle erhebt sich zweimal: das Bild des Feuers.\nSo erleuchtet der große Mann durch Fortsetzung dieser\nHelle die vier Weltgegenden.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Jedes der beiden Einzelzeichen stellt die Sonne in einem Tageslauf dar. Es ist also eine wiederholte Tätigkeit der Sonne dargestellt. Damit ist die zeitliche Wirkung des Lichts angedeutet. Der große Mann setzt das Werk der Natur in der Menschenwelt fort. Durch die Klarheit seines Wesens bewirkt er, daß das Licht immer weiter sich verbreitet und immer mehr das Menschenwesen innerlich durchdringt.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Die Fußspuren laufen kreuz und quer.\nWenn man ernst dabei ist: kein Makel.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Es ist früher Morgen. Die Arbeit beginnt. Nachdem im Schlaf die Seele von der Außenwelt abgeschlossen war, fangen nun die Beziehungen zur Welt wieder an. Kreuz und quer laufen die Spuren der Eindrücke. Es herrscht eilige Geschäftigkeit. Wichtig ist dabei, die innere Sammlung zu bewahren, sich nicht mitreißen zu lassen von dem Getriebe des Lebens. Wenn man ernst und gesammelt ist, so erlangt man die nötige Klarheit zur Auseinandersetzung mit den zahlreichen Eindrücken, die auf einen einstürmen. Gerade zu Anfang ist solch gesammelter Ernst besonders wichtig; denn der Anfang enthält die Keime zu allem Weiteren.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Gelber Schein. Erhabenes Heil.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Der Mittag des Tages ist erreicht. Die Sonne strahlt in gelbem Schein. Gelb ist die Farbe der Mitte und des Maßes. Gelber Schein ist daher das Bild vollkommener Kultur und Kunst, deren höchste Harmonie im Maß besteht.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Neun auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Beim Schein der untergehenden Sonne\nschlagen die Menschen entweder auf den Topf und singen,	zeno.org:wilhelm-de-erstes-buch
L3_comentario	oder sie seufzen laut über das nahende Greisenalter.\n\nUnheil.\n\nHier ist das Ende des Tages. Der Schein der niedergehenden Sonne erinnert an die Bedingtheit und Vergänglichkeit des Lebens. In dieser äußeren Unfreiheit werden die Menschen meist auch innerlich unfrei. Entweder ist ihnen die Vergänglichkeit ein Antrieb zu um so ausgelassenerer Lustigkeit, um das Leben zu genießen, solange es noch da ist, oder sie lassen sich von der Trauer hinreißen und verderben sich durch die Klage um das nahende Alter die kostbare Zeit. Beides ist vom Übel. Dem Edlen ist ein früher oder später Tod nicht zweierlei. Er pflegt seine Person und wartet sein Los ab und festigt dadurch sein Schicksal.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Plötzlich ist sein Kommen;\nes brennt auf, erstirbt, wird weggeworfen.	zeno.org:wilhelm-de-erstes-buch
