campo	contenido_de	fuente_captura
hex	62	zeno.org:wilhelm-de-erstes-buch
nombre	DES KLEINEN ÜBERGEWICHT	zeno.org:wilhelm-de-erstes-buch
chinese	小過	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Siau Go	zeno.org:wilhelm-de-erstes-buch
hex_font	䷽	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Gen, das Stillehalten, der Berg	zeno.org:wilhelm-de-erstes-buch
intro	62. Siau Go / DES KLEINEN ÜBERGEWICHT\noben Dschen, das Erregende, der Donner\nunten Gen, das Stillehalten, der Berg\nWährend bei dem Zeichen »Des Großen Übergewicht« (Nr. 28) die starken Striche im Übergewicht sind, und zwar innen, eingeschlossen zwischen die beiden Striche zu Anfang und zu Ende, sind hier die schwachen Striche im Übergewicht, ebenfalls außen, während die starken innen sind. Darauf beruht eben der Ausnahmezustand. Sind die starken Striche außen, so haben wir die Zeichen I, Ernährung, und Dschung Fu, Innere Wahrheit, die beide nicht Ausnahmezustände bezeichnen. Wenn die Starken innen im Übergewicht sind, so müssen sie sich durchsetzen. Das schafft Kampf und Ausnahmezustände im Großen. Hier dagegen muß notgedrungen das Schwache die Vertretung nach außen übernehmen. Wenn man an einem entscheidenden Platz steht, dem man seinem Wesen nach eigentlich nicht gewachsen ist, so ist außerordentliche Vorsicht nötig.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Des Kleinen Übergewicht. Gelingen.\nFördernd ist Beharrlichkeit.\nMan mag kleine Dinge tun, man soll nicht große Dinge tun.\nDer fliegende Vogel bringt die Botschaft:\nEs ist nicht gut, nach oben zu streben,\nes ist gut, unten zu bleiben. Großes Heil!	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Außerordentliche Bescheidenheit und Gewissenhaftigkeit wird sicher von Erfolg belohnt werden, nur ist es wichtig, daß sie nicht leere Formel und kriechendes Wesen werden, sondern mit der rechten Würde im persönlichen Auftreten verbunden bleiben, so daß man sich nicht wegwirft. Man muß verstehen, was die Forderungen der Zeit sind, um die rechte Ergänzung für die Mängel und Schäden der Zeit zu finden. Immerhin darf man sich nicht auf große Erfolge gefaßt machen, da dazu die nötige Stärke fehlt. Darum ist die Botschaft so wichtig, nicht nach hohen Dingen zu streben, sondern sich zu den niedrigen zu halten. Daß diese Botschaft durch einen Vogel gebracht wird, ergibt sich aus der Gestalt des Zeichens. Die vier starken, schweren Striche im Innern, die nur von zwei schwachen Strichen außen gestützt werden bei Da Go, Nr. 28, geben das Bild des lastenden Firstbalkens. Hier sind die tragenden leichten Striche außen und in der Überzahl; das gibt das Bild des schwebenden Vogels. Aber der Vogel soll sich nicht überheben und in die Sonne fliegen wollen, sondern sich herablassen auf die Erde, wo sein Nest ist. Damit gibt er die Botschaft, die das Zeichen verkündet.	zeno.org:wilhelm-de-erstes-buch
