campo	contenido_de	fuente_captura
hex	54	zeno.org:wilhelm-de-erstes-buch
nombre	DAS HEIRATENDE MÄDCHEN	zeno.org:wilhelm-de-erstes-buch
chinese	歸妹	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Gui me	zeno.org:wilhelm-de-erstes-buch
hex_font	䷵	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben ist Dschen, der älteste Sohn, unten Dui, die jüngste Tochter. Der Mann geht voran, das Mädchen folgt ihm erfreut. Es wird der Eintritt des Mädchens in das Haus des Mannes geschildert. Es gibt im ganzen vier Zeichen, die die Beziehungen zwischen Gatten schildern. Nr. 31, Hiën, »allseitiger Einfluß«, schildert die Anziehung, die ein junges Paar aufeinander ausübt. Nr. 32, Hong, »die Dauer«, schildert die dauernden Verhältnisse der Ehe. Nr. 53, Dsiën, »die Entwicklung«, schildert die zögernden und zeremoniellen Vorgänge beim Abschluß einer korrekten Ehe. Gui Me, »die Heirat des Mädchens«, endlich zeigt einen älteren Mann, dem ein junges Mädchen zur Ehe folgt.	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
intro	54. Gui me / DAS HEIRATENDE MÄDCHEN\noben ist Dschen, der älteste Sohn, unten Dui, die jüngste Tochter. Der Mann geht voran, das Mädchen folgt ihm erfreut. Es wird der Eintritt des Mädchens in das Haus des Mannes geschildert. Es gibt im ganzen vier Zeichen, die die Beziehungen zwischen Gatten schildern. Nr. 31, Hiën, »allseitiger Einfluß«, schildert die Anziehung, die ein junges Paar aufeinander ausübt. Nr. 32, Hong, »die Dauer«, schildert die dauernden Verhältnisse der Ehe. Nr. 53, Dsiën, »die Entwicklung«, schildert die zögernden und zeremoniellen Vorgänge beim Abschluß einer korrekten Ehe. Gui Me, »die Heirat des Mädchens«, endlich zeigt einen älteren Mann, dem ein junges Mädchen zur Ehe folgt.\nunten Dui, das Heitere, der See\nBemerkung: In China herrscht formell die Einehe. Jeder Mann hat nur eine offizielle Frau. Diese Verbindung, die weniger die beiden Beteiligten als die Familien angeht, wird unter strenger  Beobachtung der Formen geschlossen. Doch behält der Mann das Recht, auch den zarteren Neigungen persönlicher Art Gehör zu schenken. Ja es ist die schönste Pflicht einer guten Frau, ihm darin behilflich zu sein. Auf diese Weise wird das Verhältnis ein schönes und offenes. Das Mädchen, das nach der Wahl des Mannes in die Familie eintritt, ordnet sich der Hausfrau bescheiden unter als jüngere Schwester. Selbstverständlich handelt es sich hier um sehr heikle und zarte Fragen, die viel Takt auf jeder Seite erfordern. Doch wenn die Umstände günstig sind, findet sich hier die Lösung eines Problems, die der europäischen Kultur nicht gelungen ist. Selbstverständlich entspricht die Weiblichkeit in China so wenig dem Ideal, wie die Ehen in Europa durchschnittlich im Einklang mit den europäischen Eheidealen sind.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das heiratende Mädchen.\nUnternehmungen bringen Unheil.\nNichts, das fördernd wäre.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Ein Mädchen, das in die Familie aufgenommen ist, ohne Hauptfrau zu sein, muß sich besonders vorsichtig und zurückhaltend benehmen. Es darf sich nicht von sich aus aufmachen, um die Hausfrau zu verdrängen, denn das würde Unordnung bedeuten, und man käme dadurch in unhaltbare Verhältnisse.\n\nDas bezieht sich auf alle freien Verhältnisse unter Menschen. Während die rechtlich geordneten Verhältnisse einen festen Zusammenhang von Pflichten und Rechten aufweisen, beruhen die Neigungsverhältnisse der Menschen in ihrer Dauer rein auf taktvoller Zurückhaltung.\n\nDiese Neigung als Prinzip der Beziehungen ist von größter Bedeutung in allen Verhältnissen der Welt, denn aus der Vereinigung von Himmel und Erde kommt der Bestand der ganzen Natur, und ebenso ist unter den Menschen die freie Neigung als Prinzip der Vereinigung Anfang und Ende.	zeno.org:wilhelm-de-erstes-buch
