campo	contenido_de	fuente_captura
hex	47	zeno.org:wilhelm-de-erstes-buch
nombre	DIE BEDRÄNGNIS	zeno.org:wilhelm-de-erstes-buch
chinese	困	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Kun	zeno.org:wilhelm-de-erstes-buch
hex_font	䷮	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
intro	47. Kun / DIE BEDRÄNGNIS\noben Dui, das Heitere, der See\nunten Kan, das Abgründige, das Wasser\nOben ist der See, das Wasser darunter. Der See ist leer und erschöpft. Noch auf eine andere Weise kommt der Gedanke der Erschöpfung heraus: oben eine dunkle Linie, die zwei lichte unten hält; unten ist eine lichte Linie zwischen zwei dunkle eingeklemmt. Das obere Zeichen gehört dem dunklen Prinzip an, während das untere dem lichten Prinzip angehört. So sind überall die Edlen von den Gemeinen unterdrückt und in Schranken gehalten.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Bedrängnis. Gelingen. Beharrlichkeit.\nDer große Mann wirkt Heil. Kein Makel.\nWenn man etwas zu sagen hat, wird es nicht geglaubt.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Notzeiten sind das Gegenteil von Erfolg. Aber sie können zu Erfolg führen, wenn sie den rechten Menschen treffen. Wenn ein starker Mensch in Not kommt, so bleibt er trotz aller Gefahr heiter, und diese Heiterkeit ist die Grundlage späterer Erfolge. Sie ist die Beständigkeit, die stärker ist als das Schicksal. Wer sich durch Erschöpfung innerlich brechen läßt, der hat freilich keinen Erfolg. Aber wen die Not nur beugt, in dem erzeugt sie eine Kraft der Gegenwirkung, die sicher mit der Zeit ans Licht kommt. Doch dazu ist kein Gemeiner fähig. Nur der große Mann wirkt Heil und bleibt ohne Makel. Freilich nach außen hin ist ihm zunächst der Einfluß versagt, da seine Worte keine Wirkung haben. Darum gilt es in Zeiten der Not innerlich stark zu sein und wenig Worte zu machen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Im See ist kein Wasser: das Bild der Erschöpfung.\nSo setzt der Edle sein Leben daran,\num seinem Willen zu folgen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn das Wasser aus dem See nach unten geflossen ist, muß der See vertrocknen und sich erschöpfen. Das ist Schicksal. Das ist das Bild widriger Schicksale im Menschenleben. In solchen Zeiten  läßt sich nichts tun, als daß man sein Schicksal auf sich nimmt und sich selbst treu bleibt. Es handelt sich dabei aber um die tiefste Schicht des eigentlichen Wesens; denn nur die ist jedem äußeren Schicksal überlegen.	zeno.org:wilhelm-de-erstes-buch
