campo	contenido_de	fuente_captura
hex	35	zeno.org:wilhelm-de-erstes-buch
nombre	DER FORTSCHRITT	zeno.org:wilhelm-de-erstes-buch
chinese	晉	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Dsin	zeno.org:wilhelm-de-erstes-buch
hex_font	䷢	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Li, das Haftende, das Feuer	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
intro	35. Dsin / DER FORTSCHRITT\noben Li, das Haftende, das Feuer\nunten Kun, das Empfangende, die Erde\nDas Zeichen stellt die Sonne dar, die über die Erde emporsteigt; es ist daher das Bild des raschen, leichten Fortschritts, der gleichzeitig immer weitere Ausdehnung und Klarheit bedeutet.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Der Fortschritt:\nDer starke Fürst wird geehrt durch Pferde in großer Menge.\nAn einem Tage wird er dreimal empfangen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Als Beispiel wird eine Zeit geschildert, da ein starker Lehnsfürst die übrigen Fürsten um den Großkönig in Gehorsam und Frieden versammelt und vom Großkönig reich beschenkt und in nächste Nähe gezogen wird.\n\nEs liegt darin ein doppelter Gedanke. Die eigentliche Wirkung des Fortschrittes geht von einem Mann in abhängiger Stellung aus, den die andern als ihresgleichen ansehen, weshalb sie ihm willig folgen. Dieser Führer besitzt innere Klarheit genug, um den großen Einfluß, den er hat, nicht zu mißbrauchen, sondern zugunsten des Herrn zu verwenden. Der Herr seinerseits ist frei von jeder Eifersucht, beschenkt den großen Mann reichlich und zieht ihn dauernd in seine Nähe. Ein erleuchteter Herr und ein gehorchender Diener, das sind die Bedingungen großen Fortschritts.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Die Sonne steigt über die Erde empor:\ndas Bild des Fortschritts.\nSo macht der Edle selbst seine klaren Anlagen hell.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Licht der Sonne, das über die Erde aufsteigt, ist von Natur klar, aber je höher die Sonne steigt, desto mehr kommt sie aus den trüben Dünsten heraus und strahlt in um so weiterem Umfang in ihrer ursprünglichen Reinheit. So ist auch das wahre Wesen des Menschen ursprünglich gut, aber es wird getrübt durch den Zusammenhang mit dem Irdischen und bedarf daher der Läuterung, damit es in seiner ihm ursprünglich zukommenden Klarheit leuchten kann.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Fortschreitend, aber zurückgewiesen.\nBeharrlichkeit bringt Heil.	zeno.org:wilhelm-de-erstes-buch
