campo	contenido_de	fuente_captura
hex	58	zeno.org:wilhelm-de-erstes-buch
nombre	DAS HEITERE, DER SEE	zeno.org:wilhelm-de-erstes-buch
chinese	兌	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Dui	zeno.org:wilhelm-de-erstes-buch
hex_font	䷹	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
intro	58. Dui / DAS HEITERE, DER SEE\noben Dui, das Heitere, der See\nunten Dui, das Heitere, der See\nDui ist wie Sun eines der acht Doppelzeichen. Dui bedeutet die jüngste Tochter, hat als Bild den lächelnden See, als Eigenschaft die Freude. Die Freude beruht nicht, wie es wohl scheinen könnte, auf der Weichheit, die sich in der oberen Linie zeigt. Die Eigenschaft des weichen bzw. dunklen Prinzips ist nicht Freude, sondern Schwermut. Vielmehr beruht die Freude darauf, daß innen zwei starke Striche sind, die sich äußern durch das Mittel der Weichheit.\n\nWahre Freude beruht also darauf, daß im Innern Festigkeit und Stärke vorhanden sind, die nach außen hin weich und milde auftreten.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das Heitere. Gelingen. Günstig ist Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Die fröhliche Stimmung wirkt ansteckend, darum hat sie Erfolg. Aber die Freude bedarf als Grundlage der Beständigkeit, damit sie nicht zu unbeherrschter Lustigkeit ausartet. Wahrheit und Stärke müssen im Herzen wohnen, während die Milde nach außen im Verkehr zutage tritt. Auf diese Weise nimmt man Gott und den Menschen gegenüber die rechte Stellung ein und erreicht etwas. Durch bloßes Einschüchtern ohne Milde läßt sich unter Umständen für den Augenblick etwas erreichen, aber nicht für die Dauer. Wenn man dagegen durch Freundlichkeit die Herzen der Menschen gewinnt, so bewirkt man, daß sie alle Beschwerden gern auf sich nehmen, ja wenn es sein muß, selbst den Tod nicht scheuen. So groß ist die Macht der Freude über die Menschen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Aufeinander beruhende Seen: das Bild des Heiteren.\nSo tut sich der Edle mit seinen Freunden zusammen zur\nBesprechung und Einübung.	zeno.org:wilhelm-de-erstes-buch
