campo	contenido_de	fuente_captura
hex	48	zeno.org:wilhelm-de-erstes-buch
nombre	DER BRUNNEN	zeno.org:wilhelm-de-erstes-buch
chinese	井	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Dsing	zeno.org:wilhelm-de-erstes-buch
hex_font	䷯	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Sun, das Sanfte, der Wind, das Holz	zeno.org:wilhelm-de-erstes-buch
intro	48. Dsing / DER BRUNNEN\noben Kan, das Abgründige, das Wasser\nunten Sun, das Sanfte, der Wind, das Holz\nUnten ist das Holz, oben das Wasser. Das Holz steigt in die Erde, um das Wasser heraufzuholen. Es ist das Bild des altchinesischen Wippbrunnens. Mit dem Holz sind nicht etwa die Eimer, die in alter Zeit von Ton waren, gemeint, sondern die Holzstange, durch deren Bewegungen das Wasser aus dem Brunnen gehoben wird. Das Bild deutet auch auf die Pflanzenwelt, die in ihren Adern das Wasser aus der Erde emporhebt. Der Brunnen, aus dem man Wasser schöpft, enthält außerdem den Gedanken der unerschöpflichen Nahrungsspende.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Der Brunnen.\nMan mag die Stadt wechseln,\naber kann nicht den Brunnen wechseln.\nEr nimmt nicht ab und nimmt nicht zu.\nSie kommen und gehen und schöpfen aus dem Brunnen.\nWenn man beinahe das Brunnenwasser erreicht hat,\naber noch nicht mit dem Seil drunten ist\noder seinen Krug zerbricht, so bringt das Unheil.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Die Hauptstädte wurden im alten China zuweilen verlegt, teils aus Gründen der Gunst der Lage, teils bei dem Wechsel der Dynastien. Der Baustil wechselte im Lauf der Jahrhunderte, aber die Form des Brunnens ist von uralter Zeit bis auf den heutigen Tag dieselbe geblieben. So ist der Brunnen ein Bild der gesellschaftlichen Organisation der Menschheit in ihren primitivsten Lebensnotwendigkeiten, die von allen politischen Gestaltungen unabhängig ist. Die politischen Gestaltungen, die Nationen wechseln, aber das Leben der Menschen mit seinen Erfordernissen bleibt ewig dasselbe. Das läßt sich nicht ändern. Dieses Leben ist auch unerschöpflich. Es wird nicht weniger noch mehr und ist für alle da. Geschlechter kommen und gehen, und sie alle genießen das Leben in seiner unerschöpflichen Fülle.\n\nFür eine gute staatliche oder gesellschaftliche Organisation der Menschen ist aber ein Doppeltes nötig. Man muß bis auf die Grundlagen des Lebens hinuntergehen. Alle Oberflächlichkeit in der Lebensordnung, die die tiefsten Lebensbedürfnisse unbefriedigt läßt, ist ebenso unvollkommen, als hätte man gar keinen Versuch zur Ordnung gemacht. Ebenso ist eine Fahrlässigkeit, durch die der Krug zerbricht, vom Übel. Wenn z.B. der militärische Schutz eines Staates so übertrieben wird, daß er Kriege hervorruft, durch die die Macht des Staates vernichtet wird, so ist das ein Zerbrechen des Krugs. Auch für den einzelnen Menschen kommt das Zeichen in Betracht. So verschieden die Anlagen und Bildungen der Menschen sind, die menschliche Natur in ihren Grundlagen ist bei jedem dieselbe. Und jeder Mensch kann bei seiner Bildung aus dem unerschöpflichen Born der göttlichen Natur des Menschenwesens schöpfen. Aber auch hier drohen zwei Gefahren: einmal, daß man in seiner Bildung nicht durchdringt bis zu den eigentlichen Wurzeln des Menschentums, sondern in Konvention steckenbleibt – eine solche Halbbildung ist ebenso schlimm wie Unbildung –, oder daß man plötzlich zusammenbricht und die Bildung seines Wesens vernachlässigt.	zeno.org:wilhelm-de-erstes-buch
