campo	contenido_de	fuente_captura
hex	42	zeno.org:wilhelm-de-erstes-buch
nombre	DIE MEHRUNG	zeno.org:wilhelm-de-erstes-buch
chinese	益	zeno.org:wilhelm-de-erstes-buch
chinese_roman	I	zeno.org:wilhelm-de-erstes-buch
hex_font	䷩	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Sun, das Sanfte, der Wind	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
intro	42. I / DIE MEHRUNG\noben Sun, das Sanfte, der Wind\nunten Dschen, das Erregende, der Donner\nDer Gedanke der Mehrung drückt sich dadurch aus, daß der unterste starke Strich des oberen Halbzeichens sich heruntergesenkt und unter das untere Halbzeichen gestellt hat. Der Grundgedanke des Buchs der Wandlungen kommt auch in dieser Auffassung zum Ausdruck. Wahres Herrschen muß Dienen sein. Ein Opfer des Höheren, das eine Mehrung des Niederen bewirkt, wird Mehrung schlechthin genannt, um dadurch den Geist anzudeuten, der allein imstande ist, der Welt zu helfen.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Mehrung. Fördernd ist es, etwas zu unternehmen.\nFördernd ist es, das große Wasser zu durchqueren.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Durch das Opfer, das von oben her zur Mehrung des Unteren gebracht wird, entsteht im Volk eine Stimmung der Freude und Dankbarkeit, die für die Blüte des Gemeinwesens überaus wertvoll ist. Wenn die Menschen so ihren Führern zugetan sind, dann läßt sich etwas unternehmen, und auch schwierige, gefahrvolle Dinge werden gelingen. Darum gilt es in solchen aufsteigenden Zeiten, deren Entwicklung von Erfolg begleitet ist, zu arbeiten  und die Zeit auszunutzen. Diese Zeit ist wie die Zeit, wenn Himmel und Erde sich vermählen, wenn die Erde der schöpferischen Kraft des Himmels teilhaftig wird und nun die Lebewesen gestaltet und verwirklicht. Die Zeit der Mehrung dauert nicht, darum muß sie benützt werden, solange sie da ist.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Wind und Donner: das Bild der Mehrung.\nSo der Edle: Sieht er Gutes, so ahmt er es nach,\nhat er Fehler, so legt er sie ab.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Indem man beobachtet, wie Donner und Wind sich gegenseitig mehren und verstärken, lernt man den Weg zu seiner eignen Selbstmehrung und Besserung. Wenn man an anderen etwas Gutes entdeckt, soll man es nachahmen und so alles Gute auf Erden sich zu eigen machen. Sieht man an sich selbst etwas Schlechtes, so lege man es ab. Dadurch wird man frei vom Bösen. Diese ethische Veränderung ist die wichtigste Mehrung der Persönlichkeit.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Fördernd ist es, große Taten zu vollbringen.\nErhabenes Heil! Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Wenn man von oben her eine große Förderung erfährt, muß man den Kraftzuwachs, den man so erhält, dazu benützen, etwas Großes zu leisten, zu dem man sonst vielleicht weder Kraft noch Verantwortungsfreudigkeit gefunden hätte. Dadurch, daß man frei von Selbstsucht ist, wird großes Heil bewirkt, und indem man großes Heil zustande bringt, bleibt man frei von Vorwürfen.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Es mehrt ihn wohl jemand.\nZehn Paar Schildkröten können dem nicht widerstreben.\nDauernde Beharrlichkeit bringt Heil.\nDer König stellt ihn dar vor Gott. Heil!	zeno.org:wilhelm-de-erstes-buch
