campo	contenido_de	fuente_captura
hex	55	zeno.org:wilhelm-de-erstes-buch
nombre	DIE FÜLLE	zeno.org:wilhelm-de-erstes-buch
chinese	豐	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Fong	zeno.org:wilhelm-de-erstes-buch
hex_font	䷶	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Li, das Haftende, die Flamme	zeno.org:wilhelm-de-erstes-buch
intro	55. Fong / DIE FÜLLE\noben Dschen, das Erregende, der Donner\nunten Li, das Haftende, die Flamme\nDschen ist die Bewegung, Li die Flamme, deren Eigenschaft die Klarheit ist. Im Innern Klarheit, nach außen Bewegung, das gibt Größe und Fülle. Es ist eine Zeit hoher Kultur, die durch das Zeichen dargestellt wird. Allerdings liegt in dem Umstand, daß es sich um ein Höchstes handelt, auch der Gedanke schon angedeutet, daß dieser außerordentliche Zustand der Fülle sich nicht dauernd wird halten lassen.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Fülle hat Gelingen.\nDer König erreicht sie.\nSei nicht traurig; du mußt sein wie die Sonne am Mittag.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Eine Zeit höchster Größe und Fülle herbeizuführen, ist nicht jedem Sterblichen beschieden. Es muß ein geborener Herrscher über die Menschen sein, der so etwas vermag, weil sein Wille auf das Große gerichtet ist. Die Zeit einer solchen Fülle ist meist kurz. Ein Weiser könnte daher angesichts des folgenden Niedergangs wohl traurig werden. Doch ziemt sich solche Trauer nicht für ihn. Nur ein Mann, der innerlich frei von Sorge und Kummer ist, kann eine Zeit der Fülle heraufführen. Er muß sein wie die Sonne am Mittag, die alles unter dem Himmel erleuchtet und erfreut.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Donner und Blitz kommen beide: das Bild der Fülle.\nSo entscheidet der Edle die Prozesse und führt die Strafen aus.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Zeichen hat eine gewisse Beziehung zu dem Zeichen »das Durchbeißen«, Nr. 21, wo ebenfalls Donner und Blitz beisammen sind, aber in umgekehrter Reihenfolge. Während dort die Gesetze festgelegt werden, werden sie hier ausgeführt und angewandt. Innen die Klarheit ermöglicht eine genaue Prüfung des Sachverhalts, und außen die Erschütterung sorgt für strenge und präzise Durchführung der Strafen.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Wenn man seinem bestimmten Herrn begegnet, so mag\nman zehn Tage beisammen sein, und es ist kein Fehler.\nHingehen findet Anerkennung.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Um eine Zeit der Fülle herbeizuführen, bedarf es der Vereinigung von Klarheit und energischer Bewegung. Wo diese beiden Eigenschaften in zwei Menschen sich finden, da passen diese Menschen zueinander, und auch wenn sie zur Zeit der Fülle einen vollen Kreislauf beisammen sind, ist es nicht zu lang und kein Fehler. Darum mag man hingehen, um zu wirken; es wird Anerkennung finden.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Der Vorhang ist von solcher Fülle,\ndaß man am Mittag die Polsterne sieht.\nDurch Hingehen erreicht man Mißtrauen und Haß.\nWenn man durch Wahrheit ihn erweckt, kommt Heil.	zeno.org:wilhelm-de-erstes-buch
