campo	contenido_de	fuente_captura
hex	45	zeno.org:wilhelm-de-erstes-buch
nombre	DIE SAMMLUNG	zeno.org:wilhelm-de-erstes-buch
chinese	萃	zeno.org:wilhelm-de-erstes-buch
chinese_roman	TSui	zeno.org:wilhelm-de-erstes-buch
hex_font	䷬	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kun, das Empfangende, die Erde	zeno.org:wilhelm-de-erstes-buch
intro	45. TSui / DIE SAMMLUNG\noben Dui, das Heitere, der See\nunten Kun, das Empfangende, die Erde\nDas Zeichen ist dem Zeichen Bi, Zusammenhalten (Nr. 8), nach Form und Bedeutung verwandt. Dort das Wasser über der Erde, hier ein See über der Erde. Der See ist der Sammlungspunkt des Wassers, daher ist die Idee der Sammlung hier noch stärker ausgedrückt als in jenem Zeichen. Derselbe Grundgedanke ergibt sich auch daraus, daß es hier zwei starke Striche sind auf  viertem und fünftem Platz, weiche die Sammlung bewirken, während dort nur ein Strich an fünfter Stelle inmitten der Schwachen steht.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Sammlung. Gelingen.\nDer König naht sich seinem Tempel.\nFördernd ist es, den großen Mann zu sehen.\nDas bringt Gelingen. Fördernd ist Beharrlichkeit.\nGroße Opfer zu bringen schafft Heil.\nFördernd ist es, etwas zu unternehmen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Die Sammlung der Menschen in größeren Gemeinschaften ist entweder eine natürliche, wie innerhalb der Familie, oder eine künstliche, wie im Staat. Die Familie sammelt sich um den Vater als ihr Oberhaupt. Die Fortsetzung dieser Sammlung vollzieht sich durch die Ahnenopfer, bei denen sich der ganze Klan versammelt. Die Ahnen werden durch die gesammelte Andacht der Hinterbliebenen in ihrem Geiste konzentriert, so daß sie sich nicht zerstreuen und auflösen.\n\nWo die Menschen gesammelt werden sollen, bedarf es der religiösen Kräfte. Aber es muß auch ein menschliches Haupt als Mittelpunkt der Sammlung da sein. Um andere sammeln zu können, muß dieser Mittelpunkt der Sammlung erst in sich selbst gesammelt sein. Nur durch gesammelte moralische Kraft läßt sich die Welt einigen. Solche großen Einigungszeiten werden dann auch große Werke hinterlassen. Das ist der Sinn der großen Opfer, die gebracht werden. Und auch auf weltlichem Gebiet bedarf es in Zeiten der Sammlung großer Werke.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der See ist oberhalb der Erde:\ndas Bild der Sammlung.\nSo erneuert der Edle seine Waffen,\num Unvorhergesehenem zu begegnen.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Wenn das Wasser im See sich sammelt, so daß es über die Erde emporsteigt, so droht ein Durchbruch. Dagegen muß man Vorkehrungen treffen. So entsteht auch leicht Streit, wo Menschen sich in großer Anzahl sammeln; wo Güter sich sammeln, entsteht leicht Raub. Darum muß man sich in Zeiten der Sammlung rechtzeitig rüsten, um Unerwartetes abzuwehren. Das Leid auf Erden kommt meist durch unerwartete Ereignisse, auf die man nicht gerüstet ist. Ist man gefaßt, so läßt es sich verhüten.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Wenn du wahrhaftig bist, doch nicht bis zum Ende,\nso gibt es bald Verwirrung, bald Sammlung.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Wenn du rufst, so kannst du nach einem Griff wieder lachen.\n\nBedaure nichts. Hingehen ist ohne Makel.\n\nDie Lage ist hier, daß man sich sammeln will um einen Führer, zu dem man aufblickt. Doch befindet man sich in zahlreicher Gesellschaft, durch die man sich beeinflussen läßt, so daß man in seinem Entschluß wankend wird. So hat man keinen festen Mittelpunkt für eine Sammlung. Wenn man aber dieser Not Ausdruck verleiht und um Hilfe ruft, so genügt ein Griff des Führers, um alle Not zu wenden. Darum darf man sich nicht irremachen lassen. Sich an jenen Führer anzuschließen, ist ohne weiteres das rechte.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Sich ziehen lassen bringt Heil und bleibt ohne Makel.\nWenn man wahrhaftig ist,	zeno.org:wilhelm-de-erstes-buch
L2_comentario	ist es auch fördernd, ein kleines Opfer zu bringen.\n\nMan soll in Zeiten der Sammlung seinen Weg nicht willkürlich wählen. Es sind geheime Kräfte am Werk, die die Menschen zusammenführen, die zueinander passen. Die ser Anziehung muß man sich überlassen, dann macht man keinen Fehler. Wo innere Beziehungen vorhanden sind, da sind keine großen Vorbereitungen und Förmlichkeiten nötig. Man versteht sich ohne weiteres, wie die Gottheit auch ein kleines Opfer gnädig annimmt, wenn es von Herzen kommt.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Sammlung unter Seufzen. Nichts, das fördernd wäre.\nHingehen ist ohne Makel. Kleine Beschämung.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Man hat oft das Bedürfnis des Anschlusses, aber alle andern in der Umgebung haben sich schon untereinander zusammengeschlossen, so daß man isoliert bleibt. Die ganze Lage ist so, daß sie sich als unhaltbar erweist. Da gilt es, sich dem Fortschritt zuzuwenden, entschlossen sich an einen Mann anzuschließen, der dem Mittelpunkt der Sammlung nähersteht und einen in den geschlossenen Kreis einzuführen vermag. Das ist kein Fehler, auch wenn man als Außenseiter zunächst eine etwas beschämende Stellung hat.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	O Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Großes Heil! Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Es ist hier ein Mann gezeichnet, der im Namen seines Herrn die Menschen um sich sammelt. Da er keine Sondervorteile für sich erstrebt, sondern uneigennützig an der allgemeinen Einheit arbeitet, so ist seine Arbeit von Erfolg gekrönt, und alles wird recht.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Wenn man beim Sammeln die Stellung hat,\nso gibt das keinen Makel.\nWenn manche noch nicht wahrhaft dabei sind,\nso bedarf es erhabener, dauernder Beharrlichkeit,\ndann schwindet die Reue.	zeno.org:wilhelm-de-erstes-buch
