campo	contenido_de	fuente_captura
hex	29	zeno.org:wilhelm-de-erstes-buch
nombre	DAS ABGRÜNDIGE, DAS WASSER	zeno.org:wilhelm-de-erstes-buch
chinese	坎	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Kan	zeno.org:wilhelm-de-erstes-buch
hex_font	䷜	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
intro	29. Kan / DAS ABGRÜNDIGE, DAS WASSER\noben Kan, das Abgründige, das Wasser\nunten Kan, das Abgründige, das Wasser\nDas Zeichen besteht aus der Wiederholung des Zeichens Kan. Es ist eines der acht Doppelzeichen. Das Zeichen Kan bedeutet das Hineinstürzen. Ein Yangstrich ist zwischen zwei Yinstriche hineingestürzt und wird von ihnen eingeschlossen wie das Wasser in einer Talschlucht. Es ist der mittlere Sohn. Das Empfangende hat den mittleren Strich des Schöpferischen erlangt, und so entsteht Kan. Als Bild ist es das Wasser, und zwar das Wasser, das von oben kommt und auf der Erde in Bewegung ist in Flüssen und Strömen und das alles Leben auf Erden veranlaßt. Auf den Menschen übertragen stellt es das Herz, die Seele dar, die im Leib eingeschlossen ist, das Lichte, das im Dunkeln enthalten ist, die Vernunft. Der Name des Zeichens hat, weil es wiederholt ist, den Zusatz: Wiederholung der Gefahr. Damit soll das Zeichen eine objektive Lage, an die man sich zu gewöhnen hat, nicht eine subjektive Gesinnung bezeichnen. Denn Gefahr als subjektive Gesinnung bedeutet entweder Tollkühnheit oder Hinterlist. Darum wird die Gefahr auch als Schlucht bezeichnet, d.h. ein Zustand, in dem man sich befindet wie das Wasser in einer Schlucht, und aus der man herauskommt wie das Wasser, wenn man sich richtig verhält.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Das wiederholte Abgründige.\nWenn du wahrhaftig bist, so hast du im Herzen Gelingen,\nund was du tust, hat Erfolg.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Durch die Wiederholung der Gefahr gewöhnt man sich daran. Das Wasser gibt das Beispiel für das rechte Verhalten in solchen Zuständen. Es fließt immer weiter und füllt alle Stellen, durch die es fließt, eben nur aus, es scheut vor keiner gefährlichen Stelle, vor keinem Sturz zurück und verliert durch nichts seine wesentliche eigne Art. Es bleibt sich in allen Verhältnissen selber treu. So bewirkt die Wahrhaftigkeit in schwierigen Verhältnissen, daß man innerlich im Herzen die Lage durchdringt. Und wenn man einer Situation erst innerlich Herr geworden ist, so wird es ganz von selbst gelingen, daß die äußeren Handlungen von Erfolg begleitet sind. Es handelt sich in der Gefahr um Gründlichkeit, die alles, was zu tun ist, auch wirklich erledigt, und um Vorwärtsschreiten, damit man nicht in der Gefahr verweilend darin umkommt.\n\nAktiv verwendet kann die Gefahr eine wichtige Bedeutung haben als Schutzmaßregel. So hat der Himmel seine gefahrvolle Höhe, die ihn gegen jeden Versuch eines Eingriffs schützt. So hat die Erde ihre Berge und Gewässer, die durch ihre Gefahren die Länder trennen. Ebenso wenden die Herrscher die Gefahr als Schutzmaßregel an, um sich nach außen gegen Angriffe, nach innen gegen Unruhen zu schützen.	zeno.org:wilhelm-de-erstes-buch
