campo	contenido_de	fuente_captura
hex	3	zeno.org:wilhelm-de-erstes-buch
nombre	DIE ANFANGSSCHWIERIGKEIT	zeno.org:wilhelm-de-erstes-buch
chinese	屯	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Dschun	zeno.org:wilhelm-de-erstes-buch
hex_font	䷂	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dschen, das Erregende, der Donner	zeno.org:wilhelm-de-erstes-buch
intro	3. Dschun / DIE ANFANGSSCHWIERIGKEIT\noben Kan, das Abgründige, das Wasser\nunten Dschen, das Erregende, der Donner\nDer Name des Zeichens, Dschun, stellt eigentlich ein Gras dar, das bei seinem Hervorsprießen aus der Erde auf ein Hindernis stößt. Daraus ergibt sich die Bedeutung der Anfangsschwierigkeit. Das Zeichen deutet, wie Himmel und Erde die Einzelwesen hervorbringen. Es ist ihre erste Begegnung, die mit Schwierigkeiten verbunden ist. Das untere Zeichen, Dschen, ist das Erregende; seine Bewegung geht nach oben; zum Bild hat es den Donner. Das obere Zeichen, Kan, ist das Abgründige, Gefährliche; seine Bewegung geht nach unten; zum Bild hat es den Regen. Die Lage deutet also auf dichte, chaotische Fülle. Donner und Regen erfüllen die Luft. Aber das Chaos lichtet sich. Die Bewegung, die nach oben gerichtet ist, während das Abgründige  sich senkt, kommt schließlich aus der Gefahr hinaus. Im Gewitter entladen sich die gespannten Kräfte, und alles atmet erleichtert auf.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Anfangsschwierigkeit wirkt erhabenes Gelingen.\nFördernd durch Beharrlichkeit.\nMan soll nichts unternehmen.\nFördernd ist es, Gehilfen einzusetzen.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Werdezeiten haben Schwierigkeiten. Es ist wie eine Erstgeburt. Aber diese Schwierigkeiten entstehen aus der Fülle dessen, was nach Gestaltung ringt. Es ist alles in Bewegung begriffen, darum ist trotz der vorhandenen Gefahr Aussicht auf großen Erfolg da, wenn man Beharrlichkeit hat. Wenn solche Anfangszeiten als Schicksal kommen, so ist noch alles ungestaltet und dunkel. Darum muß man abwarten, denn jedes vorzeitige Zufassen könnte Mißerfolg bringen. Ebenso ist es von großer Wichtigkeit, daß man nicht allein bleibt. Man muß Gehilfen haben, um gemeinsam mit ihnen das Chaos zu bewältigen. Das heißt aber nicht, daß man selbst untätig den Vorgängen zuschauen soll, sondern man muß mit Hand anlegen, anfeuernd und leitend bei allem dabei sein.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Wolken und Donner: das Bild der Anfangsschwierigkeit.\nSo wirkt der Edle entwirrend und ordnend.	zeno.org:wilhelm-de-erstes-buch
