campo	contenido_de	fuente_captura
hex	53	zeno.org:wilhelm-de-erstes-buch
nombre	DIE ENTWICKLUNG	zeno.org:wilhelm-de-erstes-buch
chinese	漸	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Dsien	zeno.org:wilhelm-de-erstes-buch
hex_font	䷴	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Sun, das Sanfte, der Wind, das Holz	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Gen, das Stillehalten, der Berg	zeno.org:wilhelm-de-erstes-buch
intro	53. Dsien / DIE ENTWICKLUNG\noben Sun, das Sanfte, der Wind, das Holz\nunten Gen, das Stillehalten, der Berg\nDas Zeichen besteht aus Sun (Holz, Eindringen) oben bzw. außen und Gen (Berg, Stille) unten bzw. innen. Ein Baum auf dem Berg entwickelt sich langsam und ordnungsgemäß, infolge davon steht er festgewurzelt. Dadurch ergibt sich der Gedanke der Entwicklung, die Schritt für Schritt allmählich weitergeht. Auch die Eigenschaften der Figuren deuten darauf hin: Innen ist Ruhe, die vor Unbesonnenheiten schützt, und außen Eindringen, das die Entwicklung und den Fortschritt ermöglicht.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Die Entwicklung. Das Mädchen wird verheiratet. Heil!\nFördernd ist Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Zögernd ist die Entwicklung, die dazu führt, daß das Mädchen dem Mann in sein Heim folgt. Es müssen die verschiedenen Formalitäten erledigt werden, ehe die Heirat zustande kommt. Diese allmähliche Entwicklung kann auch auf andere Verhältnisse übertragen werden, immer, wenn es sich um korrekte Beziehungen der Zusammenarbeit handelt, z.B. bei Anstellung eines Beamten. Da muß eine korrekte Entwicklung abgewartet werden. Ein überstürztes Vorgehen wäre nicht gut. Ebenso ist es schließlich, wo man Einfluß auf andere ausüben will. Auch da handelt es sich um einen korrekten Weg der Entwicklung durch die Kultur der eigenen Persönlichkeit. Aller agitatorische Einfluß wirkt nicht auf die Dauer.\n\nAuch im Innern muß die Entwicklung denselben Weg nehmen, wenn dauernde Resultate erreicht werden sollen.\n\nDas Sanfte, sich Anpassende, aber doch auch Eindringende ist das Äußere, das aus innerer Ruhe hervorgehen muß.\n\nGerade das Allmähliche der Entwicklung macht es notwendig, daß Beständigkeit vorhanden ist. Denn nur die Beständigkeit bewirkt, daß der langsame Fortschritt sich doch nicht im Sande verläuft.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Auf dem Berge ist ein Baum: das Bild der Entwicklung.\nSo weilt der Edle in würdiger Tugend,\num die Sitten zu bessern.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Der Baum auf dem Berge ist weithin sichtbar, und seine Entwicklung ist von Einfluß auf das Landschaftsbild der ganzen Gegend. Er schießt nicht empor wie die Sumpfgewächse, sondern sein Wachstum geht allmählich vor sich. Die Wirkung auf die Menschen kann auch nur allmählich sein. Keine plötzliche Beeinflussung oder Erweckung ist nachhaltig. Ganz allmählich muß der Fortschritt sein. Und um diesen Fortschritt in der öffentlichen Meinung, den öffentlichen Sitten zu erreichen, ist es nötig, daß die Persönlichkeit Einfluß und Schwerkraft bekommt. Dies geschieht durch sorgfältige und dauernde Arbeit an der eigenen moralischen Entwicklung.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Die Wildgans zieht allmählich dem Ufer zu.\nDer junge Sohn ist in Gefahr.\nEs gibt Gerede. Kein Makel.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Die einzelnen Linien haben alle den allmählichen Zug der Wildgans zum Bild. Die Wildgans ist das Symbol der ehelichen Treue. Es heißt von ihr, daß sie nach dem Tod des Gatten sich nicht mit anderen vereinigt.\n\nDie erste Linie zeigt die erste Station auf dem Zug der Wasservögel vom Wasser zur Höhe. Das Ufer wird erreicht. Die Lage ist die eines einsamen jungen Menschen, der anfangen will, sich im Leben durchzusetzen. Weil er niemand hat, der ihm entgegenkommt, sind seine ersten Schritte langsam und zögernd, und er ist von Gefahr umgeben. Natürlich wird er vielfach kritisiert. Aber gerade die Schwierigkeiten machen, daß er sich nicht übereilt und sein Fortschritt gelingt.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	O Sechs auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
