campo	contenido_de	fuente_captura
hex	61	zeno.org:wilhelm-de-erstes-buch
nombre	INNERE WAHRHEIT	zeno.org:wilhelm-de-erstes-buch
chinese	中孚	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Dschung Fu	zeno.org:wilhelm-de-erstes-buch
hex_font	䷼	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Sun, das Sanfte, der Wind	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Dui, das Heitere, der See	zeno.org:wilhelm-de-erstes-buch
intro	61. Dschung Fu / INNERE WAHRHEIT\noben Sun, das Sanfte, der Wind\nunten Dui, das Heitere, der See\nÜber dem See weht der Wind und bewegt die Oberfläche des Wassers. So zeigen sich sichtbare Wirkungen des Unsichtbaren. Das Zeichen besteht oben und unten aus festen Strichen, während es in der Mitte frei ist. Das deutet auf die Freiheit des Herzens von Voreingenommenheiten, so daß es fähig ist zur Aufnahme der Wahrheit. Die beiden Teilzeichen haben umgekehrt in der Mitte einen festen Strich. Das deutet auf die Kraft der inneren Wahrheit in ihren Wirkungen.\n\nDie Eigenschaften der Teilzeichen sind: oben Sanftheit, Nachgiebigkeit gegen die Unteren, unten Fröhlichkeit im Gehorsam gegen die Oberen. Solche Zustände schaffen die Grundlage eines gegenseitigen Vertrauens, das Erfolge ermöglicht.\n\nDas Zeichen Fu (Wahrheit) ist eigentlich das Bild eines Vogelfußes über einem Jungen. Es enthält die Idee des Brütens. Das Ei ist hohl. Die Kraft des Lichten muß belebend von außen wirken. Aber es muß doch schon ein Keim des Lebens im Innern sein, damit das Leben geweckt werden kann. Es lassen sich weitgehende Spekulationen an diese Gedanken knüpfen.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Innere Wahrheit. Schweine und Fische. Heil!\nFördernd ist es, das große Wasser zu durchqueren.\nFördernd ist Beharrlichkeit.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Schweine und Fische sind die ungeistigsten und daher am schwersten zu beeinflussenden Tiere. Die Kraft der inneren Wahrheit muß einen hohen Grad erreicht haben, ehe sich ihr Einfluß auch auf solche Wesen erstreckt. Wenn man solchen widerspenstigen, schwer zu beeinflussenden Menschen gegenübersteht, beruht das ganze Geheimnis des Erfolgs darauf, daß man den richtigen  Weg findet, um Zugang zu ihnen zu finden. Man muß sich erst innerlich ganz frei machen von seinen Voreingenommenheiten. Man muß sozusagen die Psyche des andern ganz unbefangen auf sich wirken lassen; dann kommt man ihm innerlich nah, versteht ihn und bekommt Macht über ihn, so daß die Kraft der eigenen Person durch die geöffnete Pforte Einfluß auf den andern gewinnt. Wenn man so keine Hindernisse unüberwindlich findet, dann mag man auch die gefährlichsten Dinge unternehmen – wie das Durchqueren des großen Wassers –, und es wird gelingen. Nur ist es wichtig, daß man versteht, worauf die Kraft innerer Wahrheit beruht. Sie ist nicht identisch mit einfacher Intimität oder geheimem Zusammenhalten. Solch intimes Zusammenhalten kann auch unter Räubern stattfinden. Auch in diesem Fall bedeutet es freilich eine Kraft. Aber sie gereicht nicht zum Heil, weil sie nicht unüberwindlich ist. Alles Zusammengehen auf Grund von Interessengemeinschaft geht nur bis an einen gewissen Punkt. Wo die Interessengemeinschaft aufhört, hört auch das Zusammenhalten auf, und intimste Freundschaft schlägt oft in Haß um. Nur wo die Grundlage das Rechte, die Beständigkeit ist, bleibt die Verbindung so fest, daß sie alles überwindet.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Über dem See ist der Wind:\ndas Bild der inneren Wahrheit.\nSo bespricht der Edle die Strafsachen,\num Hinrichtungen aufzuhalten.	zeno.org:wilhelm-de-erstes-buch
