campo	contenido_de	fuente_captura
hex	9	zeno.org:wilhelm-de-erstes-buch
nombre	DES KLEINEN ZÄHMUNGSKRAFT	zeno.org:wilhelm-de-erstes-buch
chinese	小畜	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Siau Tschu	zeno.org:wilhelm-de-erstes-buch
hex_font	䷈	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Sun, das Sanfte, der Wind	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
intro	9. Siau Tschu / DES KLEINEN ZÄHMUNGSKRAFT\noben Sun, das Sanfte, der Wind\nunten Kiën, das Schöpferische, der Himmel\nDas Zeichen bedeutet das Kleine, die Kraft des Schattigen, die zurückhält, zähmt, hemmt. Auf dem vierten Platz, dem Platz des Ministers, ist ein schwacher Strich, der die ganzen übrigen starken Striche im Zaume hält. Vom Bild aus betrachtet, ist es der Wind, der oben am Himmel weht. Er hemmt den aufsteigenden Atem des Schöpferischen, die Wolken, so daß sie sich verdichten. Aber er ist nicht sofort stark genug, sie zum Niederschlag zu bringen. Das Zeichen gibt eine Konstellation, da vorübergehend durch Schwaches ein Starkes im Zaum gehalten wird. Das kann nur durch Sanftheit geschehen, wenn es von Erfolg begleitet sein soll.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Des Kleinen Zähmungskraft hat Gelingen.\nDichte Wolken, kein Regen von unserm westlichen Gebiet.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Das Gleichnis stammt aus der Lage der Verhältnisse in China zur Zeit des Königs Wen. Er stammte aus Westen, war aber damals im Osten am Hof des Großkönigs, des Tyrannen Dschou Sin. Die Zeit zum Handeln im großen war noch nicht gekommen. Er konnte den Tyrannen nur durch gütliches Zureden einigermaßen im Zaum halten. Daher das Bild, daß reichliche Wolken aufsteigen, die dem Land Feuchtigkeit und Segen versprechen, zunächst aber noch kein Regen fällt. Die Situation ist nicht ungünstig. Es ist Aussicht auf schließlichen Erfolg da. Aber es stehen noch Hindernisse im Weg. Man kann erst Vorarbeiten tun. Nur durch kleine Mittel gütlichen Zuredens kann man wirken. Die Zeit des Durchgreifens im großen ist noch nicht da. Aber es gelingt wenigstens, in beschränktem Umfang hemmend  und zähmend zu wirken. Dabei ist feste Entschlossenheit im Innern und sanfte Anpassung im Äußern nötig, um seinen Willen durchzusetzen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Der Wind fährt über den Himmel hin:\ndas Bild der Zähmungskraft des Kleinen.\nSo verfeinert der Edle die äußere Form seines Wesens.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Der Wind treibt die Wolken am Himmel zwar zusammen, aber weil er nur Luft ist ohne festen Körper, bringt er keine großen, dauernden Wirkungen hervor. So bleibt dem Menschen in Zeiten, da eine große Wirkung nach außen nicht möglich ist, auch nur übrig, daß er im kleinen sein Wesen in seinen Äußerungen verfeinert.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Wiederkehr auf den Weg. Wie wäre das ein Makel! Heil!	zeno.org:wilhelm-de-erstes-buch
L1_comentario	In der Natur des Starken liegt es, voran zu drängen. Damit begibt er sich aber in den Hemmungsbereich. Darum kehrt er auf den seiner Lage entsprechenden Weg zurück, auf dem er frei ist im Fortschritt und Rückzug. Das ist gut und vernünftig, daß man nichts mit Gewalt erzwingen will, und bringt der Natur der Sache nach Heil.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Läßt sich mitziehen zur Wiederkehr. Heil!	zeno.org:wilhelm-de-erstes-buch
