campo	contenido_de	fuente_captura
hex	6	zeno.org:wilhelm-de-erstes-buch
nombre	DER STREIT	zeno.org:wilhelm-de-erstes-buch
chinese	訟	zeno.org:wilhelm-de-erstes-buch
chinese_roman	Sung	zeno.org:wilhelm-de-erstes-buch
hex_font	䷅	zeno.org:wilhelm-de-erstes-buch
trigrama_arriba	oben Kiën, das Schöpferische, der Himmel	zeno.org:wilhelm-de-erstes-buch
trigrama_abajo	unten Kan, das Abgründige, das Wasser	zeno.org:wilhelm-de-erstes-buch
intro	6. Sung / DER STREIT\noben Kiën, das Schöpferische, der Himmel\nunten Kan, das Abgründige, das Wasser\nDas obere Urzeichen, dessen Bild der Himmel ist, hat die Bewegungsrichtung nach oben, das untere Urzeichen »Wasser« ist seiner Natur nach abwärts gerichtet. Die Bewegungsrichtungen der beiden Hälften gehen auseinander, das ergibt den Gedanken des Streites.\n\nDie Eigenschaft des Schöpferischen ist die Stärke, die des Abgründigen die Gefahr, Hinterlist. Wo List Gewalt vor sich hat, da gibt es Streit.\n\nEine dritte Ableitung legt sich innerhalb des Charakters durch Verbindung von abgründiger Hinterlist im Innern und starker Entschlossenheit im Äußern nahe. Ein derartiger Charakter wird sicher streitsüchtig sein.	zeno.org:wilhelm-de-erstes-buch
judgment_oraculo	Der Streit: Du bist wahrhaftig und wirst gehemmt.\nSorgliches Innehalten auf halbem Weg bringt Heil.\nZu Ende führen bringt Unheil.\nFördernd ist es, den großen Mann zu sehen.\nNicht fördernd ist es, das große Wasser zu durchqueren.	zeno.org:wilhelm-de-erstes-buch
judgment_comentario	Streit entsteht, wenn man im Gefühl seines Rechts auf Widerstand stößt. Ohne die Überzeugung des eigenen Rechts führt Widerstand zu Hinterlist oder gewaltsamem Übergriff, aber nicht zum offenen Streit.\n\nIst man in Streit verwickelt, so ist machtvolle Besonnenheit, die jederzeit zur Beilegung des Streites und zum Vergleich auf halbem  Weg bereit ist, das einzige Heilbringende. Ein Verfolgen des Streites bis zum bitteren Ende ist, selbst wenn man recht behält, vom Übel, weil man dadurch die Feindschaft verewigt. Es ist wichtig, den großen Mann zu sehen, d.h. einen unparteiischen Mann, dessen Autorität hinreicht, um den Streit friedlich beizulegen oder gerecht zu entscheiden. Auf der andern Seite ist es zu vermeiden, in Zeiten des Unfriedens »das große Wasser zu durchqueren«, d.h. gefahrvolle Unternehmungen zu beginnen, denn die bedürfen einheitlich zusammengefaßter Kräfte, wenn sie gelingen sollen. Streit im Innern lähmt die Kraft, die Gefahr im Äußeren zu besiegen.	zeno.org:wilhelm-de-erstes-buch
image_oraculo	Himmel und Wasser gehen einander entgegengesetzt:\ndas Bild des Streites.\nSo überlegt der Edle bei allen Geschäften, die er tut,\nden Anfang.	zeno.org:wilhelm-de-erstes-buch
image_comentario	Das Bild deutet darauf hin, daß die Ursachen des Streites in den zuvor schon vorhandenen entgegengesetzten Richtungen beider Teile liegen. Sind solche einander entgegenstrebenden Richtungen einmal vorhanden, so folgt der Streit mit Notwendigkeit. Daraus folgt, daß, um Streit zu verhüten, im ersten Anfang alles sorgfältig bedacht werden muß. Wenn Recht und Pflicht genau festgelegt sind, oder wenn bei einer Verbindung von Menschen deren geistige Richtungen zusammengehen, so ist die Ursache des Streits zum voraus beseitigt.	zeno.org:wilhelm-de-erstes-buch
L1_etiqueta	Anfangs eine Sechs bedeutet:	zeno.org:wilhelm-de-erstes-buch
L1_oraculo	Wenn man die Sache nicht verewigt,\nso gibt es ein kleines Gerede.\nAm Ende kommt Heil.	zeno.org:wilhelm-de-erstes-buch
L1_comentario	Solange der Streit noch im ersten Anfang ist, tut man am besten, ihn fallen zu lassen. Zumal einem stärkeren Gegner gegenüber ist es nicht ratsam, es auf ein Austragen des Streites ankommen zu lassen. Es kommt dabei vielleicht zu einem kleinen Wortwechsel, aber am Ende geht alles gut.	zeno.org:wilhelm-de-erstes-buch
L2_etiqueta	Neun auf zweitem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L2_oraculo	Man kann nicht streiten, kehrt heim und weicht aus.\nDie Menschen seiner Stadt, dreihundert Häuser,\nbleiben frei von Schuld.	zeno.org:wilhelm-de-erstes-buch
L2_comentario	Im Kampf mit einem überlegenen Gegner ist Rückzug keine Schande. Wenn man sich rechtzeitig zurückzieht, vermeidet man üble Folgen. Wollte man den ungleichen Streit aus falschem Ehrgefühl heraufbeschwören, so würde man selbst das Unglück sich zuziehen. Eine weise Nachgiebigkeit in solchem Falle kommt der ganzen Umgebung zugute, die auf diese Weise nicht in den Streit hineingezogen wird.	zeno.org:wilhelm-de-erstes-buch
L3_etiqueta	Sechs auf drittem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L3_oraculo	Von alter Tugend sich nähren, gibt Beharrlichkeit.\nGefahr, am Ende kommt Heil.\nFolgst du etwa eines Königs Diensten,\nso suche nicht Werke.	zeno.org:wilhelm-de-erstes-buch
L3_comentario	Es wird hier vor der Gefahr gewarnt, die die Neigung zum Umsichgreifen bringt. Nur was durch frühere Verdienste ehrlich verdient ist, bleibt dauernder Besitz. Ein solcher Besitz kann wohl einmal angefochten werden, aber da er wirkliches Eigentum ist, kann er nicht geraubt werden. Denn was einem vermöge der Kraft des eigenen Wesens angehört, kann man nicht verlieren. Wenn man in die Dienste eines Höheren tritt, so kann man den Streit nur dadurch vermeiden, daß man keine Werke für sich sucht. Es mag genügen, wenn sie getan werden. Die Ehre mag dem andern bleiben.	zeno.org:wilhelm-de-erstes-buch
L4_etiqueta	Neun auf viertem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L4_oraculo	Man kann nicht streiten,\nkehrt um und fügt sich dem Geschick,\nändert sich und findet Frieden in Beharrlichkeit.\nHeil!	zeno.org:wilhelm-de-erstes-buch
L4_comentario	Die innere Gesinnung ist zunächst friedlos. Man fühlt sich in seiner Lage nicht wohl und möchte sich durch Streit eine bessere Lage verschaffen. Man hat es mit einem schwächeren Gegner zu tun und wäre daher wohl dazu imstande – ein Unterschied zur Neun auf zweitem Platz –, aber man kann nicht streiten, weil man nicht die innere Berechtigung und das gute Gewissen dazu findet. Darum kehrt man um und fügt sich in sein Geschick. Man ändert seinen Sinn und findet so den dauernden Frieden in der Übereinstimmung mit dem ewigen Gesetz. Das bringt Heil.	zeno.org:wilhelm-de-erstes-buch
L5_etiqueta	O Neun auf fünftem Platz bedeutet:	zeno.org:wilhelm-de-erstes-buch
L5_oraculo	Streiten vor ihm bringt erhabenes Heil.	zeno.org:wilhelm-de-erstes-buch
L5_comentario	Es ist hier der Schlichter des Streits gezeigt, der machtvoll und gerecht ist und der die Kraft besitzt, dem Recht Nachdruck zu  verleihen. Ihm kann man eine Streitsache getrost überweisen. Wenn man recht hat, erlangt man großes Heil.	zeno.org:wilhelm-de-erstes-buch
L6_etiqueta	Oben eine Neun bedeutet:	zeno.org:wilhelm-de-erstes-buch
L6_oraculo	Wenn einem etwa auch ein Ledergürtel verliehen wird,\nam Ende eines Morgens wird er ihm dreimal entrissen.	zeno.org:wilhelm-de-erstes-buch
L6_comentario	Hier ist jemand gezeichnet, der den Streit bis zum bitteren Ende geführt und recht behalten hat. Er bekommt eine Auszeichnung. Aber das Glück ist nicht von Dauer. Es wird immer wieder angefochten, und Streit ohne Ende ist die Folge.	zeno.org:wilhelm-de-erstes-buch
yong_etiqueta		zeno.org:wilhelm-de-erstes-buch
yong_oraculo		zeno.org:wilhelm-de-erstes-buch
yong_comentario		zeno.org:wilhelm-de-erstes-buch
hex_fin		
