campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	39	474-477		cerrado	na
nombre	DAS HEMMNIS	474-477	DAS HEMMNIS	cerrado	na
chinese	蹇	474-477		cerrado	na
chinese_roman	GIAN	474-477	Giën	cerrado	na
hex_font	䷦	474-477	䷦	cerrado	na
trigrama_arriba	above KAN das Abgründige, DAS WASSER	474-477	above KAN das Abgründige, DAS WASSER	cerrado	na
trigrama_abajo	below GEN das Stillehalten, DER BERG	474-477	below GEN das Stillehalten, DER BERG	cerrado	na
ruler_note	Li und Kan\ner Herr des Zeichens ist die Neun auf fünftem Platz. Darum heißt es\nDer ist dieidung: Er geht hin und erlangt die Mitte.\nB\nWas im Urteil als der "große Mann" bezeichnet ist, bezieht sich immer auf\nden fünften Platz.	474-477	Der Herr des Zeichens ist die Neun auf fünftem Platz. Darum heißt es im Kommentar zur Entscheidung: „In Hemmnis ist fördernd der Südwesten": denn er geht hin und erlangt die Mitte.\nWas im Urteil als der "große Mann" bezeichnet ist, bezieht sich immer auf\nden fünften Platz.	cerrado	coincide_pass02
sequence	Durch Gegensatz entstehen notwendig Schwierigkeiten. Da-\nrum folgt darauf das Zeichen: das Hemmnis. Hemmnis be-\ndeutet Schwierigkeit.	474-477	Durch Gegensatz entstehen notwendig Schwierigkeiten. Darum folgt darauf das Zeichen: das Hemmnis. Hemmnis bedeutet Schwierigkeit.	cerrado	na
misc_notes	Hemmnis bedeutet Schwierigkeit.\nDer Gedanke der Hemmung wird dargestellt durch die Gefahr (Kan) außen,\nangesichts deren man innen stehen bleibt (Gen). Hierin besteht der Unter-\nschied von Nr. 4, Jugendtorheit, wo die Gefahr innen und das Stehenbleiben\naußen ist. Das Hemmnis ist kein dauernder Zustand, darum ist im Zeichen\nalles darauf angelegt, wie das Hemmnis überwunden werden kann. Das\ngeschieht dadurch, daß der starke Strich nach außen auf den fünften Platz\ngeht und von dort aus eine Gegenbewegung einleitet. Nicht durch Vor-\nwärtsdrängen in die Gefahr hinein wird sie überwunden, auch nicht durch\nuntätiges Stehenbleiben, sondern durch Rückwärtsgehen, Nachgeben. Daher\nweist der Text auf die Worte des Zeichens Nr. 2, Kun, das Empfangende,\nhin. Kun ist im Südwesten, es ist die Erde, das Ebene, dort sind die Freunde.\nGen ist im Nordosten, es ist der Berg, das Steile, dort ist es einsam. Zur\nÜberwindung der Gefahr bedarf es der Gemeinsamkeit, daher Rückgang.\nDer große Mann wird gesehen, weil er an der Spitze des Kernzeichens Li,\ndas Licht und Auge bedeutet, steht. Die angedeutete Bewegung kommt\nauch bei den einzelnen Linien zum Ausdruck.	474-477	Hemmnis bedeutet Schwierigkeit.\nDer Gedanke der Hemmung wird dargestellt durch die Gefahr (Kan) außen,\nangesichts deren man innen stehen bleibt (Gen). Hierin besteht der Unterschied von Nr. 4, Jugendtorheit, wo die Gefahr innen und das Stehenbleiben\naußen ist. Das Hemmnis ist kein dauernder Zustand, darum ist im Zeichen\nalles darauf angelegt, wie das Hemmnis überwunden werden kann. Das\ngeschieht dadurch, daß der starke Strich nach außen auf den fünften Platz\ngeht und von dort aus eine Gegenbewegung einleitet. Nicht durch Vorwärtsdrängen in die Gefahr hinein wird sie überwunden, auch nicht durch\nuntätiges Stehenbleiben, sondern durch Rückwärtsgehen, Nachgeben. Daher\nweist der Text auf die Worte des Zeichens Nr. 2, Kun, das Empfangende,\nhin. Kun ist im Südwesten, es ist die Erde, das Ebene, dort sind die Freunde.\nGen ist im Nordosten, es ist der Berg, das Steile, dort ist es einsam. Zur\nÜberwindung der Gefahr bedarf es der Gemeinsamkeit, daher Rückgang.\nDer große Mann wird gesehen, weil er an der Spitze des Kernzeichens Li,\ndas Licht und Auge bedeutet, steht. Die angedeutete Bewegung kommt\nauch bei den einzelnen Linien zum Ausdruck.	cerrado	coincide_pass04
