campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	58	552-554		cerrado	na
nombre	DAS HEITERE, DER SEE	552-554	DAS HEITERE, DER SEE	cerrado	na
chinese	兌	552-554		cerrado	na
chinese_roman	DUI	552-554	DUI	cerrado	na
hex_font	䷹	552-554	䷹	cerrado	na
trigrama_arriba	above DUI das Heitere, DER SEE	552-554	above DUI das Heitere, DER SEE	cerrado	na
trigrama_abajo	below DUI das Heitere, DER SEE	552-554	below DUI das Heitere, DER SEE	cerrado	na
ruler_note	Sun und\nLi\nie beiden Yinstriche sind die konstituierenden Herren des Zeichens, aber\nDie beherrschenden Herren sind der zweite und der fünfte Strich. Darum\nheißt es im Kommentar zur Entscheidung: "Das Feste ist in der Mitte, und\ndas Weiche ist außen. Heiterkeit, und dabei ist fördernd Beharrlichkeit."	552-554	Die beiden Yinstriche sind die konstituierenden Herren des Zeichens, aber\nsie vermögen nicht die beherrschenden Herren des Zeichens zu bilden.\nDie beherrschenden Herren sind der zweite und der fünfte Strich. Darum\nheißt es im Kommentar zur Entscheidung: „Das Feste ist in der Mitte, und\ndas Weiche ist außen. Heiterkeit, und dabei ist fördernd Beharrlichkeit."	cerrado	coincide_ninguno
sequence	Wenn man in etwas eingedrungen ist, dann freut man sich.\nDarum folgt darauf das Zeichen: das Heitere. Das Heitere\nbedeutet sich freuen.	552-554	Wenn man in etwas eingedrungen ist, dann freut man sich.\nDarum folgt darauf das Zeichen: das Heitere. Das Heitere\nbedeutet sich freuen.	cerrado	na
misc_notes	Das Heitere ist offenbar.\nDui ist der See, der alle Wesen erfreut und erfrischt. Dui ist ferner der\nMund. Wenn die Menschen einander durch ihre Gefühle erfreuen, so wird\ndas offenbar durch den Mund. Eine Yinlinie wird offenbar oberhalb von\nzwei Yangstrichen; das deutet an, wie die beiden Prinzipien einander er-\nheitern und das nach außen offenbar wird. Auf der andern Seite ist Dui\ndem Westen und dem Herbst zugeordnet. Sein Wandlungszustand ist das\nMetall. Das Schneidende, Zerstörende ist die andere Seite des Aspekts.\nDas Zeichen ist die Umkehrung des Vorigen.	552-554	Das Heitere ist offenbar.\nDui ist der See, der alle Wesen erfreut und erfrischt. Dui ist ferner der\nMund. Wenn die Menschen einander durch ihre Gefühle erfreuen, so wird\ndas offenbar durch den Mund. Eine Yinlinie wird offenbar oberhalb von\nzwei Yangstrichen; das deutet an, wie die beiden Prinzipien einander erheitern und das nach außen offenbar wird. Auf der andern Seite ist Dui\ndem Westen und dem Herbst zugeordnet. Sein Wandlungszustand ist das\nMetall. Das Schneidende, Zerstörende ist die andere Seite des Aspekts.\nDas Zeichen ist die Umkehrung des Vorigen.	cerrado	na
