campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	13	377-381		cerrado	na
nombre		377-381	GEMEINSCHAFT MIT MENSCHEN	cerrado	na
chinese	同人	377-381		cerrado	na
chinese_roman	TUNG JEN	377-381	TUNG JEN	cerrado	na
hex_font	䷌	377-381	䷌	cerrado	na
trigrama_arriba	above KIËN das Schöpferische, DER HIMMEL	377-381	above KIËN das Schöpferische, DER HIMMEL	cerrado	na
trigrama_abajo	below LI das Haftende, DIE FLAMME	377-381	below LI das Haftende, DIE FLAMME	cerrado	na
ruler_note	Kiän und\nSun\nie Herren des Zeichens sind die Sechs auf zweitem und die Neun auf\nvermag als einzige inlinie\ndie Gemeinschaft mit sämtlichen Yanglinien aufrecht zu erhalten, und die\nNeun auf fünftem Platz entspricht ihr. Darum heißt es im Kommentar zur\nEntscheidung:,,Das Weiche findet seinen Platz, findet die Mitte, und es ent-\nspricht ihm das Schöpferische."	377-381	Die Herren des Zeichens sind die Sechs auf zweitem und die Neun auf\nfünftem Platz. Die Sechs auf zweitem Platz vermag als einzige Yinlinie\ndie Gemeinschaft mit sämtlichen Yanglinien aufrecht zu erhalten, und die\nNeun auf fünftem Platz entspricht ihr. Darum heißt es im Kommentar zur\nEntscheidung: "Das Weiche findet seinen Platz, findet die Mitte, und es entspricht ihm das Schöpferische."	cerrado	coincide_ninguno
sequence	Die Dinge können nicht immer stocken. Darum folgt darauf gemein\ndas Zeichen: Gemeinschaft mit Menschen.	377-381	Die Dinge können nicht immer stocken. Darum folgt darauf gemein\ndas Zeichen: Gemeinschaft mit Menschen.	cerrado	coincide_pass02
misc_notes	Gemeinschaft mit Menschen findet Liebe.\ni. Menschen\nDie Bewegung der beiden Halbzeichen geht nach oben, ist also gleichsinnig.\nAuch die beiden Kernzeichen Kiän und Sun, die zusammen das Zeichen\nEntgegenkommen (Nr. 44) bilden, deuten auf Gemeinschaft. Das untere\nZeichen ist Li, es bedeutet die Sonne und das Feuer. Der Himmel wird da-\ndurch, daß er das Feuer bekommt, noch besonders hell.	377-381	Gemeinschaft mit Menschen findet Liebe.\nDie Bewegung der beiden Halbzeichen geht nach oben, ist also gleichsinnig.\nAuch die beiden Kernzeichen Kiän und Sun, die zusammen das Zeichen\nEntgegenkommen (Nr. 44) bilden, deuten auf Gemeinschaft. Das untere\nZeichen ist Li, es bedeutet die Sonne und das Feuer. Der Himmel wird dadurch, daß er das Feuer bekommt, noch besonders hell.	cerrado	coincide_pass04
judgment_oraculo		377-381	Gemeinschaft mit Menschen im Freien: Gelingen.\nFördernd ist es, das große Wasser zu durchqueren.\nFördernd ist des Edlen Beharrlichkeit.	cerrado	na
commentary_decision	Gemeinschaft mit Menschen. Das Weiche findet seinen Platz,\nfindet die Mitte, und es entspricht ihm das Schöpferische: das\nheißt Gemeinschaft mit Menschen.\nGemeinschaft mit Menschen heißt:,,Gemeinschaft mit Menschen\nim Freien: Gelingen. Fördernd ist es, das große Wasser zu\ndurchqueren."\nDas Schöpferische ist wirksam. Ordnung und Klarheit ver-\nbunden mit Kraft; zentral, korrekt und in der Beziehung des\nEntsprechens: das ist die Korrektheit des Edlen. Nur der\nEdle vermag die Willen aller unter dem Himmel zu vereinigen.\nDas Weiche, das seinen Platz findet in der Mitte und dem das Schöpferische\nentspricht, ist der zweite Strich. Er ist aufzufassen als Repräsentant des\nZeichens Kun, das auf dem zweiten Platz von Kiän sich niedergelassen hat.\nDarum entspricht dieser Strich der Art der Erde, des Beamten. Der Satz\nGemeinschaft mit Menschen im Freien" wird auch durch diese Linie dar-\ngestellt, die auf dem Platz des Feldes steht (vgl. Neun auf zweitem Platz im\nZeichen,,das Schöpferische", Nr. 1). Die Gemeinschaft wird hergestellt vom\nBeamten, nicht vom Herrscher, kraft seines Charakters, nicht kraft der\nAutorität der Stellung.\nDieser Charakter, der das zustande zu bringen vermag, wird aus den Eigen-\nschaften der beiden Zeichen gezeichnet. Ordnung und Klarheit sind Eigen-\nschaften von Li, Kraft von Kiän. Erst das Wissen, dann die Kraft: das ist\nder Weg zur Bildung.\nDer Edle nimmt, selbst in dienender Stellung, diese Stellung in korrekter,\nuneigennütziger Weise ein und findet den nötigen Rückhalt am Herrscher,\ndem Vertreter des himmlischen Prinzips. Der Wille der Menschen unter dem\nHimmel wird repräsentiert durch das Zeichen Li, das den erleuchteten Willen\nbedeutet, unterhalb Kiän, das den Himmel bedeutet.\nDas Durchqueren des großen Wassers wird durch das Kernzeichen Sun an-\ngedeutet, das Holz bedeutet und die Idee des Schiffes erzeugt.	377-381	Gemeinschaft mit Menschen. Das Weiche findet seinen Platz,\nfindet die Mitte, und es entspricht ihm das Schöpferische: das\nheißt Gemeinschaft mit Menschen.\nGemeinschaft mit Menschen heißt:„Gemeinschaft mit Menschen\nim Freien: Gelingen. Fördernd ist es, das große Wasser zu\ndurchqueren."\nDas Schöpferische ist wirksam. Ordnung und Klarheit verbunden mit Kraft; zentral, korrekt und in der Beziehung des\nEntsprechens: das ist die Korrektheit des Edlen. Nur der\nEdle vermag die Willen aller unter dem Himmel zu vereinigen.\nDas Weiche, das seinen Platz findet in der Mitte und dem das Schöpferische\nentspricht, ist der zweite Strich. Er ist aufzufassen als Repräsentant des\nZeichens Kun, das auf dem zweiten Platz von Kiän sich niedergelassen hat.\nDarum entspricht dieser Strich der Art der Erde, des Beamten. Der Satz\nGemeinschaft mit Menschen im Freien" wird auch durch diese Linie dargestellt, die auf dem Platz des Feldes steht (vgl. Neun auf zweitem Platz im\nZeichen,,das Schöpferische", Nr. 1). Die Gemeinschaft wird hergestellt vom\nBeamten, nicht vom Herrscher, kraft seines Charakters, nicht kraft der\nAutorität der Stellung.\n4443~~AV\nDieser Charakter, der das zustande zu bringen vermag, wird aus den Eigenschaften der beiden Zeichen gezeichnet. Ordnung und Klarheit sind Eigenschaften von Li, Kraft von Kiän. Erst das Wissen, dann die Kraft: das ist\nder Weg zur Bildung.\nDer Edle nimmt, selbst in dienender Stellung, diese Stellung in korrekter,\nuneigennütziger Weise ein und findet den nötigen Rückhalt am Herrscher,\ndem Vertreter des himmlischen Prinzips. Der Wille der Menschen unter dem\nHimmel wird repräsentiert durch das Zeichen Li, das den erleuchteten Willen\nbedeutet, unterhalb Kiän, das den Himmel bedeutet.\nDas Durchqueren des großen Wassers wird durch das Kernzeichen Sun angedeutet, das Holz bedeutet und die Idee des Schiffes erzeugt.	cerrado	coincide_ninguno
image_oraculo	Der Himmel zusammen mit Feuer: das Bild der Gemeinschaft\nmit Menschen. So gliedert der Edle die Stämme und unter-\nscheidet die Dinge.\nDas Feuer hat dieselbe Art wie der Himmel, zu dem es emporflammt. Es\nwird in dieser Richtung noch bestärkt durch das Kernzeichen Sun, das den\nWind bedeutet. Der Wind, der überall hinkommt, deutet auch auf Ver-\neinigung und Gemeinschaft. Ebenso wird der Gedanke durch die Sonne am\nHimmel, die alles gemeinsam bescheint, ausgedrückt.\nAber in dieser Gemeinschaft ist doch ein Punkt, den der Edle nicht über-\nsehen darf. Er darf sich nicht gemein machen. Daher die Notwendigkeit\nder Gliederung und Unterscheidung, die durch die Eigenschaft der Ordnung\ndes unteren Zeichens Li nahegelegt ist.\nAnfangs Neun:	377-381	Himmel zusammen mit Feuer:\ndas Bild der Gemeinschaft mit Menschen.\nSo gliedert der Edle die Stämme und unterscheidet die Dinge.	cerrado	coincide_ninguno
