campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	7	354-357		cerrado	na
nombre	DAS HEER	354-357	DAS HEER	cerrado	na
chinese	師	354-357		cerrado	na
chinese_roman	SCHÏ	354-357	Schï	cerrado	na
hex_font	䷆	354-357	䷆	cerrado	na
trigrama_arriba	above KUN das Empfangende, DIE ERDE	354-357	above KUN das Empfangende, DIE ERDE	cerrado	na
trigrama_abajo	below KAN das Abgründige, DAS WASSER	354-357	below KAN das Abgründige, DAS WASSER	cerrado	na
ruler_note	師\n​Kernzeichen: Kun und\nKun und Dschen\nie Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nШате\nMann. Die Sechs auf fünftem Platz ist oben, sie ist imstande, den starken\nMann zu verwenden.	354-357	Die Herren des Zeichens sind die Neun auf zweitem und die Sechs auf\nMann. Die Sechs auf fünftem Platz ist oben, sie ist imstande, den starken\nMann zu verwenden.	cerrado	coincide_ninguno
sequence	Wenn es Streit gibt, erheben sich sicher die Massen. Darum\nfolgt darauf das Zeichen "das Heer". Heer bedeutet Masse.	354-357	Wenn es Streit gibt, erheben sich sicher die Massen. Darum\nfolgt darauf das Zeichen "das Heer". Heer bedeutet Masse.	cerrado	na
misc_notes	Das Heer bedeutet Trauer.	354-357	Das Heer bedeutet Trauer.	cerrado	na
judgment_oraculo		354-357	Das Heer braucht Beharrlichkeit und einen starken Mann.\nHeil ohne Makel.	cerrado	na
commentary_decision	Das Heer bedeutet die Masse. Beharrlichkeit bedeutet Zucht.\nWer durch die Massen Zucht bewirken kann, der mag die\nWeltherrschaft erlangen.\nDer Starke ist zentral und findet entsprechenden Rückhalt.\nMan tut Gefährliches, aber findet Hingebung.\nWer auf diese Weise die Welt leitet, dem folgt das Volk.\nHeil! Und was für ein Fehler könnte das sein!\nDas Zeichen besteht aus einer Masse von lauter weichen Strichen, in deren\nMitte auf zentralem, wenn auch untergeordnetem Platz als Feldherr, nicht\nals Herrscher, ein einziger Starker sich befindet, der die andern in Zucht\nhält. Daraus ergibt sich die Idee der Masse die vielen weichen Linien\nund des Heers: eine disziplinierte Menge. Der feste Strich auf zweitem\nPlatz findet in dem weichen Strich auf fünftem Platz, dem Platz des Herr-\nschers, einen entsprechenden Rückhalt.\n-\n-\nDie Gefahr des Handelns ist durch das untere Zeichen Kan, die Hingebung\ndurch das obere Zeichen Kun angedeutet.\nDas Zeichen "leitet" ist im Text "Du"-vergiften geschrieben, muß aber\nDan" leiten gelesen werden.	354-357	Das Heer bedeutet die Masse. Beharrlichkeit bedeutet Zucht.\nWer durch die Massen Zucht bewirken kann, der mag die\nWeltherrschaft erlangen.\nDer Starke ist zentral und findet entsprechenden Rückhalt.\nMan tut Gefährliches, aber findet Hingebung.\nWer auf diese Weise die Welt leitet, dem folgt das Volk.\nHeil! Und was für ein Fehler könnte das sein!\nDas Zeichen besteht aus einer Masse von lauter weichen Strichen, in deren\nMitte auf zentralem, wenn auch untergeordnetem Platz als Feldherr, nicht\nals Herrscher, ein einziger Starker sich befindet, der die andern in Zucht\nhält. Daraus ergibt sich die Idee der Masse die vielen weichen Linien\nund des Heers: eine disziplinierte Menge. Der feste Strich auf zweitem\nPlatz findet in dem weichen Strich auf fünftem Platz, dem Platz des Herrschers, einen entsprechenden Rückhalt.\nDie Gefahr des Handelns ist durch das untere Zeichen Kan, die Hingebung\ndurch das obere Zeichen Kun angedeutet.\nDas Zeichen "leitet" ist im Text "Du"-vergiften geschrieben, muß aber\n"Dan"= leiten gelesen werden.	cerrado	coincide_ninguno
image_oraculo	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.\nAnfangs Sechs:	354-357	Inmitten der Erde ist Wasser, das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine Massen.	cerrado	coincide_ninguno
commentary_image	Inmitten der Erde ist Wasser: Das Bild des Heeres.\nSo mehrt der Edle durch Weitherzigkeit gegen das Volk seine\nMassen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.\nAnfangs Sechs:	354-357	Massen.\nDie Soldaten sind bei der im Altertum üblichen allgemeinen Wehrpflicht\nunter dem Volke vorhanden wie das Wasser unter der Erde. Durch Pflege\ndes Volkes sorgt man daher für ein tüchtiges Heer.\nDie Weite ist die Eigenschaft der Erde, die auch die Massen repräsentiert.\nDas Wasser bedeutet die Verwendung zu Diensten; dem Wasser fließt\nalles zu.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	354-357	Anfangs Sechs:	cerrado	na
L1_a_oraculo	Ein Heer muß ausziehen nach der Ordnung. Ist die nicht gut,\ndroht Unheil.	354-357	Ein Heer muß ausziehen nach der Ordnung. Ist die nicht gut,\ndroht Unheil.	cerrado	na
L1_b_comentario	"Ein Heer muß ausziehen nach der Ordnung."\nDie Ordnung verlieren ist unheilvoll.\nBemerkung: Das Wort,,Lü" für Ordnung bedeutet ursprünglich ein röhren-\nartiges Musikinstrument. Es würde wörtlich also heißen: "Das Heer rückt\naus mit Hörnerschall. Wenn die Hörner nicht stimmen, ist das ein schlechtes\nZeichen."\nDie Linie ist ganz unten, daher der Anfang, das Ausrücken des Heeres, durch\nsie angedeutet wird. Das Wasserzeichen bedeutet die ordnungsgemäße\nVerwendung. Wandelt sich die Linie, so wird aus dem unteren das Zeichen\nDui, die Heiterkeit, wodurch natürlich die Ordnung verlorengeht, da Heiter-\nkeit nicht die Gemütsverfassung für einen beginnenden Krieg ist.	354-357	"Ein Heer muß ausziehen nach der Ordnung."\nDie Ordnung verlieren ist unheilvoll.\nBemerkung: Das Wort "Lü" für Ordnung bedeutet ursprünglich ein röhrenartiges Musikinstrument. Es würde wörtlich also heißen: "Das Heer rückt\naus mit Hörnerschall. Wenn die Hörner nicht stimmen, ist das ein schlechtes\nZeichen."\nDie Linie ist ganz unten, daher der Anfang, das Ausrücken des Heeres, durch\nsie angedeutet wird. Das Wasserzeichen bedeutet die ordnungsgemäße\nVerwendung. Wandelt sich die Linie, so wird aus dem unteren das Zeichen\nDui, die Heiterkeit, wodurch natürlich die Ordnung verlorengeht, da Heiterkeit nicht die Gemütsverfassung für einen beginnenden Krieg ist.	cerrado	coincide_pass04
L2_etiqueta	Neun auf zweitem Platz:	354-357	Neun auf zweitem Platz:	cerrado	na
L2_a_oraculo	Inmitten des Heeres! Heil! Kein Makel! Der König verleiht\ndreifache Auszeichnung.	354-357	Inmitten des Heeres! Heil! Kein Makel! Der König verleiht\ndreifache Auszeichnung.	cerrado	na
L2_b_comentario	Inmitten des Heeres! Heil!"\nEr empfängt die Gnade vom Himmel.\n"Der König verleiht dreifache Auszeichnung."\nEr hat das Wohl aller Lande im Herzen.\nDer zweite Platz ist der Platz des Beamten und hier, weil es das Zeichen\n"\nHeer" ist, des Feldherrn. Die Gnade des Himmels kommt von der Sechs auf\nfünftem Platz, die auf dem Platz des Himmels im Verhältnis der Ent-\nsprechung zu diesem Strich steht. Die dreimalige Auszeichnung kommt von\nden drei gleichgearteten Strichen des oberen Zeichens Kun.	354-357	Inmitten des Heeres! Heil!"\nEr empfängt die Gnade vom Himmel.\n"Der König verleiht dreifache Auszeichnung."\nEr hat das Wohl aller Lande im Herzen.\nDer zweite Platz ist der Platz des Beamten und hier, weil es das Zeichen\n"Heer" ist, des Feldherrn. Die Gnade des Himmels kommt von der Sechs auf\nfünftem Platz, die auf dem Platz des Himmels im Verhältnis der Entsprechung zu diesem Strich steht. Die dreimalige Auszeichnung kommt von\nden drei gleichgearteten Strichen des oberen Zeichens Kun.	cerrado	coincide_pass04
L3_etiqueta	Sechs auf drittem Platz:	354-357	Sechs auf drittem Platz:	cerrado	na
L3_a_oraculo	Das Heer führt etwa im Wagen Leichen. Unheil!	354-357	Das Heer führt etwa im Wagen Leichen. Unheil!	cerrado	na
