campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	23	414-416		cerrado	na
nombre	DIE ZERSPLITTERUNG	414-416	DIE ZERSPLITTERUNG	cerrado	na
chinese	剝	414-416		cerrado	na
chinese_roman	BO	414-416	Bo	cerrado	na
hex_font	䷖	414-416	䷖	cerrado	na
trigrama_arriba	above GEN das Stillehalten, DER BERG	414-416	above GEN das Stillehalten, DER BERG	cerrado	na
trigrama_abajo	below KUN das Empfangende, DIE ERDE	414-416	below KUN das Empfangende, DIE ERDE	cerrado	na
ruler_note	Kernzeichen: Kun und\nKun\nDer\ner Herr des Zeichens ist die obere Neun. Obwohl das Schattige das\nLicht zersplittert, läßt sich das Lichte doch nicht vollkommen zer-\nsplittern, darum ist es der Herr des Zeichens.	414-416	Kun und Kun\nDer Herr des Zeichens ist die obere Neun. Obwohl das Schattige das\nsplittern, darum ist es der Herr des Zeichens.	cerrado	coincide_ninguno
sequence	Wenn man die Zierde zu weit treibt, dann erschöpft sich das\nGelingen. Darum folgt darauf das Zeichen: die Zersplitte-\nrung. Zersplitterung bedeutet Zerfall.	414-416	Wenn man die Zierde zu weit treibt, dann erschöpft sich das\nGelingen. Darum folgt darauf das Zeichen: die Zersplitterung. Zersplitterung bedeutet Zerfall.	cerrado	na
misc_notes	Zersplitterung bedeutet Verwesung.\nDer Gedanke, mit dem des nächsten Zeichens zusammengenommen, zeigt\nden Zusammenhang zwischen Verwesung und Auferstehung. Die Frucht\nmuß verwesen, ehe der neue Keim sich entwickeln kann.\nDie sinkende Tendenz des Zeichens ist sehr stark. Beide Kernzeichen so-\nwie das untere Halbzeichen sind Kun, dessen Bewegung abwärts geht. Dem\ngegenüber steht das obere Halbzeichen, Gen, bewegungslos stille. Dadurch\nentsteht eine Lockerung der Struktur. Nimmt man die Tendenz der fünf\nYinstriche, so bringen sie das obere Yang dadurch zu Fall, daß sie sich nach\nunten senken und ihm so den Boden entziehen. Auch hier ist die Grund-\ntendenz des Buchs der Wandlungen zum Ausdruck gebracht darin, daß das\nLichte als unbesiegbar dargestellt wird, indem es im Fall neues Leben er-\nzeugt wie das in die Erde sinkende Weizenkorn.	414-416	Zersplitterung bedeutet Verwesung.\nDer Gedanke, mit dem des nächsten Zeichens zusammengenommen, zeigt\nden Zusammenhang zwischen Verwesung und Auferstehung. Die Frucht\nmuß verwesen, ehe der neue Keim sich entwickeln kann.\nDie sinkende Tendenz des Zeichens ist sehr stark. Beide Kernzeichen sowie das untere Halbzeichen sind Kun, dessen Bewegung abwärts geht. Dem\nwww\ngegenüber steht das obere Halbzeichen, Gen, bewegungslos stille. Dadurch\nentsteht eine Lockerung der Struktur. Nimmt man die Tendenz der fünf\nYinstriche, so bringen sie das obere Yang dadurch zu Fall, daß sie sich nach\nunten senken und ihm so den Boden entziehen. Auch hier ist die Grundtendenz des Buchs der Wandlungen zum Ausdruck gebracht darin, daß das\nLichte als unbesiegbar dargestellt wird, indem es im Fall neues Leben erzeugt wie das in die Erde sinkende Weizenkorn.	cerrado	coincide_pass04
judgment_oraculo		414-416	Die Zersplitterung. Nicht fördernd ist es, wohin zu gehen.	cerrado	na
commentary_decision	Die Zersplitterung bedeutet Zerfall. Das Weiche verändert\ndas Feste.\n,,Nicht fördernd ist es, wohin zu gehen": Die Gemeinen\nwachsen.\nHingebung und Stillestehen ist die Folge der Betrachtung des\nBildes. Der Edle achtet auf den Wechsel von Abnahme und\nZunahme, Fülle und Leere; denn es ist der Lauf des Himmels.\nDas Weiche verändert das Starke durch unmerkliche allmähliche Einwirkung.\nDie Yinstriche sind im Begriff sich zu mehren. Daraus ergibt sich die aus\nden einzelnen Zeichen erfolgende Haltung des Edlen in solchen Zeiten. Er\nist hingebend entsprechend der Eigenschaft des Zeichens Kun und stille\nentsprechend der Eigenschaft des Zeichens Gen: das heißt, er unternimmt\nnichts, weil es nicht an der Zeit ist. Damit fügt er sich dem Lauf des\nHimmels, der zwischen Ab- und Zunahme wechselt in der Weise, daß das\njeweils Volle abnimmt und das jeweils Leere zunimmt.	414-416	Die Zersplitterung bedeutet Zerfall. Das Weiche verändert\ndas Feste.\n„Nicht fördernd ist es, wohin zu gehen": Die Gemeinen\nwachsen.\nHingebung und Stillestehen ist die Folge der Betrachtung des\nBildes. Der Edle achtet auf den Wechsel von Abnahme und\nZunahme, Fülle und Leere; denn es ist der Lauf des Himmels.\nDas Weiche verändert das Starke durch unmerkliche allmähliche Einwirkung.\nDie Yinstriche sind im Begriff sich zu mehren. Daraus ergibt sich die aus\nden einzelnen Zeichen erfolgende Haltung des Edlen in solchen Zeiten. Er\nist hingebend entsprechend der Eigenschaft des Zeichens Kun und stille\nentsprechend der Eigenschaft des Zeichens Gen: das heißt, er unternimmt\nnichts, weil es nicht an der Zeit ist. Damit fügt er sich dem Lauf des\nHimmels, der zwischen Ab- und Zunahme wechselt in der Weise, daß das\njeweils Volle abnimmt und das jeweils Leere zunimmt.	cerrado	na
image_oraculo	Der Berg ruht auf der Erde: das Bild der Zersplitterung.\nSo können die Oberen nur durch reiches Spenden an die Un-\nteren ihre Stellung sichern.\nDer Berg ist um so weniger der Zersplitterung ausgesetzt, je breiter er auf\nder Erde ruht. Es wird hier nicht sowohl der Zustand der Zersplitterung\nvorgeführt als der Zustand, der die Zersplitterung vermeiden läßt. Es\nkommt daher auch nicht die Abnahme des Lichten und Zunahme des\nSchattigen in Betracht, sondern die Beziehungen der Dicke der Unterlage.\nDurch reiches Spenden, wie es in der Art der Erde (Kun) liegt, wird die\nsichere Ruhe, wie sie in der Art des Berges (Gen) liegt, erreicht.\nAnfangs Sechs:	414-416	Der Berg ruht auf der Erde: das Bild der Zersplitterung.\nSo können die Oberen nur durch reiches Spenden an die\nUnteren ihre Stellung sichern.	cerrado	coincide_ninguno
