campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	18	396-399		cerrado	na
nombre	DIE ARBEIT AM VERDORBENEN	396-399	DIE ARBEIT AM VERDORBENEN	cerrado	na
chinese	蠱	396-399		cerrado	na
chinese_roman	GU	396-399		cerrado	na
hex_font	䷑	396-399	䷑	cerrado	na
trigrama_arriba	above GEN das Stillehalten, DER BERG	396-399	above GEN das Stillehalten, DER BERG	cerrado	na
trigrama_abajo	below SUN das Sanfte, DER WIND	396-399	below SUN das Sanfte, DER WIND	cerrado	na
ruler_note	Dschen und\nDui\ner Herr des Zeichens ist die Sechs auf fünftem Platz; denn alle Striche\nDer\nten ist die Arbeit fertig. Darum haben alle Striche Warnungen beigefügt,\nund nur vom fünften heißt es: Man findet Lob.	396-399	Dschen und\nDui\ner Herr des Zeichens ist die Sechs auf fünftem Platz; denn alle Striche\nDer\nten ist die Arbeit fertig. Darum haben alle Striche Warnungen beigefügt,\nund nur vom fünften heißt es: Man findet Lob.	cerrado	na
sequence	Wenn man in Lust andern folgt, so gibt es sicher Geschäfte. Arb, am\nDarum folgt darauf das Zeichen: Die Arbeit am Verdorbenen.\nArbeit am Verdorbenen bedeutet Geschäfte.\n6 Das Buch der Wandlungen II\nVeriors.	396-399	Wenn man in Lust andern folgt, so gibt es sicher Geschäfte. Arb, am\nDarum folgt darauf das Zeichen: Die Arbeit am Verdorbenen.\nArbeit am Verdorbenen bedeutet Geschäfte.\n6 Das Buch der Wandlungen II\nVeriors.	cerrado	coincide_pass02
misc_notes	Arbeit am Verdorbenen. Danach gibt es Ordnung.\nDie Struktur des Zeichens ist nicht günstig: oben das lastende Gen, unten\ndas sanfte, energielose Sun, die älteste Tochter, die sich mit dem jüngsten\nSohn abgibt. Aber diese Stagnation ist nichts Dauerndes, Unabänderliches.\nDie Kernzeichen zeigen andere Richtung: Dschen, das aus Dui hervorkommt:\nbeide sind in ihren Bewegungen nach oben gerichtet, energisch und fröhlich\ndie Arbeit des Besserns unternehmend. Das Zeichen ist die Umkehrung des\nvorigen.	396-399	Arbeit am Verdorbenen. Danach gibt es Ordnung.\nDie Struktur des Zeichens ist nicht günstig: oben das lastende Gen, unten\ndas sanfte, energielose Sun, die älteste Tochter, die sich mit dem jüngsten\nSohn abgibt. Aber diese Stagnation ist nichts Dauerndes, Unabänderliches.\nDie Kernzeichen zeigen andere Richtung: Dschen, das aus Dui hervorkommt:\nbeide sind in ihren Bewegungen nach oben gerichtet, energisch und fröhlich\ndie Arbeit des Besserns unternehmend. Das Zeichen ist die Umkehrung des\nvorigen.	cerrado	na
judgment_oraculo		396-399	Die Arbeit am Verdorbenen hat erhabenes Gelingen.\nFördernd ist es, das große Wasser zu durchqueren.\nVor dem Anfangspunkt drei Tage,\nnach dem Anfangspunkt drei Tage.	cerrado	na
commentary_decision	Die Arbeit am Verdorbenen: Das Feste ist oben und das\nWeiche unten, sanft und stillestehend: das Verdorbene..\n"Die Arbeit am Verdorbenen hat erhabenes Gelingen",\nund die Welt kommt in Ordnung.\n,,Fördernd ist es, das große Wasser zu durchqueren."\nBeim Hingehen wird man Geschäfte haben.\n,,Vor dem Anfangspunkt drei Tage, nach dem Anfangspunkt\ndrei Tage."\nDaß auf jedes Ende ein neuer Anfang folgt, das ist der Lauf\ndes Himmels.\nEs wird aus der Gestalt des Zeichens und den Eigenschaften der Figuren\nder Name des Zeichens erklärt. Umgekehrt wie beim vorigen Zeichen ist\ndas Starke, Aufwärtsstrebende oben und das Schwache, Sinkende unten.\nAuf diese Weise gehen die Bewegungen auseinander, es fehlen die Be-\nziehungen. Die Eigenschaften der beiden Figuren sind innerliche Schwäche,\nsanftes, unentschlossenes Gehenlassen, und außen Stillstand: das führt zum\nVerderben.\nAber das so Verdorbene stellt zugleich die Aufgabe, daran zu arbeiten mit\nder Aussicht auf Erfolg. Durch die Arbeit am Verdorbenen kommt die Welt\nwieder in Ordnung. Man muß allerdings etwas unternehmen. Das Durch-\nqueren des großen Wassers wird nahegelegt durch die untere Figur, die\nHolz daher Schiff und Wind- daher Vorankommen - bedeutet, und\ndurch das untere Kernzeichen Dui, der See.\n-\nOst\nGia\nDschen\nBing\nᏞᎥ\nSüd\nH\nuan\nGD\ning\nDing\nKun\nS.W.\n=\n=\nNord\nWest\nDui\nGong\nSin\nKiän\nN.W.\nKan\nJen\nDer Satz: "Vor dem Anfangspunkt" heißt wörtlich "vor dem Zeichen Gia".\nDas Zeichen Dschen im Osten bedeutet den Frühling und die Liebe. Es hat\ndie zyklischen Zeichen Gia (und I) bei sich. Gia ist der Anfangspunkt¹. Vor\nden drei Frühlingsmonaten, deren Tage Gia (und I) heißen, liegt der Winter.\nHier ist das Ende der Dinge der Vergangenheit. Nach den Frühlingsmona-\nten kommt der Sommer; vom Frühling bis zum Sommer ist der neue An-\nfang. Die Worte: "Vor dem Zeichen Gia drei Tage, nach dem Zeichen Gia\ndrei Tage" werden also erklärt durch die Worte des Kommentars: "Daß auf\njedes Ende immer ein neuer Anfang folgt, das ist der Lauf des Himmels."\nDa es sich in diesem Zeichen um innere Verhältnisse, Arbeit an dem von\nden Eltern Verdorbenen, handelt, muß Liebe vorwalten und sich über An-\nfang und Ende erstrecken (vgl. das Zeichen Sun, das Sanfte, Nr. 57).\nEine andere Erklärung ergibt sich aus der einfachen Betrachtung der abge-\nbildeten Zeichen in der innerweltlichen Reihenfolge. Der Anfangspunkt (Gia)\nist Dschen. Gehen wir von hier drei Zeichen zurück, so kommen wir auf das\nZeichen Kiän, das Schöpferische. Gehen wir drei Zeichen voran, so kommen\n¹ Die zehn zyklischen Zeichen sind:\nGia und I\nOsten\nFrühling\nHolz\nLiebe\nBing und Ding\nSüden\nSommer\nFeuer\nSitte\nMou und Gi\nMitte\nErde\nTreue\nGong und Sin\nWesten\nHerbst\nMetall\nGerechtigkeit\nJen und Gui\nNorden\nWinter\nWasser\nWeisheit\nwir auf Kun, das Empfangende. Kiän und Kun aber sind Vater und Mutter,\nund das Zeichen bezieht sich auf die Arbeit an dem von Vater und Mutter\nVerdorbenen.	396-399	Die Arbeit am Verdorbenen: Das Feste ist oben und das\nWeiche unten, sanft und stillestehend: das Verdorbene.\n"Die Arbeit am Verdorbenen hat erhabenes Gelingen",\nund die Welt kommt in Ordnung.\n„Fördernd ist es, das große Wasser zu durchqueren."\nBeim Hingehen wird man Geschäfte haben.\nVor dem Anfangspunkt drei Tage, nach dem Anfangspunkt\ndrei Tage."\n""\nDaß auf jedes Ende ein neuer Anfang folgt, das ist der Lauf\ndes Himmels.\nEs wird aus der Gestalt des Zeichens und den Eigenschaften der Figuren\nder Name des Zeichens erklärt. Umgekehrt wie beim vorigen Zeichen ist\ndas Starke, Aufwärtsstrebende oben und das Schwache, Sinkende unten.\nAuf diese Weise gehen die Bewegungen auseinander, es fehlen die Beziehungen. Die Eigenschaften der beiden Figuren sind innerliche Schwäche,\nsanftes, unentschlossenes Gehenlassen, und außen Stillstand: das führt zum\nVerderben.\nAber das so Verdorbene stellt zugleich die Aufgabe, daran zu arbeiten mit\nder Aussicht auf Erfolg. Durch die Arbeit am Verdorbenen kommt die Welt\nwieder in Ordnung. Man muß allerdings etwas unternehmen. Das Durchqueren des großen Wassers wird nahegelegt durch die untere Figur, die\nHolz daher Schiff · und Wind daher Vorankommen\ndurch das untere Kernzeichen Dui, der See.\n―\nbedeutet, und\n-\n―\nf\nSun\nS.O.\nGia\nDschen\nOst\n=\nGia und I\nBing und Ding\nMou und GI\nGong und Sin\nJen und Gui\nua\nUR\nHOOS\nOsten\nSüden\nMitte\nBing\nLi\nSüd\nWesten\nNorden\nNord\nKan\nJen\nS.W.\n==\nDing\nKun\nDer Satz:„Vor dem Anfangspunkt" heißt wörtlich "vor dem Zeichen Gia".\nDas Zeichen Dschen im Osten bedeutet den Frühling und die Liebe. Es hat\ndie zyklischen Zeichen Gia (und I) bei sich. Gia ist der Anfangspunkt¹. Vor\nden drei Frühlingsmonaten, deren Tage Gia (und I) heißen, liegt der Winter.\nHier ist das Ende der Dinge der Vergangenheit. Nach den Frühlingsmonaten kommt der Sommer; vom Frühling bis zum Sommer ist der neue Anfang. Die Worte:„Vor dem Zeichen Gia drei Tage, nach dem Zeichen Gia\ndrei Tage" werden also erklärt durch die Worte des Kommentars: "Daß auf\njedes Ende immer ein neuer Anfang folgt, das ist der Lauf des Himmels."\nDa es sich in diesem Zeichen um innere Verhältnisse, Arbeit an dem von\nden Eltern Verdorbenen, handelt, muß Liebe vorwalten und sich über Anfang und Ende erstrecken (vgl. das Zeichen Sun, das Sanfte, Nr. 57).\nEine andere Erklärung ergibt sich aus der einfachen Betrachtung der abgebildeten Zeichen in der innerweltlichen Reihenfolge. Der Anfangspunkt (Gia)\nist Dschen. Gehen wir von hier drei Zeichen zurück, so kommen wir auf das\nZeichen Kiän, das Schöpferische. Gehen wir drei Zeichen voran, so kommen\n¹ Die zehn zyklischen Zeichen sind:\nN.W.\nuely\nHolz\nFrühling\nSommer\nEEEE\nFeuer\nErde\nHerbst\nMetall\nWinter\nWasser\nWest\nDui\nGong\nLiebe\nSitte\nTreue\nGerechtigkeit\nWeisheit\nwir auf Kun, das Empfangende. Kiän und Kun aber sind Vater und Mutter,\nund das Zeichen bezieht sich auf die Arbeit an dem von Vater und Mutter\nVerdorbenen.	cerrado	coincide_ninguno
image_oraculo	Unten am Berg weht der Wind: das Bild des Verderbens.\nSo rüttelt der Edle die Leute auf und stärkt ihren Geist.\n-\nDer Wind, der am Berg herabfällt, bewirkt das Verderben. Aber anderer-\nseits wird durch die umgekehrte Bewegung erst der Wind unter Einwir-\nkung von Dschen, Erregung, der die Dinge aufrüttelt, und dann der Berg\nim Verein mit dem See, der heiter und nährend den Geist der Menschen\npflegt die Arbeit am Verdorbenen gezeigt.\n-\nAnfangs Sechs:	396-399	Unten am Berg weht der Wind: das Bild des Verderbens.\nSo rüttelt der Edle die Leute auf und stärkt ihren Geist.	cerrado	coincide_ninguno
commentary_image	Unten am Berg weht der Wind: das Bild des Verderbens.\nSo rüttelt der Edle die Leute auf und stärkt ihren Geist.\n-\nDer Wind, der am Berg herabfällt, bewirkt das Verderben. Aber anderer-\nseits wird durch die umgekehrte Bewegung erst der Wind unter Einwir-\nkung von Dschen, Erregung, der die Dinge aufrüttelt, und dann der Berg\nim Verein mit dem See, der heiter und nährend den Geist der Menschen\npflegt die Arbeit am Verdorbenen gezeigt.\n-\nAnfangs Sechs:	396-399	Der Wind, der am Berg herabfällt, bewirkt das Verderben. Aber andererseits wird durch die umgekehrte Bewegung erst der Wind unter Einwirkung von Dschen, Erregung, der die Dinge aufrüttelt, und dann der Berg\nim Verein mit dem See, der heiter und nährend den Geist der Menschen\npflegt die Arbeit am Verdorbenen gezeigt.	cerrado	coincide_ninguno
L1_etiqueta	Anfangs Sechs:	396-399	Anfangs Sechs:	cerrado	na
