campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	25	421-424		cerrado	na
nombre	DIE UNSCHULD	421-424	DIE UNSCHULD	cerrado	na
chinese	無妄	421-424		cerrado	na
chinese_roman	WU WANG	421-424	Wu Wang	cerrado	na
hex_font	䷘	421-424	䷘	cerrado	na
trigrama_arriba	above KIËN das Schöpferische, DER HIMMEL	421-424	above KIËN das Schöpferische, DER HIMMEL	cerrado	na
trigrama_abajo	below DSCHEN das Erregende, DER DONNER	421-424	below DSCHEN das Erregende, DER DONNER	cerrado	na
ruler_note	Sun und\nGen\nie Herren des Zeichens sind die Anfangsneun und die Neun auf fünf-\nder Bewegung\nten wie die Anfangsbewegung des aufrichtigen Herzens der Menschen.\nDie Neun auf fünftem Platz ist die Essenz der Art des Schöpferischen wie\ndie Unermüdlichkeit des höchst Wahrhaftigen. Darum heißt es im Kommen-\ntar zur Entscheidung: "Das Feste kommt von außen und wird zum Herrn\nim Innern." Das bezieht sich auf den Anfangsstrich. Ferner heißt es:,,Das\n寫\n​groß\njef\ndes\nim-\nJan\nA\nge\nen\nFeste ist in der Mitte und findet Entsprechung." Das bezieht sich auf den\nfünften Strich.	421-424	Die Herren des Zeichens sind die Anfangsneun und die Neun auf fünftem Platz. Die Anfangsneun ist der Anfang der Bewegung des Lichts wie die Anfangsbewegung des aufrichtigen Herzens der Menschen. Die Neun auf fünftem Platz ist die Essenz der Art des Schöpferischen wie die Unermüdlichkeit des höchst Wahrhaftigen. Darum heißt es im Kommentar zur Entscheidung: „Das Feste kommt von außen und wird zum Herrn im Innern." Das bezieht sich auf den Anfangsstrich. Ferner heißt es: „Das Feste ist in der Mitte und findet Entsprechung." Das bezieht sich auf den fünften Strich.	cerrado	coincide_ninguno
sequence	Durch Umkehr wird man frei von Schuld. Darum folgt dar-\nauf das Zeichen: die Unschuld.	421-424	Durch Umkehr wird man frei von Schuld. Darum folgt darauf das Zeichen: die Unschuld.	cerrado	na
misc_notes	Das Unerwartete bedeutet Unglück von außen.\nDie Unschuld macht sich frei von Fehlern, so daß sie kein innerlich bedingtes\nUnheil treffen kann. Wenn unerwarteterweise Unglück kommt, so ist es\näußerlich bedingt und geht darum auch wieder vorüber.\nDas Zeichen hat eine sehr stark aufsteigende Tendenz, sowohl das untere\nals das obere Zeichen haben die Bewegungsrichtung nach oben. Es ist Be-\nwegung in Harmonie mit dem Himmel darin angedeutet: das wahrhaft ur-\nsprüngliche Wesen des Menschen. Die beiden Kernzeichen Gen, das Stille-\nhalten, der Berg, und Sun, das Sanfte, der Wind (Baum), geben den Ge-\ndanken der Wirkung und Entwicklung der ursprünglichen Anlagen.\n•	421-424	Das Unerwartete bedeutet Unglück von außen.\nDie Unschuld macht sich frei von Fehlern, so daß sie kein innerlich bedingtes\nUnheil treffen kann. Wenn unerwarteterweise Unglück kommt, so ist es\näußerlich bedingt und geht darum auch wieder vorüber.\nDas Zeichen hat eine sehr stark aufsteigende Tendenz, sowohl das untere\nals das obere Zeichen haben die Bewegungsrichtung nach oben. Es ist Bewegung in Harmonie mit dem Himmel darin angedeutet: das wahrhaft ursprüngliche Wesen des Menschen. Die beiden Kernzeichen Gen, das Stillehalten, der Berg, und Sun, das Sanfte, der Wind (Baum), geben den Gedanken der Wirkung und Entwicklung der ursprünglichen Anlagen.	cerrado	coincide_pass04
judgment_oraculo		421-424	Die Unschuld. Erhabenes Gelingen.\nFördernd ist Beharrlichkeit.\nWenn jemand nicht recht ist, so hat er Unglück,\nund nicht fördernd ist es, irgend etwas zu unternehmen.	cerrado	na
