campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	42	486-490		cerrado	na
nombre		486-490	DIE MEHRUNG	cerrado	coincide_pass04
chinese	益	486-490		cerrado	na
chinese_roman	I DIE MEHRUNG	486-490	I	cerrado	coincide_pass04
hex_font	䷩	486-490	䷩	cerrado	na
trigrama_arriba	above SUN das Sanfte, DER WIND	486-490	above SUN das Sanfte, DER WIND	cerrado	na
trigrama_abajo	below DSCHEN das Erregende, DER DONNER	486-490	below DSCHEN das Erregende, DER DONNER	cerrado	na
ruler_note	Gen und Kun\ner Gedanke der Mehrung kommt zum Ausdruck durch die Minderung\ndes unteren Zeichens gemehrt wird. Darum sind die Sechs auf viertem\nPlatz und die Anfangsneun die konstituierenden Herren des Zeichens. Da\naber die Minderung des Oberen und Mehrung des Unteren vom Fürsten ge-\nspendet und vom Beamten empfangen wird, so sind die Neun auf fünftem\nPlatz und die Sechs auf zweitem Platz die herrschenden Herren des Zeichens.	486-490	Der Gedanke der Mehrung kommt zum Ausdruck durch die Minderung\ndes unteren Strichs des oberen Zeichens, wodurch der unterste Strich\ndes unteren Zeichens gemehrt wird. Darum sind die Sechs auf viertem\nPlatz und die Anfangsneun die konstituierenden Herren des Zeichens. Da\naber die Minderung des Oberen und Mehrung des Unteren vom Fürsten gespendet und vom Beamten empfangen wird, so sind die Neun auf fünftem\nPlatz und die Sechs auf zweitem Platz die herrschenden Herren des Zeichens.	cerrado	coincide_ninguno
sequence	Wenn die Minderung dauernd fortgeht, so wirkt sie sicher\nMehrung. Darum folgt darauf das Zeichen: Die Mehrung.	486-490	Wenn die Minderung dauernd fortgeht, so wirkt sie sicher\nMehrung. Darum folgt darauf das Zeichen: Die Mehrung.	cerrado	coincide_pass02
misc_notes	Die Zeichen Minderung und Mehrung sind der Anfang von\nBlüte und Untergang.\nDie beiden Zeichen, die am Anfang des zweiten Teils stehen, die Einwir-\nkung und die Dauer, werden durch zehnmalige Veränderung zu den Zeichen\n,,die Minderung" und ,,die Mehrung", ebenso wie die beiden Anfangszei-\nchhen des ersten Teils,,,das Schöpferische" und ,,das Empfangende", nach\nzehnmaliger Veränderung zu den Zeichen,,der Friede" und,,die Stockung"\nwerden. Die Zeichen "Friede" und "Stockung" stehen zu den Zeichen\n"Minderung" und "Mehrung" in innerem Zusammenhang, da durch Über-\ntragung eines starken Strichs aus dem unteren ins obere, bzw. aus dem\noberen ins untere Halbzeichen die beiden Zeichen Minderung" und "Meh-\nrung" entstehen. So entsteht das Zeichen Mehrung, indem von dem Zei-\nchen Pi, die\nder untere Strich des oberen Halb-\nStockung,\n"\nzeichens nach unten versetzt wird.\nDaß durch fortwährende Minderung schließlich ein Umschlag herbeigeführt\nwird und Mehrung eintritt, liegt im Lauf der Natur, der erkannt werden\nkann am abnehmenden und zunehmenden Mond und an allen regelmäßigen\nNaturvorgängen.\nDas Zeichen besteht aus den Halbzeichen Wind und Donner, die einander\nmehren. Durch die Verringerung des Oberen und Verstärkung des Unteren\nwird eine Sicherheit erzielt, die für das Ganze eine Mehrung bedeutet. Das\nZeichen ist die Umkehrung des vorigen.\nBeigefügte Urteile\nAls der Bau Hi Klan vorüber war, kam der Klan des gött-\nlichen Landmanns auf. Er spaltete ein Holz als Pflugschar\nund bog ein Holz als Pflugstange und lehrte den Vorteil des\nÖffnens der Erde mit dem Pflug der ganzen Welt. Das\nentnahm er wohl dem Zeichen: die Mehrung.\nDie beiden Teile des Zeichens haben als Symbol das Holz. Das äußere\nHalbzeichen bedeutet Eindringen, das innere bedeutet Bewegung. Die mit\nEindringen verbundene Bewegung brachte der Welt die größte Mehrung.\n"Die Mehrung zeigt die Fülle des Charakters. Die Mehrung\nzeigt das Wachstum der Fülle ohne Kunstgriffe. So schafft\ndie Mehrung Förderung des Nützlichen."	486-490	Die Zeichen Minderung und Mehrung sind der Anfang von\nBlüte und Untergang.\nDie beiden Zeichen, die am Anfang des zweiten Teils stehen, die Einwirkung und die Dauer, werden durch zehnmalige Veränderung zu den Zeichen\n„die Minderung" und „die Mehrung", ebenso wie die beiden Anfangszeichen des ersten Teils „das Schöpferische" und „das Empfangende", nach\nzehnmaliger Veränderung zu den Zeichen „der Friede" und „die Stockung"\nwerden. Die Zeichen „Friede" und „Stockung" stehen zu den Zeichen\n„Minderung" und „Mehrung" in innerem Zusammenhang, da durch Übertragung eines starken Strichs aus dem unteren ins obere, bzw. aus dem\noberen ins untere Halbzeichen die beiden Zeichen „Minderung" und „Mehrung" entstehen. So entsteht das Zeichen Mehrung, indem von dem Zeichen Pi, die Stockung, der untere Strich des oberen Halbzeichens nach unten versetzt wird.\nDaß durch fortwährende Minderung schließlich ein Umschlag herbeigeführt\nwird und Mehrung eintritt, liegt im Lauf der Natur, der erkannt werden\nkann am abnehmenden und zunehmenden Mond und an allen regelmäßigen\nNaturvorgängen.\nDas Zeichen besteht aus den Halbzeichen Wind und Donner, die einander\nmehren. Durch die Verringerung des Oberen und Verstärkung des Unteren\nwird eine Sicherheit erzielt, die für das Ganze eine Mehrung bedeutet. Das\nZeichen ist die Umkehrung des vorigen.\nBeigefügte Urteile\nAls der Bau Hi Klan vorüber war, kam der Klan des göttlichen Landmanns auf. Er spaltete ein Holz als Pflugschar\nund bog ein Holz als Pflugstange und lehrte den Vorteil des\nÖffnens der Erde mit dem Pflug der ganzen Welt. Das\nentnahm er wohl dem Zeichen: die Mehrung.\nDie beiden Teile des Zeichens haben als Symbol das Holz. Das äußere\nHalbzeichen bedeutet Eindringen, das innere bedeutet Bewegung. Die mit\nEindringen verbundene Bewegung brachte der Welt die größte Mehrung.\n„Die Mehrung zeigt die Fülle des Charakters. Die Mehrung\nzeigt das Wachstum der Fülle ohne Kunstgriffe. So schafft\ndie Mehrung Förderung des Nützlichen."	cerrado	coincide_ninguno
