campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	20	403-405		cerrado	na
nombre	DIE BETRACHTUNG (DER ANBLICK)	403-405	DIE BETRACHTUNG (DER ANBLICK)	cerrado	na
chinese	觀	403-405		cerrado	na
chinese_roman	GUAN	403-405	Guan	cerrado	na
hex_font	䷓	403-405	䷓	cerrado	na
trigrama_arriba	above SUN das Sanfte, DER WIND	403-405	above SUN das Sanfte, DER WIND	cerrado	na
trigrama_abajo	below KUN das Empfangende, DIE ERDE	403-405	below KUN das Empfangende, DIE ERDE	cerrado	na
ruler_note	Gen und\nKun\nDi\nie Herren des Zeichens sind die Neun auf fünftem Platz und die obere\nNeun. Der Satz im Kommentar zur Entscheidung: "Ein großer An-\nblick ist oben" bezieht sich auf sie.	403-405	blick ist oben" bezieht sich auf sie.\nGen und Kun\nie Herren des Zeichens sind die Neun auf fünftem Platz und die obere\n"	cerrado	coincide_pass04
sequence	Wenn die Dinge groß sind, dann kann man sie betrachten.\nedits Darum folgt darauf das Zeichen: die Betrachtung.	403-405	Wenn die Dinge groß sind, dann kann man sie betrachten.\nDarum folgt darauf das Zeichen: die Betrachtung.\nנז'ס	cerrado	coincide_ninguno
misc_notes	Die Bedeutung der Zeichen Annäherung und Betrachtung ist,\ndaß sie teils geben, teils nehmen.\nDas Zeichen ist die Umkehrung des vorigen: oben ein Baum, darunter die\nErde. Der Baum auf der Erde ist ein Anblick. Darauf weist auch das obere\nKernzeichen Gen, der Berg, hin, der auch ragend und sichtbar ist. Das\nZeichen hat den Doppelsinn, daß es,,teils gibt", d. h. einen erhabenen An-\nblick gewährt,,,teils nimmt", d. h. betrachtet, durch Betrachtung etwas er-\nlangen will.	403-405	Die Bedeutung der Zeichen Annäherung und Betrachtung ist,\ndaß sie teils geben, teils nehmen.\nDas Zeichen ist die Umkehrung des vorigen: oben ein Baum, darunter die\nErde. Der Baum auf der Erde ist ein Anblick. Darauf weist auch das obere\nKernzeichen Gen, der Berg, hin, der auch ragend und sichtbar ist. Das\nZeichen hat den Doppelsinn, daß es "teils gibt", d. h. einen erhabenen Anblick gewährt,,,teils nimmt", d. h. betrachtet, durch Betrachtung etwas erlangen will.	cerrado	coincide_pass04
judgment_oraculo		403-405	Die Betrachtung.\nDie Waschung ist geschehen, aber noch nicht die Darbringung. Vertrauensvoll blicken sie zu ihm auf.	cerrado	na
