campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	3	337-342	3	cerrado	na
nombre	DIE ANFANGSSCHWIERIGKEIT	337-342	DIE ANFANGSSCHWIERIGKEIT	cerrado	na
chinese	屯	337-342	屯	cerrado	na
chinese_roman	DSCHUN	337-342	Dschun	cerrado	na
hex_font	䷂	337-342	䷂	cerrado	na
trigrama_arriba	above KAN das Abgründige, DAS WASSER	337-342	above KAN das Abgründige, DAS WASSER	cerrado	na
trigrama_abajo	below DSCHEN das Erregende, DER DONNER	337-342	below DSCHEN das Erregende, DER DONNER	cerrado	na
ruler_note	Gen und Kun\nas Zeichen Dschun hat die Anfangsneun und die Neun auf fünftem\nDas\nneun ist unten und bedeutet den Gehilfen, der das Volk zur Ruhe bringen\nkann. Die Neun auf fünftem Platz ist oben; sie kann den Gehilfen einsetzen,\num das Volk zur Ruhe zu bringen.	337	Das Zeichen Dschun hat die Anfangsneun und die Neun auf fünftem Platz zu Herren. Das Zeichen hat nur diese beiden Yang. Die Anfangsneun ist unten und bedeutet den Gehilfen, der das Volk zur Ruhe bringen\nkann. Die Neun auf fünftem Platz ist oben; sie kann den Gehilfen einsetzen,\num das Volk zur Ruhe zu bringen.	cerrado	coincide_ninguno
sequence	Nachdem Himmel und Erde vorhanden sind, entstehen die\neinzelnen Wesen. Was den Raum zwischen Himmel und Erde\nAnfangs\nerfüllt, sind eben die Einzelwesen. Darum folgt das Zeichentri\nAnfangsschwierigkeit. Anfangsschwierigkeit ist soviel wie\nerfüllen.\n-\nEigentlich bedeutet Dschun nicht erfüllen. Die Idee ist die Schwierigkeit, die\nentsteht, wenn Himmel und Erde das Lichte und das Schattige sich\nzum erstenmal vereinigt haben und alle Wesen erzeugt und geboren werden.\nDas gibt etwas Chaotisches, das alles erfüllt, daher ist der Gedanke des Er-\nfüllens mit dem Zeichen Dschun verbunden.	338	Nachdem Himmel und Erde vorhanden sind, entstehen die\neinzelnen Wesen. Was den Raum zwischen Himmel und Erde erfüllt, sind eben die Einzelwesen. Darum folgt das Zeichen Anfangsschwierigkeit. Anfangsschwierigkeit ist soviel wie\nerfüllen.\nEigentlich bedeutet Dschun nicht erfüllen. Die Idee ist die Schwierigkeit, die\nentsteht, wenn Himmel und Erde — das Lichte und das Schattige — sich\nzum erstenmal vereinigt haben und alle Wesen erzeugt und geboren werden.\nDas gibt etwas Chaotisches, das alles erfüllt, daher ist der Gedanke des Erfüllens mit dem Zeichen Dschun verbunden.	cerrado	coincide_ninguno
misc_notes	Dschun ist sichtbar, hat aber noch nicht seine Wohnung ver-\nloren.\nDas Gras ist schon aus der Erde mit seiner Spitze hervorgedrungen, ist\nalso sichtbar, aber es steckt noch in der Erde, seiner ursprünglichen Woh-\nnung. Das obere Kernzeichen ("Berg") deutet auf Sichtbarkeit, das untere\n(,,Erde") auf die Wohnung.	338	Dschun ist sichtbar, hat aber noch nicht seine Wohnung verloren.\nDas Gras ist schon aus der Erde mit seiner Spitze hervorgedrungen, ist\nalso sichtbar, aber es steckt noch in der Erde, seiner ursprünglichen Wohnung. Das obere Kernzeichen ("Berg") deutet auf Sichtbarkeit, das untere\n(„Erde") auf die Wohnung.	cerrado	na
judgment_oraculo		338	Die Anfangsschwierigkeit wirkt erhabenes Gelingen.\nFördernd durch Beharrlichkeit.\nMan soll nichts unternehmen.\nFördernd ist es, Gehilfen einzusetzen.	cerrado	na
