campo	contenido_reconciliado	jpg_paginas	contenido_pdf	au_estado	resolucion_disputa
hex	44	496-499		cerrado	na
nombre	DAS ENTGEGENKOMMEN	496-499	DAS ENTGEGENKOMMEN	cerrado	na
chinese	姤	496-499		cerrado	na
chinese_roman	GOU	496-499	Gou	cerrado	na
hex_font	䷫	496-499	䷫	cerrado	na
trigrama_arriba	above KIËN das Schöpferische, DER HIMMEL	496-499	above KIËN das Schöpferische, DER HIMMEL	cerrado	na
trigrama_abajo	below SUN das Sanfte, DER WIND	496-499	below SUN das Sanfte, DER WIND	cerrado	na
ruler_note	Kiän und\nKiän\nas Zeichen "Entgegenkommen" hat seine Bedeutung von der einen\nDas\nstituierende Herr des Zeichens. Aber die fünf Yangstriche haben alle die\nPflicht, das Yin zu bändigen; darunter haben der zweite und der fünfte\nstarkes und zentrales Wesen, der eine steht ihm nahe, um es zu bändigen,\nder andere weilt auf dem Ehrenplatz und kommt von oben her, es zu bän-\ndigen. Darum sind die Neun auf fünftem und die Sechs auf zweitem Platz\ndie herrschenden Herren des Zeichens.	496-499	Das Zeichen Entgegenkommen" hat seine Bedeutung von der einen\nstituierende Herr des Zeichens. Aber die fünf Yangstriche haben alle die\nPflicht, das Yin zu bändigen; darunter haben der zweite und der fünfte\nstarkes und zentrales Wesen, der eine steht ihm nahe, um es zu bändigen,\nder andere weilt auf dem Ehrenplatz und kommt von oben her, es zu bändigen. Darum sind die Neun auf fünftem und die Sechs auf zweitem Platz\ndie herrschenden Herren des Zeichens.	cerrado	coincide_ninguno
sequence	Durch Entschlossenheit trifft man sicher etwas an. Darum\nfolgt darauf das Zeichen: das Entgegenkommen. Entgegen-\nkommen bedeutet Antreffen.	496-499	Durch Entschlossenheit trifft man sicher etwas an. Darum\nfolgt darauf das Zeichen: das Entgegenkommen. Entgegenkommen bedeutet Antreffen.\nDas Entgegenkommen bedeutet Antreffen. Das untere Zeichen ist Sun,\nWind, der unterhalb des oberen, Kiän, Himmel, dahinfährt und der daher\nalle Dinge antrifft. Ferner entsteht eine Yinlinie unten, so daß das Dunkle\nmit dem Hellen auf diese Weise unerwartet zusammentrifft. Und zwar\ngeht die Bewegung von dem Dunklen, Weiblichen aus, das seinerseits dem\nHellen, Männlichen entgegentritt.\nDas Zeichen ist die Umkehrung des vorigen.	cerrado	coincide_pass04
misc_notes	Entgegenkommen bedeutet Antreffen.\nDas Entgegenkommen bedeutet Antreffen. Das untere Zeichen ist Sun,\nWind, der unterhalb des oberen, Kiän, Himmel, dahinfährt und der daher\nalle Dinge antrifft. Ferner entsteht eine Yinlinie unten, so daß das Dunkle\nmit dem Hellen auf diese Weise unerwartet zusammentrifft. Und zwar\ngeht die Bewegung von dem Dunklen, Weiblichen aus, das seinerseits dem\nHellen, Männlichen entgegentritt.\nDas Zeichen ist die Umkehrung des vorigen.	496-499	Entgegenkommen bedeutet Antreffen.\nDas Entgegenkommen bedeutet Antreffen. Das untere Zeichen ist Sun,\nWind, der unterhalb des oberen, Kiän, Himmel, dahinfährt und der daher\nalle Dinge antrifft. Ferner entsteht eine Yinlinie unten, so daß das Dunkle\nmit dem Hellen auf diese Weise unerwartet zusammentrifft. Und zwar\ngeht die Bewegung von dem Dunklen, Weiblichen aus, das seinerseits dem\nHellen, Männlichen entgegentritt.\nDas Zeichen ist die Umkehrung des vorigen.	cerrado	coincide_pass02
